rank,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
854,Donovan Wilson,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.8,0.9,0.5,6.4,108.3
855,L'Jarius Sneed,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.5,1.1,0.6,6.4,108.2
856,George Karlaftis,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.3,0.9,0.4,6.4,108.2
857,Sam Hubbard,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.2,0.9,0.4,6.4,108.1
858,Camryn Bynum,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,1.3,0.6,6.3,107.9
859,Christian Wilkins,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.3,0.9,0.5,6.3,107.2
860,Krys Barnes,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.9,0.6,0.3,6.3,106.5
861,Grant Delpit,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.7,1.0,0.5,6.3,106.5
862,Jordan Poyer,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,1.1,0.6,6.3,106.4
863,Amani Hooker,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,1.1,0.6,6.2,105.7
864,Quinnen Williams,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.7,0.8,0.4,6.2,104.8
865,P.J. Locke,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.2,0.9,0.4,6.2,104.7
866,Zach Sieler,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.5,0.9,0.5,6.1,104.4
867,Malcolm Koonce,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.5,0.7,0.3,6.1,104.2
868,Rashan Gary,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.3,0.6,0.3,6.1,104.1
869,Tyrel Dodson,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,0.6,0.3,6.1,103.7
870,Christian Harris,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.9,0.4,6.1,103.3
871,Jevon Holland,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,1.0,0.5,6.1,103.3
872,Micah McFadden,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.5,0.9,0.4,6.1,103.2
873,Javon Hargrave,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.2,0.6,0.3,6.1,102.9
874,Christian Barmore,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,0.7,0.4,6.0,102.8
875,De'Vondre Campbell,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.8,0.4,6.0,102.7
876,Jabrill Peppers,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,1.1,0.5,6.0,102.6
877,Cameron Heyward,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.2,0.7,0.4,6.0,102.5
878,Kevin Byard III,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.1,0.5,6.0,102.4
879,Josh Sweat,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.5,0.9,0.4,6.0,102.4
880,Marcus Maye,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,1.2,0.6,6.0,102.3
881,Jordan Whitehead,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,1.1,0.6,6.0,102.2
882,Ed Oliver,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.5,0.7,0.4,6.0,102.0
883,Zach Allen,DEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.2,0.9,0.5,6.0,102.0
884,Dorance Armstrong,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.2,0.6,0.3,6.0,101.9
885,Preston Smith,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,0.7,0.4,6.0,101.8
886,Pete Werner,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.8,0.4,6.0,101.3
887,Jalen Thompson,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.9,0.4,6.0,101.3
888,DaRon Bland,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.1,0.6,6.0,101.2
889,Trent McDuffie,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.8,1.1,0.6,5.9,101.1
890,Mike Danna,KC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.3,0.9,0.4,5.9,101.1
891,Darrick Forrest,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5,1.0,0.5,5.9,101.0
892,Julian Blackmon,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.3,1.1,0.6,5.9,100.9
893,Jalen Pitre,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.1,0.5,5.9,100.7
894,Brian Branch,DET,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,0.8,0.4,5.9,100.3
895,Minkah Fitzpatrick,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.9,0.5,5.9,100.3
896,Derek Stingley Jr.,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.4,1.1,0.6,5.9,99.7
897,Daron Payne,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.2,0.8,0.4,5.8,98.7
898,Kenny Moore II,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.6,1.2,0.6,5.8,98.3
899,Leonard Williams,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.3,0.8,0.4,5.8,98.0
900,Jamien Sherwood,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.7,0.3,5.7,97.5
901,Zach Harrison,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.4,0.6,0.3,5.7,97.3
902,Paulson Adebo,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,5.7,97.2
903,Travon Walker,JAX,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.5,0.8,0.4,5.7,97.1
904,Tre'Von Moehrig,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.1,0.6,5.7,97.0
905,Tony Adams,NYJ,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,1.0,0.5,5.7,97.0
906,Arden Key,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.4,0.7,0.4,5.7,96.9
907,David Onyemata,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.3,0.7,0.3,5.7,96.7
908,Jordan Battle,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.8,0.4,5.7,96.6
909,Vita Vea,TB,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.3,0.7,0.4,5.7,96.6
910,Dexter Lawrence II,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.2,0.8,0.4,5.7,96.2
911,Talanoa Hufanga,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.9,0.5,5.6,96.0
912,Richie Grant,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.9,0.4,5.6,95.9
913,Trenton Simpson,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.7,0.3,5.6,95.9
914,Roger McCreary,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.1,0.5,5.6,95.7
915,Kerby Joseph,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.9,0.5,5.6,95.6
916,Jarran Reed,SEA,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.2,0.8,0.4,5.6,95.5
917,Morgan Fox,LAC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.3,0.7,0.4,5.6,95.5
918,Samson Ebukam,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.2,0.7,0.4,5.6,95.2
919,Christian Gonzalez,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.0,0.9,0.5,5.6,95.2
920,Isaiah McDuffie,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.3,5.6,95.0
921,Nate Hobbs,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,1.0,0.5,5.6,95.0
922,Alohi Gilman,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.2,0.6,5.6,94.9
923,Antonio Johnson,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.7,0.4,5.6,94.8
924,Jordan Fuller,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,0.9,0.5,5.6,94.8
925,Will Anderson Jr.,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.4,0.7,0.4,5.6,94.7
926,Harrison Phillips,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,1.0,0.5,5.6,94.5
927,Chase Young,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.4,0.7,0.3,5.6,94.5
928,Baron Browning,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.7,0.8,0.4,5.5,94.3
929,Tyrann Mathieu,NO,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.5,5.5,93.8
930,Rasul Douglas,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.8,1.0,0.5,5.5,93.5
931,Jason Pinnock,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.1,1.2,0.6,5.5,93.3
932,Marcus Williams,BAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.5,5.5,93.1
933,Greg Rousseau,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.2,0.6,0.3,5.5,92.8
934,Benjamin St-Juste,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.9,1.0,0.5,5.5,92.8
935,Calais Campbell,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.7,0.4,5.5,92.7
936,Jermaine Johnson,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.7,0.8,0.4,5.4,92.0
937,Kendall Fuller,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.2,0.6,5.4,92.0
938,Darnell Savage,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.9,0.5,5.4,91.7
939,Jonathan Allen,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.6,0.8,0.4,5.4,91.6
940,Cameron Jordan,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.2,0.7,0.3,5.4,91.2
941,E.J. Speed,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.8,0.4,5.4,91.0
942,Shaq Thompson,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,0.3,5.4,91.0
943,Jadeveon Clowney,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.3,0.6,0.3,5.3,90.9
944,Nakobe Dean,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.7,0.3,5.3,90.6
945,Arik Armstead,JAX,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.4,0.7,0.4,5.3,90.6
946,Marshon Lattimore,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,0.9,0.5,5.3,90.5
947,DeMarcus Walker,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.2,0.7,0.4,5.3,90.4
948,Juan Thornhill,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,0.5,5.3,90.3
949,Byron Murphy Jr.,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.7,1.3,0.6,5.3,90.3
950,Jamal Adams,TEN,SS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,0.5,5.3,90.1
951,Marlon Humphrey,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.1,1.0,0.5,5.3,90.1
952,Kyle Van Noy,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.2,0.7,0.3,5.3,90.0
953,Joey Bosa,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.4,0.6,0.3,5.3,90.0
954,Edgerrin Cooper,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.4,5.3,89.8
955,Jaelan Phillips,MIA,LB,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.4,0.6,0.3,7.5,89.8
956,Ifeatu Melifonwu,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,1.6,0.7,0.3,5.3,89.7
957,Brandon Jones,DEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.4,0.9,0.4,5.3,89.4
958,DeMarcus Lawrence,DAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.2,0.7,0.4,5.3,89.4
959,Leo Chenal,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.3,0.6,0.3,5.2,89.1
960,Xavier Woods,CAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.9,0.5,5.2,89.1
961,Darius Slay Jr.,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.2,0.6,5.2,89.0
962,Dennis Gardeck,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.7,0.5,0.2,5.2,89.0
963,Anfernee Jennings,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.7,0.4,5.2,89.0
964,Jack Sanborn,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.4,0.6,0.3,5.2,88.9
965,Sheldon Rankins,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.2,0.7,0.3,5.2,88.8
966,D.J. Reed,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.6,5.2,88.7
967,Kenny Clark,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.3,0.8,0.4,5.2,88.6
968,Jalen Carter,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.4,0.7,0.4,5.2,88.4
969,Brandon Stephens,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,1.1,0.6,5.2,88.3
970,Yaya Diaby,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.3,0.6,0.3,5.2,88.2
971,Justin Jones,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,0.6,0.3,5.2,88.1
972,Andre Cisco,JAX,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.3,1.0,0.5,5.1,87.3
973,Alontae Taylor,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.8,0.4,5.1,87.2
974,Elijah Riley,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.7,0.7,0.4,5.1,86.8
975,Von Miller,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.2,0.6,0.3,5.1,86.2
976,Jaire Alexander,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.0,0.5,5.1,86.0
977,Bryan Bresee,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4,0.5,0.3,5.1,85.9
978,Grady Jarrett,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.3,0.7,0.3,5.0,85.8
979,Anthony Nelson,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.2,0.6,0.3,5.0,85.8
980,Tyrique Stevenson,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,0.9,0.4,5.0,85.3
981,Taron Johnson,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.9,0.5,5.0,84.8
982,Deommodore Lenoir,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.9,0.5,5.0,84.8
983,Dre'Mont Jones,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.2,0.7,0.4,5.0,84.7
984,Deonte Banks,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,1.1,0.5,5.0,84.4
985,Martin Emerson Jr.,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.9,0.4,5.0,84.4
986,Jeremy Chinn,WAS,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.7,0.4,5.0,84.4
987,Cam Taylor-Britt,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.0,0.5,5.0,84.3
988,Duke Riley,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,0.7,0.3,5.0,84.3
989,Arnold Ebiketie,ATL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.3,0.6,0.3,5.0,84.2
990,Trevon Diggs,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,0.5,4.9,84.0
991,Carlton Davis,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.5,4.9,83.8
992,Dorian Williams,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.5,0.3,4.9,83.4
993,Dallis Flowers,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,1.1,0.6,4.9,83.1
994,Milton Williams,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.7,0.4,4.9,82.9
995,Da'Shawn Hand,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.5,0.7,0.3,4.9,82.8
996,Derrick Barnes,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.7,0.3,4.9,82.6
997,Jack Campbell,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.6,0.3,4.9,82.6
998,Akayleb Evans,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.6,4.8,82.2
999,Leonard Floyd,SF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.1,0.6,0.3,4.8,82.0
1000,Calijah Kancey,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.4,0.7,0.4,4.8,81.9
1001,Deatrich Wise Jr.,NE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.6,0.3,4.8,81.9
1002,Bradley Chubb,MIA,LB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.2,0.6,0.3,7.4,81.9
1003,Kei'Trel Clark,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.8,0.4,4.8,81.9
1004,Nick Cross,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.8,0.4,4.8,81.8
1005,Jalen Ramsey,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,1.1,0.6,4.8,81.3
1006,Sauce Gardner,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.6,4.8,80.9
1007,Riq Woolen,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.9,0.5,4.8,80.8
1008,C.J. Gardner-Johnson,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,0.9,0.5,4.7,80.7
1009,Christian Rozeboom,LAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.5,0.2,4.7,80.4
1010,Kyler Gordon,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.6,0.8,0.4,4.7,80.4
1011,Odafe Oweh,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.7,0.3,4.7,80.3
1012,Jamel Dean,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.5,4.7,80.2
1013,Charvarius Ward,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.9,0.4,4.7,80.1
1014,K.J. Britt,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.6,0.3,4.7,80.1
1015,Mike Hilton,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.9,0.5,4.7,80.0
1016,Jimmie Ward,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.9,0.4,4.7,79.8
1017,Henry To'oto'o,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.7,0.4,4.7,79.6
1018,Zyon McCollum,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.5,4.7,79.3
1019,Jordan Davis,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,0.7,0.4,4.7,79.3
1020,Daiyan Henley,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.3,4.6,79.0
1021,Poona Ford,LAC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.3,0.7,0.4,4.6,78.9
1022,JuJu Brents,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.0,0.5,4.6,78.9
1023,Osa Odighizuwa,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,0.7,0.4,4.6,78.8
1024,B.J. Hill,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7,0.8,0.4,4.6,78.7
1025,Tyson Campbell,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.9,0.5,4.6,78.6
1026,Michael Davis,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.2,0.9,0.5,4.6,78.5
1027,Alim McNeill,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.2,0.7,0.3,4.6,78.5
1028,Tre'Davious White,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.8,0.4,4.6,78.4
1029,Za'Darius Smith,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.2,0.6,0.3,4.6,78.3
1030,Chad Muma,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,0.6,0.3,4.6,78.1
1031,Tykee Smith,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.5,4.6,78.1
1032,John Franklin-Myers,DEN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.2,0.7,0.3,4.6,77.9
1033,Sydney Brown,PHI,S,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.8,0.4,7.1,77.7
1034,Akeem Davis-Gaither,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.6,0.3,4.5,77.3
1035,DeMarvion Overshown,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,0.8,0.4,4.5,77.2
1036,Marco Wilson,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.5,4.5,77.2
