player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Harvey Dahl,2553,G,ATL,16,100.0,0,2,80.5,75.7,79.1,4,14,621,100.0,100.0,98.2,6,20,2,1157,0,0,0,1157,667,667,1157,0,490,0
Justin Blalock,3655,G,ATL,16,100.0,0,2,77.0,71.6,74.1,6,16,621,100.0,100.0,98.1,0,23,1,1157,0,1157,0,1157,667,667,0,0,490,0
Sam Baker,4335,T,ATL,16,99.7,2,2,65.9,65.1,63.5,7,33,617,99.4,99.4,95.1,8,50,10,1153,0,0,1139,1157,663,667,0,0,490,18
Todd McClure,536,C,ATL,16,100.0,0,2,75.4,65.9,75.8,4,23,614,100.0,100.0,97.6,1,28,1,1139,1139,0,0,1139,659,659,0,0,480,0
Tyson Clabo,2011,T,ATL,16,99.7,0,2,81.7,74.4,80.4,4,24,612,99.5,99.5,96.9,0,33,5,1136,0,0,18,1139,657,660,0,1107,479,14
Jeff Saturday,431,C,IND,16,100.0,0,14,84.8,87.3,80.7,2,6,696,100.0,100.0,99.4,5,8,0,1121,1121,0,0,1121,719,719,0,0,402,0
D'Brickashaw Ferguson,2949,T,NYJ,16,99.9,0,22,83.4,82.5,76.9,9,16,560,100.0,99.8,97.4,5,27,2,1121,0,0,1093,1122,587,588,0,0,534,29
Ryan Diem,867,T,IND,16,100.0,0,14,62.3,63.2,65.1,9,38,696,100.0,100.0,95.9,10,52,5,1121,0,0,0,1121,719,719,0,1121,402,0
Dominic Raiola,820,C,DET,16,100.0,0,11,64.7,66.3,66.1,1,22,679,100.0,100.0,98.0,6,25,2,1107,1107,0,0,1107,717,717,0,0,390,0
Rob Sims,3073,G,DET,16,100.0,0,11,72.4,73.7,67.7,4,18,679,100.0,100.0,97.9,2,25,3,1107,0,1107,0,1107,717,717,0,0,390,0
Jahri Evans,3053,G,NO,16,100.0,2,20,74.8,74.2,71.4,4,13,687,100.0,100.0,98.0,12,22,5,1105,0,0,0,1105,716,716,1105,0,389,0
Carl Nicks,4478,G,NO,16,100.0,1,20,86.2,75.8,88.9,5,14,687,100.0,100.0,98.0,4,23,4,1105,0,1105,0,1105,716,716,0,0,389,0
Casey Wiegmann,227,C,KC,16,100.0,1,16,73.2,72.8,69.9,9,13,523,100.0,100.0,97.9,2,22,0,1103,1103,0,0,1103,556,556,0,0,547,0
Jeff Backus,788,T,DET,16,100.0,1,11,77.6,75.4,71.2,9,33,678,100.0,100.0,96.3,4,46,4,1102,0,0,1102,1102,716,716,0,0,386,0
Jermon Bushrod,3741,T,NO,16,100.0,2,20,66.8,72.8,56.9,7,38,684,100.0,100.0,96.1,8,49,4,1098,0,0,1096,1098,713,713,0,0,385,2
Bobbie Williams,628,G,CIN,16,100.0,0,7,75.6,83.7,71.6,4,6,625,100.0,100.0,98.7,7,13,3,1094,0,0,0,1094,661,661,1094,0,433,0
Kyle Cook,3914,C,CIN,16,100.0,0,7,78.5,72.8,78.0,3,12,625,100.0,100.0,98.3,3,18,3,1094,1094,0,0,1094,661,661,0,0,433,0
Jason Brown,2341,C,SL,16,100.0,1,26,66.2,79.5,61.5,0,11,637,100.0,100.0,99.0,6,12,1,1094,1094,0,0,1094,673,673,0,0,421,0
Jon Stinchcomb,1353,T,NO,16,100.0,1,20,73.5,63.8,82.6,6,39,682,100.0,100.0,95.8,8,51,6,1092,0,0,0,1092,711,711,0,1088,381,4
Jonathan Goodwin,1146,C,NO,16,100.0,0,20,67.8,73.9,63.9,3,15,682,100.0,100.0,98.4,1,20,2,1091,1091,0,0,1091,711,711,0,0,380,0
Matt Slauson,5117,G,NYJ,16,100.0,0,22,70.7,62.3,72.3,8,15,538,100.0,100.0,96.7,7,29,6,1083,0,1083,0,1083,566,566,0,0,517,0
Cooper Carlisle,658,G,OAK,16,99.9,0,23,66.0,62.0,65.6,4,32,564,99.8,99.8,96.3,4,39,3,1083,0,0,0,1084,611,612,1084,0,472,0
Andrew Whitworth,3000,T,CIN,16,98.9,0,7,90.9,81.3,91.4,9,14,614,98.4,98.2,97.6,7,26,3,1081,0,0,1029,1093,648,660,0,0,433,64
Jacob Bell,1859,G,SL,16,100.0,0,26,73.7,78.1,69.3,2,17,627,100.0,100.0,98.0,4,22,3,1079,0,1079,0,1079,663,663,0,0,416,0
Stephen Peterman,1804,G,DET,16,100.0,1,11,64.3,64.5,68.8,5,23,655,100.0,100.0,97.3,12,32,4,1076,0,0,0,1076,692,692,1076,0,384,0
Chris Snee,1755,G,NYG,16,100.0,2,21,77.4,78.4,78.2,1,16,564,100.0,100.0,98.3,7,18,1,1074,0,0,0,1074,597,597,1074,0,477,0
Andre Gurode,1044,C,DAL,16,100.0,1,9,74.0,80.7,72.6,2,8,637,100.0,100.0,99.1,7,11,1,1073,1073,0,0,1073,671,671,0,0,402,0
Doug Free,3738,T,DAL,16,99.9,2,9,83.8,74.5,91.4,7,21,636,99.8,99.9,97.0,11,33,5,1072,0,0,1066,1073,670,671,0,0,402,7
