player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Nate Solder,6169,T,NE,16,99.8,2,19,77.8,70.7,77.4,9,28,666,99.7,99.7,96.6,4,41,4,1234,0,0,1224,1236,709,711,0,0,525,12
Ryan Wendell,4602,C,NE,16,100.0,0,19,83.0,67.2,85.4,2,18,669,100.0,100.0,97.6,2,26,6,1233,1233,0,0,1233,713,713,0,0,520,0
Dominic Raiola,820,C,DET,16,100.0,0,11,73.1,80.3,67.7,2,12,784,100.0,100.0,98.7,2,17,3,1199,1199,0,0,1199,815,815,0,0,384,0
Rob Sims,3073,G,DET,16,100.0,0,11,77.5,79.9,72.6,1,25,784,100.0,100.0,98.3,5,26,0,1199,0,1199,0,1199,815,815,0,0,384,0
Stephen Peterman,1804,G,DET,16,100.0,0,11,76.5,62.7,81.2,4,37,784,100.0,100.0,96.7,4,46,5,1199,0,0,0,1199,815,815,1199,0,384,0
Gosder Cherilus,4331,T,DET,16,100.0,0,11,74.7,75.2,72.4,7,27,783,100.0,100.0,97.3,9,38,4,1198,0,0,0,1198,814,814,0,1198,384,0
Anthony Castonzo,6174,T,IND,16,100.0,2,14,77.9,66.2,85.0,11,35,696,100.0,100.0,95.4,5,55,9,1169,0,0,1169,1169,751,751,0,0,418,0
Mike McGlynn,4423,G,IND,16,100.0,0,14,57.9,56.6,56.5,10,33,696,100.0,100.0,96.3,2,47,4,1168,92,0,0,1168,751,751,1076,0,417,0
Zane Beadles,5570,G,DEN,16,100.0,0,10,74.1,69.6,72.9,7,13,610,100.0,100.0,98.2,5,21,1,1142,0,1142,0,1142,650,650,0,0,492,0
Orlando Franklin,6198,T,DEN,16,100.0,3,10,75.5,75.2,74.9,5,17,607,100.0,100.0,97.5,10,26,4,1132,0,0,0,1132,647,647,0,1132,485,0
