player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Logan Mankins,2249,G,NE,16,100.0,1,19,94.2,69.0,94.9,8,14,618,100.0,100.0,97.4,4,27,5,1121,0,1121,0,1121,640,640,0,0,481,0
Dan Koppen,1471,C,NE,16,100.0,0,19,75.3,66.2,77.2,7,13,608,100.0,100.0,97.4,2,26,6,1110,1110,0,0,1110,630,630,0,0,480,0
Jason Brown,2341,C,BLT,16,100.0,0,3,80.0,90.7,75.0,0,6,479,100.0,100.0,99.4,2,6,0,1096,1096,0,0,1096,506,506,0,0,590,0
Ben Grubbs,3645,G,BLT,16,100.0,0,3,69.3,75.0,64.9,6,8,474,100.0,100.0,97.5,3,19,5,1090,0,1090,0,1090,501,501,0,0,589,0
Jeff Faine,1337,C,TB,16,100.0,0,30,71.8,82.4,67.0,2,9,618,100.0,100.0,98.9,3,12,1,1084,1084,0,0,1084,649,649,0,0,435,0
Donald Penn,3459,T,TB,16,100.0,0,30,85.0,78.1,87.0,8,21,618,100.0,100.0,96.4,5,37,8,1084,0,0,1084,1084,649,649,0,0,435,0
Jeremy Trueblood,3004,T,TB,16,100.0,0,30,83.0,75.8,91.4,3,18,618,100.0,100.0,97.5,10,26,5,1082,0,0,0,1082,648,648,0,1082,434,0
Jahri Evans,3053,G,NO,16,100.0,0,20,90.2,76.6,91.1,6,14,646,100.0,100.0,98.1,5,22,2,1079,0,0,0,1079,680,680,1079,0,399,0
Jamaal Jackson,1635,C,PHI,16,100.0,0,24,79.7,75.8,80.3,3,12,650,100.0,100.0,98.5,4,17,2,1078,1078,0,0,1078,673,673,0,0,405,0
David Diehl,1468,T,NYG,16,100.0,0,21,75.5,71.5,74.5,5,24,525,100.0,100.0,96.1,5,35,6,1074,0,0,1073,1074,564,564,0,0,510,1
Randy Thomas,475,G,WAS,16,100.0,0,32,78.9,71.0,76.2,9,12,573,100.0,100.0,97.6,0,24,3,1070,0,0,0,1070,607,607,1070,0,463,0
Casey Rabach,852,C,WAS,16,100.0,1,32,71.7,65.4,71.5,6,10,573,100.0,100.0,97.7,4,21,5,1070,1070,0,0,1070,607,607,0,0,463,0
Pete Kendall,163,G,WAS,16,100.0,1,32,87.3,79.6,86.0,4,9,573,100.0,100.0,98.7,3,14,1,1070,0,1070,0,1070,607,607,0,0,463,0
Ben Hamilton,864,G,DEN,16,100.0,0,10,87.2,75.6,88.8,1,11,653,100.0,100.0,98.6,6,15,3,1064,0,1064,0,1064,697,697,0,0,367,0
Ryan Harris,3686,T,DEN,16,100.0,0,10,77.7,69.8,81.3,6,35,653,100.0,100.0,96.4,3,44,3,1064,0,0,0,1064,697,697,0,1063,367,1
Ryan Clady,4326,T,DEN,16,100.0,0,10,79.0,73.3,78.7,7,37,653,100.0,100.0,96.6,4,44,0,1064,0,0,1064,1064,697,697,0,0,367,0
Casey Wiegmann,227,C,DEN,16,100.0,0,10,91.1,90.5,90.2,0,5,653,100.0,100.0,99.3,3,7,2,1064,1064,0,0,1064,697,697,0,0,367,0
Todd Herremans,2343,G,PHI,16,99.8,0,24,85.9,83.1,82.8,2,13,643,99.7,99.7,98.7,5,16,1,1058,0,1034,23,1060,666,668,0,0,392,3
Chris Snee,1755,G,NYG,16,100.0,0,21,91.6,75.9,91.2,5,10,521,100.0,100.0,98.4,3,16,1,1057,0,0,0,1057,560,560,1057,0,497,0
Rich Seubert,986,G,NYG,16,100.0,0,21,89.6,75.8,88.7,4,9,513,100.0,100.0,98.1,4,16,3,1055,0,1055,0,1055,552,552,0,0,503,0
Jared Gaither,4279,T,BLT,16,99.6,2,3,87.9,83.6,89.1,1,18,462,99.1,99.2,97.5,12,21,2,1055,0,0,1040,1059,487,491,0,0,568,19
