player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jermon Bushrod,3741,T,NO,16,100.0,0,20,79.5,76.9,75.7,7,34,694,100.0,100.0,96.8,6,43,2,1152,0,0,1152,1152,727,727,0,0,425,0
Carl Nicks,4478,G,NO,16,100.0,0,20,84.6,85.7,78.5,2,8,694,100.0,100.0,99.0,2,12,2,1152,0,1152,0,1152,727,727,0,0,425,0
Justin Blalock,3655,G,ATL,16,100.0,2,2,70.2,79.1,61.0,4,16,629,100.0,100.0,98.3,3,21,1,1127,0,1127,0,1127,680,680,0,0,447,0
Tyson Clabo,2011,T,ATL,16,100.0,1,2,78.2,75.2,76.9,8,16,629,100.0,100.0,97.5,7,28,4,1127,0,0,7,1127,680,680,0,1120,447,0
Jahri Evans,3053,G,NO,16,100.0,1,20,77.2,70.7,76.8,2,26,686,100.0,100.0,97.7,5,30,2,1115,0,0,0,1115,718,718,1115,0,397,0
Brian Waters,575,G,NE,16,100.0,1,19,82.8,87.8,74.7,3,7,643,100.0,100.0,98.9,5,12,2,1112,0,0,0,1112,675,675,1112,0,437,0
Rob Sims,3073,G,DET,16,100.0,0,11,72.8,81.4,65.1,8,11,714,100.0,100.0,98.5,3,20,1,1103,0,1103,0,1103,751,751,0,0,352,0
Stephen Peterman,1804,G,DET,16,100.0,1,11,71.5,77.0,65.8,4,13,714,100.0,100.0,98.5,5,19,2,1103,0,0,0,1103,751,751,1103,0,352,0
Dominic Raiola,820,C,DET,16,100.0,0,11,68.2,81.9,62.5,0,10,713,100.0,100.0,98.7,5,14,4,1094,1094,0,0,1094,750,750,0,0,344,0
Jeromey Clary,3132,T,SD,16,100.0,2,27,57.8,56.1,63.6,7,42,618,100.0,100.0,94.9,11,56,7,1089,0,0,0,1089,656,656,0,1086,433,3
Matt Slauson,5117,G,NYJ,16,100.0,0,22,68.9,67.6,67.9,7,13,602,100.0,100.0,97.7,3,24,4,1088,23,1065,0,1088,647,647,0,0,441,0
D'Brickashaw Ferguson,2949,T,NYJ,16,99.9,0,22,77.0,79.1,66.3,7,22,601,99.8,99.8,96.3,3,37,8,1087,0,0,1081,1088,646,647,0,0,441,7
Jeff Backus,788,T,DET,16,100.0,4,11,75.4,73.4,73.2,4,36,711,100.0,100.0,96.2,11,47,7,1084,0,0,1084,1084,748,748,0,0,336,0
Wade Smith,1393,G,HST,16,100.0,0,13,70.0,72.7,65.5,3,15,506,100.0,100.0,97.6,2,21,3,1083,0,1083,0,1083,535,535,0,0,548,0
Wayne Hunter,1388,T,NYJ,16,100.0,0,22,59.8,53.5,71.8,11,32,602,100.0,100.0,94.6,11,54,11,1082,0,0,0,1082,647,647,0,1078,435,4
Will Montgomery,3179,C,WAS,16,100.0,1,32,69.2,66.6,69.0,6,19,641,100.0,100.0,97.7,3,27,2,1081,905,176,0,1081,680,680,0,0,401,0
Chris Chester,3001,G,WAS,16,100.0,0,32,63.3,70.4,55.1,5,23,641,100.0,100.0,97.7,1,29,1,1081,0,0,0,1081,680,680,1081,0,401,0
Bryant McKinnie,1015,T,BLT,16,100.0,2,3,70.2,75.5,61.3,9,24,586,100.0,100.0,96.0,7,40,7,1080,0,0,1080,1080,621,621,0,0,459,0
Brandon Moore,1284,G,NYJ,16,100.0,0,22,75.7,80.7,71.4,0,14,602,100.0,100.0,98.8,5,14,0,1078,0,0,0,1078,647,647,1078,0,431,0
Kareem McKenzie,840,T,NYG,16,100.0,2,21,64.4,53.2,74.6,6,47,626,100.0,100.0,94.8,3,59,6,1076,0,0,0,1076,659,659,0,1075,417,1
David Diehl,1468,G,NYG,16,99.9,0,21,50.4,36.1,60.0,8,48,626,99.8,99.8,94.1,4,65,9,1075,0,668,407,1076,659,660,0,0,416,1
Stefen Wisniewski,6200,G,OAK,16,100.0,0,23,71.9,73.9,68.8,5,18,561,100.0,100.0,97.6,5,25,2,1073,167,906,0,1073,603,603,0,0,470,0
Cooper Carlisle,658,G,OAK,16,100.0,0,23,65.9,63.5,63.5,5,23,561,100.0,100.0,97.1,3,30,2,1072,0,0,0,1072,603,603,1071,0,469,1
Michael Oher,4946,T,BLT,16,99.8,0,3,72.5,68.7,73.5,6,33,584,99.7,99.7,95.5,10,46,7,1072,0,0,0,1074,618,620,0,1066,454,8
Jared Veldheer,5594,T,OAK,16,99.8,1,23,80.5,73.4,81.0,3,28,559,99.6,99.7,96.5,11,35,4,1071,0,0,1049,1073,601,603,0,2,470,22
Nate Livings,3400,G,CIN,16,100.0,0,7,68.5,73.9,65.2,6,14,583,100.0,100.0,98.1,7,21,1,1069,0,1069,0,1069,624,624,0,0,445,0
Kyle Cook,3914,C,CIN,16,100.0,2,7,68.3,67.0,69.8,4,14,583,100.0,100.0,98.3,6,19,1,1068,1068,0,0,1068,624,624,0,0,444,0
Eric Winston,3011,T,HST,16,100.0,2,13,80.2,72.4,83.2,2,20,501,100.0,100.0,96.4,9,29,7,1065,0,0,0,1065,530,530,0,1065,535,0
J.D. Walton,5604,C,DEN,16,100.0,0,10,56.5,64.2,52.6,4,15,505,100.0,100.0,97.3,3,23,4,1065,1065,0,0,1065,542,542,0,0,523,0
Zane Beadles,5570,G,DEN,16,100.0,0,10,64.5,55.5,68.7,5,32,505,100.0,100.0,95.1,6,43,6,1065,0,1065,0,1065,542,542,0,0,523,0
Andrew Whitworth,3000,T,CIN,16,99.8,1,7,81.1,84.3,70.6,3,14,581,99.7,99.7,98.0,8,20,3,1064,0,0,1055,1066,622,624,0,0,442,11
Jason Kelce,6343,C,PHI,16,100.0,0,24,62.5,59.3,64.5,6,26,646,100.0,100.0,97.4,5,33,1,1063,1056,7,0,1063,681,681,0,0,382,0
Joe Thomas,3619,T,CLV,16,100.0,1,8,77.3,86.9,61.6,3,16,651,100.0,100.0,98.1,8,22,3,1063,0,0,1059,1063,689,689,0,0,374,4
Alex Mack,4944,C,CLV,16,100.0,0,8,74.6,83.5,69.0,2,8,651,100.0,100.0,98.6,4,14,4,1063,1063,0,0,1063,689,689,0,0,374,0
Jason Pinkston,6302,G,CLV,16,100.0,2,8,61.1,65.6,58.2,10,24,651,100.0,100.0,97.2,4,35,1,1063,0,1063,0,1063,689,689,0,0,374,0
Ryan Clady,4326,T,DEN,16,99.8,3,10,66.1,69.6,58.4,3,32,502,99.6,99.6,95.3,12,41,6,1061,0,0,1043,1063,538,540,0,0,523,20
Todd Herremans,2343,T,PHI,16,99.8,0,24,76.7,65.3,85.3,9,37,644,99.7,99.7,95.8,7,50,4,1061,0,0,74,1063,679,681,0,974,382,15
Matt Birk,404,C,BLT,16,100.0,0,3,77.6,87.1,72.8,2,6,584,100.0,100.0,99.1,4,9,1,1059,1059,0,0,1059,618,618,0,0,441,0
Duane Brown,4340,T,HST,16,100.0,0,13,81.7,83.5,75.4,4,22,492,100.0,100.0,97.4,3,26,0,1056,0,0,1056,1056,519,519,0,0,537,0
Harvey Dahl,2553,G,SL,16,100.0,1,26,74.0,77.7,72.3,5,15,615,100.0,100.0,98.2,7,21,1,1055,0,0,0,1055,649,649,703,352,406,0
Barry Richardson,4484,T,KC,16,100.0,1,16,54.4,55.0,55.7,6,36,552,100.0,100.0,94.7,9,50,8,1053,0,0,8,1053,580,580,0,1045,473,0
Casey Wiegmann,227,C,KC,16,100.0,0,16,72.6,84.2,65.8,2,7,552,100.0,100.0,99.2,2,9,0,1053,1053,0,0,1053,580,580,0,0,473,0
Jon Asamoah,5593,G,KC,16,100.0,1,16,74.0,84.6,65.9,2,8,551,100.0,100.0,98.7,4,12,2,1051,0,0,0,1051,579,579,1051,0,472,0
Nick Hardwick,1787,C,SD,16,100.0,0,27,69.7,84.6,61.3,2,7,599,100.0,100.0,99.2,1,9,0,1050,1050,0,0,1050,635,635,0,0,415,0
Geoff Hangartner,2386,G,CAR,16,100.0,0,5,70.3,67.0,69.0,5,21,599,100.0,100.0,97.5,2,28,2,1046,7,0,0,1046,636,636,1039,0,410,0
Orlando Franklin,6198,T,DEN,16,100.0,1,10,70.7,61.8,75.0,7,28,489,100.0,100.0,95.2,6,41,6,1046,0,0,6,1046,526,526,0,1040,520,0
Doug Free,3738,T,DAL,16,99.9,0,9,70.0,67.3,70.1,5,34,615,99.8,99.8,95.2,10,49,10,1045,0,0,1035,1046,640,641,0,0,405,11
Chris Myers,2417,C,HST,16,100.0,1,13,92.5,82.6,92.0,2,8,487,100.0,100.0,98.8,4,11,1,1045,1045,0,0,1045,514,514,0,0,531,0
Andy Levitre,4974,G,BUF,16,100.0,3,4,81.4,81.2,74.9,1,11,625,100.0,100.0,98.2,5,17,5,1043,68,784,191,1043,666,666,0,0,377,0
Uche Nwaneri,3765,G,JAX,16,100.0,2,15,73.9,67.2,72.1,4,13,537,100.0,100.0,98.0,4,19,2,1041,0,0,0,1041,564,564,1041,0,477,0
Erik Pears,2737,T,BUF,16,100.0,0,4,64.5,69.7,57.9,4,27,624,100.0,100.0,96.9,7,35,4,1041,0,0,0,1041,665,665,0,1041,376,0
Brad Meester,627,C,JAX,16,100.0,3,15,75.2,76.9,70.9,1,13,537,100.0,100.0,98.3,6,16,2,1041,1041,0,0,1041,564,564,0,0,477,0
Tyron Smith,6161,T,DAL,16,100.0,1,9,80.2,71.7,84.5,2,20,616,100.0,100.0,96.9,7,30,8,1040,0,0,0,1040,641,641,0,1038,399,2
Marshal Yanda,3702,G,BLT,16,100.0,0,3,87.1,88.8,81.3,1,6,571,100.0,100.0,99.0,2,9,2,1039,0,0,0,1039,606,606,1039,0,433,0
Ryan Kalil,3675,C,CAR,16,100.0,1,5,73.6,76.3,71.4,2,7,595,100.0,100.0,98.7,4,12,3,1039,1039,0,0,1039,632,632,0,0,407,0
Branden Albert,4329,T,KC,16,100.0,0,16,75.6,78.1,71.9,6,13,545,100.0,100.0,97.3,10,24,5,1038,0,0,1036,1038,571,571,0,0,467,2
Matt Light,818,T,NE,15,99.9,0,19,78.1,75.0,72.4,7,24,600,99.8,99.8,96.7,5,35,4,1033,0,0,1030,1034,632,633,0,0,401,4
T.J. Lang,5032,G,GB,16,100.0,0,12,73.1,82.5,71.2,1,10,635,100.0,100.0,98.8,7,13,2,1033,0,920,0,1033,681,681,0,113,352,0
Lyle Sendlein,4062,C,ARZ,16,100.0,0,1,70.3,73.1,65.8,1,18,628,100.0,100.0,98.3,1,20,1,1029,1029,0,0,1029,663,663,0,0,366,0
Charlie Johnson,3144,T,MIN,16,100.0,1,18,69.3,69.2,66.5,9,32,594,100.0,100.0,95.2,5,49,8,1028,0,0,1028,1028,616,616,0,0,412,0
Mike Iupati,5542,G,SF,16,100.0,0,28,79.0,68.4,78.7,4,11,517,100.0,100.0,98.0,4,18,3,1022,0,1022,0,1022,547,547,0,0,475,0
Jonathan Goodwin,1146,C,SF,16,100.0,0,28,67.2,63.9,66.5,5,13,519,100.0,100.0,97.3,2,23,5,1022,1022,0,0,1022,549,549,0,0,473,0
Donald Penn,3459,T,TB,16,100.0,1,30,77.7,74.4,78.3,7,26,648,100.0,100.0,96.1,6,42,9,1022,0,0,1021,1022,701,701,0,0,321,1
Michael Roos,2258,T,TEN,16,100.0,0,31,79.5,79.5,74.1,9,25,617,100.0,100.0,97.1,5,35,1,1022,0,0,1022,1022,643,643,0,0,379,0
Jake Scott,1862,G,TEN,16,100.0,0,31,76.3,82.4,68.2,1,11,617,100.0,100.0,98.7,3,14,2,1022,0,0,0,1022,643,643,1022,0,379,0
Davin Joseph,2968,G,TB,16,100.0,0,30,66.5,72.1,58.8,3,21,648,100.0,100.0,97.8,3,26,2,1022,0,0,0,1022,701,701,1022,0,321,0
Eugene Amano,1953,C,TEN,16,100.0,0,31,64.8,79.7,55.9,4,6,616,100.0,100.0,98.5,3,14,4,1021,1021,0,0,1021,642,642,0,0,379,0
Kyle Kosier,1208,G,DAL,16,100.0,2,9,70.5,69.2,67.0,4,17,593,100.0,100.0,97.7,3,24,3,1018,0,0,0,1018,618,618,1018,0,400,0
Marc Colombo,1036,T,MIA,16,99.9,1,17,60.9,55.5,65.3,9,35,542,99.8,99.8,94.3,3,53,9,1016,0,0,1,1017,567,568,0,1012,449,3
Levi Brown,3621,T,ARZ,16,100.0,0,1,66.6,58.5,77.1,5,40,618,100.0,100.0,94.6,6,56,11,1016,0,0,1016,1016,653,653,0,0,363,0
Shawn Lauvao,5616,G,CLV,16,100.0,2,8,67.7,63.4,72.0,3,18,625,100.0,100.0,97.4,11,27,6,1013,0,0,0,1013,662,662,1013,0,351,0
Scott Wells,1965,C,GB,16,100.0,0,12,82.2,85.7,78.1,1,6,631,100.0,100.0,99.1,2,9,2,1009,1009,0,0,1009,676,676,0,0,333,0
Roberto Garza,856,C,CHI,16,100.0,0,6,58.0,70.2,56.4,2,15,547,100.0,100.0,98.3,2,18,1,1007,1007,0,0,1007,576,576,0,0,431,0
J'Marcus Webb,5741,T,CHI,16,99.9,2,6,58.1,59.7,64.0,6,29,546,99.8,99.8,94.6,14,47,12,1006,0,0,1001,1007,575,576,0,0,431,6
Mike Pouncey,6167,C,MIA,16,100.0,0,17,73.0,66.6,72.9,3,15,533,100.0,100.0,97.7,4,21,3,1005,1005,0,0,1005,557,557,0,0,448,0
Phil Loadholt,4977,T,MIN,16,100.0,1,18,76.7,61.7,90.4,1,32,571,100.0,100.0,95.5,9,42,9,1003,0,0,0,1003,591,591,0,999,412,4
Travelle Wharton,1815,G,CAR,16,100.0,1,5,77.6,62.9,82.5,3,30,587,100.0,100.0,96.7,3,36,3,1000,0,934,66,1000,622,622,0,0,378,0
Chris Kuper,3106,G,DEN,16,100.0,2,10,63.6,73.6,57.7,1,16,482,100.0,100.0,97.8,5,19,2,997,0,0,0,997,518,518,997,0,479,0
Evan Mathis,2296,G,PHI,15,100.0,1,24,92.8,81.8,92.6,3,13,595,100.0,100.0,98.7,4,16,0,996,0,996,0,996,626,626,0,0,370,0
Leroy Harris,3731,G,TEN,16,100.0,0,31,75.1,79.6,70.7,6,8,607,100.0,100.0,98.5,5,16,2,995,0,995,0,995,633,633,0,0,362,0
Anthony Davis,5536,T,SF,16,99.9,0,28,68.0,60.7,76.9,4,29,512,100.0,99.8,95.2,8,41,8,994,0,0,0,995,538,539,0,994,456,1
Phil Costa,5925,C,DAL,16,100.0,0,9,56.9,65.5,56.3,3,15,579,100.0,100.0,97.9,2,21,3,992,992,0,0,992,601,601,0,0,391,0
