player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Brandon Marshall,3064,WR,DEN,16,10.5,39,61.1,,0,0,0,9.7,11,71,10,3,58.5,27.9,91.3,,90.8,0.5,3,6,68,0.0,0,553,7,102,96.2,532,6.1,34,85.0,167,7,92.9,514,1325,537,5.3,13.0,2.49
T.J. Houshmandzadeh,921,WR,CIN,16,9.4,18,68.3,,0,0,0,6.7,8,70,7,2,71.0,38.9,82.3,,82.5,0.0,0,9,42,0.0,0,603,6,112,95.7,577,63.3,382,89.8,164,12,36.2,218,1151,369,3.3,10.3,1.99
Chad Johnson,806,WR,CIN,16,14.9,5,58.9,,0,0,1,9.7,10,75,7,2,53.5,31.0,84.9,,86.0,0.0,0,8,70,0.0,0,599,4,93,95.7,573,6.5,39,84.9,158,8,93.5,560,1440,292,3.1,15.5,2.51
Randy Moss,342,WR,NE,16,16.4,2,62.4,,0,0,3,10.1,11,74,19,0,56.9,83.4,90.0,,90.1,0.0,0,4,65,0.0,0,615,10,98,95.3,586,12.5,77,122.7,157,23,87.5,538,1493,294,3.0,15.2,2.55
Larry Fitzgerald,1724,WR,ARZ,15,13.1,6,65.4,,0,0,1,2.9,3,70,1,3,90.1,26.0,90.8,,90.7,0.2,1,8,48,0.0,0,609,2,100,95.2,580,9.0,55,95.0,153,10,90.6,552,1412,295,3.0,14.1,2.43
Derrick Mason,271,WR,BLT,16,9.2,16,68.2,,0,0,0,4.6,5,60,3,1,81.3,58.5,79.8,,80.1,0.6,4,3,79,0.0,0,619,4,103,96.3,596,62.2,385,91.7,151,5,37.2,230,1087,320,3.1,10.6,1.82
Reggie Wayne,800,WR,IND,16,13.0,6,70.3,,0,0,0,5.5,6,73,14,3,76.9,26.2,91.5,,91.4,0.0,0,7,64,0.0,0,562,1,104,96.6,543,20.3,114,106.1,148,10,79.7,448,1515,402,3.9,14.6,2.79
Braylon Edwards,2220,WR,CLV,16,13.2,5,54.4,,0,0,1,19.2,19,58,8,3,27.6,28.8,78.5,,80.6,0.0,0,5,78,0.0,0,599,10,80,95.3,571,13.0,78,106.1,147,16,87.0,521,1289,316,4.0,16.1,2.26
Tony Gonzalez,237,TE,KC,16,10.1,13,68.3,,0,0,1,3.9,4,59,16,0,85.9,83.6,86.8,82.7,89.5,58.0,369,4,31,7.1,45,636,10,99,88.7,564,36.5,232,92.7,145,5,4.7,30,1172,300,3.0,11.8,2.08
Marques Colston,3197,WR,NO,16,9.3,10,68.5,,0,0,0,7.5,8,64,20,1,61.0,56.9,82.1,61.4,81.2,0.0,0,4,45,0.2,1,573,3,98,95.6,548,50.3,288,108.2,143,11,49.7,285,1202,389,4.0,12.3,2.19
