scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,retain_adp_rank,add_log_adp,log_adp_weight,log_adp_cap,recency_half_life,feature_count_total,total_match_weight
all,all_2017_2025,add_log_adp,2647.0,2.1684361164576487,2.9872794569074728,-1.2311940286783416,0.7937287495277673,0.6105661008392609,0.1622596545682145,21.14352567235793,28.947560666839163,-11.639381386191882,0.8080846241027578,0.5995627794983787,0.1581418664030419,0.3010955799017756,0.1885930527546602,0.22289769806741466,0.5482858014852996,0.14506989044200982,0.09231814389124235,0.12653056986558822,0.5813287118868758,0.15602568945976578,0.0906415232175946,0.1218415749612697,0.7796003216849006,0.08160181337363052,0.12297437973984675,0.06865103994015727,0.8209175084175084,0.6460440900203657,0.0750866090931937,0.7888982208076846,62.425356531523455,0.050000000000000024,1.6785364200115298,2.5098703665764783,0.1161616852968769,0.904042312051379,0.20362674726105023,0.19976188716937623,0.14056532498681315,0.7165731395197376,5.781928676799174,0.34919483606123514,0.18057416624368686,True,True,0.5,300.0,12.0,59,60.25
all,all_2017_2025,production,2647.0,2.1683652384847387,2.987347657081419,-1.2310725708198504,0.7948621080468455,0.610554944598904,0.16127275012131026,21.141601174837284,28.943897389865818,-11.636580282018922,0.8095957687948621,0.5997800582449225,0.1581037978977013,0.3010955799017756,0.188460179855846,0.22311483521128572,0.5461561938349894,0.14506989044200982,0.09255469327766114,0.1264970864534267,0.5823747514361467,0.15602568945976578,0.0905546407418395,0.1218711354316944,0.7800988899269706,0.08160181337363052,0.1227746853832695,0.06873315474719864,0.8196910660145954,0.6455857424392921,0.07846536590113043,0.7912812839241892,62.52059763679579,0.050000000000000024,1.6789301525619023,2.5100422193833434,0.11905954143051106,0.9025311673592746,0.20362674726105023,0.19955470555489677,0.1406486857983276,0.7162122913681601,5.8010267499909975,0.34743083713256057,0.18207670382423902,True,False,0.0,300.0,12.0,55,58.25
all,all_2017_2025,replace_adp_rank_with_log_adp,2647.0,2.1685329751909657,2.987403409223201,-1.231279643268497,0.7922176048356631,0.6107102409708491,0.16317280332530765,21.14198170521527,28.944733430713207,-11.644866939233728,0.8054401208915754,0.5998190679037225,0.15641504474650753,0.3010955799017756,0.1883457490500555,0.22303793676368153,0.5478836176201295,0.14506989044200982,0.09242453748039688,0.1264224199089889,0.5846509519074974,0.15602568945976578,0.09051995252428532,0.12211585624209768,0.7774808647341005,0.08160181337363052,0.1226377557659251,0.06894483561208559,0.8183103661044837,0.6462752487616314,0.07815942124103463,0.7868543105239145,62.71127967972838,0.050000000000000024,1.6782761541875988,2.509975028132729,0.11842013556980768,0.9036645258783529,0.20362674726105023,0.1994456957498373,0.1405207362519952,0.7163715926253199,5.7955436852605615,0.3480220180088396,0.1818030341635843,False,True,0.5,300.0,12.0,55,58.25
all,development_2017_2022,add_log_adp,1759.0,2.157368029061581,2.957263040460128,-1.3933435631826792,0.7947697555429221,0.6250153267568148,0.188607935591261,21.32376644154795,28.89139626004811,-12.355250936946,0.8072768618533257,0.610746924045371,0.17826036261449968,0.3075611142694713,0.18992918064367081,0.22698616547355802,0.5395211689111874,0.1489482660602615,0.0931204773084564,0.12918880930443435,0.5834340436598388,0.15520181921546333,0.09261390086485062,0.11990147064428681,0.789369894349706,0.06992609437180217,0.12066351507576745,0.06227560215765586,0.8153263959289959,0.656114323891246,0.08089973033503332,0.9489968141995067,62.10733677821778,0.050000000000000024,1.6664450359595797,2.4762546845053524,0.1775532961905584,0.9101762364980103,0.20466173962478681,0.19648751160648545,0.14167250833530237,0.7163211817965214,5.199860634016847,0.38009041084974926,0.12271658571757711,True,True,0.5,300.0,12.0,59,60.25
all,development_2017_2022,production,1759.0,2.1571650213829274,2.9572286404708095,-1.393160744019242,0.7976122797043775,0.6246886508452819,0.18686878351683478,21.325421301610938,28.8853398496812,-12.355976676612011,0.8101193860147812,0.6108134852145202,0.17677798752186885,0.3075611142694713,0.18988017453999645,0.22715531745194886,0.5375543677857401,0.1489482660602615,0.09327367046870262,0.12906628878032914,0.5870519665284768,0.15520181921546333,0.0925817341264684,0.11998056018198472,0.7892762240003155,0.06992609437180217,0.12061876428819043,0.06238631433892225,0.8138107022879519,0.6557395192577777,0.08510048803573379,0.9506859213072049,62.20133202639772,0.050000000000000024,1.666267026335301,2.475255248288596,0.1811343190426378,0.9079022171688459,0.20466173962478681,0.19621735693802475,0.1417069409109878,0.7164045746962115,5.214404485353853,0.37836599084756667,0.12369095949347896,True,False,0.0,300.0,12.0,55,58.25
all,development_2017_2022,replace_adp_rank_with_log_adp,1759.0,2.1574734997088383,2.9572640281008873,-1.3932180479872023,0.7942012507106311,0.6251865157618601,0.18741115408766784,21.32589460636007,28.888800838724414,-12.362283598620506,0.8067083570210347,0.6110584942379799,0.17562849146560994,0.3075611142694713,0.18968904332221617,0.22711379693744305,0.5381295357074566,0.1489482660602615,0.09315702626245169,0.12902737697444447,0.5888596531485363,0.15520181921546333,0.09256670967646935,0.12019916771328484,0.7872167088183238,0.06992609437180217,0.12049290000563005,0.06272526981835562,0.8119670224819607,0.6572824249368104,0.08884740099099406,0.9467258103608539,62.38151300670944,0.050000000000000024,1.665837637354093,2.4750705858726323,0.18068919624933374,0.9079022171688459,0.20466173962478681,0.19609417307404317,0.14150197540077653,0.7169029465491223,5.207102135921425,0.3791392466513717,0.12328028926999035,False,True,0.5,300.0,12.0,55,58.25
all,recent_2020_2025,add_log_adp,1767.0,2.137979791988765,2.955523173742687,-1.0927511457094181,0.799660441426146,0.6004411022308254,0.15215478364418095,20.749833998083613,28.676344913551997,-10.59745120352204,0.8081494057724957,0.5894377447242777,0.14192899802362163,0.2920203735144312,0.18666400683119067,0.21767320285483213,0.5519150571016055,0.13129598189020938,0.09103759590042484,0.1163802867415704,0.5687998427496349,0.15732880588568196,0.0892110898797221,0.12349580422021707,0.7744756511781844,0.08771929824561403,0.12063941817147722,0.07160483921350633,0.8277515408628832,0.6414054691169433,0.06473153634485465,0.6218689334473891,62.5318596556619,0.050000000000000024,1.696628995566428,2.523030390571206,0.14319376906205544,0.8992642897566497,0.2082625919637804,0.20171633281496296,0.1409173395544938,0.7266875407900053,6.318898949726619,0.3169178859059143,0.24099204469401744,True,True,0.5,300.0,12.0,59,60.25
all,recent_2020_2025,production,1767.0,2.137668915577862,2.955679559697076,-1.0927699066473444,0.8002263723825693,0.6006085582970617,0.15310780688679448,20.745484909554456,28.67534714173845,-10.597527118981374,0.8075834748160724,0.5896432816979972,0.14231661353796143,0.2920203735144312,0.18643185840187418,0.2179189874113791,0.5499507370847508,0.13129598189020938,0.09121828054950137,0.11632116580580096,0.5721947658092778,0.15732880588568196,0.08911429849753721,0.123529533102905,0.7751134216870963,0.08771929824561403,0.12038373312660572,0.07167570851053223,0.8270471464019851,0.6409632139666942,0.06703713954853724,0.6244958157998053,62.6397835428537,0.050000000000000024,1.6974474353105666,2.5242073573118686,0.14520719571201085,0.8970005659309565,0.2082625919637804,0.20159775617833064,0.14101685268772546,0.7261378469092831,6.3412988332943865,0.3151293952732125,0.24302467928737964,True,False,0.0,300.0,12.0,55,58.25
all,recent_2020_2025,replace_adp_rank_with_log_adp,1767.0,2.137660139941347,2.9557161660879405,-1.0930836328782505,0.797962648556876,0.6002850553101161,0.15321930638243092,20.74317996764243,28.666225913049814,-10.606168158159605,0.8047538200339559,0.589596133074397,0.14218624814775216,0.2920203735144312,0.18654194682068503,0.21765892814357143,0.5534533613419342,0.13129598189020938,0.09115265655474551,0.11624988357223455,0.5732056610131416,0.15732880588568196,0.08913915240104654,0.12374544947364255,0.7724415497823367,0.08771929824561403,0.1200938355405242,0.07186284560400173,0.8251660930120868,0.6415366753764622,0.06617471422528358,0.6192972569235111,62.84789449414459,0.050000000000000024,1.696136822908583,2.5230478276416717,0.1451948596017682,0.8981324278438031,0.2082625919637804,0.20148426037198547,0.14095231030391575,0.7264058955154302,6.338567295932418,0.31531097886002485,0.24282552253967116,False,True,0.5,300.0,12.0,55,58.25
all,temporal_2023_2025,add_log_adp,888.0,2.190360402189273,3.0467376511990034,-0.9099991737311232,0.7916666666666666,0.58194426706789,0.12174141528762761,20.786494689243916,29.05881426092187,-10.221346994551691,0.8096846846846847,0.5774086012797307,0.12141413825462533,0.2882882882882883,0.18594637600154124,0.21479903346447984,0.5626668809335443,0.1373873873873874,0.09072883704340498,0.12126498070688288,0.5759641313187519,0.15765765765765766,0.08673452740506826,0.12568464195853654,0.7594633307868602,0.10472972972972973,0.12755186954177863,0.08127986320526981,0.8280651923987287,0.6271546656915606,0.06135398672837976,0.4717659845732081,63.05530782213685,0.05000000000000002,1.7024877089162371,2.576458187255658,-0.005446246642296266,0.8918918918918919,0.20157657657657657,0.2062479531773998,0.13837215436745218,0.7160214638605007,6.934921567851107,0.28799515582137436,0.29518169343448314,True,True,0.5,300.0,12.0,59,60.25
