league,method,match_rank,player,season,year_exp,avg_pick,template_distance,template_sample_prob,managed_residual,centered_managed_residual,distance_overall_log_adp
dk,add_log_adp,19,Antonio Gates,2010,4.0,42.48,1.1822170429382555,0.009927625146020703,6.001249999999999,5.8403583916427655,0.13219221256460345
dk,add_log_adp,20,Tj Hockenson,2021,2.0,59.32,1.2354515574866813,0.017050888620386357,0.5080478786265736,0.3471562702693402,0.18951938975304128
dk,add_log_adp,21,Jimmy Graham,2015,5.0,30.72,1.2438519101309413,0.011882338645163576,-1.8671022727272728,-2.027993881084506,0.07696802976236317
dk,add_log_adp,22,Greg Olsen,2009,2.0,72.53,1.2455969995406262,0.008376778384503302,-1.73625,-1.8971416083572334,0.2241980156957062
dk,add_log_adp,23,Sam Laporta,2024,1.0,34.48,1.2515526467933071,0.019720021942009613,-3.3589401455590746,-3.519831753916308,0.09658508472758509
dk,add_log_adp,24,Rob Gronkowski,2015,5.0,9.48,1.2579629351164061,0.01159739987423089,3.1465178571428574,2.985626248785624,0.11697170793222145
dk,add_log_adp,25,Vernon Davis,2010,4.0,51.68,1.2975878994273045,0.00812755169343723,-1.4124999999999996,-1.573391608357233,0.16580350188466308
dk,add_log_adp,26,Mark Andrews,2021,3.0,53.92,1.3087674134893108,0.015062637300384816,6.896806260737888,6.735914652380655,0.17309572432231757
dk,add_log_adp,27,Antonio Gates,2009,3.0,48.47,1.327649397874373,0.007303456437582722,3.4520833333333343,3.291191724976101,0.1547939133820566
dk,add_log_adp,28,Mark Andrews,2023,5.0,37.22,1.3478396109412247,0.015874796213623796,1.174174025231702,1.0132824168744685,0.10961209324103005
dk,add_log_adp,29,Kyle Pitts,2023,2.0,71.62,1.3585190086677614,0.01560971649634008,-2.589518806834521,-2.7504104151917543,0.22201724704494663
dk,add_log_adp,30,Rob Gronkowski,2016,6.0,12.43,1.3599202367980525,0.01039537107295127,-2.7056249999999995,-2.866516608357233,0.07353847064758345
dk,add_log_adp,31,Evan Engram,2019,2.0,61.69,1.3663141279714646,0.012239377091534684,3.2898267965922265,3.128935188234993,0.19626813576956814
dk,add_log_adp,32,Jimmy Graham,2012,2.0,16.88,1.3857567530352521,0.007927338937195775,-4.779464285714283,-4.940355894071517,0.02342106991039894
dk,add_log_adp,33,Vernon Davis,2011,5.0,62.3,1.3923020241644632,0.007408144638554428,-1.4920833333333317,-1.652974941690565,0.1979638730296348
dk,add_log_adp,34,Rob Gronkowski,2013,3.0,44.84,1.3995680798286123,0.008224403028960645,6.05535714285714,5.894465534499907,0.14144826469391936
dk,add_log_adp,35,Aaron Hernandez,2012,2.0,50.17,1.4023708169509226,0.007730101197974651,0.1590277777777782,-0.0018638305794552168,0.1607106333531868
dk,add_log_adp,36,Jimmy Graham,2014,4.0,9.97,1.419906424074699,0.008452836299910501,-1.1013392857142872,-1.2622308940715206,0.10896957512232697
dk,add_log_adp,37,Trey Mcbride,2024,2.0,47.3,1.4214191793707995,0.015027637168973587,2.2770643326114257,2.1161727242541923,0.15060248172409751
dk,add_log_adp,38,Kellen Winslow,2008,4.0,51.73,1.4323963622701281,0.005868445609591431,-4.151249999999999,-4.312141608357233,0.16596963248477603
dk,add_log_adp,39,Travis Kelce,2018,5.0,27.18,1.444271707757467,0.01027789938942618,5.551989507754611,5.391097899397377,0.056245430570383226
dk,add_log_adp,40,Travis Kelce,2016,3.0,62.81,1.4628927348929217,0.008916547198450149,3.9541666666666657,3.7932750583094323,0.19936912498464787
dk,add_log_adp,41,Antonio Gates,2011,5.0,38.29,1.5064600649838007,0.006290467061371278,-0.46458333333333357,-0.6254749416905669,0.11444729990319913
dk,add_log_adp,42,Jordan Reed,2017,4.0,47.86,1.556783366092855,0.008330325041608189,-3.702001824852836,-3.8628934332100693,0.1526211582847108
dk,add_log_adp,43,Zach Ertz,2018,5.0,38.28,1.5700491534815542,0.008679831245159576,6.080094373157925,5.9192027648006915,0.11440272353731118
dk,add_log_adp,44,Dalton Kincaid,2024,1.0,52.5,1.5831596627637554,0.012077910524217729,-3.5415743600039136,-3.702465968361147,0.16850833936527243
dk,add_log_adp,45,Darren Waller,2020,4.0,64.11,1.6092540709288157,0.009289542272230528,6.053178671083161,5.892287062725928,0.20290095006658126
dk,add_log_adp,46,Jermichael Finley,2011,3.0,48.4,1.6674679649488455,0.005169137037735341,-1.5945833333333326,-1.755474941690566,0.1545459457534657
dk,add_log_adp,47,Rob Gronkowski,2014,4.0,28.88,1.6693384365176378,0.00613462159198271,5.994375,5.833483391642766,0.06650330684055583
dk,add_log_adp,48,Jason Witten,2008,5.0,41.37,1.6853736597338942,0.004263417094721158,0.20892857142857046,0.048036963071337035,0.1276635674149752
dk,add_log_adp,49,Travis Kelce,2019,6.0,14.32,1.7164925146453411,0.007791197829394471,0.6316265724779946,0.47073496412076116,0.0504809736553834
dk,add_log_adp,50,George Kittle,2022,5.0,50.5,1.7190838107683097,0.009240948457613458,1.613369370386632,1.4524777620293987,0.1618363608746367
dk,add_log_adp,51,John Carlson,2010,2.0,142.44,1.7504819893974692,0.004478765656206135,-5.488942307692308,-5.649833916049541,0.34121611978066724
dk,add_log_adp,52,Zach Ertz,2019,6.0,28.77,1.7561220710747876,0.00749149254421537,0.37263114562701105,0.21173953726977762,0.06585743828716917
dk,add_log_adp,53,Kyle Pitts,2021,0.0,50.38,1.76677232681517,0.008324047510749407,-0.6218254357994848,-0.7827170441567182,0.16142784221554962
dk,add_log_adp,54,Evan Engram,2018,1.0,66.39,1.7745473573988815,0.006948749392100848,-0.7640955182653837,-0.9249871266226171,0.20892825618653188
dk,add_log_adp,55,Oj Howard,2019,2.0,57.33,1.7883320921531753,0.00726885084415315,-3.9873636037478493,-4.148255212105083,0.1836446657031442
dk,add_log_adp,56,Sam Laporta,2025,2.0,65.06,1.8016126585577052,0.010157089419694933,0.6503198462948312,0.48942823793759777,0.20543758571043047
dk,add_log_adp,57,Brent Celek,2010,3.0,68.23,1.8051727759702336,0.004256998297347799,-4.248214285714287,-4.40910589407152,0.21364553138326348
dk,add_log_adp,58,Zach Miller,2009,2.0,119.84,1.8188634339984533,0.003970000380796352,2.161666666666667,2.0007750583094337,0.3111921877250182
dk,add_log_adp,59,Jared Cook,2012,3.0,127.47,1.8734257861001105,0.004511803101591716,-2.790384615384614,-2.9512762237418473,0.32191433815943415
dk,add_log_adp,60,Zach Miller,2010,3.0,105.69,1.8736985265873898,0.004018689734154322,2.553750000000001,2.3928583916427675,0.2893829739943865
dk,add_log_adp,61,Mark Andrews,2024,6.0,51.05,1.8966888533898425,0.008861741691886795,-1.6599301211303548,-1.8208217294875881,0.16369663986234906
dk,add_log_adp,62,Evan Engram,2020,3.0,77.91,1.9070078521507012,0.006978930500369853,-1.547201464745429,-1.7080930731026625,0.23656389938705835
dk,add_log_adp,63,Kyle Rudolph,2013,2.0,89.98,1.910693138286957,0.004645079968484356,-0.05624999999999858,-0.217141608357232,0.2614887848948929
dk,add_log_adp,64,Travis Kelce,2020,7.0,17.96,1.9245550958255042,0.006889194743218199,5.842560696017959,5.681669087660725,0.013150607315734808
dk,add_log_adp,65,Kyle Pitts,2024,3.0,64.8,1.9296109885563437,0.008648175317300742,-4.114732484584337,-4.2756240929415705,0.20474699258676865
dk,add_log_adp,66,Greg Olsen,2015,8.0,56.39,1.9343764872843863,0.0051247050262676255,2.572916666666668,2.4120250583094345,0.18079961250557364
dk,add_log_adp,67,Antonio Gates,2012,6.0,51.37,1.9345673959010412,0.00430875918089419,-3.1794642857142854,-3.340355894071519,0.16476995946030026
dk,add_log_adp,68,Rob Gronkowski,2018,8.0,21.57,1.939506699849202,0.00607216830982483,-4.739122439754979,-4.9000140481122125,0.017370769364549066
dk,add_log_adp,69,Rob Gronkowski,2017,7.0,19.63,1.9421916733355087,0.005720519722696019,3.2176366914723875,3.056745083115154,0.0016319702392254554
dk,add_log_adp,70,Noah Fant,2021,2.0,93.62,1.9464720416800072,0.00718581122521918,-1.1979888132369325,-1.3588804215941659,0.26835852825064954
dk,add_log_adp,71,Chris Cooley,2008,4.0,72.02,1.9748099123626703,0.0033264708223074983,0.161249999999999,0.00035839164276557645,0.22297917339906814
dk,add_log_adp,72,Tj Hockenson,2023,4.0,48.18,1.9910132169828938,0.007828409806295006,2.7337185053498327,2.5728268969925994,0.1537643251509696
dk,add_log_adp,73,Jason Witten,2009,6.0,40.29,1.9924917223214966,0.0034838479325078257,0.8141666666666669,0.6532750583094336,0.12314197478067535
dk,add_log_adp,74,Zach Ertz,2016,3.0,96.43,1.9950930060369523,0.00521118705428627,0.9790384615384617,0.8181468531812284,0.2734834166600809
dk,add_log_adp,75,Kyle Rudolph,2014,3.0,86.62,2.040122882216568,0.0045163466066476705,-2.2477678571428577,-2.408659465500091,0.25489901154841477
dk,add_log_adp,76,Dustin Keller,2009,1.0,124.12,2.042425266436822,0.0033788797772764403,-3.422083333333333,-3.5829749416905665,0.31728733965895006
dk,add_log_adp,77,Vernon Davis,2012,6.0,58.22,2.046222156521933,0.004009318316851277,-3.0633928571428566,-3.22428446550009,0.1862964432080182
dk,add_log_adp,78,Marcedes Lewis,2011,5.0,97.85,2.054664818852232,0.0037659597469253893,-5.334821428571429,-5.495713036928662,0.27601726888082556
dk,add_log_adp,79,George Kittle,2023,6.0,47.89,2.071058796347158,0.007462894943230681,2.582693336551623,2.4218017281943895,0.15272864775250228
dk,add_log_adp,80,Pat Freiermuth,2023,2.0,96.18,2.083077993112696,0.007414057149701279,-1.9477745298004585,-2.108666138157692,0.27303349541046584
