run_id,target_name,model_name,fold,trial,parameters_json,validation_score,selected
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,0,0,"{""ridge__alpha"":100.0}",996.8845010110604,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,0,1,"{""ridge__alpha"":100.0}",996.8845010110604,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,0,2,"{""ridge__alpha"":100.0}",996.8845010110604,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,0,3,"{""ridge__alpha"":1.0}",999.6510833667375,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,1,0,"{""ridge__alpha"":1.0}",1027.6669909638977,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,1,1,"{""ridge__alpha"":10.0}",1025.1027459733516,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,1,2,"{""ridge__alpha"":1.0}",1027.6669909638977,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,1,3,"{""ridge__alpha"":100.0}",1025.6408400220432,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,2,0,"{""ridge__alpha"":100.0}",1013.0189357249644,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,2,1,"{""ridge__alpha"":10.0}",1009.6825007285212,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,2,2,"{""ridge__alpha"":100.0}",1013.0189357249644,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,2,3,"{""ridge__alpha"":1.0}",1011.2287504668874,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,3,0,"{""ridge__alpha"":10.0}",1033.4778966212557,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,3,1,"{""ridge__alpha"":10.0}",1033.4778966212557,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,3,2,"{""ridge__alpha"":1.0}",1035.7964918362802,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,3,3,"{""ridge__alpha"":10.0}",1033.4778966212557,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,4,0,"{""ridge__alpha"":10.0}",998.2370287366143,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,4,1,"{""ridge__alpha"":1.0}",1000.0637293953837,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,4,2,"{""ridge__alpha"":100.0}",1000.224515423923,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_availability,4,3,"{""ridge__alpha"":10.0}",998.2370287366143,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,0,0,"{""ridge__alpha"":100.0}",998.6066732170435,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,0,1,"{""ridge__alpha"":100.0}",998.6066732170435,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,0,2,"{""ridge__alpha"":100.0}",998.6066732170435,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,0,3,"{""ridge__alpha"":1.0}",999.1500918365313,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,1,0,"{""ridge__alpha"":1.0}",1026.9029727958489,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,1,1,"{""ridge__alpha"":10.0}",1024.645877858028,1
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,1,2,"{""ridge__alpha"":1.0}",1026.9029727958489,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,1,3,"{""ridge__alpha"":100.0}",1027.368498127837,0
m4a_family_ablation_20260728T015352Z_90d0d1bd,conditional_ppg,residual_ridge_drop_history,2,0,"{""ridge__alpha"":100.0}",1011.1802417572784,0
