target_name,reference_model,dropped_family,dropped_feature_count,remaining_feature_count,metric,dropout_value,full_value,pooled_delta_dropout_minus_full,mean_season_delta_dropout_minus_full,median_season_delta_dropout_minus_full,dropout_worse_seasons,season_count,bootstrap_95_low,bootstrap_95_high
conditional_ppg,residual_ridge_full,projection_level,5,30,rmse,3.3001480635619633,3.1826565835282543,0.11749148003370902,0.11870280038334968,0.14053001071270588,8,9,0.06574920005608054,0.17031848208193942
conditional_ppg,residual_ridge_full,projection_uncertainty,3,32,rmse,3.192785706440502,3.1826565835282543,0.010129122912247546,0.009654579727723088,0.0059491870501240385,6,9,-0.006047727187714778,0.025993493573022313
conditional_ppg,residual_ridge_full,history,7,28,rmse,3.1872814635706264,3.1826565835282543,0.004624880042372048,0.0049419210325671375,0.004944361195727165,6,9,-0.008981664656694501,0.018533563535891997
conditional_ppg,residual_ridge_full,room,4,31,rmse,3.185922683424139,3.1826565835282543,0.0032660998958848886,0.0031668037295504467,0.002945182657412282,5,9,-0.0016614664038561403,0.008196846554140798
conditional_ppg,residual_ridge_full,availability,1,34,rmse,3.184783460609043,3.1826565835282543,0.002126877080788514,0.0021842225166161335,0.000624665078507558,6,9,-0.006440952659161383,0.013724585018604398
conditional_ppg,residual_ridge_full,team,2,33,rmse,3.1827606074535026,3.1826565835282543,0.00010402392524833104,5.3432350010713175e-05,-0.0006291545320546987,4,9,-0.010041637013121076,0.009330017283776323
conditional_ppg,residual_ridge_full,lifecycle,4,31,rmse,3.1817881455136443,3.1826565835282543,-0.0008684380146100068,-0.0010438856526068857,0.0007597654264825948,5,9,-0.014472585749251692,0.012792375060185046
conditional_ppg,residual_ridge_full,role_composition,3,32,rmse,3.178729536417142,3.1826565835282543,-0.003927047111112358,-0.003830182688814373,-0.0066416874427326356,3,9,-0.013377782466504673,0.006473441983634458
conditional_ppg,residual_ridge_full,market,2,33,rmse,3.1679086915265824,3.1826565835282543,-0.014747892001671925,-0.014654211992784875,-0.02146879512557609,2,9,-0.035900032722213794,0.011688710383715158
participation,participation_logistic_full,projection_level,1,22,brier,0.14618248499941922,0.1366304212843735,0.009552063715045717,0.009330207774399092,0.006982284990656756,9,9,0.005416817699865372,0.013893876742496675
participation,participation_logistic_full,projection_uncertainty,1,22,brier,0.14148313818367014,0.1366304212843735,0.004852716899296644,0.00458137473022582,0.004647680721965586,7,9,-0.0004914827108303543,0.00909710163275342
participation,participation_logistic_full,history,8,15,brier,0.14036575966199932,0.1366304212843735,0.003735338377625824,0.0036083630477718068,0.004471210982846141,6,9,0.0012736587175933521,0.005907677094947359
participation,participation_logistic_full,lifecycle,5,18,brier,0.13872113708818676,0.1366304212843735,0.002090715803813259,0.002109205418851703,0.0007060840856552703,7,9,0.00023000753752043987,0.005361300986600624
participation,participation_logistic_full,market,2,21,brier,0.1375486783637576,0.1366304212843735,0.0009182570793840883,0.0009235644428688375,0.0011962648058473635,6,9,-0.001107355727755166,0.002872723763086225
participation,participation_logistic_full,availability,1,22,brier,0.13714351590045323,0.1366304212843735,0.0005130946160797345,0.0005408224793052045,-2.317778778195001e-05,4,9,-3.0439845104824938e-05,0.0016592521369807383
participation,participation_logistic_full,team,1,22,brier,0.13660072380677432,0.1366304212843735,-2.9697477599177624e-05,-2.4377145758960268e-05,8.795841883485478e-06,5,9,-0.00015222375828093232,8.877416341494033e-05
