comparison,lower_chance_level,higher_chance_level,year,trial,roster_changed,both_actual_cap_feasible,joint_feasible_actual_points_effect,managed_forecast_season_points_effect,heldout_cap_probability_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,point_salary_spend_effect
70_minus_60,0.6,0.7,2022,64,True,False,,-11.9884033203125,0.09499999999999997,0.0,-3.0,-3.0,-5.303337574005127
70_minus_60,0.6,0.7,2022,65,True,False,,2.4114990234375,0.41500000000000004,0.0,6.0,6.0,-7.311037063598633
70_minus_60,0.6,0.7,2022,66,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,67,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,68,True,False,,-11.2322998046875,-0.07000000000000006,0.0,8.0,8.0,1.927375316619873
70_minus_60,0.6,0.7,2022,69,True,False,,13.5174560546875,0.365,0.0,17.0,17.0,-6.958189964294434
70_minus_60,0.6,0.7,2022,70,True,False,,9.575927734375,0.12,0.0,-1.0,-1.0,-2.089317798614502
70_minus_60,0.6,0.7,2022,71,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,72,True,False,,-12.4110107421875,0.025000000000000022,0.0,-16.0,-16.0,0.8725967407226562
70_minus_60,0.6,0.7,2022,73,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,74,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,75,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,76,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,77,True,False,,-6.4940185546875,0.265,1.0,-6.0,-33.0,-5.767296552658081
70_minus_60,0.6,0.7,2022,78,True,False,,11.77978515625,0.03500000000000003,0.0,-9.0,-9.0,-0.84820556640625
70_minus_60,0.6,0.7,2022,79,True,False,,0.9609375,0.4,1.0,-1.0,-27.0,-11.131476402282715
70_minus_60,0.6,0.7,2022,80,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,81,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,82,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,83,True,False,,20.291015625,-0.050000000000000044,0.0,-22.0,-22.0,-0.03970026969909668
70_minus_60,0.6,0.7,2022,84,True,False,,-14.4053955078125,0.09499999999999997,1.0,-11.0,-11.0,-3.486088275909424
70_minus_60,0.6,0.7,2022,85,True,False,,-5.1282958984375,0.03499999999999992,0.0,-17.0,-17.0,6.93227481842041
70_minus_60,0.6,0.7,2022,86,True,False,,0.177978515625,0.08499999999999996,0.0,-5.0,-5.0,-1.7641773223876953
70_minus_60,0.6,0.7,2022,87,True,False,,9.8299560546875,0.05499999999999999,0.0,12.0,12.0,-3.861250877380371
70_minus_60,0.6,0.7,2022,88,True,True,56.0001220703125,21.9794921875,0.09999999999999998,0.0,0.0,12.0,2.086073875427246
70_minus_60,0.6,0.7,2022,89,True,False,,-11.5067138671875,0.19499999999999995,0.0,-4.0,-4.0,-6.959989070892334
70_minus_60,0.6,0.7,2022,90,True,False,,-11.2652587890625,0.14,1.0,-13.0,-16.0,-1.615910530090332
70_minus_60,0.6,0.7,2022,91,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,92,True,False,,-0.889404296875,0.21000000000000002,0.0,-13.0,-13.0,-2.114670753479004
70_minus_60,0.6,0.7,2022,93,True,False,,-9.5244140625,0.10999999999999999,0.0,-10.0,-10.0,-2.1691818237304688
70_minus_60,0.6,0.7,2022,94,True,False,,-15.5528564453125,-0.05999999999999994,0.0,2.0,2.0,2.960017204284668
70_minus_60,0.6,0.7,2022,95,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,96,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,97,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,98,True,False,,15.62060546875,-0.05499999999999994,0.0,3.0,3.0,0.8551549911499023
70_minus_60,0.6,0.7,2022,99,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,100,True,False,,-6.9017333984375,0.065,0.0,-12.0,-12.0,1.528214454650879
70_minus_60,0.6,0.7,2022,101,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,102,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,103,True,True,-28.39990234375,-3.5435791015625,0.46,0.0,0.0,-9.0,-10.592162132263184
70_minus_60,0.6,0.7,2022,104,True,False,,5.21435546875,0.16499999999999998,0.0,0.0,0.0,-0.9081850051879883
70_minus_60,0.6,0.7,2022,105,True,False,,-18.9996337890625,0.48,0.0,-4.0,-4.0,-8.361768245697021
70_minus_60,0.6,0.7,2022,106,True,False,,5.890625,0.14,0.0,5.0,5.0,-6.538156509399414
70_minus_60,0.6,0.7,2022,107,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,108,True,False,,-18.1680908203125,0.07500000000000007,1.0,-1.0,-10.0,0.46541595458984375
70_minus_60,0.6,0.7,2022,109,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,110,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,111,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,112,True,False,,7.78173828125,0.12,0.0,-14.0,-14.0,-2.181802749633789
70_minus_60,0.6,0.7,2022,113,True,False,,-11.321533203125,0.13,0.0,2.0,2.0,-4.3143932819366455
70_minus_60,0.6,0.7,2022,114,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,115,True,False,,-14.496826171875,0.235,0.0,2.0,2.0,3.318937301635742
70_minus_60,0.6,0.7,2022,116,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,117,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,118,True,True,0.0,-4.87744140625,0.10500000000000004,0.0,0.0,-1.0,-5.235687255859375
70_minus_60,0.6,0.7,2022,119,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,120,True,False,,-5.661865234375,0.21000000000000002,0.0,10.0,10.0,-2.9829587936401367
70_minus_60,0.6,0.7,2022,121,True,True,0.0,-4.6956787109375,0.12,0.0,0.0,-5.0,-2.0997962951660156
70_minus_60,0.6,0.7,2022,122,True,False,,1.7154541015625,0.13,0.0,24.0,24.0,-8.342007637023926
70_minus_60,0.6,0.7,2022,123,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,124,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,125,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,126,True,False,,-14.1717529296875,0.10000000000000009,0.0,11.0,11.0,0.7052211761474609
70_minus_60,0.6,0.7,2022,127,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,128,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,129,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,130,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,131,True,False,,-4.3782958984375,0.16499999999999998,0.0,10.0,10.0,-4.826172351837158
70_minus_60,0.6,0.7,2022,132,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,133,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,134,True,False,,-14.8897705078125,0.15000000000000002,1.0,-3.0,-11.0,-3.486088275909424
70_minus_60,0.6,0.7,2022,135,True,False,,0.883544921875,0.05500000000000005,0.0,-3.0,-3.0,-1.7218043804168701
70_minus_60,0.6,0.7,2022,136,True,False,,5.51611328125,0.10499999999999998,0.0,12.0,12.0,-0.4631824493408203
70_minus_60,0.6,0.7,2022,137,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,138,True,False,,3.3795166015625,0.31500000000000006,0.0,-3.0,-3.0,-8.338946342468262
70_minus_60,0.6,0.7,2022,139,True,False,,-10.2431640625,0.08499999999999996,0.0,-13.0,-13.0,-3.707472801208496
70_minus_60,0.6,0.7,2022,140,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,141,True,False,,-12.3074951171875,0.06500000000000006,0.0,5.0,5.0,0.10651445388793945
70_minus_60,0.6,0.7,2022,142,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,143,True,True,-42.7999267578125,-16.968505859375,0.14,0.0,0.0,-3.0,-4.652898788452148
70_minus_60,0.6,0.7,2022,144,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,145,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,146,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,147,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,148,True,False,,-5.23046875,0.44999999999999996,0.0,-13.0,-13.0,-6.694533348083496
70_minus_60,0.6,0.7,2022,149,True,False,,17.8729248046875,0.0,0.0,-15.0,-15.0,3.4211978912353516
70_minus_60,0.6,0.7,2022,150,True,False,,6.185302734375,0.12,0.0,6.0,6.0,-1.1190271377563477
70_minus_60,0.6,0.7,2022,151,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,152,True,False,,0.6544189453125,0.10999999999999999,1.0,-7.0,-12.0,-4.283935546875
70_minus_60,0.6,0.7,2022,153,True,False,,-3.233154296875,0.10999999999999999,0.0,-5.0,-5.0,-2.0997962951660156
70_minus_60,0.6,0.7,2022,154,True,False,,-13.45654296875,0.0050000000000000044,0.0,-12.0,-12.0,1.528214454650879
70_minus_60,0.6,0.7,2022,155,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,156,True,True,143.52001953125,20.8936767578125,0.17500000000000004,0.0,0.0,8.0,1.1185684204101562
70_minus_60,0.6,0.7,2022,157,True,False,,-13.2554931640625,-0.10000000000000003,0.0,6.0,6.0,2.678452491760254
70_minus_60,0.6,0.7,2022,158,True,False,,-13.0673828125,0.29000000000000004,1.0,-7.0,-13.0,-9.253207206726074
70_minus_60,0.6,0.7,2022,159,True,False,,13.04833984375,0.10499999999999998,0.0,10.0,10.0,-2.2773284912109375
70_minus_60,0.6,0.7,2022,160,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,161,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,162,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,163,True,False,,-7.2506103515625,0.09000000000000008,0.0,8.0,8.0,1.3844184875488281
70_minus_60,0.6,0.7,2022,164,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,165,True,False,,-28.8634033203125,0.15499999999999992,0.0,-33.0,-33.0,-0.8685684204101562
70_minus_60,0.6,0.7,2022,166,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,167,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,168,True,False,,-3.6419677734375,0.13499999999999995,0.0,-3.0,-3.0,0.7120952606201172
70_minus_60,0.6,0.7,2022,169,True,True,47.800048828125,7.398681640625,-0.04500000000000004,0.0,0.0,-10.0,0.9405603408813477
70_minus_60,0.6,0.7,2022,170,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,171,True,False,,6.6138916015625,0.02999999999999997,0.0,17.0,17.0,-0.8240814208984375
70_minus_60,0.6,0.7,2022,172,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,173,True,True,0.0,-3.2652587890625,0.0,0.0,0.0,1.0,0.0
70_minus_60,0.6,0.7,2022,174,True,False,,-7.3287353515625,0.28500000000000003,1.0,-3.0,-9.0,-5.092659950256348
70_minus_60,0.6,0.7,2022,175,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,176,True,False,,-16.972900390625,0.275,0.0,-11.0,-11.0,-4.786530494689941
70_minus_60,0.6,0.7,2022,177,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,178,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,179,True,False,,12.310302734375,0.19,0.0,4.0,4.0,-4.824363708496094
70_minus_60,0.6,0.7,2022,180,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,181,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,182,True,False,,-2.0576171875,0.09999999999999998,0.0,-5.0,-5.0,-1.214298963546753
70_minus_60,0.6,0.7,2022,183,True,False,,10.7392578125,-0.025000000000000022,0.0,8.0,8.0,4.363856792449951
70_minus_60,0.6,0.7,2022,184,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,185,True,True,-39.699951171875,-11.4483642578125,0.13,0.0,0.0,-12.0,-0.28693199157714844
70_minus_60,0.6,0.7,2022,186,True,False,,0.3984375,0.25,0.0,-4.0,-4.0,-8.24753189086914
70_minus_60,0.6,0.7,2022,187,True,False,,35.822021484375,0.09499999999999997,0.0,3.0,3.0,2.0969622135162354
70_minus_60,0.6,0.7,2022,188,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,189,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,190,True,False,,1.371337890625,0.10999999999999999,0.0,17.0,17.0,-7.868613243103027
70_minus_60,0.6,0.7,2022,191,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,192,True,False,,15.4622802734375,0.39,0.0,4.0,4.0,-3.9991936683654785
70_minus_60,0.6,0.7,2022,193,True,False,,-12.2232666015625,0.019999999999999907,0.0,-14.0,-14.0,-2.2738382816314697
70_minus_60,0.6,0.7,2022,194,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,195,True,False,,-0.8905029296875,-0.030000000000000027,0.0,8.0,8.0,2.6468698978424072
70_minus_60,0.6,0.7,2022,196,True,False,,19.55712890625,0.11499999999999999,0.0,-1.0,-1.0,2.210862636566162
70_minus_60,0.6,0.7,2022,197,True,False,,-9.055908203125,0.37499999999999994,0.0,-25.0,-25.0,-5.436339378356934
70_minus_60,0.6,0.7,2022,198,True,False,,-1.1409912109375,0.29499999999999993,0.0,0.0,0.0,-2.3859004974365234
70_minus_60,0.6,0.7,2022,199,True,False,,5.6356201171875,-0.025000000000000022,0.0,8.0,8.0,2.8034191131591797
70_minus_60,0.6,0.7,2022,200,True,False,,6.38427734375,0.28,0.0,8.0,8.0,-7.308152914047241
70_minus_60,0.6,0.7,2022,201,True,False,,4.360107421875,0.07499999999999996,0.0,-10.0,-10.0,-3.619778633117676
70_minus_60,0.6,0.7,2022,202,True,False,,-5.53515625,0.345,1.0,-5.0,-21.0,-7.423450469970703
70_minus_60,0.6,0.7,2022,203,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,204,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,205,True,False,,3.151123046875,0.025000000000000022,1.0,-1.0,-3.0,-1.7218043804168701
70_minus_60,0.6,0.7,2022,206,True,False,,-16.8741455078125,0.16000000000000003,0.0,-3.0,-3.0,-5.124218463897705
70_minus_60,0.6,0.7,2022,207,True,True,73.2000732421875,-1.7767333984375,-0.06499999999999995,0.0,0.0,-7.0,1.1212615966796875
70_minus_60,0.6,0.7,2022,208,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,209,True,False,,0.583740234375,0.05500000000000005,0.0,-1.0,-1.0,-3.1515116691589355
70_minus_60,0.6,0.7,2022,210,True,False,,-5.1953125,0.08499999999999996,1.0,-3.0,-9.0,-1.3688247203826904
70_minus_60,0.6,0.7,2022,211,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,212,True,False,,8.9622802734375,0.125,0.0,-7.0,-7.0,-1.5584516525268555
70_minus_60,0.6,0.7,2022,213,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,214,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,215,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,216,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,217,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,218,True,False,,-6.697265625,0.07999999999999996,0.0,7.0,7.0,-0.018157958984375
70_minus_60,0.6,0.7,2022,219,True,True,53.699951171875,15.359619140625,0.040000000000000036,0.0,0.0,16.0,-1.0634346008300781
70_minus_60,0.6,0.7,2022,220,True,False,,11.5107421875,0.35000000000000003,0.0,3.0,3.0,-10.050464630126953
70_minus_60,0.6,0.7,2022,221,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,222,True,False,,-1.236572265625,0.24000000000000005,0.0,2.0,2.0,-4.364774703979492
70_minus_60,0.6,0.7,2022,223,True,False,,-1.986572265625,0.14,1.0,-14.0,-32.0,3.6693921089172363
70_minus_60,0.6,0.7,2022,224,True,False,,-0.8482666015625,0.30500000000000005,0.0,-8.0,-8.0,-6.178318023681641
70_minus_60,0.6,0.7,2022,225,True,False,,-32.475830078125,0.23000000000000004,0.0,-10.0,-10.0,0.7222714424133301
70_minus_60,0.6,0.7,2022,226,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,227,True,False,,-3.5396728515625,0.12500000000000006,1.0,-10.0,-23.0,1.3745918273925781
70_minus_60,0.6,0.7,2022,228,True,False,,6.247314453125,0.18000000000000005,0.0,5.0,5.0,-0.4345254898071289
70_minus_60,0.6,0.7,2022,229,True,False,,43.4306640625,0.21499999999999997,0.0,20.0,20.0,-2.6449429988861084
70_minus_60,0.6,0.7,2022,230,True,False,,5.3697509765625,0.16000000000000003,0.0,-10.0,-10.0,-2.9924392700195312
70_minus_60,0.6,0.7,2022,231,False,False,,0.0,0.0,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,232,True,False,,14.5845947265625,0.32000000000000006,0.0,-7.0,-7.0,-7.672562599182129
70_minus_60,0.6,0.7,2022,233,True,False,,-4.2044677734375,0.12,0.0,-2.0,-2.0,-2.7372970581054688
70_minus_60,0.6,0.7,2022,234,True,False,,4.631591796875,-0.010000000000000009,0.0,0.0,0.0,0.0
70_minus_60,0.6,0.7,2022,235,True,False,,-22.5015869140625,0.35,1.0,-9.0,-28.0,-8.283818244934082
70_minus_60,0.6,0.7,2022,236,True,True,73.699951171875,-4.1796875,-0.05999999999999994,0.0,0.0,0.0,-2.4319849014282227
