source,block,path,arm,complete,player
actual,2,0,baseline,True,Ashton Jeanty
actual,2,0,baseline,True,Carnell Tate
actual,2,0,baseline,True,Christian McCaffrey
actual,2,0,baseline,True,Christian Watson
actual,2,0,baseline,True,Daniel Jones
actual,2,0,baseline,True,De'Von Achane
actual,2,0,baseline,True,Drake Maye
actual,2,0,baseline,True,George Kittle
actual,2,0,baseline,True,Jameson Williams
actual,2,0,baseline,True,Kyren Williams
actual,2,0,baseline,True,Quentin Johnston
actual,2,0,baseline,True,Rhamondre Stevenson
actual,2,0,baseline,True,Tony Pollard
actual,2,1,baseline,True,Ashton Jeanty
actual,2,1,baseline,True,Carnell Tate
actual,2,1,baseline,True,Christian McCaffrey
actual,2,1,baseline,True,Christian Watson
actual,2,1,baseline,True,Dallas Goedert
actual,2,1,baseline,True,Daniel Jones
actual,2,1,baseline,True,De'Von Achane
actual,2,1,baseline,True,Drake Maye
actual,2,1,baseline,True,Jameson Williams
actual,2,1,baseline,True,Kyren Williams
actual,2,1,baseline,True,Quentin Johnston
actual,2,1,baseline,True,Rhamondre Stevenson
actual,2,1,baseline,True,Tony Pollard
actual,2,2,baseline,True,Ashton Jeanty
actual,2,2,baseline,True,Carnell Tate
actual,2,2,baseline,True,Christian McCaffrey
actual,2,2,baseline,True,Christian Watson
actual,2,2,baseline,True,Daniel Jones
actual,2,2,baseline,True,De'Von Achane
actual,2,2,baseline,True,Drake Maye
actual,2,2,baseline,True,George Kittle
actual,2,2,baseline,True,Jameson Williams
actual,2,2,baseline,True,Kyren Williams
actual,2,2,baseline,True,Quentin Johnston
actual,2,2,baseline,True,Rhamondre Stevenson
actual,2,2,baseline,True,Tony Pollard
actual,2,3,baseline,True,Ashton Jeanty
actual,2,3,baseline,True,Carnell Tate
actual,2,3,baseline,True,Christian McCaffrey
actual,2,3,baseline,True,Christian Watson
actual,2,3,baseline,True,Daniel Jones
actual,2,3,baseline,True,De'Von Achane
actual,2,3,baseline,True,Drake Maye
actual,2,3,baseline,True,George Kittle
actual,2,3,baseline,True,Jameson Williams
actual,2,3,baseline,True,Kyren Williams
actual,2,3,baseline,True,Quentin Johnston
actual,2,3,baseline,True,Rhamondre Stevenson
actual,2,3,baseline,True,Tony Pollard
actual,2,4,baseline,True,Ashton Jeanty
actual,2,4,baseline,True,Carnell Tate
actual,2,4,baseline,True,Christian McCaffrey
actual,2,4,baseline,True,Christian Watson
actual,2,4,baseline,True,Daniel Jones
actual,2,4,baseline,True,De'Von Achane
actual,2,4,baseline,True,Drake Maye
actual,2,4,baseline,True,George Kittle
actual,2,4,baseline,True,Jameson Williams
actual,2,4,baseline,True,Kyren Williams
actual,2,4,baseline,True,Quentin Johnston
actual,2,4,baseline,True,Rhamondre Stevenson
actual,2,4,baseline,True,Tony Pollard
actual,2,5,baseline,True,Ashton Jeanty
actual,2,5,baseline,True,Carnell Tate
actual,2,5,baseline,True,Christian McCaffrey
actual,2,5,baseline,True,Christian Watson
actual,2,5,baseline,True,Daniel Jones
actual,2,5,baseline,True,De'Von Achane
actual,2,5,baseline,True,Drake Maye
actual,2,5,baseline,True,George Kittle
actual,2,5,baseline,True,Jameson Williams
actual,2,5,baseline,True,Kyren Williams
actual,2,5,baseline,True,Rhamondre Stevenson
actual,2,5,baseline,True,Stefon Diggs
actual,2,5,baseline,True,Tony Pollard
actual,2,6,baseline,True,Ashton Jeanty
actual,2,6,baseline,True,Carnell Tate
actual,2,6,baseline,True,Christian McCaffrey
actual,2,6,baseline,True,Christian Watson
actual,2,6,baseline,True,Daniel Jones
actual,2,6,baseline,True,De'Von Achane
actual,2,6,baseline,True,Drake Maye
actual,2,6,baseline,True,George Kittle
actual,2,6,baseline,True,Jameson Williams
actual,2,6,baseline,True,Kyren Williams
actual,2,6,baseline,True,Quentin Johnston
actual,2,6,baseline,True,Rhamondre Stevenson
actual,2,6,baseline,True,Tony Pollard
actual,2,7,baseline,True,Ashton Jeanty
actual,2,7,baseline,True,Carnell Tate
actual,2,7,baseline,True,Christian McCaffrey
actual,2,7,baseline,True,Christian Watson
actual,2,7,baseline,True,Daniel Jones
actual,2,7,baseline,True,De'Von Achane
actual,2,7,baseline,True,Drake Maye
actual,2,7,baseline,True,George Kittle
actual,2,7,baseline,True,Jameson Williams
actual,2,7,baseline,True,Kyren Williams
actual,2,7,baseline,True,Rhamondre Stevenson
actual,2,7,baseline,True,Romeo Doubs
actual,2,7,baseline,True,Tony Pollard
actual,2,8,baseline,True,Ashton Jeanty
actual,2,8,baseline,True,Carnell Tate
actual,2,8,baseline,True,Christian McCaffrey
actual,2,8,baseline,True,Christian Watson
actual,2,8,baseline,True,Daniel Jones
actual,2,8,baseline,True,De'Von Achane
actual,2,8,baseline,True,Drake Maye
actual,2,8,baseline,True,George Kittle
actual,2,8,baseline,True,Jameson Williams
actual,2,8,baseline,True,Kyren Williams
actual,2,8,baseline,True,Quentin Johnston
actual,2,8,baseline,True,Rhamondre Stevenson
actual,2,8,baseline,True,Tony Pollard
actual,2,9,baseline,True,Ashton Jeanty
actual,2,9,baseline,True,Carnell Tate
actual,2,9,baseline,True,Christian McCaffrey
actual,2,9,baseline,True,Christian Watson
actual,2,9,baseline,True,Daniel Jones
actual,2,9,baseline,True,De'Von Achane
actual,2,9,baseline,True,De'Zhaun Stribling
actual,2,9,baseline,True,Drake Maye
actual,2,9,baseline,True,George Kittle
actual,2,9,baseline,True,Jameson Williams
actual,2,9,baseline,True,Kyren Williams
actual,2,9,baseline,True,Rhamondre Stevenson
actual,2,9,baseline,True,Tony Pollard
actual,2,10,baseline,True,Ashton Jeanty
actual,2,10,baseline,True,Carnell Tate
actual,2,10,baseline,True,Christian McCaffrey
actual,2,10,baseline,True,Christian Watson
actual,2,10,baseline,True,Daniel Jones
actual,2,10,baseline,True,De'Von Achane
actual,2,10,baseline,True,Drake Maye
actual,2,10,baseline,True,George Kittle
actual,2,10,baseline,True,Jalen Coker
actual,2,10,baseline,True,Jameson Williams
actual,2,10,baseline,True,Kyren Williams
actual,2,10,baseline,True,Rhamondre Stevenson
actual,2,10,baseline,True,Tony Pollard
actual,2,11,baseline,True,Ashton Jeanty
actual,2,11,baseline,True,Carnell Tate
actual,2,11,baseline,True,Christian McCaffrey
actual,2,11,baseline,True,Christian Watson
actual,2,11,baseline,True,Daniel Jones
actual,2,11,baseline,True,De'Von Achane
actual,2,11,baseline,True,Drake Maye
actual,2,11,baseline,True,George Kittle
actual,2,11,baseline,True,Jameson Williams
actual,2,11,baseline,True,Kyren Williams
