source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
actual,0,0,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,11,baseline,True,,294.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
actual,0,12,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Stefon Diggs | Tyler Warren
actual,0,13,baseline,True,,295.0,True,True,True,Ashton Jeanty | Brian Robinson | Christian Watson | Chuba Hubbard | DK Metcalf | Daniel Jones | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Makai Lemon | Rome Odunze | Tyler Warren
actual,0,14,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,15,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Romeo Doubs | Tyler Warren
actual,0,16,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,17,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,18,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,19,baseline,True,,298.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Chris Godwin Jr. | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Rome Odunze | TreVeyon Henderson | Tyler Warren
actual,0,20,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,21,baseline,True,,298.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Downs | Josh Jacobs | Parker Washington | Rome Odunze | Tyler Warren
actual,0,22,baseline,True,,298.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Jordan Addison | Josh Jacobs | Rome Odunze | Tyler Warren
actual,0,23,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tyler Warren
actual,0,24,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,25,baseline,True,,293.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Chris Godwin Jr. | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tony Pollard | Tyler Warren
actual,0,26,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,27,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,28,baseline,True,,295.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jameson Williams | Jonathan Taylor | Luther Burden III | Rome Odunze | Tyler Warren
actual,0,29,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,30,baseline,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Cam Ward | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,31,baseline,True,,294.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
actual,0,0,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,1,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Samaje Perine | Tyler Warren | Xavier Worthy
actual,0,2,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren | Xavier Worthy
actual,0,3,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | KC Concepcion | Rome Odunze | Tyler Warren | Zach Charbonnet
actual,0,4,shortlist,True,,295.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Downs | Josh Jacobs | Rachaad White | Rhamondre Stevenson | Rome Odunze | Tyler Warren
actual,0,5,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | KC Concepcion | Rome Odunze | Tyler Warren | Zach Charbonnet
actual,0,6,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren | Wan'Dale Robinson
actual,0,7,shortlist,True,,290.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze
actual,0,8,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,9,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,10,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,11,shortlist,True,,294.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
actual,0,12,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Stefon Diggs | Tyler Warren
actual,0,13,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Brian Robinson | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Makai Lemon | Rome Odunze | Tyler Warren
actual,0,14,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | DK Metcalf | De'Von Achane | Deebo Samuel Sr. | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,15,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Romeo Doubs | Tyler Warren
actual,0,16,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,17,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Kenyon Sadiq | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,18,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,19,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Chris Godwin Jr. | Christian Watson | DK Metcalf | Dalton Kincaid | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Rome Odunze | TreVeyon Henderson | Tyler Warren
actual,0,20,shortlist,True,,297.0,True,True,True,Aaron Jones | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,21,shortlist,True,,298.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Kenyon Sadiq | Parker Washington | Rome Odunze | Tyler Warren
actual,0,22,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | RJ Harvey | Rashid Shaheed | Rome Odunze | Tyler Warren
actual,0,23,shortlist,True,,297.0,True,True,True,Aaron Jones | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tyler Warren
actual,0,24,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,25,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Chris Godwin Jr. | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tony Pollard | Tyler Warren
actual,0,26,shortlist,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Romeo Doubs | TreVeyon Henderson | Tyler Warren
actual,0,27,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,28,shortlist,True,,295.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jameson Williams | Jonathan Taylor | Luther Burden III | Rome Odunze | Tyler Warren
actual,0,29,shortlist,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyjae Spears | Tyler Warren
actual,0,30,shortlist,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Cam Ward | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,31,shortlist,True,,294.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | De'Zhaun Stribling | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
actual,0,0,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,1,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Samaje Perine | Tyler Warren | Xavier Worthy
actual,0,2,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren | Xavier Worthy
actual,0,3,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | KC Concepcion | Rome Odunze | Tyler Warren | Zach Charbonnet
actual,0,4,full_exact,True,,295.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Downs | Josh Jacobs | Rachaad White | Rhamondre Stevenson | Rome Odunze | Tyler Warren
actual,0,5,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | KC Concepcion | Rome Odunze | Tyler Warren | Zach Charbonnet
actual,0,6,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren | Wan'Dale Robinson
actual,0,7,full_exact,True,,290.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | George Kittle | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze
actual,0,8,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,9,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,10,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,11,full_exact,True,,294.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
actual,0,12,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Stefon Diggs | Tyler Warren
actual,0,13,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Brian Robinson | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Makai Lemon | Rome Odunze | Tyler Warren
actual,0,14,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | DK Metcalf | De'Von Achane | Deebo Samuel Sr. | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,15,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Romeo Doubs | Tyler Warren
actual,0,16,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,17,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Kenyon Sadiq | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,18,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,19,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Chris Godwin Jr. | Christian Watson | DK Metcalf | Dalton Kincaid | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Rome Odunze | TreVeyon Henderson | Tyler Warren
actual,0,20,full_exact,True,,297.0,True,True,True,Aaron Jones | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,21,full_exact,True,,298.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Kenyon Sadiq | Parker Washington | Rome Odunze | Tyler Warren
actual,0,22,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | RJ Harvey | Rashid Shaheed | Rome Odunze | Tyler Warren
actual,0,23,full_exact,True,,297.0,True,True,True,Aaron Jones | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tyler Warren
actual,0,24,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,25,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Chris Godwin Jr. | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Rome Odunze | Tony Pollard | Tyler Warren
actual,0,26,full_exact,True,,298.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Romeo Doubs | TreVeyon Henderson | Tyler Warren
actual,0,27,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,28,full_exact,True,,295.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jameson Williams | Jonathan Taylor | Luther Burden III | Rome Odunze | Tyler Warren
actual,0,29,full_exact,True,,297.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyjae Spears | Tyler Warren
actual,0,30,full_exact,True,,297.0,True,True,True,Aaron Rodgers | Ashton Jeanty | Cam Ward | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jonathan Taylor | Josh Jacobs | Quentin Johnston | Rome Odunze | Tyler Warren
actual,0,31,full_exact,True,,294.0,True,True,True,Ashton Jeanty | Bryce Young | Christian Watson | DK Metcalf | De'Von Achane | De'Zhaun Stribling | Drake Maye | Harold Fannin Jr. | Jadarian Price | Jalen Coker | Jonathan Taylor | Josh Jacobs | Rome Odunze
