source,enforce_top_n,block,arm,max_swaps,refinement_mode,accepted_swaps,construction_gain,compile_seconds_median,compile_seconds_min,score_seconds,holdout_mean,holdout_p10,forecast_spend,cap_legal,position_legal,top_n_legal,swaps,roster
actual,False,3,baseline,0,disabled,0,0.0,0.0032630999921821058,0.0032630999921821058,0.0014591999934054911,1769.7425422668457,1610.0838256835937,295.0,True,True,True,[],Bucky Irving | Cam Skattebo | Carnell Tate | Christian Watson | De'Von Achane | Derrick Henry | Drake Maye | George Pickens | Jaylen Waddle | Josh Jacobs | Tony Pollard | Tyler Shough | Tyler Warren
actual,False,3,shortlist,1,shortlist,1,15.8876953125,0.12936529994476587,0.12936529994476587,0.0013526999973692,1792.5555896759033,1638.5778198242188,298.0,True,True,True,"[{""out_player"": ""Bucky Irving"", ""in_player"": ""Jordan Love"", ""improvement"": 15.8876953125}]",Cam Skattebo | Carnell Tate | Christian Watson | De'Von Achane | Derrick Henry | Drake Maye | George Pickens | Jaylen Waddle | Jordan Love | Josh Jacobs | Tony Pollard | Tyler Shough | Tyler Warren
actual,False,3,full_exact,1,full_exact,1,15.8876953125,0.14329159999033436,0.14329159999033436,0.0013546999543905258,1792.5555896759033,1638.5778198242188,298.0,True,True,True,"[{""out_player"": ""Bucky Irving"", ""in_player"": ""Jordan Love"", ""improvement"": 15.8876953125}]",Cam Skattebo | Carnell Tate | Christian Watson | De'Von Achane | Derrick Henry | Drake Maye | George Pickens | Jaylen Waddle | Jordan Love | Josh Jacobs | Tony Pollard | Tyler Shough | Tyler Warren
actual,True,3,baseline,0,disabled,0,0.0,0.002230699989013374,0.002230699989013374,0.0015273999888449907,1757.2809734344482,1597.4691528320313,296.0,True,True,True,[],Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Josh Jacobs | Tony Pollard | Tyler Warren
actual,True,3,shortlist,1,shortlist,1,15.0743408203125,0.1269052000134252,0.1269052000134252,0.0011375999893061817,1780.8885746002197,1627.8366088867188,296.0,True,True,True,"[{""out_player"": ""Josh Jacobs"", ""in_player"": ""Matthew Stafford"", ""improvement"": 15.0743408203125}]",Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
actual,True,3,full_exact,1,full_exact,1,15.0743408203125,0.14228489995002747,0.14228489995002747,0.0012620000052265823,1780.8885746002197,1627.8366088867188,296.0,True,True,True,"[{""out_player"": ""Josh Jacobs"", ""in_player"": ""Matthew Stafford"", ""improvement"": 15.0743408203125}]",Aaron Rodgers | Bucky Irving | Cam Skattebo | Carnell Tate | Christian McCaffrey | Christian Watson | De'Von Achane | Drake Maye | George Pickens | Josh Downs | Matthew Stafford | Tony Pollard | Tyler Warren
