source,arm,blocks,completion_rate,cap_legal_rate,position_legal_rate,top_n_legal_rate,rollout_seconds,scoring_seconds,validation_mean,validation_p10,mean_spend,unique_rosters,roster_change_rate
actual,baseline,4,1.0,1.0,1.0,1.0,0.0640410000341942,0.0437549999915061,1741.0699176937342,1556.3982391357422,296.9140625,52,0.0
actual,full_exact,4,1.0,1.0,1.0,1.0,0.0620451000286264,0.06381440011318759,1747.0268007963896,1564.6100524902345,295.765625,78,0.9921875
actual,shortlist,4,1.0,1.0,1.0,1.0,0.0625564999063497,0.0630181999877093,1747.982728406787,1565.3694152832031,296.03125,76,0.984375
predicted,baseline,4,0.96875,1.0,0.9765625,1.0,0.18401389999780782,0.100911999994423,1694.6216094261858,1524.038607788086,266.833249327957,124,0.0
predicted,full_exact,4,0.96875,1.0,0.984375,1.0,0.2023464000085367,0.099085699941497,1701.9999462712517,1531.8785247802734,265.0998823924731,124,0.90625
predicted,shortlist,4,0.96875,1.0,0.984375,1.0,0.2047474000137298,0.1003678999841212,1701.9999462712517,1531.8785247802734,265.0998823924731,124,0.90625
