league,pool_count,min_pool_size,max_pool_size,min_probability_sum,max_probability_sum
beta,274,80,80,0.9999999999999999,1.0000000000000002
dk,295,80,80,0.9999999999999998,1.0000000000000002
nffc,324,80,80,0.9999999999999999,1.0000000000000002
nv,274,80,80,0.9999999999999998,1.0000000000000002
