target_name,method,slice_type,slice_value,metric,n_rows,n_origins,value
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,rmse,3505,8,5.596195426500796
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,mae,3505,8,3.8565515680704774
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,bias,3505,8,-1.9814390097039583
next_conditional_ppg,next_ppg_expert_carry_forward,pooled,all,spearman,3505,8,0.5888299470402889
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,rmse,1299,3,5.3156919633740936
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,mae,1299,3,3.616670975738121
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,bias,1299,3,-1.5935364286720657
next_conditional_ppg,next_ppg_expert_carry_forward,recent,2022_2024,spearman,1299,3,0.6055384836317033
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,rmse,429,1,6.280393993544361
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,mae,429,1,4.329524500000651
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,bias,429,1,-2.5539089570516484
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2017,spearman,429,1,0.5839256564356338
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,rmse,423,1,5.843840866990291
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,mae,423,1,4.078817434093094
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,bias,423,1,-2.4377493401712305
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2018,spearman,423,1,0.6008040986148019
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,rmse,446,1,5.748506028355267
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,mae,446,1,4.051351112433527
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,bias,446,1,-2.2928260946927423
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2019,spearman,446,1,0.5833551766818735
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,rmse,467,1,5.4813736090341045
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,mae,467,1,3.8260824704164045
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,bias,467,1,-2.1398436620715446
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2020,spearman,467,1,0.586511795052999
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,rmse,441,1,5.413912950955016
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,mae,441,1,3.7250992146297808
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,bias,441,1,-1.646797202447615
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2021,spearman,441,1,0.5807855524934464
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,rmse,427,1,5.724478880919959
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,mae,427,1,3.8545218904704597
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,bias,427,1,-1.3704854104423698
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2022,spearman,427,1,0.5544048719607652
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,rmse,432,1,5.251560722269668
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,mae,432,1,3.7115562039714405
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,bias,432,1,-1.7465014514054855
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2023,spearman,432,1,0.6160783968403714
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,rmse,440,1,4.9540098848311676
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,mae,440,1,3.2926874321301587
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,bias,440,1,-1.659813462679436
next_conditional_ppg,next_ppg_expert_carry_forward,origin_season,2024,spearman,440,1,0.6464525320556631
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,rmse,411,8,11.548854761561019
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,mae,411,8,8.784023639475189
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,bias,411,8,-6.772159988718576
next_conditional_ppg,next_ppg_expert_carry_forward,position,QB,spearman,411,8,0.538299258647529
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,rmse,918,8,4.7899957236109625
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,mae,918,8,3.6474886025589415
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,bias,918,8,-1.2858534212009602
next_conditional_ppg,next_ppg_expert_carry_forward,position,RB,spearman,918,8,0.6075221546260122
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,rmse,778,8,3.3194443700096845
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,mae,778,8,2.5092376310688898
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,bias,778,8,-1.437240229914581
next_conditional_ppg,next_ppg_expert_carry_forward,position,TE,spearman,778,8,0.5826269916385709
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,rmse,1398,8,4.255329072836898
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,mae,1398,8,3.2949914993862777
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,bias,1398,8,-1.3326177640293377
next_conditional_ppg,next_ppg_expert_carry_forward,position,WR,spearman,1398,8,0.6378411017049554
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,rmse,67,8,11.258316257135546
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,mae,67,8,7.869855508225443
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,bias,67,8,-7.835676403747832
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,other_no_history,spearman,67,8,0.1241687469440014
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,rmse,606,8,6.374928576958762
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,mae,606,8,4.44862815602135
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,bias,606,8,-3.8757661083590125
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,rookie,spearman,606,8,0.5408903332363134
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,rmse,584,8,4.7563986603562185
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,mae,584,8,3.5999454085354405
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,bias,584,8,-1.9438632260352056
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,second_year,spearman,584,8,0.6125905979835078
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,veteran_with_history,rmse,2248,8,5.312125177240277
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,veteran_with_history,mae,2248,8,3.6439929474654282
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,veteran_with_history,bias,2248,8,-1.3060600641864535
next_conditional_ppg,next_ppg_expert_carry_forward,history_depth,veteran_with_history,spearman,2248,8,0.6327971804320472
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,rookie,rmse,606,8,6.374928576958762
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,rookie,mae,606,8,4.44862815602135
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,rookie,bias,606,8,-3.8757661083590125
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,rookie,spearman,606,8,0.5408903332363134
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,second_year,rmse,584,8,4.7563986603562185
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,second_year,mae,584,8,3.5999454085354405
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,second_year,bias,584,8,-1.9438632260352056
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,second_year,spearman,584,8,0.6125905979835078
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_10_plus,rmse,150,8,7.632050330335754
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_10_plus,mae,150,8,5.068152302056823
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_10_plus,bias,150,8,-1.575549459230135
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_10_plus,spearman,150,8,0.5539763206624367
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_2_3,rmse,983,8,5.24121770626053
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_2_3,mae,983,8,3.6261003611963445
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_2_3,bias,983,8,-1.8481266910888032
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_2_3,spearman,983,8,0.5927110627669179
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_4_6,rmse,862,8,5.192899994105265
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_4_6,mae,862,8,3.5195338454960416
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_4_6,bias,862,8,-1.2776135132636668
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_4_6,spearman,862,8,0.6106427716034861
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_7_9,rmse,320,8,6.359623314695871
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_7_9,mae,320,8,4.2514337180352175
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_7_9,bias,320,8,-0.9583423083879928
next_conditional_ppg,next_ppg_expert_carry_forward,experience_group,year_7_9,spearman,320,8,0.5740812427277888
next_conditional_ppg,next_ppg_lasso,pooled,all,rmse,3505,8,4.024847063927958
next_conditional_ppg,next_ppg_lasso,pooled,all,mae,3505,8,3.1027321139353092
next_conditional_ppg,next_ppg_lasso,pooled,all,bias,3505,8,0.45699941978983444
next_conditional_ppg,next_ppg_lasso,pooled,all,spearman,3505,8,0.7265671238667457
next_conditional_ppg,next_ppg_lasso,recent,2022_2024,rmse,1299,3,3.913451830831368
next_conditional_ppg,next_ppg_lasso,recent,2022_2024,mae,1299,3,3.0370339692355883
next_conditional_ppg,next_ppg_lasso,recent,2022_2024,bias,1299,3,0.7086587232933033
next_conditional_ppg,next_ppg_lasso,recent,2022_2024,spearman,1299,3,0.7475624474071596
next_conditional_ppg,next_ppg_lasso,origin_season,2017,rmse,429,1,4.345125754567335
next_conditional_ppg,next_ppg_lasso,origin_season,2017,mae,429,1,3.2973807872839274
next_conditional_ppg,next_ppg_lasso,origin_season,2017,bias,429,1,0.2796464364432271
next_conditional_ppg,next_ppg_lasso,origin_season,2017,spearman,429,1,0.7288130815341018
next_conditional_ppg,next_ppg_lasso,origin_season,2018,rmse,423,1,4.122892081297853
next_conditional_ppg,next_ppg_lasso,origin_season,2018,mae,423,1,3.0806362345178995
next_conditional_ppg,next_ppg_lasso,origin_season,2018,bias,423,1,-0.15387731727545037
next_conditional_ppg,next_ppg_lasso,origin_season,2018,spearman,423,1,0.7252177609306808
next_conditional_ppg,next_ppg_lasso,origin_season,2019,rmse,446,1,4.208309892438806
