lock_version,model_run_id,slice_type,slice_value,n_rows,n_interval_rows,interval_coverage,p25_p75_coverage,p10_p90_coverage,mean_interval_width,median_residual
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,pooled,all,3622,3220,0.8890115958034235,0.4919254658385093,0.7944099378881988,6.929643542861939,-0.4763435248708472
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,position,QB,306,269,0.8790849673202614,0.483271375464684,0.7137546468401487,9.078618468032433,0.0724929529319791
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,position,RB,1011,901,0.8911968348170128,0.48501664816870144,0.8057713651498335,8.005003635006354,-0.5643611993892934
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,position,TE,802,715,0.8915211970074813,0.48671328671328673,0.8027972027972028,5.035255545850693,-0.5119913558288509
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,position,WR,1503,1335,0.8882235528942116,0.501123595505618,0.798501872659176,6.785459063438761,-0.4661970092618475
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,history_depth,other_no_history,23,16,0.6956521739130435,0.5625,0.9375,6.923708604117867,-1.0032724330589486
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,history_depth,rookie,518,457,0.8822393822393823,0.47045951859956237,0.7899343544857768,7.31713509762653,-0.7882102075204491
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,history_depth,second_year,558,501,0.8978494623655914,0.49500998003992014,0.8023952095808383,7.062524131067601,-0.5188591737596191
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,history_depth,veteran_with_history,2523,2246,0.890210067380103,0.4951024042742654,0.792520035618878,6.8212010423283,-0.43157059357052097
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2018,365,365,1.0,0.4821917808219178,0.8,7.147160160448713,-0.02154013149684708
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2019,385,385,1.0,0.44675324675324674,0.787012987012987,6.691379408928581,-0.07544624485265539
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2020,409,409,1.0,0.46943765281173594,0.7726161369193154,6.803736148570127,-0.20709480640453037
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2021,413,413,1.0,0.5254237288135594,0.8184019370460048,7.065730466502684,-0.5731626842792759
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2022,422,422,1.0,0.4976303317535545,0.8151658767772512,6.977362081769286,-0.8551079771252699
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2023,404,404,1.0,0.4876237623762376,0.7896039603960396,6.880905343538576,-0.8152508731870338
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2024,406,406,1.0,0.46798029556650245,0.7684729064039408,6.925046552263219,-0.5093356806077804
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260730T140449Z_ef55415d,season,2025,416,416,1.0,0.5528846153846154,0.8028846153846154,6.951397721317974,-0.37359339529989666
