policy,mean_forced_options,cap_filled_rate,forced_young_share,starter_changes,forecast_salary_spend_effect,unspent_budget_effect,starter_forecast_spend_effect,bench_forecast_spend_effect,starter_forecast_ev_effect,starter_forecast_p10_effect,forecast_ev_effect,forecast_p10_effect,actual_points_effect,actual_playoff_points_effect,actual_waiver_starts_effect,predicted_expected_best_surplus_effect,actual_best_keeper_surplus_effect,actual_any_keeper_hit_20_effect,actual_best_future_ppg_effect
reinvest_k1,0.828,0.828,0.9746376811594203,1.381,0.10794351196289051,-0.10794351196289063,5.7180406341552725,-5.610096754074097,4.567146728515625,3.6234918212890626,0.5756409912109375,1.2412756347656249,8.089899047851564,-0.5441380004882828,0.344,4.323725635347007,2.0657652753227294,-0.005333333333333333,0.11200220108032231
reinvest_k2,1.495,0.667,0.9678929765886287,1.635,0.08734039306640604,-0.08734039306640624,7.937657089233398,-7.850315784454346,6.955611206054687,5.322096069335938,0.5476384277343749,0.14623510742187507,7.687697265624999,-0.7058987731933618,0.724,6.62323870588325,3.0910139260723635,-0.0026666666666666666,0.11709381739298504
reinvest_k3,1.931,0.436,0.9544277576385293,1.735,0.21661434936523388,-0.21661434936523438,8.510617630004882,-8.29400281906128,7.973500854492188,5.465836669921875,0.293891357421875,-0.6485340576171879,-0.47165869140625283,-4.482578582763675,1.377,7.766353850366442,-0.021701662849369658,-0.07466666666666667,-0.13163930511474609
