period,chance_level,scenario_mean_spend,point_predicted_spend,actual_spend,point_minus_scenario_discount,actual_minus_point_residual,actual_minus_scenario_total
development_2022_2024,0.6,295.47408702273924,308.3654492486318,324.776,12.891362225892559,16.41055075136821,29.30191297726077
temporal_check_2025,0.6,296.12310093271253,305.6778431687355,327.276,9.554742236022946,21.598156831264532,31.15289906728748
development_2022_2024,0.7,293.54916460172973,306.40806566174825,322.708,12.858901060018544,16.299934338251756,29.1588353982703
temporal_check_2025,0.7,293.9233866309095,303.3924515724182,324.852,9.469064941508748,21.45954842758175,30.9286133690905
development_2022_2024,0.8,291.5024040790335,304.26421351416906,320.5933333333333,12.761809435135547,16.329119819164287,29.090929254299834
temporal_check_2025,0.8,291.4193139527893,300.79027418041227,322.624,9.370960227622959,21.833725819587755,31.204686047210714
development_2022_2024,0.9,288.8211250179752,301.57899093341825,317.9693333333333,12.757865915443082,16.390342399915045,29.14820831535813
temporal_check_2025,0.9,288.7906503198576,298.14629089403155,321.152,9.355640574173947,23.005709105968435,32.36134968014238
