player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year,actual_salary,is_keeper,actual_salary_recorded,actual_salary_used_in_replay,salary_residual,replay_salary_residual,scenario_market_mean,scenario_center_shift,actual_minus_scenario,selection_slots,selection_slots_chance_60,selection_slots_chance_70,selection_slots_chance_80,selection_slots_chance_90,selection_rate,selection_bucket,predicted_salary_tier,projection_strength_pct,price_strength_pct,value_rank_gap,value_over_price_quintile,top_projection_quartile,salary_center_source
Alexander Mattison,alexandermattison,RB,8.616082191467285,3.083034006268645,2.9060083504684537,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,2.9060083504684537,3.0997963,2022,6.0,0.0,True,6.0,2.9002037,2.9002037,3.7884941826223715,0.6886978826223715,2.2115058173776285,81,19,17,23,22,0.081,occasional_5-25%,$1-5,0.5844155844155844,0.5974025974025974,-0.012987012987012991,3,False,current_salary_model
Allen Lazard,allenlazard,WR,8.974535942077637,12.416724006516572,11.446479138568538,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,4.0,True,True,11.446479138568538,12.5085945,2022,25.0,0.0,True,25.0,12.4914055,12.4914055,9.677293651233118,-2.8313008487668814,15.322706348766882,54,12,14,13,15,0.054,occasional_5-25%,$6-15,0.5959595959595959,0.7272727272727273,-0.13131313131313138,1,False,current_salary_model
Alvin Kamara,alvinkamara,RB,13.856033325195312,91.1746996800346,83.51124565124584,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,81.0,True,True,83.51124565124584,91.90034,2022,85.0,0.0,True,85.0,-6.90034,-6.90034,92.94142247416117,1.041082474161172,-7.941422474161172,34,9,9,8,8,0.034,rare_0-5%,$51+,0.922077922077922,0.948051948051948,-0.025974025974025983,2,True,current_salary_model
Amari Cooper,amaricooper,WR,10.31868839263916,19.144113458097085,17.602144592410465,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,12.0,True,True,17.602144592410465,19.29012,2022,10.0,0.0,True,10.0,-9.290120000000002,-9.290120000000002,16.558606364547845,-2.7315136354521563,-6.558606364547845,202,50,52,52,48,0.202,occasional_5-25%,$16-30,0.8181818181818182,0.7878787878787878,0.030303030303030387,4,True,current_salary_model
Amari Rodgers,amarirodgers,WR,7.209855079650879,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.711488837519609,0.7114888375196089,,0,0,0,0,0,0.0,never,$1-5,0.1717171717171717,0.2676767676767677,-0.09595959595959597,2,False,current_salary_model
Austin Hooper,austinhooper,TE,6.908958435058594,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.362138647595281,1.3621386475952808,,1,0,1,0,0,0.001,rare_0-5%,$1-5,0.5869565217391305,0.3695652173913043,0.21739130434782616,5,False,current_salary_model
Baker Mayfield,bakermayfield,QB,14.359182357788086,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.4235298831840146,1.4235298831840146,,0,0,0,0,0,0.0,never,$1-5,0.2727272727272727,0.2878787878787879,-0.015151515151515194,3,False,current_salary_model
Benny Snell,bennysnell,RB,6.416409492492676,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.8485332022975944,1.8485332022975944,,0,0,0,0,0,0.0,never,$1-5,0.15584415584415584,0.2857142857142857,-0.12987012987012986,1,False,minimum_fallback
Boston Scott,bostonscott,RB,6.847029209136963,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,3.0327495741559765,2.0327495741559765,,0,0,0,0,0,0.0,never,$1-5,0.23376623376623376,0.2857142857142857,-0.05194805194805194,2,False,current_salary_model
Brandin Cooks,brandincooks,WR,10.482514381408691,39.688223830652056,36.40032350125029,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,38.0,True,True,36.40032350125029,39.99955,2022,35.0,0.0,True,35.0,-4.999549999999999,-4.999549999999999,37.79944306788612,-2.2001069321138758,-2.7994430678861235,4,2,1,1,0,0.004,rare_0-5%,$31-50,0.8484848484848485,0.8888888888888888,-0.04040404040404033,2,True,current_salary_model
Brandon Aiyuk,brandonaiyuk,WR,9.455514907836914,11.728032687911286,10.81631592461882,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,4.0,True,True,10.81631592461882,11.814362,2022,5.0,0.0,True,5.0,-6.814361999999999,-6.814361999999999,9.038053066589102,-2.7763089334108972,-4.038053066589102,83,20,20,22,21,0.083,occasional_5-25%,$6-15,0.7070707070707071,0.7171717171717171,-0.010101010101010055,3,False,current_salary_model
Braxton Berrios,braxtonberrios,WR,7.547566413879394,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7587646956700342,0.7587646956700342,,0,0,0,0,0,0.0,never,$1-5,0.24242424242424243,0.2676767676767677,-0.02525252525252525,2,False,current_salary_model
Breece Hall,breecehall,RB,14.028142929077148,47.65035429952277,43.685796093400405,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,33.0,True,True,43.685796093400405,48.02575,2022,54.0,0.0,True,54.0,5.974249999999998,5.974249999999998,48.35200255812791,0.326252558127905,5.647997441872093,400,104,99,98,99,0.4,frequent_25-50%,$31-50,0.935064935064935,0.8701298701298701,0.06493506493506496,4,True,current_salary_model
Brevin Jordan,brevinjordan,TE,6.908616065979004,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.321107414659962,1.321107414659962,,11,3,3,2,3,0.011,rare_0-5%,$1-5,0.5652173913043478,0.3695652173913043,0.19565217391304346,5,False,current_salary_model
Brian Robinson,brianrobinson,RB,7.117944240570068,1.8112617400449424,1.7423170463314115,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,0.0,True,True,1.7423170463314115,1.81779,2022,3.0,0.0,True,3.0,1.18221,1.18221,3.2169976144923416,1.3992076144923415,-0.21699761449234156,8,2,2,2,2,0.008,rare_0-5%,$1-5,0.2987012987012987,0.5714285714285714,-0.2727272727272727,1,False,current_salary_model
Bryan Edwards,bryanedwards,WR,7.607735633850098,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7008519444976407,0.7008519444976407,,0,0,0,0,0,0.0,never,$1-5,0.2727272727272727,0.2676767676767677,0.0050505050505050275,3,False,current_salary_model
Byron Pringle,byronpringle,WR,7.625349044799805,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6632975445298592,0.6632975445298592,,0,0,0,0,0,0.0,never,$1-5,0.30303030303030304,0.2676767676767677,0.03535353535353536,4,False,current_salary_model
Cade Otton,cadeotton,TE,5.9617204666137695,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3472283036245294,1.3472283036245294,,0,0,0,0,0,0.0,never,$1-5,0.17391304347826086,0.3695652173913043,-0.19565217391304346,1,False,minimum_fallback
Calvin Austin,calvinaustin,WR,4.27553129196167,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6599513721212904,0.6599513721212904,,0,0,0,0,0,0.0,never,$1-5,0.030303030303030304,0.2676767676767677,-0.23737373737373738,1,False,minimum_fallback
Calvin Ridley,calvinridley,WR,8.882122993469238,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7003754329491663,0.7003754329491663,,62,15,16,15,16,0.062,occasional_5-25%,$1-5,0.5757575757575758,0.2676767676767677,0.3080808080808081,5,False,minimum_fallback
Cameron Brate,cameronbrate,TE,6.336123466491699,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.2824598968390624,1.2824598968390624,,0,0,0,0,0,0.0,never,$1-5,0.391304347826087,0.3695652173913043,0.02173913043478265,4,False,current_salary_model
Cedrick Wilson,cedrickwilson,WR,7.56048059463501,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.713538211695137,0.713538211695137,,0,0,0,0,0,0.0,never,$1-5,0.25252525252525254,0.2676767676767677,-0.015151515151515138,3,False,current_salary_model
Chase Claypool,chaseclaypool,WR,9.312097549438477,6.193891853360428,5.752491420756151,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,5.752491420756151,6.2356873,2022,2.0,0.0,True,2.0,-4.2356873,-4.2356873,4.149579326267733,-2.0861079737322674,-2.149579326267733,232,55,58,57,62,0.232,occasional_5-25%,$6-15,0.6666666666666666,0.6565656565656566,0.010101010101010055,3,False,current_salary_model
Chase Edmonds,chaseedmonds,RB,9.818498611450195,19.801360051468844,18.203535396167684,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,6.0,True,True,18.203535396167684,19.952656,2022,23.0,0.0,True,23.0,3.047343999999999,3.047343999999999,19.82406997618285,-0.12858602381714945,3.1759300238171484,54,15,14,13,12,0.054,occasional_5-25%,$16-30,0.7272727272727273,0.7662337662337663,-0.038961038961038974,2,False,current_salary_model
Chigoziem Okonkwo,chigoziemokonkwo,TE,5.612775802612305,,,,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3380333936617506,1.3380333936617506,,0,0,0,0,0,0.0,never,$1-5,0.13043478260869565,0.3695652173913043,-0.23913043478260868,1,False,minimum_fallback
Chris Evans,chrisevans,RB,7.310017108917236,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.791210095131626,1.791210095131626,,0,0,0,0,0,0.0,never,$1-5,0.37662337662337664,0.2857142857142857,0.09090909090909094,4,False,current_salary_model
Chris Godwin,chrisgodwin,WR,11.454334259033203,29.39993425006852,26.98637932481479,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,23.0,True,True,26.98637932481479,29.62847,2022,27.0,0.0,True,27.0,-2.62847,-2.62847,27.190899188362533,-2.4375708116374675,-0.1908991883625326,95,22,24,22,27,0.095,occasional_5-25%,$16-30,0.898989898989899,0.8383838383838383,0.06060606060606066,4,True,current_salary_model
Chris Olave,chrisolave,WR,9.116775512695312,8.29558057171145,7.6755691214596915,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,2.0,True,True,7.6755691214596915,8.354288,2022,16.0,0.0,True,16.0,7.645712,7.645712,5.879527315102322,-2.474760684897678,10.120472684897678,110,27,28,29,26,0.11,occasional_5-25%,$6-15,0.6363636363636364,0.6666666666666666,-0.030303030303030276,2,False,current_salary_model
Christian Kirk,christiankirk,WR,9.427196502685549,17.7711442756032,16.345856543874547,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,12.0,True,True,16.345856543874547,17.906101,2022,11.0,0.0,True,11.0,-6.906101,-6.906101,15.221579556055865,-2.684521443944135,-4.221579556055865,32,9,9,7,7,0.032,rare_0-5%,$16-30,0.6868686868686869,0.7777777777777778,-0.09090909090909094,2,False,current_salary_model
Christian Mccaffrey,christianmccaffrey,RB,16.592546463012695,120.97521556900465,110.7791788495094,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,104.0,True,True,110.7791788495094,121.94066,2022,111.0,0.0,True,111.0,-10.940659999999994,-10.940659999999994,123.56133301996417,1.6206730199641726,-12.561333019964167,34,10,9,7,8,0.034,rare_0-5%,$51+,1.0,1.0,0.0,3,True,current_salary_model
Chuba Hubbard,chubahubbard,RB,7.656934261322021,1.0,1.0,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.835772893912487,1.835772893912487,,0,0,0,0,0,0.0,never,$1-5,0.4675324675324675,0.2857142857142857,0.18181818181818182,5,False,current_salary_model
Cj Uzomah,cjuzomah,TE,6.265334606170654,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.376358708624743,1.376358708624743,,0,0,0,0,0,0.0,never,$1-5,0.32608695652173914,0.3695652173913043,-0.04347826086956519,2,False,current_salary_model
Clyde Edwards Helaire,clydeedwardshelaire,RB,11.34723663330078,26.10162067114388,23.96837135904225,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,17.0,True,True,23.96837135904225,26.303614,2022,46.0,0.0,True,46.0,19.696386,19.696386,26.187638506162614,-0.11597549383738581,19.812361493837386,275,66,68,69,72,0.275,frequent_25-50%,$16-30,0.8311688311688312,0.8311688311688312,0.0,3,True,current_salary_model
Cole Kmet,colekmet,TE,8.346214294433594,3.309668400620811,3.113382328444154,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,2.0,True,True,3.113382328444154,3.3282542,2022,1.0,0.0,True,1.0,-2.3282542,-2.3282542,3.324893229558797,-0.0033609704412027597,-2.324893229558797,103,27,24,26,26,0.103,occasional_5-25%,$1-5,0.7391304347826086,0.782608695652174,-0.0434782608695653,2,False,current_salary_model
Cordarrelle Patterson,cordarrellepatterson,RB,10.509927749633787,15.937974402710925,14.668477742066711,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,5.0,True,True,14.668477742066711,16.05818,2022,12.0,0.0,True,12.0,-4.05818,-4.05818,15.717036326461686,-0.34114367353831376,-3.7170363264616864,223,57,55,56,55,0.223,occasional_5-25%,$16-30,0.7662337662337663,0.7012987012987013,0.06493506493506496,4,True,current_salary_model
Corey Davis,coreydavis,WR,8.894553184509277,1.0,1.0,0.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6981996955057292,0.6981996955057292,,46,12,12,10,12,0.046,rare_0-5%,$1-5,0.5858585858585859,0.2676767676767677,0.3181818181818182,5,False,current_salary_model
Dak Prescott,dakprescott,QB,17.823928833007812,8.459975043457131,7.825992607094187,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,5.0,True,True,7.825992607094187,8.520005,2022,6.0,0.0,True,6.0,-2.5200049999999994,-2.5200049999999994,7.367565479161488,-1.1524395208385112,-1.3675654791614882,115,29,31,27,28,0.115,occasional_5-25%,$6-15,0.7878787878787878,0.7575757575757576,0.030303030303030276,4,True,current_salary_model
Dallas Goedert,dallasgoedert,TE,9.230708122253418,8.539337957100507,7.898610901210635,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,5.0,True,True,7.898610901210635,8.600007,2022,5.0,0.0,True,5.0,-3.6000069999999997,-3.6000069999999997,7.463088463422203,-1.136918536577797,-2.463088463422203,170,44,44,43,39,0.17,occasional_5-25%,$6-15,0.8695652173913043,0.8478260869565217,0.021739130434782594,3,True,current_salary_model
Dalton Schultz,daltonschultz,TE,9.269608497619627,13.239836518147095,12.199639824290204,1.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,8.0,True,True,12.199639824290204,13.33833,2022,19.0,0.0,True,19.0,5.661670000000001,5.661670000000001,12.011842573517068,-1.326487426482931,6.988157426482932,72,19,17,17,19,0.072,occasional_5-25%,$6-15,0.8913043478260869,0.8913043478260869,0.0,3,True,current_salary_model
Dalvin Cook,dalvincook,RB,14.979606628417969,100.35291488144132,91.90945459245002,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,86.0,True,True,91.90945459245002,101.15241,2022,96.0,0.0,True,96.0,-5.152410000000003,-5.152410000000003,102.40226492867616,1.2498549286761573,-6.402264928676161,62,15,17,15,15,0.062,occasional_5-25%,$51+,0.961038961038961,0.961038961038961,0.0,3,True,current_salary_model
Dameon Pierce,dameonpierce,RB,9.038881301879885,24.23135704000078,22.2570511944129,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,7.0,True,True,22.2570511944129,24.4183,2022,34.0,0.0,True,34.0,9.581700000000001,9.581700000000001,24.206650125776214,-0.21164987422378445,9.793349874223786,14,4,3,3,4,0.014,rare_0-5%,$16-30,0.6233766233766234,0.8181818181818182,-0.19480519480519487,1,False,current_salary_model
Damien Harris,damienharris,RB,10.672819137573242,16.09777157983841,14.81469463198291,1.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,6.0,True,True,14.81469463198291,16.219263,2022,27.0,0.0,True,27.0,10.780736999999998,10.780736999999998,15.895107144002399,-0.32415585599760277,11.104892855997601,177,41,44,46,46,0.177,occasional_5-25%,$16-30,0.7922077922077922,0.7142857142857143,0.07792207792207795,4,True,current_salary_model
Damien Williams,damienwilliams,RB,6.873043060302734,,,,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.7581142213823355,1.7581142213823355,,0,0,0,0,0,0.0,never,$1-5,0.24675324675324675,0.2857142857142857,-0.038961038961038946,2,False,minimum_fallback
Dan Arnold,danarnold,TE,6.5849432945251465,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.260348126723385,1.2603481267233851,,0,0,0,0,0,0.0,never,$1-5,0.5,0.3695652173913043,0.13043478260869568,4,False,current_salary_model
Daniel Bellinger,danielbellinger,TE,5.195868968963623,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3104604041959544,1.3104604041959544,,0,0,0,0,0,0.0,never,$1-5,0.043478260869565216,0.3695652173913043,-0.32608695652173914,1,False,current_salary_model
Daniel Jones,danieljones,QB,15.140552520751951,1.0,1.0,0.0,-9.780196144686157,-7.706902702090292,-4.741141814322451,1.0365806786024834,5.325915008837539,7.897920233324226,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3622736577842263,1.3622736577842263,,0,0,0,0,0,0.0,never,$1-5,0.45454545454545453,0.2878787878787879,0.16666666666666663,5,False,current_salary_model
Danny Gray,dannygray,WR,4.194156169891357,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.7229652424651363,0.7229652424651363,,0,0,0,0,0,0.0,never,$1-5,0.020202020202020204,0.2676767676767677,-0.2474747474747475,1,False,minimum_fallback
Darius Slayton,dariusslayton,WR,6.983240127563477,,,,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.6914613782922039,0.6914613782922039,,0,0,0,0,0,0.0,never,$1-5,0.15151515151515152,0.2676767676767677,-0.11616161616161616,1,False,minimum_fallback
Darnell Mooney,darnellmooney,WR,10.2721586227417,27.958834817429704,25.66775104308779,1.0,-10.359507878978812,-9.01384796765963,-5.651470168186153,-0.3450837164244473,3.326060861379959,4.705083945111327,21.0,True,True,25.66775104308779,28.175774,2022,18.0,0.0,True,18.0,-10.175774,-10.175774,25.670340071947834,-2.5054339280521667,-7.670340071947834,34,9,7,9,9,0.034,rare_0-5%,$16-30,0.8080808080808081,0.8282828282828283,-0.02020202020202022,2,True,current_salary_model
Darrell Henderson,darrellhenderson,RB,8.26366138458252,2.703280642732113,2.5585281461890794,0.0,-8.206415705456164,-6.358778232984785,-4.399545876023275,1.7578649712730758,6.444035929913353,11.062558551895936,,True,False,2.5585281461890794,2.716987,2022,1.0,0.0,True,1.0,-1.716987,-1.716987,3.531829951075356,0.8148429510753559,-2.531829951075356,61,15,16,16,14,0.061,occasional_5-25%,$1-5,0.5584415584415584,0.5844155844155844,-0.025974025974025983,2,False,current_salary_model
