period,cohort,player_origins,weighted_observations,mean_salary_residual,median_salary_residual_unique,positive_residual_rate,mean_predicted_salary,mean_actual_salary,mean_selection_rate,mean_scenario_center_shift,mean_actual_minus_scenario
all_years,all_observed_auctionable,518,518,-0.388032544787645,-0.26595049999999976,0.3996138996138996,22.654441811196914,22.266409266409266,0.09637065637065638,-0.46125708452131176,0.07322453973366692
all_years,ever_selected_unique,477,477,-0.3978697368972748,-0.4217238000000001,0.40670859538784065,24.23015485220126,23.832285115303982,0.10465408805031447,-0.5621413413843116,0.1642716044870369
all_years,never_selected_unique,41,41,-0.27358521219512183,0.0,0.3170731707317073,4.322365700000001,4.048780487804878,0.0,0.7124451233726122,-0.9860303355677341
all_years,top_projection_quartile_ever_selected,220,220,-0.9868244936363639,-1.5438609999999997,0.4318181818181818,42.30500631181818,41.31818181818182,0.14006363636363636,-1.2655841129329592,0.2787596192965956
all_years,top_projection_quartile_never_selected,2,2,-11.719942999999997,-11.719942999999997,0.0,51.219943,39.5,0.0,1.3429443292029646,-13.062887329202962
all_years,top_projection_quartile_rare_le_5pct,56,56,-4.642468732142857,-6.252004,0.2857142857142857,56.35675444642857,51.714285714285715,0.02207142857142857,-0.500882857689845,-4.141585874453012
all_years,top_projection_quartile_frequent_ge_25pct,38,38,2.486573468421053,1.7078577499999983,0.6052631578947368,24.960794952631577,27.44736842105263,0.3514473684210527,-1.6629198012853126,4.1494932697063645
all_years,selected_roster_slots_weighted,477,49920,1.4274022778886215,-0.4217238000000001,0.5242588141025641,24.342449484931894,25.76985176282051,0.22464847756410258,-1.0111933243027806,2.4385956021914024
2022,all_observed_auctionable,121,121,-0.8950216983471078,-1.2637676999999998,0.34710743801652894,23.721467979338843,22.826446280991735,0.09999173553719007,-0.7666434733421286,-0.12837822500497903
2022,ever_selected_unique,110,110,-0.9291181227272729,-1.5816174999999992,0.37272727272727274,25.883663577272724,24.954545454545453,0.1099909090909091,-0.8898603733362107,-0.039257749391062094
2022,never_selected_unique,11,11,-0.5540574545454545,0.0,0.09090909090909091,2.0995120000000003,1.5454545454545454,0.0,0.4655255265986936,-1.0195829811441481
2022,top_projection_quartile_ever_selected,60,60,-2.594851975,-3.0063525,0.3,40.344851975,37.75,0.12993333333333335,-1.0120731463424404,-1.58277882865756
2022,top_projection_quartile_never_selected,0,0,,,,,,,,
2022,top_projection_quartile_rare_le_5pct,12,12,-7.677985833333334,-9.5889965,0.16666666666666666,57.17798583333334,49.5,0.022416666666666668,-1.210974622384562,-6.467011210948772
2022,top_projection_quartile_frequent_ge_25pct,5,5,4.4074061,2.9285245,0.6,23.9925939,28.4,0.3136,-0.2631562067548371,4.670562306754837
2022,selected_roster_slots_weighted,110,12099,0.9318356357136951,-1.5816174999999992,0.4795437639474337,24.83897186903876,25.770807504752458,0.17699685924456568,-0.846654868830094,1.778490504543789
2023,all_observed_auctionable,131,131,-0.14421675725190855,-0.2518349999999998,0.3893129770992366,20.579331261068702,20.435114503816795,0.09176335877862596,-0.7211738367381321,0.5769570794862234
2023,ever_selected_unique,121,121,-0.3207538892561986,-0.5217499999999973,0.371900826446281,22.122406781818178,21.801652892561982,0.09934710743801652,-0.8997233783588383,0.5789694891026399
2023,never_selected_unique,10,10,1.99188254,0.6384797,0.6,1.9081174600000002,3.9,0.0,1.4392756168724157,0.5526069231275846
2023,top_projection_quartile_ever_selected,66,66,0.3338879606060603,-0.3626339999999999,0.45454545454545453,35.060051433333335,35.39393939393939,0.13996969696969694,-1.7868468543302074,2.1207348149362675
2023,top_projection_quartile_never_selected,0,0,,,,,,,,
2023,top_projection_quartile_rare_le_5pct,15,15,-1.8353870000000005,-3.816590000000005,0.26666666666666666,42.63538700000001,40.8,0.028733333333333333,-0.7789961134140266,-1.0563908865859737
2023,top_projection_quartile_frequent_ge_25pct,10,10,2.8893892799999996,3.33226625,0.7,34.61061072,37.5,0.3706,-2.9783536844511738,5.867742964451173
2023,selected_roster_slots_weighted,121,12021,1.3292666362033105,-0.5217499999999973,0.5461276100158057,25.681547771915817,27.010814408119124,0.2213367440312786,-1.572351570978414,2.9016182071817247
2024,all_observed_auctionable,132,132,-0.36220322272727284,0.0,0.4772727272727273,22.77886988939394,22.416666666666668,0.09728787878787878,-0.2095172144236818,-0.1526860083035911
2024,ever_selected_unique,119,119,-0.3579280226890759,0.0,0.4957983193277311,24.63523894705883,24.277310924369747,0.10791596638655464,-0.29266221817017674,-0.06526580451889899
2024,never_selected_unique,13,13,-0.401337746153846,-0.21407810000000005,0.3076923076923077,5.785953130769229,5.384615384615385,0.0,0.5515793583326954,-0.9529171044865414
2024,top_projection_quartile_ever_selected,55,55,-1.4595424727272728,-1.5264239999999987,0.4727272727272727,43.71408792727273,42.25454545454546,0.15987272727272725,-1.1490442322033123,-0.31049824052396074
2024,top_projection_quartile_never_selected,1,1,-5.450885999999997,-5.450885999999997,0.0,52.450886,47.0,0.0,2.4824722815993923,-7.933358281599389
2024,top_projection_quartile_rare_le_5pct,16,16,-7.1720959375,-9.375091500000003,0.1875,60.6095959375,53.4375,0.019749999999999997,0.29820797752884765,-7.470303915028848
2024,top_projection_quartile_frequent_ge_25pct,16,16,2.038685,0.91387675,0.625,21.773815,23.8125,0.3401875,-1.7717773242760597,3.81046232427606
2024,selected_roster_slots_weighted,119,12842,1.7153280551082384,0.0,0.5629185485126927,23.670048054532003,25.385376109640244,0.24659554586513005,-0.9249653367982213,2.6402933919064595
2025,all_observed_auctionable,134,134,-0.194029941044776,-0.49272230000000006,0.3805970149253731,23.597015015671644,23.402985074626866,0.09670149253731344,-0.17938257157478113,-0.014647369469994788
2025,ever_selected_unique,127,127,-0.04863161968503928,-0.7597522999999997,0.3858267716535433,24.426584375590547,24.37795275590551,0.10203149606299211,-0.20916099235955077,0.16052937267451162
2025,never_selected_unique,7,7,-2.8319709142857143,0.0,0.2857142857142857,8.54625662857143,5.714285714285714,0.0,0.36088306266318215,-3.192853976948896
2025,top_projection_quartile_ever_selected,39,39,-0.08133434615384555,0.42342800000000125,0.5384615384615384,55.59415485897436,55.51282051282051,0.12787179487179487,-0.9378151514802247,0.8564808053263793
