player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Keith Zinger,4546,TE,10,ATL,1,0,1,1,100.0
Wayne Hunter,1388,TE,7,NYJ,1,0,1,1,100.0
Shonn Greene,4988,HB,12,NYJ,2,0,1,1,100.0
Michael Matthews,4218,TE,3,NE,1,0,0,0,
Maurice Purify,4779,WR,5,CIN,1,0,0,0,
Samuel Giguere,4687,WR,1,IND,2,0,0,0,
Brett Swain,4531,HB,2,GB,1,0,0,0,
Justin Harper,4529,WR,2,BLT,1,0,0,0,
Xavier Omon,4493,HB,3,BUF,1,0,0,0,
Lamont Jordan,819,HB,5,DEN,4,0,0,0,
Brandon Tate,5006,WR,2,NE,2,0,0,0,
Richard Quinn,4987,TE,4,DEN,1,0,0,0,
Jake Allen,4709,WR,2,CLV,1,0,0,0,
Javarris Williams,5136,HB,4,KC,1,0,0,0,
Darius Reynaud,4661,WR,5,MIN,1,0,0,0,
Jerome Simpson,4360,WR,1,CIN,1,0,0,0,
Kevin Boothe,3121,G,3,NYG,1,0,0,0,
Brock Bolen,5264,FB,3,JAX,1,0,0,0,
