player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Rashad Jennings,5174,HB,15,OAK,38,35,0,35,0.0
Michael Palmer,5784,TE,5,PIT,1,1,0,1,0.0
Erik Lorig,5775,FB,14,TB,12,10,0,10,0.0
Isaac Redman,5233,HB,3,PIT,5,4,0,4,0.0
Jim Dray,5756,TE,16,ARZ,30,25,0,25,0.0
Kory Sperry,5369,TE,2,ARZ,1,1,0,1,0.0
Anthony Dixon,5696,HB,3,SF,3,3,0,3,0.0
Armanti Edwards,5613,WR,1,CLV,1,1,0,1,0.0
Josh Vaughan,5289,HB,1,ATL,1,1,0,1,0.0
Chad Hall,5523,WR,6,KC,7,2,0,2,0.0
James Casey,5076,TE,11,PHI,6,3,0,3,0.0
Mike Goodson,5034,HB,2,NYJ,3,2,0,2,0.0
Percy Harvin,4945,WR,1,SEA,1,1,0,1,0.0
Mike Tolbert,4740,FB,16,CAR,26,25,0,25,0.0
Matthew Mulligan,4701,TE,13,NE,3,2,0,2,0.0
Justin Forsett,4547,HB,9,JAX,16,15,0,15,0.0
Peyton Hillis,4541,HB,7,NYG,20,13,0,13,0.0
Gary Barnidge,4455,TE,16,CLV,16,12,0,12,0.0
Tashard Choice,4436,HB,1,IND,1,1,0,1,0.0
Jonathan Stewart,4327,HB,6,CAR,7,7,0,7,0.0
Eric Weems,4097,WR,3,CHI,2,1,0,1,0.0
John Conner,5662,FB,11,NYG,8,6,0,6,0.0
Le'Ron McClain,3753,FB,8,SD,2,2,0,2,0.0
David Reed,5679,WR,5,IND,3,1,0,1,0.0
Deji Karim,5703,HB,2,HST,2,1,0,1,0.0
Nate Byham,5705,TE,4,TB,3,3,0,3,0.0
Matt Spaeth,3693,TE,4,PIT,2,1,0,1,0.0
Joe Webb III,5722,WR,16,MIN,11,5,0,5,0.0
Sidney Rice,3660,WR,8,SEA,32,15,0,15,0.0
Jake Ballard,5822,TE,7,ARZ,9,7,0,7,0.0
Donald Penn,3459,T,1,TB,1,1,0,1,0.0
Alfonso Smith,5877,HB,10,ARZ,10,10,0,10,0.0
Domenik Hixon,3075,WR,13,CAR,9,7,0,7,0.0
Tyler Clutts,6124,FB,4,DAL,1,1,0,1,0.0
Brad Smith,3048,WR,5,PHI,2,2,0,2,0.0
Joshua Cribbs,2544,WR,5,NYJ,2,2,0,2,0.0
James Develin,6142,FB,15,NE,4,4,0,4,0.0
Billy Bajema,2466,TE,3,BLT,2,2,0,2,0.0
Darren Sproles,2347,HB,15,NO,84,71,0,71,0.0
Alex Smith,2288,TE,12,CIN,5,3,0,3,0.0
Ronnie Brown,2219,HB,13,SD,8,8,0,8,0.0
Kellen Winslow,1727,TE,12,NYJ,43,31,0,31,0.0
Brad Meester,627,C,1,JAX,1,1,0,1,0.0
Stevan Ridley,6225,HB,14,NE,12,10,0,10,0.0
Alex Green,6248,HB,6,NYJ,2,2,0,2,0.0
Kassim Osgood,1676,WR,8,SF,1,1,0,1,0.0
Greg Salas,6264,WR,8,NYJ,12,8,0,8,0.0
Taiwan Jones,6277,CB,2,OAK,2,2,0,2,0.0
Jack Doyle,8520,TE,12,IND,6,5,0,5,0.0
Zach Line,8420,FB,3,MIN,2,1,0,1,0.0
Ray Graham,8380,HB,1,HST,2,1,0,1,0.0
MarQueis Gray,8286,TE,8,CLV,7,2,0,2,0.0
Jaron Brown,8128,WR,16,ARZ,17,11,0,11,0.0
Tyrod Taylor,6332,QB,1,BLT,1,1,0,1,0.0
Ronnie Wingo,8067,HB,1,BUF,1,1,0,1,0.0
Justice Cunningham,8037,TE,1,IND,1,1,0,1,0.0
Marquess Wilson,8019,WR,8,CHI,2,2,0,2,0.0
Chris Hogan,6468,WR,11,BUF,16,10,0,10,0.0
Konrad Reuland,6469,TE,4,NYJ,3,1,0,1,0.0
Tommy Bohanon,7997,FB,16,NYJ,16,11,0,11,0.0
Larry Fitzgerald,1724,WR,16,ARZ,129,82,1,83,1.2
Jacquizz Rodgers,6297,HB,15,ATL,58,52,1,53,1.9
DeAndre Hopkins,7808,WR,16,HST,91,52,1,53,1.9
Coby Fleener,7038,TE,16,IND,84,52,1,53,1.9
Jeremy Kerley,6305,WR,12,NYJ,63,43,1,44,2.3
Rishard Matthews,7211,WR,16,MIA,62,41,1,42,2.4
Vincent Brown,6234,WR,16,SD,65,41,1,42,2.4
Cole Beasley,7330,WR,14,DAL,52,39,1,40,2.5
Jacoby Jones,3689,WR,12,BLT,63,38,1,39,2.6
Marshawn Lynch,3628,HB,16,SEA,43,36,1,37,2.7
Zach Miller,3654,TE,14,SEA,49,32,1,33,3.0
Kenny Stills,7926,WR,16,NO,46,32,1,33,3.0
John Carlson,4352,TE,13,MIN,44,32,1,33,3.0
Randall Cobb,6216,WR,6,GB,40,31,1,32,3.1
Jerrel Jernigan,6235,WR,15,NYG,42,29,1,30,3.3
Kyle Rudolph,6195,TE,8,MIN,43,29,1,30,3.3
James Jones,3694,WR,14,GB,88,59,2,61,3.3
Brian Leonard,3668,HB,16,TB,31,27,1,28,3.6
Jarius Wright,7118,WR,16,MIN,41,26,1,27,3.7
Lamar Miller,7097,HB,16,MIA,30,26,1,27,3.7
Sean McGrath,7515,TE,16,KC,38,26,1,27,3.7
DeMarco Murray,6223,HB,14,DAL,59,51,2,53,3.8
DeAngelo Williams,2972,HB,15,CAR,31,25,1,26,3.8
Marques Colston,3197,WR,15,NO,107,75,3,78,3.8
Danny Woodhead,4914,HB,16,SD,83,76,3,79,3.8
Doug Baldwin,6615,WR,16,SEA,73,50,2,52,3.8
Pierre Thomas,4080,HB,16,NO,81,76,3,79,3.8
Clay Harbor,5648,TE,16,JAX,32,24,1,25,4.0
Maurice Jones-Drew,3005,HB,15,JAX,53,43,2,45,4.4
Andre Roberts,5612,WR,16,ARZ,73,43,2,45,4.4
Golden Tate,5585,WR,16,SEA,93,64,3,67,4.5
Martellus Bennett,4375,TE,16,CHI,88,64,3,67,4.5
Tony Gonzalez,237,TE,16,ATL,112,80,4,84,4.8
Bernard Pierce,7085,HB,16,BLT,25,20,1,21,4.8
Rob Gronkowski,5567,TE,7,NE,64,39,2,41,4.9
Ray Rice,4369,HB,15,BLT,70,58,3,61,4.9
Michael Crabtree,4933,WR,5,SF,30,19,1,20,5.0
Ryan Griffin,7982,TE,11,HST,25,19,1,20,5.0
Austin Pettis,6230,WR,16,STR,58,37,2,39,5.1
David Nelson,5862,WR,12,NYJ,56,36,2,38,5.3
Alshon Jeffery,7048,WR,16,CHI,140,89,5,94,5.3
Anthony Sherman,6288,FB,16,KC,21,18,1,19,5.3
Joseph Fauria,8478,TE,15,DET,30,18,1,19,5.3
Zach Ertz,7816,TE,16,PHI,54,36,2,38,5.3
Eddie Lacy,7842,HB,15,GB,40,35,2,37,5.4
LeSean McCoy,4976,HB,16,PHI,59,52,3,55,5.5
Marquise Goodwin,7859,WR,12,BUF,32,17,1,18,5.6
Stedman Bailey,7873,WR,10,STR,23,17,1,18,5.6
Marvin Jones Jr.,7158,WR,16,CIN,77,51,3,54,5.6
Stanley Havili,6392,FB,13,IND,19,17,1,18,5.6
Ladarius Green,7110,TE,16,SD,28,17,1,18,5.6
Rashard Mendenhall,4337,HB,15,ARZ,18,17,1,18,5.6
DeSean Jackson,4363,WR,16,PHI,119,82,5,87,5.7
C.J. Spiller,5534,HB,15,BUF,40,33,2,35,5.7
Julius Thomas,6281,TE,14,DEN,87,65,4,69,5.8
Lance Kendricks,6199,TE,15,STR,41,32,2,34,5.9
Frank Gore,2282,HB,16,SF,24,16,1,17,5.9
Earl Bennett,4384,WR,15,CHI,42,32,2,34,5.9
Andrew Quarless,5677,TE,16,GB,46,32,2,34,5.9
Robert Meachem,3643,WR,15,NO,29,16,1,17,5.9
Jordan Cameron,6254,TE,15,CLV,109,80,5,85,5.9
Brandon Myers,5126,TE,16,NYG,71,47,3,50,6.0
Garrett Graham,5642,TE,13,HST,78,46,3,49,6.1
Rod Streater,7416,WR,16,OAK,94,61,4,65,6.2
Brian Hartline,5031,WR,16,MIA,127,76,5,81,6.2
Jermaine Gresham,5546,TE,14,CIN,62,45,3,48,6.3
Daniel Thomas,6214,HB,15,MIA,16,15,1,16,6.3
Matt Forte,4358,HB,16,CHI,85,73,5,78,6.4
Victor Cruz,5827,WR,14,NYG,118,73,5,78,6.4
Keenan Allen,7857,WR,15,SD,101,72,5,77,6.5
Justin Blackmon,7011,WR,4,JAX,46,29,2,31,6.5
Nate Washington,2832,WR,16,TEN,101,58,4,62,6.5
Jimmy Graham,5619,TE,16,NO,134,86,6,92,6.5
Heath Miller,2247,TE,14,PIT,73,57,4,61,6.6
Jordy Nelson,4350,WR,16,GB,120,85,6,91,6.6
Anquan Boldin,1369,WR,16,SF,123,85,6,91,6.6
Antonio Brown,5718,WR,16,PIT,159,111,8,119,6.7
Giovani Bernard,7818,HB,16,CIN,69,56,4,60,6.7
Jason Snelling,3860,HB,14,ATL,33,28,2,30,6.7
Greg Jennings,2997,WR,15,MIN,101,68,5,73,6.8
T.Y. Hilton,7092,WR,16,IND,134,82,6,88,6.8
Emmanuel Sanders,5606,WR,16,PIT,108,68,5,73,6.8
Greg Olsen,3647,TE,16,CAR,97,68,5,73,6.8
Donald Brown,4950,HB,16,IND,30,27,2,29,6.9
Tim Wright,8392,TE,16,TB,72,54,4,58,6.9
Dexter McCluster,5561,WR,15,KC,78,53,4,57,7.0
Kevin Ogletree,5387,WR,10,DET,25,13,1,14,7.1
Zac Stacy,7942,HB,14,STR,33,26,2,28,7.1
Michael Floyd,7019,WR,16,ARZ,107,65,5,70,7.1
Torrey Smith,6210,WR,16,BLT,127,65,5,70,7.1
Jacoby Ford,5632,WR,14,OAK,24,13,1,14,7.1
Ryan Mathews,5537,HB,15,SD,29,26,2,28,7.1
Brandon Stokley,498,WR,6,BLT,19,13,1,14,7.1
John Kuhn,2686,FB,13,GB,17,13,1,14,7.1
Steve Smith,837,WR,15,CAR,103,64,5,69,7.2
Ace Sanders,7883,WR,15,JAX,79,51,4,55,7.3
Jason Avant,3054,WR,16,PHI,71,38,3,41,7.3
Andre Holmes,6489,WR,10,OAK,52,25,2,27,7.4
Jermichael Finley,4405,TE,6,GB,34,25,2,27,7.4
Griff Whalen,7351,WR,8,IND,39,24,2,26,7.7
Eddie Royal,4356,WR,15,SD,66,48,4,52,7.7
Jerome Simpson,4360,WR,16,MIN,96,48,4,52,7.7
Tiquan Underwood,5177,WR,12,TB,44,24,2,26,7.7
LaVon Brazill,7191,WR,10,IND,25,12,1,13,7.7
Riley Cooper,5682,WR,16,PHI,81,48,4,52,7.7
Drew Davis,6525,WR,16,ATL,17,12,1,13,7.7
Delanie Walker,3120,TE,15,TEN,79,60,5,65,7.7
Owen Daniels,3043,TE,5,HST,39,24,2,26,7.7
Kyle Williams,5729,WR,9,SF,27,12,1,13,7.7
Ted Ginn Jr.,3625,WR,16,CAR,62,36,3,39,7.7
Andrew Hawkins,6125,WR,8,CIN,16,12,1,13,7.7
Jason Witten,1384,TE,16,DAL,108,72,6,78,7.7
Jerricho Cotchery,1829,WR,16,PIT,74,47,4,51,7.8
Kendall Wright,7026,WR,16,TEN,134,94,8,102,7.8
Knowshon Moreno,4935,HB,16,DEN,70,58,5,63,7.9
Ben Tate,5583,HB,14,HST,42,34,3,37,8.1
Jordan Reed,7866,TE,9,WAS,59,44,4,48,8.3
Knile Davis,7878,HB,15,KC,14,11,1,12,8.3
Terrance Williams,7855,WR,16,DAL,72,44,4,48,8.3
Michael Hoomanawanui,5655,TE,13,NE,16,11,1,12,8.3
Mike Williams,5625,WR,6,TB,39,22,2,24,8.3
Andre Johnson,1319,WR,16,HST,176,109,10,119,8.4
Eric Decker,5611,WR,16,DEN,135,87,8,95,8.4
Antonio Gates,1609,TE,16,SD,108,76,7,83,8.4
Scott Chandler,3745,TE,16,BUF,79,53,5,58,8.6
Chris Johnson,4338,HB,16,TEN,51,42,4,46,8.7
Vernon Davis,2951,TE,15,SF,82,52,5,57,8.8
Brent Celek,3778,TE,16,PHI,45,31,3,34,8.8
Demaryius Thomas,5547,WR,16,DEN,138,92,9,101,8.9
Pierre Garcon,4519,WR,16,WAS,174,113,11,124,8.9
Brandon Pettigrew,4943,TE,14,DET,60,41,4,45,8.9
James Starks,5716,HB,13,GB,11,10,1,11,9.1
Roy Helu,6257,HB,16,WAS,39,30,3,33,9.1
Luke Willson,7940,TE,16,SEA,26,20,2,22,9.1
Brandon Gibson,5118,WR,7,MIA,43,30,3,33,9.1
Vonta Leach,2100,FB,13,BLT,16,10,1,11,9.1
Leonard Hankerson,6231,WR,10,WAS,46,30,3,33,9.1
Andre Brown,5053,HB,8,NYG,27,20,2,22,9.1
Mike James,7970,HB,6,TB,11,10,1,11,9.1
Will Ta'ufo'ou,5226,FB,16,JAX,14,10,1,11,9.1
Robert Woods,7822,WR,14,BUF,81,40,4,44,9.1
Charles Clay,6326,TE,16,MIA,98,69,7,76,9.2
Jarrett Boykin,7363,WR,14,GB,75,49,5,54,9.3
Nate Burleson,1386,WR,9,DET,51,39,4,43,9.3
Adrian Peterson,3623,HB,14,MIN,37,29,3,32,9.4
Kerry Taylor,6760,WR,7,JAX,29,19,2,21,9.5
Reggie Wayne,800,WR,7,IND,57,38,4,42,9.5
Fred Jackson,3368,HB,16,BUF,61,47,5,52,9.6
Harry Douglas,4398,WR,16,ATL,125,84,9,93,9.7
Logan Paulsen,5795,TE,16,WAS,45,28,3,31,9.7
Trent Richardson,7009,HB,14,IND,37,28,3,31,9.7
Lance Moore,2718,WR,13,NO,52,37,4,41,9.8
Denarius Moore,6300,WR,13,OAK,81,46,5,51,9.8
Cordarrelle Patterson,7810,WR,16,MIN,72,45,5,50,10.0
Felix Jones,4336,HB,15,PIT,11,9,1,10,10.0
Myles White,8243,WR,7,GB,11,9,1,10,10.0
Bilal Powell,6278,HB,16,NYJ,49,36,4,40,10.0
Virgil Green,6356,TE,15,DEN,11,9,1,10,10.0
Gavin Escobar,7828,TE,16,DAL,14,9,1,10,10.0
Da'Rel Scott,6373,HB,5,NYG,14,9,1,10,10.0
A.J. Green,6156,WR,16,CIN,172,98,11,109,10.1
Jeff Cumberland,5861,TE,15,NYJ,37,26,3,29,10.3
Josh Gordon,7618,WR,14,CLV,149,87,10,97,10.3
Joique Bell,5797,HB,16,DET,62,51,6,57,10.5
Dez Bryant,5549,WR,16,DAL,156,93,11,104,10.6
Calvin Johnson,3618,WR,14,DET,148,84,10,94,10.6
Bruce Miller,6363,FB,14,SF,31,25,3,28,10.7
Marlon Brown,8179,WR,14,BLT,83,49,6,55,10.9
Rueben Randle,7065,WR,16,NYG,76,41,5,46,10.9
Julio Jones,6158,WR,5,ATL,57,41,5,46,10.9
Julian Edelman,5156,WR,16,NE,146,105,13,118,11.0
Stephen Hill,7047,WR,12,NYJ,51,24,3,27,11.1
Stephen Burton,6388,WR,4,JAX,12,8,1,9,11.1
Dennis Johnson,8070,HB,8,HST,10,8,1,9,11.1
Darren McFadden,4318,HB,9,OAK,23,16,2,18,11.1
Donnie Avery,4347,WR,16,KC,70,40,5,45,11.1
Marcel Reece,4702,FB,16,OAK,52,32,4,36,11.1
Hakeem Nicks,4952,WR,15,NYG,98,56,7,63,11.1
Marcus Thigpen,5488,HB,10,MIA,11,8,1,9,11.1
Jonathan Dwyer,5711,HB,14,PIT,10,8,1,9,11.1
Andre Caldwell,4411,WR,14,DEN,29,16,2,18,11.1
Robert Turbin,7106,HB,16,SEA,10,8,1,9,11.1
Bryce Brown,7213,HB,16,PHI,12,8,1,9,11.1
Miles Austin,3211,WR,11,DAL,46,24,3,27,11.1
Mike Brown,7698,WR,11,JAX,50,32,4,36,11.1
Tavon Austin,7789,WR,13,STR,65,40,5,45,11.1
Kenbrell Thompkins,8126,WR,12,NE,69,32,4,36,11.1
Willis McGahee,1339,HB,12,CLV,10,8,1,9,11.1
Roddy White,2244,WR,13,ATL,94,63,8,71,11.3
Mohamed Sanu,7084,WR,16,CIN,73,47,6,53,11.3
Tyler Eifert,7802,TE,15,CIN,56,39,5,44,11.4
Rob Housler,6221,TE,13,ARZ,56,39,5,44,11.4
Dallas Clark,1340,TE,12,BLT,51,31,4,35,11.4
Damian Williams,5601,WR,9,TEN,23,15,2,17,11.8
Jermaine Kearse,7428,WR,15,SEA,38,22,3,25,12.0
Keshawn Martin,7121,WR,14,HST,35,22,3,25,12.0
Wes Welker,2204,WR,13,DEN,109,73,10,83,12.0
Dwayne Bowe,3639,WR,15,KC,101,57,8,65,12.3
Mark Ingram II,6180,HB,11,NO,9,7,1,8,12.5
Da'Rick Rogers,8444,WR,5,IND,22,14,2,16,12.5
Mychal Rivera,7965,TE,16,OAK,53,35,5,40,12.5
Cyrus Gray,7655,HB,11,KC,10,7,1,8,12.5
Jed Collins,4743,FB,16,NO,18,14,2,16,12.5
Jamaal Charles,4387,HB,15,KC,94,69,10,79,12.7
Danny Amendola,4717,WR,12,NE,82,54,8,62,12.9
Chris Ogbonnaya,5135,HB,16,CLV,68,47,7,54,13.0
Dennis Pitta,5638,TE,4,BLT,31,20,3,23,13.0
Brandon Marshall,3064,WR,16,CHI,158,100,15,115,13.0
Josh Morgan,4488,WR,14,WAS,31,20,3,23,13.0
Brandon Bolden,7469,HB,10,NE,26,20,3,23,13.0
Mike Wallace,5007,WR,16,MIA,137,73,11,84,13.1
Cecil Shorts,6266,WR,13,JAX,117,66,10,76,13.2
Vincent Jackson,2278,WR,16,TB,156,78,12,90,13.3
Cory Harkey,7306,FB,15,STR,16,13,2,15,13.3
Toby Gerhart,5576,HB,14,MIN,18,13,2,15,13.3
Steve Johnson,4538,WR,12,BUF,95,52,8,60,13.3
Andre Ellington,7968,HB,15,ARZ,57,39,6,45,13.3
Le'Veon Bell,7829,HB,13,PIT,61,45,7,52,13.5
Steven Jackson,1745,HB,12,ATL,43,32,5,37,13.5
Jared Cook,5012,TE,16,STR,79,51,8,59,13.6
Marcedes Lewis,2973,TE,10,JAX,45,25,4,29,13.8
Brandon LaFell,5602,WR,16,CAR,83,49,8,57,14.0
Bear Pascoe,5108,TE,16,NYG,18,12,2,14,14.3
Jamize Olawale,7572,FB,13,OAK,8,6,1,7,14.3
Dion Sims,7888,TE,15,MIA,9,6,1,7,14.3
Malcom Floyd,2044,WR,2,SD,11,6,1,7,14.3
Reggie Bush,2947,HB,14,DET,76,54,9,63,14.3
Shonn Greene,4988,HB,10,TEN,7,6,1,7,14.3
Aldrick Robinson,6330,WR,15,WAS,46,18,3,21,14.3
Dane Sanzenbacher,6570,WR,9,CIN,8,6,1,7,14.3
Marlon Moore,5887,WR,8,MIA,10,6,1,7,14.3
Shane Vereen,6208,HB,8,NE,66,47,8,55,14.5
Anthony Fasano,2998,TE,9,KC,32,23,4,27,14.8
T.J. Graham,7071,WR,16,BUF,55,23,4,27,14.8
Chris Givens,7096,WR,16,STR,77,34,6,40,15.0
Chase Ford,7528,TE,8,MIN,15,11,2,13,15.4
Darius Johnson,8418,WR,10,ATL,40,22,4,26,15.4
Santana Moss,786,WR,16,WAS,77,42,8,50,16.0
Greg Little,6211,WR,16,CLV,88,41,8,49,16.3
Lee Smith,6311,TE,15,BUF,9,5,1,6,16.7
David Paulson,7660,TE,7,PIT,9,5,1,6,16.7
Patrick Edwards,7463,WR,4,DET,11,5,1,6,16.7
Montee Ball,7839,HB,15,DEN,27,20,4,24,16.7
Jeron Mastrud,5948,TE,16,OAK,11,5,1,6,16.7
Matt Asiata,6432,HB,3,MIN,6,5,1,6,16.7
Allen Reisner,6493,TE,5,JAX,9,5,1,6,16.7
Josh Hill,8200,TE,10,NO,9,5,1,6,16.7
Ed Dickson,5595,TE,15,BLT,43,25,5,30,16.7
Travis Benjamin,7100,WR,8,CLV,12,5,1,6,16.7
Tandon Doss,6275,WR,14,BLT,35,19,4,23,17.4
Daryl Richardson,7233,HB,8,STR,18,14,3,17,17.6
Jordan Todman,6335,HB,14,JAX,20,14,3,17,17.6
Brian Quick,7037,WR,16,STR,34,18,4,22,18.2
Mario Manningham,4409,WR,6,SF,20,9,2,11,18.2
Arian Foster,5398,HB,8,HST,31,22,5,27,18.5
Fozzy Whittaker,8547,HB,9,CLV,33,21,5,26,19.2
Aaron Dobson,7840,WR,12,NE,71,37,9,46,19.6
Lestar Jean,6705,WR,8,HST,7,4,1,5,20.0
Tony Fiammetta,5052,FB,15,CHI,5,4,1,5,20.0
BenJarvus Green-Ellis,4599,HB,16,CIN,5,4,1,5,20.0
Clyde Gates,6263,WR,6,NYJ,23,12,3,15,20.0
A.J. Jenkins,7034,WR,15,KC,15,8,2,10,20.0
Rhett Ellison,7128,FB,10,MIN,7,4,1,5,20.0
Alfred Morris,7165,HB,16,WAS,10,8,2,10,20.0
Joseph Randle,7933,HB,6,DAL,10,8,2,10,20.0
Chris Polk,7532,HB,7,PHI,5,4,1,5,20.0
Theo Riddick,7980,HB,11,DET,7,4,1,5,20.0
Eric Page,8539,WR,8,TB,9,4,1,5,20.0
Tom Crabtree,5458,TE,7,TB,6,4,1,5,20.0
David Johnson,5165,TE,4,PIT,6,4,1,5,20.0
Kris Durham,6259,WR,16,DET,82,38,10,48,20.8
Justin Hunter,7815,WR,14,TEN,41,18,5,23,21.7
Santonio Holmes,2970,WR,11,NYJ,55,23,7,30,23.3
Darrius Heyward-Bey,4930,WR,16,IND,58,29,9,38,23.7
Markus Wheaton,7860,WR,12,PIT,12,6,2,8,25.0
Dwayne Harris,6328,WR,9,DAL,14,9,3,12,25.0
Doug Martin,7035,HB,6,TB,24,12,4,16,25.0
Kellen Davis,4472,TE,12,SEA,3,3,1,4,25.0
Kevin Brock,5328,TE,4,KC,6,3,1,4,25.0
Davone Bess,4694,WR,14,CLV,83,42,14,56,25.0
Louis Murphy,5048,WR,14,NYG,13,6,2,8,25.0
Ryan Taylor,6370,TE,11,GB,9,6,2,8,25.0
Brice Butler,7991,WR,9,OAK,17,9,3,12,25.0
Quinton Patton,7910,WR,6,SF,6,3,1,4,25.0
Kevin Ogletree,5387,WR,4,TB,20,8,3,11,27.3
Ryan Broyles,7057,WR,6,DET,14,8,3,11,27.3
Vance McDonald,7836,TE,15,SF,18,8,3,11,27.3
