player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Bear Pascoe,5108,TE,15,NYG,6,4,2,6,33.3
Dezmon Briscoe,5714,WR,5,WAS,5,2,1,3,33.3
James Starks,5716,HB,6,GB,6,4,2,6,33.3
Montario Hardesty,5584,HB,9,CLV,4,2,1,3,33.3
Zach Potter,5302,TE,15,JAX,6,2,1,3,33.3
Keshawn Martin,7121,WR,14,HST,26,10,5,15,33.3
Richard Gordon,6333,TE,6,OAK,5,2,1,3,33.3
Kevin Elliott,7367,WR,9,JAX,29,10,5,15,33.3
Jason Hill,3692,WR,3,NYJ,3,2,1,3,33.3
Ruvell Martin,2111,WR,9,BUF,6,4,2,6,33.3
Jabar Gaffney,1040,WR,3,MIA,11,4,2,6,33.3
Cyrus Gray,7655,HB,4,KC,3,2,1,3,33.3
Jamar Newsome,6603,WR,6,KC,14,5,3,8,37.5
Leon Washington,3062,HB,10,SEA,7,4,3,7,42.9
Delone Carter,6271,HB,6,IND,2,1,1,2,50.0
Courtney Roby,2285,WR,5,NO,2,1,1,2,50.0
Andre Caldwell,4411,WR,4,DEN,4,1,1,2,50.0
Evan Moore,4771,TE,11,SEA,6,1,1,2,50.0
Chris Pressley,5347,FB,14,CIN,3,1,1,2,50.0
Joe McKnight,5636,HB,9,NYJ,2,1,1,2,50.0
Dane Sanzenbacher,6570,WR,3,CHI,2,1,1,2,50.0
Anthony Allen,6377,HB,6,BLT,4,2,2,4,50.0
Nate Eachus,7722,FB,8,KC,3,1,1,2,50.0
Lex Hilliard,4518,FB,11,NYJ,7,3,3,6,50.0
Kellen Winslow,1727,TE,1,NE,2,1,1,2,50.0
Anthony Armstrong,4855,WR,4,MIA,9,3,3,6,50.0
Jermaine Kearse,7428,WR,7,SEA,6,3,3,6,50.0
Lousaka Polite,2152,FB,6,ATL,3,1,2,3,66.7
Evan Moore,4771,TE,1,PHI,2,0,1,1,100.0
Will Beatty,4983,T,1,NYG,1,0,1,1,100.0
Patrick Turner,5010,WR,1,NYJ,4,0,1,1,100.0
A.J. Jenkins,7034,WR,3,SF,1,0,1,1,100.0
Owen Marecic,6276,FB,7,CLV,4,0,4,4,100.0
Richard Goodman,6039,WR,4,SD,1,0,1,1,100.0
Joe Hawley,5641,C,1,ATL,2,0,2,2,100.0
Brit Miller,5340,FB,9,STR,1,0,1,1,100.0
Mike Brown,7698,WR,2,JAX,1,0,1,1,100.0
Visanthe Shiancoe,1406,TE,4,NE,1,0,1,1,100.0
Kregg Lumpkin,4714,HB,4,NYG,1,0,1,1,100.0
Preston Parker,5950,WR,2,TB,2,0,0,0,
Travis Beckum,5023,TE,3,NYG,1,0,0,0,
Antone Smith,5440,HB,2,ATL,1,0,0,0,
Richard Brockel,6037,TE,4,CAR,1,0,0,0,
Tim Tebow,5550,QB,3,NYJ,1,0,0,0,
Kevin Cone,6889,WR,2,ATL,1,0,0,0,
David Gilreath,6782,WR,2,PIT,2,0,0,0,
Marvin McNutt,7182,WR,4,PHI,2,0,0,0,
Robert Griffin III,7008,QB,1,WAS,1,0,0,0,
Brady Quinn,3638,QB,1,KC,1,0,0,0,
John Conner,5662,FB,3,NYJ,1,0,0,0,
Billy Bajema,2466,TE,5,BLT,1,0,0,0,
Richard Murphy,6602,HB,5,JAX,1,0,0,0,
Matt Tennant,5681,G,1,PHI,1,0,0,0,
John Conner,5662,FB,2,CIN,1,0,0,0,
