player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Dwayne Wright,3727,HB,7,BUF,3,3,0,3,0.0
Jerry Porter,617,WR,16,OAK,90,44,0,44,0.0
Johnnie Lee Higgins,3715,WR,15,OAK,7,6,0,6,0.0
Jerramy Stevens,1035,TE,14,TB,20,18,0,18,0.0
Mack Strong,66,FB,5,SEA,11,9,0,9,0.0
Sammy Morris,678,HB,6,NE,7,6,0,6,0.0
John Owens,1133,TE,5,DET,2,1,0,1,0.0
Dane Looker,755,WR,13,STR,13,6,0,6,0.0
John Owens,1133,TE,5,NO,1,1,0,1,0.0
Chris Davis,4144,WR,1,NYJ,1,1,0,1,0.0
Robert Royal,1151,TE,16,BUF,34,25,0,25,0.0
Verron Haynes,1156,HB,1,PIT,1,1,0,1,0.0
Kenneth Darby,3862,HB,1,TB,3,2,0,2,0.0
Derek Schouman,3838,TE,3,BUF,3,3,0,3,0.0
Isaac Smolko,3515,TE,5,JAX,2,1,0,1,0.0
Anthony Mix,3436,WR,1,NYG,5,3,0,3,0.0
Fred Jackson,3368,HB,8,BUF,28,22,0,22,0.0
Rudi Johnson,857,HB,11,CIN,15,13,0,13,0.0
Ahmard Hall,3336,FB,10,TEN,11,9,0,9,0.0
Shaun Bodiford,3235,WR,2,GB,1,1,0,1,0.0
Jameel Cook,904,FB,5,HST,8,8,0,8,0.0
David Anderson,3196,WR,6,HST,15,12,0,12,0.0
Oren O'Neal,3791,FB,11,OAK,1,1,0,1,0.0
Jerome Harrison,3090,HB,3,CLV,2,2,0,2,0.0
Domenik Hixon,3075,WR,5,NYG,1,1,0,1,0.0
Dante Rosario,3771,TE,13,CAR,6,5,0,5,0.0
Martrez Milner,3749,TE,7,ATL,9,9,0,9,0.0
Ryne Robinson,3734,WR,9,CAR,8,4,0,4,0.0
Garrett Mills,3051,TE,1,MIN,3,2,0,2,0.0
Garrett Wolfe,3709,HB,9,CHI,11,10,0,10,0.0
Maurice Stovall,3035,WR,13,TB,13,10,0,10,0.0
Jason Hill,3692,WR,4,SF,2,1,0,1,0.0
Dave Thomas,3031,TE,1,NE,1,1,0,1,0.0
Reche Caldwell,1055,WR,8,WAS,19,15,0,15,0.0
Yamon Figurs,3690,WR,5,BLT,3,1,0,1,0.0
Chris Henry,3666,HB,6,TEN,6,6,0,6,0.0
Matt Schobel,1074,TE,14,PHI,17,10,0,10,0.0
Brandon Lloyd,1436,WR,8,WAS,9,2,0,2,0.0
Wallace Wright,3563,WR,9,NYJ,11,6,0,6,0.0
Andrew Pinnock,1527,FB,4,SD,4,1,0,1,0.0
Naufahu Tahi,3526,FB,2,MIN,1,1,0,1,0.0
Greg Lewis,1650,WR,15,PHI,21,13,0,13,0.0
Sam Hurd,3362,WR,16,DAL,36,19,0,19,0.0
Bryan Fletcher,1184,TE,12,IND,26,18,0,18,0.0
Dwayne Blakley,1219,TE,11,ATL,9,7,0,7,0.0
Darnell Dinkins,1236,TE,2,CLV,1,1,0,1,0.0
Nate Jackson,1259,TE,5,DEN,3,3,0,3,0.0
Glenn Holt,3355,WR,9,CIN,21,16,0,16,0.0
Andre Hall,3333,HB,5,DEN,2,2,0,2,0.0
Reno Mahe,1654,HB,3,PHI,1,1,0,1,0.0
Kassim Osgood,1676,WR,6,SD,3,2,0,2,0.0
Chris Brown,1407,HB,12,TEN,21,19,0,19,0.0
Brian Clark,3271,WR,4,DEN,5,4,0,4,0.0
Seneca Wallace,1422,QB,7,SEA,3,2,0,2,0.0
Jeremi Johnson,1430,FB,16,CIN,7,6,0,6,0.0
Sam Aiken,1439,WR,6,BUF,2,1,0,1,0.0
LaBrandon Toefield,1443,HB,1,JAX,1,1,0,1,0.0
Mike Bell,3225,HB,4,DEN,1,1,0,1,0.0
Aaron Walker,1469,TE,5,STR,3,2,0,2,0.0
Hank Baskett,3220,WR,16,PHI,21,16,0,16,0.0
David Tyree,1511,WR,7,NYG,5,4,0,4,0.0
Chris Barclay,3216,HB,2,TEN,2,2,0,2,0.0
Adam Jennings,3129,WR,13,ATL,6,6,0,6,0.0
Casey Fitzsimmons,1607,TE,16,DET,9,8,0,8,0.0
Alex Haynes,2636,HB,1,CAR,3,3,0,3,0.0
Tony Curtis,2552,TE,9,DAL,3,3,0,3,0.0
Joshua Cribbs,2544,WR,11,CLV,5,3,0,3,0.0
Madison Hedgecock,2468,FB,1,STR,1,1,0,1,0.0
Justin Green,2375,FB,6,BLT,2,2,0,2,0.0
Greg Jones II,1776,FB,16,JAX,16,11,0,11,0.0
Darren Sproles,2347,HB,7,SD,12,10,0,10,0.0
Sean Ryan,1865,TE,6,NYJ,5,3,0,3,0.0
Alvin Pearman,2344,HB,1,SEA,1,1,0,1,0.0
Craphonso Thorpe,2333,WR,4,IND,19,12,0,12,0.0
Jason Pociask,3095,TE,4,NYJ,1,1,0,1,0.0
Skyler Green,3070,WR,2,CIN,4,3,0,3,0.0
Tony Scheffler,3006,TE,13,DEN,62,48,1,49,2.0
Kenny Watson,1001,HB,16,CIN,63,50,1,51,2.0
Heath Miller,2247,TE,16,PIT,58,46,1,47,2.1
Torry Holt,441,WR,16,STR,142,93,2,95,2.1
Dennis Northcutt,605,WR,15,JAX,68,44,1,45,2.2
Ernest Wilford,1841,WR,16,JAX,71,45,1,46,2.2
Joseph Addai,2975,HB,15,IND,43,40,1,41,2.4
Aaron Stecker,572,HB,15,NO,38,36,1,37,2.7
Chris Chambers,821,WR,10,SD,58,35,1,36,2.8
Larry Fitzgerald,1724,WR,15,ARZ,153,100,3,103,2.9
Bobby Engram,177,WR,16,SEA,127,94,3,97,3.1
Andre Johnson,1319,WR,9,HST,82,60,2,62,3.2
Vernand Morency,2290,HB,13,GB,37,30,1,31,3.2
Ryan Grant,2609,HB,14,GB,34,30,1,31,3.2
LaDainian Tomlinson,777,HB,16,SD,82,60,2,62,3.2
Jamal Lewis,583,HB,14,CLV,35,29,1,30,3.3
Roydell Williams,2353,WR,16,TEN,86,55,2,57,3.5
Justin Griffith,1433,FB,16,OAK,33,26,1,27,3.7
Musa Smith,1392,HB,16,BLT,30,26,1,27,3.7
Samie Parker,1826,WR,15,KC,37,25,1,26,3.8
Tony Gonzalez,237,TE,16,KC,144,98,4,102,3.9
Daniel Graham,1028,TE,15,DEN,30,24,1,25,4.0
Jason Wright,2212,HB,16,CLV,35,24,1,25,4.0
Bernard Berrian,1799,WR,16,CHI,121,71,3,74,4.1
Kevin Faulk,470,HB,16,NE,56,47,2,49,4.1
Jason Avant,3054,WR,15,PHI,33,23,1,24,4.2
Julius Jones,1764,HB,16,DAL,25,23,1,24,4.2
Todd Heap,801,TE,6,BLT,31,23,1,24,4.2
Wes Welker,2204,WR,16,NE,138,112,5,117,4.3
Willie Parker,2142,HB,14,PIT,25,22,1,23,4.3
Maurice Morris,1061,HB,14,SEA,28,22,1,23,4.3
Willis McGahee,1339,HB,15,BLT,48,43,2,45,4.4
Kevin Walter,1549,WR,16,HST,101,65,3,68,4.4
Sinorice Moss,2989,WR,13,NYG,33,21,1,22,4.5
Marion Barber III,2326,HB,16,DAL,50,42,2,44,4.5
Derrick Mason,271,WR,16,BLT,151,103,5,108,4.6
Mike Furrey,726,WR,16,DET,88,61,3,64,4.7
Donald Driver,533,WR,15,GB,116,82,4,86,4.7
Kellen Winslow,1727,TE,16,CLV,136,81,4,85,4.7
Brandon Stokley,498,WR,13,DEN,68,40,2,42,4.8
Reggie Kelly,468,TE,15,CIN,26,20,1,21,4.8
Ronnie Brown,2219,HB,7,MIA,45,39,2,41,4.9
Jason Witten,1384,TE,16,DAL,141,96,5,101,5.0
Isaac Bruce,80,WR,14,STR,98,55,3,58,5.2
Jabar Gaffney,1040,WR,16,NE,46,36,2,38,5.3
Cedrick Wilson,901,WR,16,PIT,30,18,1,19,5.3
David Patten,221,WR,16,NO,84,54,3,57,5.3
B.J. Askew,1400,FB,13,TB,19,18,1,19,5.3
Roscoe Parrish,2272,WR,16,BUF,56,35,2,37,5.4
Plaxico Burress,586,WR,16,NYG,136,70,4,74,5.4
David Martin,916,TE,15,MIA,49,35,2,37,5.4
Reggie Wayne,800,WR,16,IND,148,104,6,110,5.5
Santonio Holmes,2970,WR,13,PIT,85,52,3,55,5.5
Ron Dayne,589,HB,13,HST,21,17,1,18,5.6
Antwaan Randle El,1069,WR,15,WAS,77,51,3,54,5.6
Marshawn Lynch,3628,HB,13,BUF,23,17,1,18,5.6
Ted Ginn Jr.,3625,WR,16,MIA,65,34,2,36,5.6
Patrick Crayton,1932,WR,15,DAL,79,50,3,53,5.7
Adrian Peterson,1177,HB,16,CHI,58,49,3,52,5.8
Eric Moulds,165,WR,16,TEN,47,32,2,34,5.9
Donald Lee,1465,TE,15,GB,61,48,3,51,5.9
Chris Cooley,1802,TE,16,WAS,103,64,4,68,5.9
Sidney Rice,3660,WR,13,MIN,49,31,2,33,6.1
Terrance Copper,2016,WR,14,NO,18,15,1,16,6.3
Jacoby Jones,3689,WR,14,HST,23,15,1,16,6.3
Antonio Gates,1609,TE,16,SD,109,75,5,80,6.3
Anthony Thomas,808,HB,9,BUF,19,15,1,16,6.3
Anquan Boldin,1369,WR,12,ARZ,96,72,5,77,6.5
Dwayne Bowe,3639,WR,16,KC,118,70,5,75,6.7
Aveion Cason,945,HB,9,DET,16,14,1,15,6.7
Maurice Hicks,1253,HB,15,SF,16,14,1,15,6.7
T.J. Houshmandzadeh,921,WR,16,CIN,164,112,8,120,6.7
Ahman Green,374,HB,6,HST,17,14,1,15,6.7
Jerious Norwood,3024,HB,15,ATL,35,28,2,30,6.7
Justin Gage,1452,WR,16,TEN,83,55,4,59,6.8
Chris Baker,1091,TE,15,NYJ,60,41,3,44,6.8
Laveranues Coles,638,WR,12,NYJ,83,55,4,59,6.8
Visanthe Shiancoe,1406,TE,16,MIN,38,27,2,29,6.9
Joe Horn,199,WR,12,ATL,47,27,2,29,6.9
Lorenzo Booker,3687,HB,6,MIA,34,27,2,29,6.9
Maurice Jones-Drew,3005,HB,15,JAX,50,40,3,43,7.0
Josh Reed,1043,WR,15,BUF,82,52,4,56,7.1
Shaun McDonald,1418,WR,16,DET,118,79,6,85,7.1
Michael Pittman,382,HB,10,TB,33,26,2,28,7.1
Jesse Chatman,2861,HB,11,MIA,33,26,2,28,7.1
Lamont Jordan,819,HB,12,OAK,32,26,2,28,7.1
Vernon Davis,2951,TE,14,SF,77,52,4,56,7.1
Eddie Kennison,161,WR,7,KC,25,13,1,14,7.1
Reggie Williams,1730,WR,15,JAX,57,38,3,41,7.3
Nate Burleson,1386,WR,16,SEA,91,50,4,54,7.4
Steve Smith,837,WR,15,CAR,139,87,7,94,7.4
Steven Jackson,1745,HB,12,STR,47,37,3,40,7.5
Deion Branch,1072,WR,11,SEA,78,49,4,53,7.5
Marques Colston,3197,WR,16,NO,143,98,8,106,7.5
Reggie Brown,2252,WR,16,PHI,104,61,5,66,7.6
Ben Hartsock,1789,TE,16,TEN,18,12,1,13,7.7
James Jones,3694,WR,16,GB,77,47,4,51,7.8
Clinton Portis,1058,HB,16,WAS,56,47,4,51,7.8
Hines Ward,380,WR,13,PIT,107,71,6,77,7.8
Jerricho Cotchery,1829,WR,15,NYJ,120,82,7,89,7.9
Quinn Sypniewski,3111,TE,14,BLT,47,34,3,37,8.1
Jeremy Shockey,1021,TE,14,NYG,87,56,5,61,8.2
Lee Evans,1734,WR,16,BUF,105,55,5,60,8.3
Bobby Wade,1448,WR,16,MIN,81,55,5,60,8.3
Keenan McCardell,19,WR,9,WAS,31,22,2,24,8.3
Ladell Betts,1063,HB,16,WAS,30,22,2,24,8.3
Michael Robinson,3045,HB,10,SF,13,11,1,12,8.3
Roy Williams,1728,WR,12,DET,101,64,6,70,8.6
Lance Moore,2718,WR,16,NO,47,32,3,35,8.6
Robert Ferguson,811,WR,15,MIN,57,32,3,35,8.6
Koren Robinson,2864,WR,9,GB,34,21,2,23,8.7
Desmond Clark,529,TE,16,CHI,60,42,4,46,8.7
Roddy White,2244,WR,16,ATL,132,83,8,91,8.8
Chris Chambers,821,WR,6,MIA,60,31,3,34,8.8
Ike Hilliard,233,WR,15,TB,83,62,6,68,8.8
Alex Smith,2288,TE,14,TB,42,31,3,34,8.8
Vincent Jackson,2278,WR,16,SD,75,41,4,45,8.9
Ashley Lelie,1026,WR,13,SF,25,10,1,11,9.1
Demetrius Williams,3056,WR,9,BLT,46,20,2,22,9.1
Larry Johnson,1343,HB,8,KC,37,30,3,33,9.1
Brad Hoover,740,FB,16,CAR,13,10,1,11,9.1
Craig Davis,3646,WR,13,SD,30,20,2,22,9.1
Brandon Manumaleuna,876,TE,16,SD,12,10,1,11,9.1
LenDale White,2990,HB,16,TEN,29,20,2,22,9.1
Leonard Weaver,2835,FB,16,SEA,48,39,4,43,9.3
Arnaz Battle,1499,WR,16,SF,91,49,5,54,9.3
Mark Clayton,2239,WR,16,BLT,86,48,5,53,9.4
Justin Peelle,1104,TE,16,MIA,41,29,3,32,9.4
Derek Hagan,3027,WR,16,MIA,59,29,3,32,9.4
Antonio Chatman,946,WR,12,CIN,28,19,2,21,9.5
Eric Johnson,929,TE,14,NO,59,47,5,52,9.6
Brandon Marshall,3064,WR,16,DEN,167,102,11,113,9.7
J.J. Arrington,2261,HB,16,ARZ,36,28,3,31,9.7
Chad Johnson,806,WR,16,CIN,158,93,10,103,9.7
Donte' Stallworth,1020,WR,16,NE,69,46,5,51,9.8
Marcedes Lewis,2973,TE,16,JAX,53,37,4,41,9.8
Jeff King,3100,TE,16,CAR,74,46,5,51,9.8
Laurent Robinson,3691,WR,15,ATL,69,37,4,41,9.8
Brian Westbrook,1094,HB,15,PHI,109,90,10,100,10.0
Aundrae Allison,3762,WR,10,MIN,18,9,1,10,10.0
Marcus Pollard,151,TE,14,SEA,34,27,3,30,10.0
Kevin Boss,3769,TE,10,NYG,14,9,1,10,10.0
Bo Scaife,2396,TE,16,TEN,72,45,5,50,10.0
Jason McKie,1279,FB,16,CHI,14,9,1,10,10.0
Bubba Franks,592,TE,8,GB,31,18,2,20,10.0
Owen Daniels,3043,TE,16,HST,87,63,7,70,10.0
Randy Moss,342,WR,16,NE,157,99,11,110,10.0
Greg Jennings,2997,WR,13,GB,83,53,6,59,10.2
Zach Miller,3654,TE,16,OAK,63,44,5,49,10.2
Javon Walker,1027,WR,8,DEN,49,26,3,29,10.3
Sean McHugh,1955,TE,15,DET,27,17,2,19,10.5
George Wrighster,1417,TE,11,JAX,22,17,2,19,10.5
Kevin Curtis,1389,WR,16,PHI,126,77,9,86,10.5
Alge Crumpler,805,TE,14,ATL,67,42,5,47,10.6
Vonta Leach,2100,FB,16,HST,32,25,3,28,10.7
Drew Bennett,941,WR,14,STR,69,33,4,37,10.8
Andre' Davis,1054,WR,14,HST,59,33,4,37,10.8
Joey Galloway,117,WR,15,TB,95,57,7,64,10.9
Reggie Bush,2947,HB,12,NO,92,73,9,82,11.0
Brandon Jackson,3679,HB,10,GB,21,16,2,18,11.1
Calvin Johnson,3618,WR,15,DET,89,48,6,54,11.1
Richard Angulo,1548,TE,5,JAX,9,8,1,9,11.1
Thomas Tapeh,1880,FB,16,PHI,10,8,1,9,11.1
Muhsin Muhammad,173,WR,16,CHI,74,40,5,45,11.1
Ruvell Martin,2111,WR,15,GB,28,16,2,18,11.1
Steve Breaston,3758,WR,7,ARZ,14,8,1,9,11.1
Greg Olsen,3647,TE,14,CHI,63,39,5,44,11.4
Leonard Pope,3017,TE,13,ARZ,34,23,3,26,11.5
Justin Fargas,1410,HB,13,OAK,30,23,3,26,11.5
Drew Carter,1881,WR,16,CAR,73,38,5,43,11.6
Michael Jenkins,1750,WR,15,ATL,81,53,7,60,11.7
Frank Gore,2282,HB,15,SF,65,53,7,60,11.7
Brian Leonard,3668,FB,16,STR,38,30,4,34,11.8
Glenn Martinez,2112,WR,12,DEN,24,15,2,17,11.8
Anthony Gonzalez,3648,WR,13,IND,51,37,5,42,11.9
Nate Washington,2832,WR,16,PIT,53,29,4,33,12.1
Leon Washington,3062,HB,16,NYJ,49,36,5,41,12.2
Benjamin Watson,1753,TE,12,NE,48,36,5,41,12.2
Joe Jurevicius,365,WR,16,CLV,80,50,7,57,12.3
Todd Yoder,772,TE,15,WAS,10,7,1,8,12.5
Reuben Droughns,640,HB,14,NYG,14,7,1,8,12.5
Peerless Price,473,WR,4,BUF,11,7,1,8,12.5
Selvin Young,4109,HB,15,DEN,41,35,5,40,12.5
Travis Henry,825,HB,12,DEN,13,7,1,8,12.5
Devin Aromashodu,3178,WR,6,IND,15,7,1,8,12.5
Jeff Webb,3135,WR,16,KC,55,28,4,32,12.5
Tatum Bell,1762,HB,5,DET,18,14,2,16,12.5
Delanie Walker,3120,TE,16,SF,41,21,3,24,12.5
Terrelle Smith,651,FB,16,ARZ,10,7,1,8,12.5
Anthony Fasano,2998,TE,16,DAL,21,14,2,16,12.5
Brandon Jones,2313,WR,8,TEN,34,21,3,24,12.5
Ronald Curry,1199,WR,16,OAK,92,55,8,63,12.7
Earnest Graham,1613,HB,15,TB,63,48,7,55,12.7
Santana Moss,786,WR,14,WAS,108,61,9,70,12.9
Terrell Owens,188,WR,15,DAL,141,81,12,93,12.9
Bryant Johnson,1333,WR,16,ARZ,83,46,7,53,13.2
Darrell Jackson,639,WR,15,SF,97,46,7,53,13.2
Amani Toomer,169,WR,16,NYG,99,59,9,68,13.2
Mike Karney,1875,FB,16,NO,17,13,2,15,13.3
Keary Colbert,1783,WR,12,CAR,63,32,5,37,13.5
Adrian Peterson,3623,HB,14,MIN,22,19,3,22,13.6
Randy McMichael,1114,TE,16,STR,61,38,6,44,13.6
Marty Booker,487,WR,15,MIA,99,51,8,59,13.6
DeShaun Foster,1041,HB,16,CAR,37,25,4,29,13.8
Kevin Jones,1751,HB,13,DET,40,31,5,36,13.9
Warrick Dunn,236,HB,16,ATL,52,37,6,43,14.0
Ovie Mughelli,1445,FB,15,ATL,9,6,1,7,14.3
Jeb Putzier,1174,TE,7,HST,8,6,1,7,14.3
Moran Norris,865,FB,15,SF,10,6,1,7,14.3
Travis Minor,846,HB,7,STR,17,12,2,14,14.3
Daniel Wilcox,1002,TE,5,BLT,10,6,1,7,14.3
Mark Bradley,2256,WR,15,CHI,17,6,1,7,14.3
Daniel Coats,3908,TE,15,CIN,15,12,2,14,14.3
Tim Dwight,390,WR,6,OAK,14,6,1,7,14.3
Chester Taylor,1182,HB,14,MIN,39,29,5,34,14.7
DeAngelo Williams,2972,HB,16,CAR,34,23,4,27,14.8
Michael Sellers,432,FB,14,WAS,22,17,3,20,15.0
L.J. Smith,1376,TE,10,PHI,40,22,4,26,15.4
Dominic Rhodes,979,HB,6,OAK,16,11,2,13,15.4
Jerheme Urban,1709,WR,10,ARZ,36,22,4,26,15.4
Kolby Smith,3764,HB,9,KC,28,22,4,26,15.4
Brad Smith,3048,WR,16,NYJ,63,32,6,38,15.8
Devin Hester,3002,WR,15,CHI,37,21,4,25,16.0
Derrick Ward,1949,HB,8,NYG,39,26,5,31,16.1
Matt Spaeth,3693,TE,14,PIT,6,5,1,6,16.7
Ben Patrick,3831,TE,8,ARZ,9,5,1,6,16.7
Chad Mustard,1668,TE,6,DEN,7,5,1,6,16.7
Chris Davis,3744,WR,6,TEN,9,5,1,6,16.7
Anthony Becht,602,TE,16,TB,7,5,1,6,16.7
Ben Troupe,1761,TE,14,TEN,10,5,1,6,16.7
Joseph Kowalewski,3386,TE,13,NYJ,8,5,1,6,16.7
Dallas Clark,1340,TE,15,IND,92,58,12,70,17.1
Edgerrin James,439,HB,16,ARZ,32,24,5,29,17.2
Matt Jones,2238,WR,12,JAX,49,24,5,29,17.2
Kris Wilson,1782,FB,16,KC,45,24,5,29,17.2
Justin McCareins,872,WR,16,NYJ,40,19,4,23,17.4
Cecil Sapp,1695,FB,15,DEN,20,14,3,17,17.6
Devard Darling,1803,WR,13,BLT,35,18,4,22,18.2
Fred Taylor,333,HB,15,JAX,13,9,2,11,18.2
Greg Estandia,3597,TE,9,JAX,16,9,2,11,18.2
Deshawn Wynn,3844,HB,7,GB,14,9,2,11,18.2
Michael Clayton,1736,WR,14,TB,35,22,5,27,18.5
Rashied Davis,2554,WR,16,CHI,30,17,4,21,19.0
Braylon Edwards,2220,WR,16,CLV,147,80,19,99,19.2
Chris Henry,2300,WR,8,CIN,36,21,5,26,19.2
Michael Gaines,1946,TE,15,BUF,35,25,6,31,19.4
John Madsen,3408,TE,16,OAK,13,8,2,10,20.0
Michael Turner,1873,HB,13,SD,6,4,1,5,20.0
Tim Carter,1053,WR,16,CLV,19,8,2,10,20.0
Lorenzo Neal,47,FB,13,SD,11,8,2,10,20.0
Sean Morey,538,WR,8,ARZ,16,8,2,10,20.0
Le'Ron McClain,3753,FB,14,BLT,11,8,2,10,20.0
Laurence Maroney,2966,HB,13,NE,6,4,1,5,20.0
Willie Reid,3040,WR,5,PIT,6,4,1,5,20.0
Marques Hagans,3089,WR,3,STR,15,8,2,10,20.0
Dominique Byrd,3038,TE,2,STR,5,4,1,5,20.0
Ben Obomanu,3194,WR,13,SEA,28,12,3,15,20.0
John Broussard,3845,WR,8,JAX,10,4,1,5,20.0
Marcel Shipp,987,HB,15,ARZ,9,4,1,5,20.0
Deuce McAllister,793,HB,3,NO,5,4,1,5,20.0
Heath Evans,843,FB,14,NE,5,4,1,5,20.0
DeDe Dorsey,3299,HB,7,CIN,5,4,1,5,20.0
Troy Williamson,2224,WR,11,MIN,37,18,5,23,21.7
Bryan Gilmore,727,WR,9,SF,18,7,2,9,22.2
Cedric Benson,2221,HB,11,CHI,26,17,5,22,22.7
Will Heller,1623,TE,15,SEA,24,13,4,17,23.5
Antonio Pittman,3723,HB,10,STR,7,3,1,4,25.0
Michael Bennett,797,HB,7,TB,9,6,2,8,25.0
Dwayne Jarrett,3661,WR,6,CAR,13,6,2,8,25.0
Madison Hedgecock,2468,FB,15,NYG,11,6,2,8,25.0
Patrick Cobbs,3272,HB,4,MIA,5,3,1,4,25.0
T.J. Duckett,1025,HB,11,DET,6,3,1,4,25.0
John Gilmore,1176,TE,11,CHI,4,3,1,4,25.0
Gilbert Harris,4201,HB,4,KC,4,3,1,4,25.0
Najeh Davenport,1131,HB,15,PIT,25,17,6,23,26.1
Shaun Alexander,597,HB,13,SEA,22,14,5,19,26.3
Steve Smith,3667,WR,5,NYG,14,8,3,11,27.3
Aaron Moorehead,1665,WR,6,IND,23,8,3,11,27.3
Miles Austin,3211,WR,8,DAL,10,5,2,7,28.6
Brandon Jacobs,2327,HB,11,NYG,33,22,9,31,29.0
Correll Buckhalter,869,HB,14,PHI,20,12,5,17,29.4
Mike Williams,2227,WR,6,OAK,20,7,3,10,30.0
Lawrence Vickers,3125,FB,16,CLV,23,13,6,19,31.6
Kenton Keith,4131,HB,15,IND,22,13,6,19,31.6
Lee Vickers,3542,TE,5,BLT,5,2,1,3,33.3
Jason Dunn,178,TE,15,KC,3,2,1,3,33.3
Devery Henderson,1771,WR,16,NO,45,20,10,30,33.3
Reagan Mauia,3797,FB,15,MIA,3,2,1,3,33.3
Joe Klopfenstein,2991,TE,16,STR,3,2,1,3,33.3
Clifton Dawson,3923,HB,5,IND,5,2,1,3,33.3
Ahmad Bradshaw,3866,HB,5,NYG,4,2,1,3,33.3
Boomer Grigsby,2355,FB,9,KC,3,2,1,3,33.3
Byron Storer,4125,FB,5,TB,3,2,1,3,33.3
Dante' Hall,677,WR,6,STR,11,5,3,8,37.5
Cadillac Williams,2222,HB,4,TB,5,3,2,5,40.0
Taylor Jacobs,1360,WR,4,SF,9,3,2,5,40.0
Michael Matthews,4218,TE,16,NYG,13,6,4,10,40.0
Biren Ealy,4252,WR,3,TEN,3,1,1,2,50.0
Travis Taylor,588,WR,1,STR,3,1,1,2,50.0
Dan Kreider,749,FB,8,PIT,3,1,1,2,50.0
Oliver Hoyte,3357,FB,10,DAL,3,1,1,2,50.0
Jackie Battle,3885,HB,2,KC,5,1,1,2,50.0
Chris McFoy,4236,WR,3,OAK,2,1,1,2,50.0
Michael Gasperson,2890,WR,1,PHI,1,0,1,1,100.0
Kyle Boller,1335,QB,1,BLT,1,0,1,1,100.0
Quinton Ganther,3191,FB,1,TEN,1,0,1,1,100.0
Marcellus Rivers,981,TE,3,NE,2,0,1,1,100.0
