player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Clinton Portis,1058,HB,5,WAS,8,5,0,5,0.0
Kassim Osgood,1676,WR,15,JAX,13,6,0,6,0.0
Thomas Jones,585,HB,16,KC,17,14,0,14,0.0
Michael Palmer,5784,TE,9,ATL,8,5,0,5,0.0
Donte' Stallworth,1020,WR,7,BLT,5,2,0,2,0.0
Dimitri Nance,5783,HB,6,GB,4,3,0,3,0.0
David Martin,916,TE,14,BUF,7,7,0,7,0.0
Erik Lorig,5775,FB,6,TB,2,1,0,1,0.0
Terrence Austin,5742,WR,5,WAS,5,3,0,3,0.0
Brandon Manumaleuna,876,TE,16,CHI,5,5,0,5,0.0
Michael Clayton,1736,WR,6,NYG,4,2,0,2,0.0
James Starks,5716,HB,2,GB,3,2,0,2,0.0
Michael Bennett,797,HB,1,OAK,2,2,0,2,0.0
Brandon Stokley,498,WR,11,SEA,42,31,0,31,0.0
Deion Branch,1072,WR,4,SEA,18,13,0,13,0.0
Dezmon Briscoe,5714,WR,2,TB,6,6,0,6,0.0
Richard Goodman,6039,WR,2,SD,1,1,0,1,0.0
Ruvell Martin,2111,WR,5,SEA,8,7,0,7,0.0
Anthony Dixon,5696,HB,8,SF,5,5,0,5,0.0
Willis McGahee,1339,HB,13,BLT,16,14,0,14,0.0
Fred Taylor,333,HB,5,NE,3,2,0,2,0.0
Brandon Banks,6053,WR,8,WAS,5,2,0,2,0.0
Seneca Wallace,1422,QB,1,CLV,1,1,0,1,0.0
Sam Aiken,1439,WR,2,CLV,1,1,0,1,0.0
Fendi Onobun,5693,TE,3,STR,4,2,0,2,0.0
Will Heller,1623,TE,13,DET,5,4,0,4,0.0
Michael Jenkins,1750,WR,11,ATL,69,41,0,41,0.0
Chris Ivory,6007,HB,11,NO,1,1,0,1,0.0
Joe McKnight,5636,HB,2,NYJ,4,3,0,3,0.0
Greg Jones II,1776,FB,16,JAX,11,11,0,11,0.0
Ben Hartsock,1789,TE,15,NYJ,2,1,0,1,0.0
Ernest Wilford,1841,TE,2,JAX,2,1,0,1,0.0
Mardy Gilyard,5623,WR,9,STR,15,6,0,6,0.0
Mike Karney,1875,FB,12,STR,5,5,0,5,0.0
Jeff Dugan,1936,TE,16,MIN,5,4,0,4,0.0
Preston Parker,5950,WR,6,TB,8,4,0,4,0.0
Colt McCoy,5609,QB,1,CLV,1,1,0,1,0.0
Lousaka Polite,2152,FB,16,MIA,17,12,0,12,0.0
Alex Smith,2288,TE,2,CLV,1,1,0,1,0.0
Max Komar,5883,WR,8,ARZ,22,12,0,12,0.0
Khalif Barnes,2269,TE,12,OAK,2,2,0,2,0.0
Jeff Cumberland,5861,TE,1,NYJ,2,1,0,1,0.0
Roydell Williams,2353,WR,15,WAS,17,8,0,8,0.0
Todd Herremans,2343,G,1,PHI,1,1,0,1,0.0
Keith Toston,5821,HB,5,STR,2,2,0,2,0.0
Naaman Roosevelt,5799,WR,4,BUF,16,9,0,9,0.0
Logan Paulsen,5795,TE,5,WAS,2,2,0,2,0.0
Darrel Young,5438,FB,1,WAS,1,1,0,1,0.0
Madison Hedgecock,2468,FB,4,NYG,2,2,0,2,0.0
Rashied Davis,2554,WR,12,CHI,11,9,0,9,0.0
Ryan Purvis,5403,TE,9,TB,6,5,0,5,0.0
Kyle Williams,5729,WR,2,SF,1,1,0,1,0.0
Antonio Brown,5718,WR,9,PIT,19,16,0,16,0.0
Tory Humphrey,2644,TE,5,NO,2,1,0,1,0.0
Andrew Whitworth,3000,T,8,CIN,1,1,0,1,0.0
Chris Pressley,5347,FB,4,CIN,1,1,0,1,0.0
Quan Cosby,5342,WR,7,CIN,2,2,0,2,0.0
David Johnson,5165,FB,12,PIT,6,4,0,4,0.0
Jake O'Connell,5161,TE,9,KC,4,3,0,3,0.0
Maurice Stovall,3035,WR,7,TB,9,7,0,7,0.0
Zach Miller,5104,TE,15,JAX,24,20,0,20,0.0
Quinn Johnson,5069,FB,10,GB,4,3,0,3,0.0
Ben Obomanu,3194,WR,14,SEA,47,30,0,30,0.0
Tony Fiammetta,5052,FB,14,CAR,7,5,0,5,0.0
John Conner,5662,FB,8,NYJ,4,2,0,2,0.0
Dennis Pitta,5638,TE,6,BLT,5,1,0,1,0.0
Mike Bell,3225,HB,5,CLV,7,6,0,6,0.0
Garrett Mills,3051,TE,7,PHI,3,2,0,2,0.0
Chase Coffman,5021,TE,6,CIN,4,3,0,3,0.0
Patrick Turner,5010,WR,3,NYJ,2,2,0,2,0.0
Taylor Price,5614,WR,1,NE,4,3,0,3,0.0
Naufahu Tahi,3526,FB,15,MIN,6,6,0,6,0.0
Leon Washington,3062,HB,16,SEA,9,9,0,9,0.0
Jordan Shipley,5608,WR,15,CIN,72,52,0,52,0.0
Marshawn Lynch,3628,HB,4,BUF,1,1,0,1,0.0
Damian Williams,5601,WR,13,TEN,26,16,0,16,0.0
Jerome Harrison,3090,HB,3,CLV,4,4,0,4,0.0
Jerome Harrison,3090,HB,8,PHI,7,7,0,7,0.0
Quinton Ganther,3191,HB,4,BUF,2,2,0,2,0.0
Anthony Gonzalez,3648,WR,2,IND,8,5,0,5,0.0
Kareem Huggins,5414,HB,2,TB,2,1,0,1,0.0
Lorenzo Booker,3687,HB,4,MIN,6,5,0,5,0.0
Yamon Figurs,3690,WR,1,OAK,2,2,0,2,0.0
Jason Hill,3692,WR,6,JAX,20,11,0,11,0.0
Scott Chandler,3745,TE,4,BUF,3,1,0,1,0.0
Gary Banks,4862,WR,2,SD,2,1,0,1,0.0
Tyrell Sutton,5395,HB,4,CAR,12,12,0,12,0.0
Kory Sperry,5369,TE,5,SD,4,4,0,4,0.0
David Clowney,3773,WR,3,NYJ,4,1,0,1,0.0
Ben Patrick,3831,TE,11,ARZ,18,15,0,15,0.0
Tony Richardson,110,FB,14,NYJ,5,5,0,5,0.0
Jonathan Stupar,4601,TE,13,BUF,13,12,0,12,0.0
Dwayne Jarrett,3661,WR,3,CAR,4,2,0,2,0.0
Eldra Buckley,3900,HB,5,PHI,2,1,0,1,0.0
Brock Bolen,5264,FB,4,JAX,1,1,0,1,0.0
Dominique Zeigler,4111,WR,10,SF,16,9,0,9,0.0
Brett Swain,4531,WR,10,GB,9,6,0,6,0.0
Lex Hilliard,4518,FB,7,MIA,2,1,0,1,0.0
Paul Hubbard,4505,WR,1,BUF,3,1,0,1,0.0
Spencer Larsen,4497,FB,10,DEN,5,5,0,5,0.0
Owen Schmitt,4477,FB,15,PHI,21,19,0,19,0.0
Isaac Redman,5233,HB,14,PIT,10,9,0,9,0.0
Jermichael Finley,4405,TE,5,GB,25,21,0,21,0.0
Lavelle Hawkins,4440,WR,3,TEN,5,5,0,5,0.0
Ray Rice,4369,HB,16,BLT,75,63,1,64,1.6
Matt Forte,4358,HB,16,CHI,65,51,1,52,1.9
Kevin Walter,1549,WR,16,HST,71,51,1,52,1.9
Felix Jones,4336,HB,16,DAL,50,47,1,48,2.1
Jason Snelling,3860,HB,14,ATL,48,44,1,45,2.2
Heath Miller,2247,TE,14,PIT,63,41,1,42,2.4
Knowshon Moreno,4935,HB,13,DEN,43,37,1,38,2.6
Blair White,5970,WR,12,IND,56,36,1,37,2.7
Lance Moore,2718,WR,16,NO,92,66,2,68,2.9
Maurice Jones-Drew,3005,HB,14,JAX,39,34,1,35,2.9
Danny Woodhead,4914,HB,14,NE,43,34,1,35,2.9
Larry Fitzgerald,1724,WR,16,ARZ,168,90,3,93,3.2
Dave Thomas,3031,TE,13,NO,42,30,1,31,3.2
Peyton Hillis,4541,HB,16,CLV,67,61,2,63,3.2
Jason Witten,1384,TE,16,DAL,121,92,3,95,3.2
Eddie Royal,4356,WR,16,DEN,93,59,2,61,3.3
Cedric Benson,2221,HB,16,CIN,35,28,1,29,3.4
LeSean McCoy,4976,HB,15,PHI,84,78,3,81,3.7
Maurice Morris,1061,HB,10,DET,30,25,1,26,3.8
Mewelde Moore,1840,HB,15,PIT,28,25,1,26,3.8
Sammie Stroughter,5157,WR,12,TB,40,25,1,26,3.8
Arrelious Benn,5564,WR,14,TB,37,25,1,26,3.8
C.J. Spiller,5534,HB,13,BUF,27,24,1,25,4.0
Legedu Naanee,3788,WR,10,SD,42,23,1,24,4.2
Joshua Cribbs,2544,WR,14,CLV,36,23,1,24,4.2
Chris Chambers,821,WR,13,KC,41,22,1,23,4.3
Brandon Jackson,3679,HB,16,GB,49,43,2,45,4.4
Kellen Winslow,1727,TE,16,TB,87,65,3,68,4.4
Golden Tate,5585,WR,11,SEA,38,21,1,22,4.5
Anquan Boldin,1369,WR,16,BLT,103,64,3,67,4.5
Dexter McCluster,5561,WR,11,KC,36,21,1,22,4.5
Le'Ron McClain,3753,FB,15,BLT,22,20,1,21,4.8
Mario Manningham,4409,WR,16,NYG,86,60,3,63,4.8
Greg Olsen,3647,TE,16,CHI,61,40,2,42,4.8
Darren Sproles,2347,HB,16,SD,70,59,3,62,4.8
Randy McMichael,1114,TE,16,SD,26,20,1,21,4.8
Jerome Simpson,4360,WR,5,CIN,25,20,1,21,4.8
Greg Camarillo,2523,WR,16,MIN,33,20,1,21,4.8
Brian Leonard,3668,HB,11,CIN,24,20,1,21,4.8
Anthony Fasano,2998,TE,15,MIA,55,39,2,41,4.9
Brandon Lloyd,1436,WR,16,DEN,147,77,4,81,4.9
Ricky Williams,440,HB,16,MIA,25,19,1,20,5.0
David Gettis,5721,WR,15,CAR,66,37,2,39,5.1
Malcom Floyd,2044,WR,11,SD,74,37,2,39,5.1
Ryan Torain,4453,HB,10,WAS,23,18,1,19,5.3
Joel Dreessen,2415,TE,16,HST,50,36,2,38,5.3
Micheal Spurlock,3517,WR,16,TB,31,17,1,18,5.6
Reggie Bush,2947,HB,8,NO,40,34,2,36,5.6
Tashard Choice,4436,HB,14,DAL,21,17,1,18,5.6
Michael Bush,3716,HB,14,OAK,21,17,1,18,5.6
Antonio Gates,1609,TE,10,SD,63,50,3,53,5.7
Justin Forsett,4547,HB,16,SEA,46,33,2,35,5.7
Ronnie Brown,2219,HB,16,MIA,38,33,2,35,5.7
Mike Thomas,5030,WR,16,JAX,99,66,4,70,5.7
Deion Branch,1072,WR,11,NE,72,48,3,51,5.9
Julius Jones,1764,HB,9,NO,20,16,1,17,5.9
Brian Westbrook,1094,HB,13,SF,21,16,1,17,5.9
Darren McFadden,4318,HB,13,OAK,52,47,3,50,6.0
David Nelson,5862,WR,15,BUF,47,31,2,33,6.1
Derrick Mason,271,WR,16,BLT,94,61,4,65,6.2
Earnest Graham,1613,FB,12,TB,16,15,1,16,6.3
Tony Scheffler,3006,TE,15,DET,66,45,3,48,6.3
Austin Collie,5051,WR,9,IND,69,58,4,62,6.5
Andre Johnson,1319,WR,13,HST,131,86,6,92,6.5
Danny Amendola,4717,WR,16,STR,114,85,6,91,6.6
Percy Harvin,4945,WR,14,MIN,104,71,5,76,6.6
Rob Gronkowski,5567,TE,16,NE,57,42,3,45,6.7
Patrick Crayton,1932,WR,9,SD,42,28,2,30,6.7
Vincent Jackson,2278,WR,5,SD,20,14,1,15,6.7
Jeremy Shockey,1021,TE,13,NO,56,41,3,44,6.8
Louis Murphy,5048,WR,14,OAK,74,41,3,44,6.8
Jacob Tamme,4441,TE,12,IND,90,67,5,72,6.9
Braylon Edwards,2220,WR,16,NYJ,93,53,4,57,7.0
Chansi Stuckey,3851,WR,16,CLV,57,40,3,43,7.0
Davone Bess,4694,WR,16,MIA,118,80,6,86,7.0
Hakeem Nicks,4952,WR,13,NYG,126,79,6,85,7.1
Rashad Jennings,5174,HB,13,JAX,31,26,2,28,7.1
Travis Beckum,5023,TE,15,NYG,18,13,1,14,7.1
Arian Foster,5398,HB,16,HST,77,65,5,70,7.1
Mike Williams,2227,WR,13,SEA,106,65,5,70,7.1
Michael Hoomanawanui,5655,TE,8,STR,21,13,1,14,7.1
Randy Moss,342,WR,4,MIN,25,13,1,14,7.1
John Gilmore,1176,TE,16,TB,16,13,1,14,7.1
Jabar Gaffney,1040,WR,16,DEN,106,65,5,70,7.1
Todd Heap,801,TE,13,BLT,56,39,3,42,7.1
Keiland Williams,5794,HB,15,WAS,53,39,3,42,7.1
Ovie Mughelli,1445,FB,16,ATL,17,13,1,14,7.1
Calvin Johnson,3618,WR,15,DET,131,77,6,83,7.2
Jason Avant,3054,WR,16,PHI,70,51,4,55,7.3
Roddy White,2244,WR,16,ATL,167,115,9,124,7.3
Reggie Wayne,800,WR,16,IND,172,111,9,120,7.5
Lee Evans,1734,WR,13,BUF,78,37,3,40,7.5
Zach Miller,3654,TE,15,OAK,89,60,5,65,7.7
BenJarvus Green-Ellis,4599,HB,16,NE,15,12,1,13,7.7
Brandon Myers,5126,TE,15,OAK,16,12,1,13,7.7
DeAngelo Williams,2972,HB,6,CAR,13,12,1,13,7.7
Tony Gonzalez,237,TE,16,ATL,105,70,6,76,7.9
Marcedes Lewis,2973,TE,16,JAX,86,58,5,63,7.9
Santana Moss,786,WR,16,WAS,142,93,8,101,7.9
Visanthe Shiancoe,1406,TE,16,MIN,74,46,4,50,8.0
Cadillac Williams,2222,HB,16,TB,57,46,4,50,8.0
Mike Tolbert,4740,HB,14,SD,27,23,2,25,8.0
Ladell Betts,1063,HB,8,NO,32,23,2,25,8.0
Laurent Robinson,3691,WR,14,STR,69,34,3,37,8.1
Dez Bryant,5549,WR,12,DAL,71,45,4,49,8.2
Jahvid Best,5555,HB,16,DET,72,56,5,61,8.2
Bernard Scott,5133,HB,12,CIN,13,11,1,12,8.3
Antwaan Randle El,1069,WR,15,PIT,37,22,2,24,8.3
Nate Burleson,1386,WR,14,DET,85,55,5,60,8.3
Chad Hall,5523,WR,7,PHI,17,11,1,12,8.3
David Anderson,3196,WR,9,HST,18,11,1,12,8.3
Demaryius Thomas,5547,WR,10,DEN,37,22,2,24,8.3
Robert Meachem,3643,WR,16,NO,62,44,4,48,8.3
Craig Stevens,4399,TE,15,TEN,19,11,1,12,8.3
Martellus Bennett,4375,TE,16,DAL,44,33,3,36,8.3
Chris Johnson,4338,HB,16,TEN,55,44,4,48,8.3
Marion Barber III,2326,HB,13,DAL,13,11,1,12,8.3
Kevin Smith,4378,HB,6,DET,15,11,1,12,8.3
Greg Jennings,2997,WR,16,GB,120,76,7,83,8.4
Brian Hartline,5031,WR,12,MIA,68,43,4,47,8.5
Marshawn Lynch,3628,HB,12,SEA,24,21,2,23,8.7
Kenny Britt,4953,WR,12,TEN,66,42,4,46,8.7
Andrew Quarless,5677,TE,13,GB,31,21,2,23,8.7
Nate Washington,2832,WR,16,TEN,88,42,4,46,8.7
Santonio Holmes,2970,WR,12,NYJ,91,52,5,57,8.8
LaDainian Tomlinson,777,HB,15,NYJ,75,52,5,57,8.8
Jimmy Graham,5619,TE,14,NO,42,31,3,34,8.8
Daniel Fells,3309,TE,16,STR,56,41,4,45,8.9
Kenneth Darby,3862,HB,13,STR,12,10,1,11,9.1
Justin Peelle,1104,TE,12,ATL,15,10,1,11,9.1
Jeremy Maclin,4942,WR,16,PHI,106,70,7,77,9.1
Johnnie Lee Higgins,3715,WR,11,OAK,25,10,1,11,9.1
Danario Alexander,6106,WR,8,STR,33,20,2,22,9.1
Jared Cook,5012,TE,13,TEN,44,29,3,32,9.4
Brian Robiskie,4959,WR,14,CLV,49,29,3,32,9.4
Owen Daniels,3043,TE,11,HST,61,38,4,42,9.5
Brian Finneran,423,WR,16,ATL,31,19,2,21,9.5
Chris Cooley,1802,TE,16,WAS,114,76,8,84,9.5
Benjamin Watson,1753,TE,16,CLV,96,66,7,73,9.6
Emmanuel Sanders,5606,WR,13,PIT,48,28,3,31,9.7
Marques Colston,3197,WR,15,NO,126,84,9,93,9.7
Bernard Berrian,1799,WR,14,MIN,53,28,3,31,9.7
Dallas Clark,1340,TE,6,IND,51,37,4,41,9.8
Roy Williams,1728,WR,15,DAL,59,37,4,41,9.8
Frank Gore,2282,HB,11,SF,62,46,5,51,9.8
Tony Moeaki,5617,TE,15,KC,64,46,5,51,9.8
Vernon Davis,2951,TE,16,SF,86,55,6,61,9.8
Chris Baker,1091,TE,16,SEA,18,9,1,10,10.0
Terrell Owens,188,WR,14,CIN,132,72,8,80,10.0
Mohamed Massaquoi,4973,WR,15,CLV,68,36,4,40,10.0
Jamaal Charles,4387,HB,16,KC,59,45,5,50,10.0
Bear Pascoe,5108,FB,14,NYG,13,9,1,10,10.0
Terrance Copper,2016,WR,15,KC,25,18,2,20,10.0
Bo Scaife,2396,TE,13,TEN,49,36,4,40,10.0
Steven Jackson,1745,HB,16,STR,58,45,5,50,10.0
Josh Morgan,4488,WR,16,SF,74,44,5,49,10.2
Anthony Armstrong,4855,WR,15,WAS,78,44,5,49,10.2
Brandon Gibson,5118,WR,14,STR,86,53,6,59,10.2
Mike Sims-Walker,3695,WR,14,JAX,73,43,5,48,10.4
Mike Wallace,5007,WR,16,PIT,93,60,7,67,10.4
Donald Driver,533,WR,15,GB,82,51,6,57,10.5
Sidney Rice,3660,WR,6,MIN,39,17,2,19,10.5
Greg Lewis,1650,WR,13,MIN,34,17,2,19,10.5
Johnny Knox,5064,WR,16,CHI,97,51,6,57,10.5
Hines Ward,380,WR,16,PIT,90,59,7,66,10.6
Chad Johnson,806,WR,14,CIN,118,67,8,75,10.7
Andre Caldwell,4411,WR,15,CIN,36,25,3,28,10.7
Marcel Reece,4702,FB,16,OAK,40,25,3,28,10.7
James Jones,3694,WR,16,GB,85,50,6,56,10.7
Roscoe Parrish,2272,WR,8,BUF,50,33,4,37,10.8
Dan Gronkowski,5179,TE,11,DEN,12,8,1,9,11.1
Dwayne Bowe,3639,WR,16,KC,125,72,9,81,11.1
Shonn Greene,4988,HB,15,NYJ,24,16,2,18,11.1
LaRod Stephens-Howling,5164,HB,13,ARZ,22,16,2,18,11.1
Andre Roberts,5612,WR,13,ARZ,48,24,3,27,11.1
Derek Hagan,3027,WR,7,NYG,39,24,3,27,11.1
Steve Smith,3667,WR,9,NYG,72,48,6,54,11.1
Dante Rosario,3771,TE,16,CAR,54,32,4,36,11.1
Brandon Tate,5006,WR,16,NE,42,24,3,27,11.1
Patrick Cobbs,3272,HB,13,MIA,18,8,1,9,11.1
Evan Moore,4771,TE,12,CLV,26,16,2,18,11.1
Ahmad Bradshaw,3866,HB,16,NYG,56,47,6,53,11.3
Rashard Mendenhall,4337,HB,16,PIT,30,23,3,26,11.5
Ahmard Hall,3336,FB,15,TEN,20,15,2,17,11.8
John Kuhn,2686,HB,16,GB,18,15,2,17,11.8
Ryan Mathews,5537,HB,11,SD,26,22,3,25,12.0
Jacoby Jones,3689,WR,15,HST,76,51,7,58,12.1
Delanie Walker,3120,TE,14,SF,41,29,4,33,12.1
Vonta Leach,2100,FB,16,HST,10,7,1,8,12.5
Danny Ware,4095,HB,7,NYG,9,7,1,8,12.5
Fred Davis,4362,TE,16,WAS,28,21,3,24,12.5
Derrick Ward,1949,HB,11,HST,9,7,1,8,12.5
Billy Bajema,2466,TE,13,STR,19,14,2,16,12.5
Riley Cooper,5682,WR,13,PHI,14,7,1,8,12.5
James Casey,5076,TE,11,HST,12,7,1,8,12.5
Toby Gerhart,5576,HB,14,MIN,28,21,3,24,12.5
Sam Hurd,3362,WR,15,DAL,21,14,2,16,12.5
Heath Evans,843,FB,16,NO,8,7,1,8,12.5
Craig Davis,3646,WR,7,SD,37,21,3,24,12.5
Michael Crabtree,4933,WR,16,SF,92,55,8,63,12.7
Donald Brown,4950,HB,13,IND,28,20,3,23,13.0
Devin Hester,3002,WR,16,CHI,71,40,6,46,13.0
Chester Taylor,1182,HB,16,CHI,24,20,3,23,13.0
Brent Celek,3778,TE,15,PHI,71,40,6,46,13.0
Wes Welker,2204,WR,15,NE,118,86,13,99,13.1
Brandon Marshall,3064,WR,14,MIA,132,86,13,99,13.1
Jordy Nelson,4350,WR,16,GB,61,45,7,52,13.5
Jermaine Gresham,5546,TE,15,CIN,75,51,8,59,13.6
Joseph Addai,2975,HB,8,IND,25,19,3,22,13.6
Steve Johnson,4538,WR,16,BUF,139,82,13,95,13.7
Miles Austin,3211,WR,16,DAL,115,69,11,80,13.8
John Carlson,4352,TE,15,SEA,52,31,5,36,13.9
Stephen Spach,2789,TE,15,ARZ,16,6,1,7,14.3
T.J. Houshmandzadeh,921,WR,16,BLT,52,30,5,35,14.3
Alge Crumpler,805,TE,16,NE,10,6,1,7,14.3
Kris Wilson,1782,TE,13,SD,7,6,1,7,14.3
Daniel Graham,1028,TE,16,DEN,34,18,3,21,14.3
Joey Galloway,117,WR,10,WAS,35,12,2,14,14.3
Donald Jones,6000,WR,8,BUF,36,18,3,21,14.3
Verran Tucker,5935,WR,9,KC,17,6,1,7,14.3
Adrian Peterson,3623,HB,15,MIN,47,36,6,42,14.3
David Clowney,3773,WR,10,CAR,12,6,1,7,14.3
Dustin Keller,4344,TE,15,NYJ,92,54,9,63,14.3
Deon Butler,5014,WR,13,SEA,69,36,6,42,14.3
Steve Breaston,3758,WR,13,ARZ,82,47,8,55,14.5
Brandon Pettigrew,4943,TE,16,DET,103,71,12,83,14.5
Mike Williams,5625,WR,16,TB,122,64,11,75,14.7
Devery Henderson,1771,WR,16,NO,60,34,6,40,15.0
Mike Goodson,5034,HB,16,CAR,50,39,7,46,15.2
Correll Buckhalter,869,HB,15,DEN,38,28,5,33,15.2
Michael Turner,1873,HB,16,ATL,15,11,2,13,15.4
Ed Dickson,5595,TE,14,BLT,21,11,2,13,15.4
Harry Douglas,4398,WR,16,ATL,49,22,4,26,15.4
Brandon LaFell,5602,WR,14,CAR,71,38,7,45,15.6
Early Doucet,4395,WR,10,ARZ,56,26,5,31,16.1
Pierre Garcon,4519,WR,14,IND,119,67,13,80,16.3
Brody Eldridge,5685,TE,13,IND,9,5,1,6,16.7
Aaron Hernandez,5637,TE,14,NE,64,45,9,54,16.7
Nate Byham,5705,TE,11,SF,6,5,1,6,16.7
Ramses Barden,5008,WR,4,NYG,7,5,1,6,16.7
LeGarrette Blount,5863,HB,13,TB,6,5,1,6,16.7
Eric Decker,5611,WR,10,DEN,7,5,1,6,16.7
Jacoby Ford,5632,WR,16,OAK,50,25,5,30,16.7
Steve Smith,837,WR,14,CAR,87,47,10,57,17.5
Mark Clayton,2239,WR,5,STR,38,23,5,28,17.9
Jerricho Cotchery,1829,WR,14,NYJ,80,41,9,50,18.0
Matt Spaeth,3693,TE,14,PIT,18,9,2,11,18.2
Jeff King,3100,TE,16,CAR,26,18,4,22,18.2
Clay Harbor,5648,TE,9,PHI,14,9,2,11,18.2
DeSean Jackson,4363,WR,14,PHI,92,47,11,58,19.0
Corey McIntyre,1278,FB,15,BUF,6,4,1,5,20.0
Michael Sellers,432,FB,16,WAS,34,20,5,25,20.0
Jonathan Stewart,4327,HB,13,CAR,13,8,2,10,20.0
James Davis,5119,HB,2,WAS,5,4,1,5,20.0
Jason Wright,2212,HB,14,ARZ,12,8,2,10,20.0
Tom Crabtree,5458,TE,14,GB,6,4,1,5,20.0
Tim Hightower,4463,HB,16,ARZ,40,21,6,27,22.2
Sammy Morris,678,FB,15,NE,12,7,2,9,22.2
Brandon Jacobs,2327,HB,16,NYG,13,7,2,9,22.2
Fred Jackson,3368,HB,16,BUF,48,30,9,39,23.1
Justin Gage,1452,WR,11,TEN,40,20,6,26,23.1
Devin Aromashodu,3178,WR,13,CHI,21,10,3,13,23.1
Darrius Heyward-Bey,4930,WR,15,OAK,60,26,8,34,23.5
Kevin Boss,3769,TE,15,NYG,65,35,11,46,23.9
Nick Miller,5206,WR,4,OAK,4,3,1,4,25.0
Roberto Wallace,5888,WR,12,MIA,10,6,2,8,25.0
Kevin Faulk,470,HB,2,NE,9,6,2,8,25.0
Deji Karim,5703,HB,5,JAX,7,3,1,4,25.0
Cameron Morrah,5172,TE,12,SEA,18,9,3,12,25.0
Randy Moss,342,WR,8,TEN,16,6,2,8,25.0
Lance Ball,4808,HB,5,DEN,6,3,1,4,25.0
Zach Potter,5302,TE,11,JAX,5,3,1,4,25.0
Jim Dray,5756,TE,14,ARZ,9,3,1,4,25.0
Ted Ginn Jr.,3625,WR,13,SF,32,12,4,16,25.0
Brandon James,5965,WR,2,IND,11,6,2,8,25.0
Jerramy Stevens,1035,TE,5,TB,4,3,1,4,25.0
Derrick Williams,5005,WR,6,DET,5,3,1,4,25.0
Kevin Ogletree,5387,WR,4,DAL,6,3,1,4,25.0
Tiquan Underwood,5177,WR,10,JAX,21,8,3,11,27.3
Jerome Felton,4460,FB,15,DET,14,8,3,11,27.3
Aaron Brown,5116,HB,5,DET,12,8,3,11,27.3
Bryant Johnson,1333,WR,14,DET,48,18,7,25,28.0
Leonard Pope,3017,TE,16,KC,17,10,4,14,28.6
Beanie Wells,4954,HB,13,ARZ,8,5,2,7,28.6
Michael Robinson,3045,FB,11,SEA,12,7,3,10,30.0
Stephen Williams,5880,WR,10,ARZ,23,9,4,13,30.8
Randy Moss,342,WR,4,NE,22,9,4,13,30.8
Lawrence Vickers,3125,FB,16,CLV,10,4,2,6,33.3
Marlon Moore,5887,WR,9,MIA,18,6,3,9,33.3
Mickey Shuler,5737,TE,6,MIA,5,2,1,3,33.3
Moran Norris,865,FB,16,SF,7,4,2,6,33.3
Brad Smith,3048,WR,16,NYJ,6,4,2,6,33.3
Julian Edelman,5156,WR,14,NE,14,7,4,11,36.4
Robert Royal,1151,TE,12,CLV,11,5,3,8,37.5
Laurence Maroney,2966,HB,4,DEN,7,4,3,7,42.9
Desmond Clark,529,TE,2,CHI,2,1,1,2,50.0
Jackie Battle,3885,HB,4,KC,3,1,1,2,50.0
Dominic Rhodes,979,HB,3,IND,3,1,1,2,50.0
Duke Calhoun,5824,WR,2,NYG,2,1,1,2,50.0
