comparison_type,comparison,draw_context,nominal_buffer,trial_half,actual_points_effect,drafted_only_points_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,forecast_ev_effect,forecast_error_effect,forecast_salary_spend_effect,normalized_nominal_salary_spend_effect,raw_nominal_salary_spend_effect,actual_waiver_starts_effect,actual_salary_missing_players_effect,salary_source_missing_players_effect,joint_feasible_actual_points_effect,nominal_buffer_dollars
one_minus_five,one_minus_five_at_0,1_minus_5,0,0_124,1.675561767578125,0.994437744140625,-0.018000000000000002,0.454,0.978,1.20460986328125,0.4709519042968753,-6.658844268798828,0.7600720825195313,0.6980000000000001,-0.3,-0.011999999999999999,-0.060000000000000005,-4.889092086067762,0.0
one_minus_five,one_minus_five_at_0,1_minus_5,0,125_249,-1.057437255859375,-4.503441162109375,-0.006,1.1520000000000001,1.158,0.64273095703125,-1.700168212890625,-6.123124755859375,1.0304139404296875,0.848,0.33799999999999997,0.004,-0.04,5.575958256079911,0.0
one_minus_five,one_minus_five_at_10,1_minus_5,10,0_124,-2.309600830078125,-0.7395600585937501,-0.058,3.032,3.496,2.570728271484375,-4.8803291015625,-5.551496520996094,3.7676083984375,3.4719999999999995,0.017999999999999988,-0.006,-0.044,-11.133975619361514,10.0
one_minus_five,one_minus_five_at_10,1_minus_5,10,125_249,1.1907150878906252,0.44516406249999996,-0.057999999999999996,5.064,6.208,3.893754150390625,-2.7030390625,-4.442041107177735,4.358481567382812,3.908,-0.356,-0.03,-0.038,-6.5896112845794494,10.0
one_minus_five,one_minus_five_at_15,1_minus_5,15,0_124,1.543999755859375,1.521281982421875,-0.07400000000000001,4.8420000000000005,5.534,4.374530029296875,-2.8305302734375,-4.703927154541016,6.349219543457031,5.78,-0.021999999999999992,-0.026000000000000002,-0.052,-21.761531982421875,15.0
one_minus_five,one_minus_five_at_15,1_minus_5,15,125_249,8.153960205078125,5.8122797851562495,-0.08,7.31,8.468,5.332377197265625,2.8215830078125,-4.034232666015625,6.897078430175782,6.25,-0.72,-0.024,-0.032,-22.643964150794467,15.0
one_minus_five,one_minus_five_at_25,1_minus_5,25,0_124,3.457235107421875,8.356516967773437,-0.118,11.042,12.25,9.1896181640625,-5.732383056640625,-2.761170684814453,11.676660705566405,10.578,-0.6819999999999999,-0.072,-0.092,1.901498413085939,25.0
one_minus_five,one_minus_five_at_25,1_minus_5,25,125_249,12.88228125,15.72791748046875,-0.118,9.92,11.524,9.701453125,3.180828125,-3.039433563232422,11.6250625,10.495999999999999,-1.426,-0.062,-0.055999999999999994,20.230055067274304,25.0
one_minus_five,one_minus_five_at_5,1_minus_5,5,0_124,-0.3044770507812499,1.124598388671875,-0.03,1.3840000000000001,1.7,1.125892578125,-1.43036962890625,-5.617054504394531,1.9550769653320312,1.772,-0.334,-0.028000000000000004,-0.054,4.718177487849209,5.0
one_minus_five,one_minus_five_at_5,1_minus_5,5,125_249,2.6122363281250003,3.57432666015625,-0.046,2.508,3.4139999999999997,2.5110876464843748,0.10114868164062507,-5.454571899414062,1.7338082885742188,1.526,-0.192,-0.024,-0.066,2.2481544159679876,5.0
one_minus_five,one_minus_five_at_none,1_minus_5,none,0_124,27.60847607421875,33.58543481445312,-0.134,26.46,27.806,20.586903564453124,7.021572509765626,-0.13812115478515624,31.481361938476564,26.55,-2.63,-0.10200000000000001,-0.12000000000000001,-0.8853724888392852,
one_minus_five,one_minus_five_at_none,1_minus_5,none,125_249,30.395324462890628,35.767843383789064,-0.13999999999999999,25.714,27.528,20.60576171875,9.789562744140625,-0.3817200927734375,30.529872863769533,25.778,-2.6879999999999997,-0.13,-0.146,-33.05165405273438,
