comparison_type,comparison,draw_context,nominal_buffer,nominal_buffer_dollars,year,trial,all_four_actual_cap_feasible,actual_points_effect_interaction,drafted_only_points_effect_interaction,actual_cap_feasible_effect_interaction,actual_cap_overage_effect_interaction,actual_salary_spend_effect_interaction,forecast_ev_effect_interaction,forecast_error_effect_interaction,forecast_salary_spend_effect_interaction,normalized_nominal_salary_spend_effect_interaction,raw_nominal_salary_spend_effect_interaction,actual_waiver_starts_effect_interaction,actual_salary_missing_players_effect_interaction,salary_source_missing_players_effect_interaction,joint_feasible_actual_points_effect_interaction
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,249,False,-103.079833984375,-137.8599853515625,0.0,-135.0,-135.0,-33.2841796875,-69.795654296875,22.558624267578125,-95.94534301757812,-74.0,6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,0,False,-40.0,-83.5999755859375,0.0,-10.0,-10.0,23.9459228515625,-63.9459228515625,1.984222412109375,1.146820068359375,1.0,-4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,1,False,62.0,2.300048828125,0.0,-63.0,-63.0,-38.4522705078125,100.4522705078125,-14.378173828125,-37.8447265625,-33.0,5.0,2.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,2,False,-32.89990234375,-60.89990234375,0.0,-21.0,-21.0,-12.179931640625,-20.719970703125,-5.40142822265625,-33.257476806640625,-29.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,3,False,-10.2000732421875,33.0,1.0,-6.0,-36.0,-30.8302001953125,20.630126953125,-11.68017578125,-11.468109130859375,-10.0,-1.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,4,False,-76.0999755859375,-99.699951171875,1.0,-15.0,-45.0,-20.4822998046875,-55.61767578125,2.3067626953125,-26.37664794921875,-23.0,6.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,5,False,3.9000244140625,-15.400146484375,1.0,-3.0,-11.0,-3.2486572265625,7.148681640625,2.50482177734375,-10.321258544921875,-9.0,8.0,1.0,-2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,6,True,32.7601318359375,-52.2999267578125,0.0,0.0,6.0,22.5595703125,10.2005615234375,6.796875,-10.321319580078125,-9.0,-14.0,1.0,0.0,32.7601318359375
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,7,False,60.0198974609375,-136.139892578125,-1.0,-43.0,-42.0,-40.691650390625,100.7115478515625,11.63494873046875,-12.614898681640625,-11.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,8,False,14.800048828125,-114.5,1.0,-41.0,-47.0,-10.947509765625,25.74755859375,-11.62530517578125,-32.110687255859375,-28.0,7.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,9,False,-127.800048828125,-214.940185546875,0.0,-43.0,-43.0,-47.9991455078125,-79.8009033203125,1.094329833984375,-47.0191650390625,-41.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,10,False,30.5,57.3399658203125,0.0,-65.0,-65.0,-6.932861328125,37.432861328125,-10.252655029296875,-47.0191650390625,-41.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,11,False,35.10009765625,130.5,0.0,-9.0,-9.0,-12.7857666015625,47.8858642578125,1.339508056640625,-24.0830078125,-21.0,-16.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,12,False,-241.3199462890625,19.840087890625,-1.0,18.0,20.0,-8.0255126953125,-233.29443359375,0.438232421875,-5.73406982421875,-5.0,-14.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,13,False,-71.8798828125,-236.43994140625,1.0,-22.0,-42.0,-81.9849853515625,10.1051025390625,0.0,-34.404266357421875,-30.0,8.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,14,False,10.800048828125,9.0,0.0,-22.0,-22.0,-24.9637451171875,35.7637939453125,-2.171539306640625,-16.055328369140625,-14.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,15,False,-32.2999267578125,16.2001953125,0.0,-7.0,-7.0,0.4715576171875,-32.771484375,-20.631134033203125,-17.202117919921875,-15.0,2.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,16,False,-35.10009765625,0.699951171875,1.0,-54.0,-76.0,-6.8472900390625,-28.2528076171875,-2.16876220703125,-49.312744140625,-43.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,17,False,117.300048828125,158.0799560546875,1.0,-19.0,-22.0,28.6612548828125,88.6387939453125,-6.279205322265625,1.146820068359375,1.0,-2.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,18,False,-13.780029296875,-99.3399658203125,0.0,-26.0,-26.0,3.329833984375,-17.10986328125,9.739532470703125,-5.73406982421875,-5.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,19,False,-120.47998046875,-207.93994140625,0.0,-64.0,-64.0,-49.0428466796875,-71.4371337890625,-23.8408203125,-53.9000244140625,-47.0,14.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,20,False,-30.5999755859375,-61.699951171875,0.0,-24.0,-24.0,-16.886962890625,-13.7130126953125,-7.704498291015625,-38.991546630859375,-34.0,10.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,21,False,-42.89990234375,-6.800048828125,1.0,-19.0,-37.0,-10.8563232421875,-32.0435791015625,-1.1025390625,-26.3765869140625,-23.0,5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,22,False,-158.3597412109375,-518.3599853515625,1.0,-38.0,-36.0,-50.573974609375,-107.7857666015625,12.46661376953125,-24.082977294921875,-21.0,19.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,23,False,17.5001220703125,27.5999755859375,0.0,11.0,11.0,14.22119140625,3.2789306640625,-19.994659423828125,-21.789398193359375,-19.0,-2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,24,False,63.5,-216.9200439453125,0.0,-60.0,-60.0,11.09765625,52.40234375,0.220703125,-51.60638427734375,-45.0,-19.0,3.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,25,True,-14.7000732421875,22.699951171875,0.0,0.0,28.0,-7.375,-7.3250732421875,13.969757080078125,19.4957275390625,17.0,-1.0,0.0,0.0,-14.7000732421875
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,26,False,116.5999755859375,63.940185546875,0.0,-44.0,-44.0,-43.7886962890625,160.388671875,-22.4168701171875,-55.046844482421875,-48.0,-3.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,27,False,22.8001708984375,71.7000732421875,2.0,-45.0,-68.0,-7.23095703125,30.0311279296875,-6.0389404296875,-38.991546630859375,-34.0,0.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,28,False,140.2000732421875,38.4000244140625,0.0,-63.0,-63.0,-54.467529296875,194.6676025390625,-19.797393798828125,-50.45965576171875,-44.0,13.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,29,False,-218.5999755859375,-117.0999755859375,0.0,-25.0,-25.0,-26.8846435546875,-191.71533203125,-5.37432861328125,-49.312774658203125,-43.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,30,False,-3.0,103.10009765625,0.0,-56.0,-56.0,-27.598876953125,24.598876953125,4.177825927734375,-24.083038330078125,-21.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,31,False,-89.5999755859375,-117.0001220703125,0.0,-44.0,-44.0,-11.9805908203125,-77.619384765625,-1.999114990234375,-36.697906494140625,-32.0,14.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,32,False,-36.2999267578125,-176.39990234375,0.0,-38.0,-38.0,-22.525146484375,-13.7747802734375,-3.02239990234375,-37.8447265625,-33.0,4.0,-1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,33,False,137.300048828125,160.099853515625,0.0,-55.0,-55.0,4.2921142578125,133.0079345703125,1.085296630859375,-45.87237548828125,-40.0,13.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,34,False,17.4000244140625,67.39990234375,0.0,16.0,26.0,-10.6739501953125,28.073974609375,-3.8577880859375,8.02764892578125,7.0,-12.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,36,False,34.800048828125,0.7000732421875,0.0,27.0,27.0,0.2972412109375,34.5028076171875,6.786163330078125,8.02764892578125,7.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,37,False,-5.10009765625,-11.5599365234375,1.0,-58.0,-74.0,-25.019287109375,19.919189453125,-26.514373779296875,-60.7808837890625,-53.0,1.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,38,False,-0.300048828125,-29.9002685546875,1.0,-9.0,-13.0,-20.318359375,20.018310546875,2.955596923828125,-11.46807861328125,-10.0,8.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,39,False,11.4599609375,200.280029296875,0.0,-78.0,-78.0,-26.428466796875,37.888427734375,-6.16961669921875,-47.019256591796875,-41.0,6.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,40,False,2.10009765625,-49.300048828125,0.0,-48.0,-48.0,-37.1065673828125,39.2066650390625,-27.51983642578125,-48.166015625,-42.0,5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,41,False,-104.5,-179.4398193359375,1.0,-70.0,-74.0,-16.598388671875,-87.901611328125,-30.900054931640625,-73.39584350585938,-64.0,13.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,42,False,7.0,-5.199951171875,0.0,-27.0,-27.0,-21.4844970703125,28.4844970703125,-16.762359619140625,-21.78936767578125,-19.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,43,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,44,False,-16.199951171875,33.0999755859375,0.0,1.0,1.0,-2.21142578125,-13.988525390625,5.7315673828125,-14.90850830078125,-13.0,-5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,45,False,-31.5,-26.400146484375,0.0,-29.0,-29.0,1.0714111328125,-32.5714111328125,9.112945556640625,-21.789398193359375,-19.0,1.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,46,False,107.5799560546875,347.8399658203125,0.0,-34.0,-34.0,-31.6124267578125,139.1923828125,-33.10179138183594,-45.872344970703125,-40.0,-5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,47,False,-82.89990234375,12.7999267578125,0.0,-45.0,-45.0,-60.70263671875,-22.197265625,-33.697845458984375,-64.22140502929688,-56.0,1.0,-1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,48,False,113.0,126.2799072265625,0.0,-4.0,5.0,-8.625732421875,121.625732421875,19.437286376953125,13.761688232421875,12.0,6.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,49,False,-34.900146484375,-110.5001220703125,0.0,-63.0,-63.0,-46.5081787109375,11.6080322265625,-5.871368408203125,-45.87237548828125,-40.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,50,False,-256.3997802734375,-355.199951171875,0.0,-26.0,-20.0,-0.364501953125,-256.0352783203125,14.4617919921875,-14.908538818359375,-13.0,4.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,51,False,-9.4000244140625,41.0,0.0,-6.0,-6.0,-1.377685546875,-8.0223388671875,-10.6839599609375,-14.90850830078125,-13.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,52,False,-5.300048828125,-256.7999267578125,1.0,-1.0,1.0,-0.960205078125,-4.33984375,4.048980712890625,-4.58721923828125,-4.0,6.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,53,False,-26.10009765625,-40.800048828125,0.0,-35.0,-23.0,-6.7547607421875,-19.3453369140625,1.32421875,-12.61492919921875,-11.0,2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,54,False,-142.199951171875,-221.89990234375,-1.0,-26.0,-19.0,-36.140625,-106.059326171875,-37.7120361328125,-41.28515625,-36.0,9.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,55,False,53.800048828125,-56.9998779296875,-1.0,-48.0,-30.0,-2.03515625,55.835205078125,-5.733856201171875,-30.963836669921875,-27.0,10.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,56,False,-0.39990234375,-112.300048828125,1.0,-60.0,-61.0,-18.2969970703125,17.8970947265625,-36.37782287597656,-26.3765869140625,-23.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,57,False,13.699951171875,-68.2001953125,1.0,-33.0,-36.0,-18.8740234375,32.573974609375,-26.0447998046875,-35.55108642578125,-31.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,58,False,-104.699951171875,-165.2999267578125,1.0,-17.0,-23.0,-24.611572265625,-80.08837890625,-3.0517578125e-05,-20.642578125,-18.0,5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,59,False,-15.39990234375,-16.800048828125,0.0,6.0,6.0,8.223388671875,-23.623291015625,-1.568267822265625,-28.670257568359375,-25.0,-1.0,-1.0,-2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,60,False,-41.2999267578125,20.5,0.0,-26.0,-26.0,-28.0203857421875,-13.279541015625,-6.32745361328125,-16.05535888671875,-14.0,7.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,61,False,20.10009765625,-37.400146484375,0.0,-5.0,-5.0,-6.6466064453125,26.7467041015625,0.683319091796875,-27.5234375,-24.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,62,False,57.4000244140625,-101.5,0.0,-57.0,-57.0,-31.358642578125,88.7586669921875,0.22198486328125,-32.11065673828125,-28.0,0.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,63,False,-16.0999755859375,51.699951171875,0.0,-64.0,-64.0,-38.4417724609375,22.341796875,-24.1160888671875,-44.7255859375,-39.0,8.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,64,False,-103.2999267578125,-88.0,0.0,-48.0,-48.0,-30.3182373046875,-72.981689453125,-2.104095458984375,-41.28515625,-36.0,7.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,65,False,-140.2000732421875,-235.2001953125,0.0,-27.0,-4.0,-27.208740234375,-112.9913330078125,-13.714080810546875,-17.20220947265625,-15.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,66,False,46.0,29.599853515625,0.0,-43.0,-43.0,-18.7010498046875,64.7010498046875,-9.46661376953125,-41.285125732421875,-36.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,67,False,-158.0999755859375,-202.300048828125,1.0,-46.0,-46.0,-19.3795166015625,-138.720458984375,-11.0543212890625,-34.40423583984375,-30.0,21.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,68,False,61.7999267578125,102.2000732421875,0.0,-44.0,-44.0,-29.9849853515625,91.784912109375,-19.644805908203125,-37.8447265625,-33.0,-7.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,69,False,90.4600830078125,441.6600341796875,1.0,-12.0,-28.0,-19.66943359375,110.1295166015625,4.417694091796875,-17.202117919921875,-15.0,-7.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,70,False,-8.3201904296875,-339.3399658203125,1.0,-37.0,-52.0,-40.9481201171875,32.6279296875,-5.283935546875,-35.551055908203125,-31.0,26.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,71,False,39.0,-59.0999755859375,0.0,-10.0,-10.0,-3.2303466796875,42.2303466796875,1.165252685546875,-13.761749267578125,-12.0,4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,72,False,-13.4998779296875,-42.39990234375,1.0,-34.0,-36.0,-5.058837890625,-8.4410400390625,2.4461669921875,-29.8170166015625,-26.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,73,False,117.89990234375,-38.5999755859375,1.0,-73.0,-96.0,-33.8916015625,151.79150390625,-7.114166259765625,-51.606475830078125,-45.0,7.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,74,False,-28.60009765625,-20.7398681640625,1.0,-61.0,-63.0,-32.8681640625,4.26806640625,-20.61883544921875,-42.43194580078125,-37.0,10.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,75,False,44.5999755859375,76.2001953125,0.0,-2.0,-2.0,26.402587890625,18.1973876953125,13.5469970703125,-19.49578857421875,-17.0,-6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,76,False,140.0,85.900146484375,0.0,-35.0,-35.0,-5.2049560546875,145.2049560546875,14.35614013671875,-19.4957275390625,-17.0,6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,77,False,2.199951171875,28.679931640625,1.0,-20.0,-45.0,-19.0264892578125,21.2264404296875,3.0517578125e-05,-19.495758056640625,-17.0,7.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,78,False,-4.68017578125,-333.2398681640625,0.0,9.0,9.0,6.14794921875,-10.828125,11.441802978515625,1.146820068359375,1.0,5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,79,False,-174.0,-215.2999267578125,0.0,-72.0,-72.0,-44.4013671875,-129.5986328125,-16.71722412109375,-72.24896240234375,-63.0,20.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,80,False,-62.4000244140625,-416.9600830078125,0.0,7.0,7.0,13.0035400390625,-75.403564453125,5.541351318359375,-13.761749267578125,-12.0,15.0,-2.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,81,False,-247.8203125,-24.2398681640625,-1.0,15.0,29.0,-16.25537109375,-231.56494140625,20.941253662109375,-16.055328369140625,-14.0,4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,82,False,-22.199951171875,-138.199951171875,1.0,-58.0,-62.0,-40.69873046875,18.498779296875,-13.331024169921875,-43.5787353515625,-38.0,2.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,83,False,-34.5,-141.2999267578125,1.0,-15.0,-34.0,-24.265625,-10.234375,-20.0125732421875,-33.257476806640625,-29.0,4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,84,False,1.9998779296875,91.679931640625,1.0,-12.0,-14.0,-28.357421875,30.3572998046875,-14.472381591796875,-19.49578857421875,-17.0,-13.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,85,True,-186.5,-303.300048828125,0.0,0.0,8.0,-29.5880126953125,-156.9119873046875,6.62371826171875,8.027679443359375,7.0,0.0,0.0,0.0,-186.5
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,86,True,-14.0,96.1998291015625,0.0,0.0,-7.0,18.7510986328125,-32.7510986328125,8.285980224609375,4.587249755859375,4.0,-1.0,0.0,0.0,-14.0
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,87,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,88,False,-60.2000732421875,-56.2999267578125,1.0,-10.0,-24.0,-7.7470703125,-52.4530029296875,-2.25579833984375,-27.5234375,-24.0,6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,89,False,-36.39990234375,-117.699951171875,1.0,-39.0,-41.0,-7.343505859375,-29.056396484375,-31.701385498046875,-43.5787353515625,-38.0,12.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,90,False,-82.2999267578125,-186.5,0.0,-9.0,-9.0,-17.865234375,-64.4346923828125,-18.4888916015625,-24.082977294921875,-21.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,91,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,92,False,-18.2999267578125,-71.5,0.0,-10.0,-10.0,-33.738525390625,15.4385986328125,-14.355804443359375,-18.34893798828125,-16.0,1.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,93,False,32.7000732421875,21.5,0.0,-38.0,-38.0,-33.4927978515625,66.19287109375,-5.9775390625,-27.5234375,-24.0,1.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,94,False,122.0,277.880126953125,1.0,-4.0,-25.0,-3.7021484375,125.7021484375,13.503936767578125,-8.02764892578125,-7.0,-9.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,95,False,-62.0,16.6600341796875,0.0,-41.0,-41.0,-18.831787109375,-43.168212890625,-10.353118896484375,-41.28515625,-36.0,2.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,96,False,-91.699951171875,102.0,0.0,-51.0,-51.0,-34.2708740234375,-57.4290771484375,-13.37103271484375,-63.07452392578125,-55.0,-8.0,-1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,97,False,-69.280029296875,-335.340087890625,0.0,-34.0,-34.0,-22.33935546875,-46.940673828125,-3.292083740234375,-34.404266357421875,-30.0,16.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,98,False,14.0999755859375,78.2999267578125,1.0,-10.0,-28.0,-5.7681884765625,19.8681640625,-5.118011474609375,-13.761688232421875,-12.0,-5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,99,False,-56.400146484375,-69.60009765625,1.0,-22.0,-28.0,-29.087158203125,-27.31298828125,-18.596435546875,-26.376617431640625,-23.0,9.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,100,False,-174.3800048828125,-388.64013671875,0.0,-28.0,-28.0,-27.441650390625,-146.9383544921875,-6.052337646484375,-25.229827880859375,-22.0,29.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,101,False,81.699951171875,100.5,-1.0,5.0,8.0,2.4254150390625,79.2745361328125,0.0,-3.4404296875,-3.0,-2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,102,False,6.9998779296875,8.7000732421875,0.0,-34.0,-34.0,-28.5579833984375,35.557861328125,0.0,-24.0830078125,-21.0,-1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,103,False,-36.0999755859375,-59.4000244140625,1.0,-58.0,-65.0,-33.3580322265625,-2.741943359375,-10.034698486328125,-49.31280517578125,-43.0,-1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2023,104,False,-44.3800048828125,-205.5400390625,0.0,-32.0,-32.0,-42.02490234375,-2.3551025390625,-20.197235107421875,-49.31280517578125,-43.0,14.0,0.0,0.0,
