comparison_type,comparison,draw_context,nominal_buffer,year,trial,roster_jaccard,roster_slots_changed,roster_changed,both_actual_cap_feasible,candidate_near_nominal_cap_within_1,baseline_nominal_violation,actual_points_effect,drafted_only_points_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,forecast_ev_effect,forecast_error_effect,forecast_salary_spend_effect,normalized_nominal_salary_spend_effect,raw_nominal_salary_spend_effect,actual_waiver_starts_effect,actual_salary_missing_players_effect,salary_source_missing_players_effect,joint_feasible_actual_points_effect,nominal_buffer_dollars
buffer_vs_none,buffer_0_minus_none,1,0,2022,13,0.3684210526315789,6,True,False,False,True,4.0999755859375,-0.7000732421875,0.0,-125.0,-125.0,-62.19580078125,66.2957763671875,4.670928955078125,-116.69024658203125,-90.0,10.0,2.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,14,0.4444444444444444,5,True,False,False,True,-98.239990234375,4.2398681640625,0.0,-65.0,-65.0,-54.158447265625,-44.08154296875,-26.4091796875,-95.94528198242188,-74.0,18.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,15,0.5294117647058824,4,True,False,False,True,-286.920166015625,-281.260009765625,0.0,-70.0,-70.0,-54.9775390625,-231.942626953125,-3.704559326171875,-89.46249389648438,-69.0,16.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,16,0.625,3,True,False,False,True,221.5799560546875,266.3798828125,0.0,-40.0,-40.0,-35.9395751953125,257.51953125,0.0,-55.75201416015625,-43.0,-22.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,17,0.4444444444444444,5,True,False,False,True,-37.199951171875,-18.0,0.0,-30.0,-30.0,-48.4268798828125,11.2269287109375,-12.643707275390625,-98.53842163085938,-76.0,3.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,18,0.4444444444444444,5,True,False,False,True,-143.260009765625,-72.64013671875,0.0,-50.0,-50.0,-36.588623046875,-106.67138671875,-3.0517578125e-05,-89.46249389648438,-69.0,8.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,19,0.625,3,True,False,False,True,-131.699951171875,-129.300048828125,0.0,-50.0,-50.0,-34.1160888671875,-97.5838623046875,-29.268280029296875,-46.676116943359375,-36.0,8.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,20,0.8571428571428571,1,True,False,False,True,-71.900146484375,-74.89990234375,0.0,-31.0,-31.0,-25.4459228515625,-46.4542236328125,-22.96453857421875,-41.489837646484375,-32.0,6.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,21,0.7333333333333333,2,True,False,False,True,-42.2999267578125,-56.199951171875,0.0,-7.0,-7.0,-6.8599853515625,-35.43994140625,-12.79071044921875,-31.117401123046875,-24.0,-3.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,22,0.5294117647058824,4,True,False,False,True,-42.9000244140625,-25.60009765625,0.0,-83.0,-83.0,-39.2802734375,-3.6197509765625,-30.464447021484375,-59.641693115234375,-46.0,9.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,23,0.4444444444444444,5,True,False,False,True,-322.5999755859375,-380.4000244140625,0.0,-126.0,-126.0,-116.784912109375,-205.8150634765625,-61.058929443359375,-162.06982421875,-125.0,20.0,1.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,24,0.5294117647058824,4,True,False,False,True,-235.4600830078125,-331.580078125,0.0,-75.0,-75.0,-56.822509765625,-178.6375732421875,-65.61566162109375,-119.28335571289062,-92.0,17.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,25,0.625,3,True,False,False,True,-3.5,47.9000244140625,0.0,-39.0,-39.0,-10.1351318359375,6.6351318359375,-23.524383544921875,-44.0830078125,-34.0,-2.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,26,0.4444444444444444,5,True,False,False,True,-278.320068359375,-215.239990234375,1.0,-59.0,-65.0,-54.429931640625,-223.89013671875,3.669891357421875,-119.28335571289062,-92.0,24.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,27,0.5294117647058824,4,True,False,False,True,-21.0,-10.400146484375,0.0,-60.0,-60.0,-60.2034912109375,39.2034912109375,-22.561553955078125,-112.80062866210938,-87.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,28,0.5294117647058824,4,True,False,False,True,6.199951171875,16.5001220703125,0.0,-94.0,-94.0,-61.5269775390625,67.7269287109375,-33.698028564453125,-85.5728759765625,-66.0,4.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,29,0.4444444444444444,5,True,False,False,True,-147.260009765625,-108.860107421875,0.0,-49.0,-49.0,-38.9102783203125,-108.3497314453125,-6.07330322265625,-125.76614379882812,-97.0,8.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,30,0.3684210526315789,6,True,False,False,True,16.919921875,-13.9600830078125,1.0,-75.0,-84.0,-24.8660888671875,41.7860107421875,-1.2178955078125,-60.938232421875,-47.0,18.0,2.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,31,0.4444444444444444,5,True,False,False,True,-80.6800537109375,-26.4599609375,0.0,-59.0,-59.0,-48.1226806640625,-32.557373046875,-2.401763916015625,-89.4625244140625,-69.0,-7.0,1.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,32,0.3684210526315789,6,True,False,False,True,-416.3199462890625,-500.219970703125,1.0,-141.0,-148.0,-120.7030029296875,-295.616943359375,-21.34393310546875,-127.06271362304688,-98.0,50.0,2.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,33,0.3684210526315789,6,True,False,False,True,-120.199951171875,-175.0,0.0,-117.0,-117.0,-26.1201171875,-94.079833984375,-24.20965576171875,-132.24896240234375,-102.0,0.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,34,0.5294117647058824,4,True,False,False,True,-99.599853515625,-76.39990234375,0.0,-46.0,-46.0,-48.472412109375,-51.12744140625,-3.386688232421875,-44.0830078125,-34.0,5.0,2.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,35,0.4444444444444444,5,True,False,False,True,-307.159912109375,-358.2799072265625,0.0,-106.0,-106.0,-77.498779296875,-229.6611328125,0.0,-149.104248046875,-115.0,16.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,36,0.625,3,True,False,False,True,-61.7999267578125,-29.699951171875,0.0,-96.0,-96.0,-44.5462646484375,-17.253662109375,-32.697845458984375,-94.64874267578125,-73.0,5.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,37,0.3684210526315789,6,True,False,False,True,-34.39990234375,-114.739990234375,0.0,-87.0,-87.0,-31.0618896484375,-3.3380126953125,-12.1038818359375,-98.5384521484375,-76.0,0.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,38,0.625,3,True,False,False,True,-126.599853515625,-77.60009765625,0.0,-70.0,-70.0,-51.113037109375,-75.48681640625,-38.623565673828125,-116.69027709960938,-90.0,8.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,39,0.5294117647058824,4,True,False,False,True,12.800048828125,23.0,0.0,-96.0,-96.0,-51.0225830078125,63.8226318359375,5.707763671875,-102.42816162109375,-79.0,-1.0,0.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,40,0.3684210526315789,6,True,False,False,True,-63.800048828125,-88.0400390625,0.0,-69.0,-69.0,-71.142822265625,7.3427734375,-16.014984130859375,-88.16592407226562,-68.0,13.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,41,0.625,3,True,False,False,True,-50.0999755859375,-22.400146484375,0.0,-37.0,-37.0,-23.561767578125,-26.5382080078125,-32.751556396484375,-79.09005737304688,-61.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,42,0.4444444444444444,5,True,False,False,True,-74.39990234375,-7.2000732421875,0.0,-39.0,-39.0,-20.268798828125,-54.131103515625,0.0,-53.158905029296875,-41.0,-6.0,0.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,43,0.3684210526315789,6,True,False,False,True,-183.5,-153.0400390625,0.0,-52.0,-52.0,-34.7137451171875,-148.7862548828125,-7.99420166015625,-92.05563354492188,-71.0,9.0,1.0,-2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,44,0.5294117647058824,4,True,False,False,True,-66.7999267578125,-46.4998779296875,0.0,-21.0,-21.0,-47.7091064453125,-19.0908203125,-4.32733154296875,-70.01416015625,-54.0,5.0,0.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,45,0.4444444444444444,5,True,False,False,True,-191.8399658203125,-113.06005859375,1.0,-85.0,-99.0,-83.5211181640625,-108.31884765625,-1.17669677734375,-98.53842163085938,-76.0,15.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,46,0.625,3,True,False,False,True,57.5400390625,24.420166015625,0.0,-74.0,-74.0,-28.8018798828125,86.3419189453125,-8.48016357421875,-76.4969482421875,-59.0,-2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,47,0.5294117647058824,4,True,False,False,True,-304.7000732421875,-355.0401611328125,0.0,-78.0,-78.0,-40.5858154296875,-264.1142578125,-12.16326904296875,-101.13153076171875,-78.0,12.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,48,0.7333333333333333,2,True,False,False,True,-78.7999267578125,-77.5999755859375,0.0,-64.0,-64.0,-28.3431396484375,-50.456787109375,-40.695098876953125,-62.23480224609375,-48.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,49,0.625,3,True,False,False,True,79.699951171875,205.2998046875,0.0,-93.0,-93.0,-45.830322265625,125.5302734375,-12.003509521484375,-88.16595458984375,-68.0,-12.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,50,0.625,3,True,False,False,True,-12.400146484375,53.10009765625,0.0,-115.0,-115.0,-58.2093505859375,45.8092041015625,-49.75874328613281,-79.09005737304688,-61.0,7.0,2.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,51,0.7333333333333333,2,True,False,False,True,93.89990234375,106.800048828125,1.0,-34.0,-45.0,0.7264404296875,93.1734619140625,2.41864013671875,-23.33807373046875,-18.0,-5.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,52,0.4444444444444444,5,True,False,False,True,-120.7999267578125,-116.5,0.0,-65.0,-65.0,-58.3828125,-62.4171142578125,-18.43988037109375,-114.09710693359375,-88.0,8.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,53,0.4444444444444444,5,True,False,False,True,4.39990234375,23.7001953125,0.0,-40.0,-40.0,-68.2093505859375,72.6092529296875,2.320709228515625,-76.4969482421875,-59.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,54,0.5294117647058824,4,True,False,False,True,-207.400146484375,-192.0999755859375,0.0,-132.0,-132.0,-80.5013427734375,-126.8988037109375,-13.19232177734375,-136.13864135742188,-105.0,9.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,55,0.4444444444444444,5,True,False,False,True,-208.97998046875,-248.199951171875,0.0,-71.0,-71.0,-46.2010498046875,-162.7789306640625,6.8692626953125,-90.75912475585938,-70.0,17.0,-1.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,56,0.5294117647058824,4,True,False,False,True,-172.52001953125,-260.6400146484375,0.0,-21.0,-21.0,-49.4207763671875,-123.0992431640625,-48.52943420410156,-79.09002685546875,-61.0,7.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,57,0.4444444444444444,5,True,False,False,True,-265.719970703125,-255.639892578125,0.0,-68.0,-68.0,-65.437744140625,-200.2822265625,2.3245849609375,-92.05563354492188,-71.0,28.0,1.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,58,0.625,3,True,False,False,True,-196.800048828125,-178.900146484375,0.0,-43.0,-43.0,-51.0166015625,-145.783447265625,-12.9605712890625,-101.13153076171875,-78.0,11.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,59,0.5294117647058824,4,True,False,False,True,-194.97998046875,-274.080078125,0.0,-59.0,-59.0,-52.9241943359375,-142.0557861328125,-20.92138671875,-46.67608642578125,-36.0,20.0,0.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,60,0.3684210526315789,6,True,False,False,True,-253.099853515625,-312.2998046875,0.0,-30.0,-30.0,-63.6395263671875,-189.4603271484375,2.332489013671875,-73.90383911132812,-57.0,19.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,61,0.625,3,True,False,False,True,45.9000244140625,90.2001953125,0.0,-20.0,-20.0,-12.41455078125,58.3145751953125,-8.875091552734375,-45.379547119140625,-35.0,7.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,62,0.4444444444444444,5,True,False,False,True,-0.1800537109375,-45.06005859375,0.0,-85.0,-85.0,-67.2886962890625,67.108642578125,14.132781982421875,-53.15887451171875,-41.0,6.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,63,0.625,3,True,False,False,True,47.5400390625,-6.4000244140625,0.0,16.0,16.0,0.550537109375,46.989501953125,-10.5633544921875,-28.524261474609375,-22.0,-9.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,64,0.4444444444444444,5,True,False,False,True,2.9998779296875,40.199951171875,0.0,-66.0,-66.0,-60.4530029296875,63.452880859375,-25.7322998046875,-105.021240234375,-81.0,6.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,65,0.7333333333333333,2,True,False,False,True,-118.7000732421875,-119.9000244140625,0.0,-46.0,-46.0,-34.6640625,-84.0360107421875,-34.02301025390625,-79.09005737304688,-61.0,4.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,66,0.4444444444444444,5,True,False,False,True,19.93994140625,-51.739990234375,0.0,-129.0,-129.0,-62.2138671875,82.15380859375,-60.38850402832031,-133.54547119140625,-103.0,-7.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,67,0.3684210526315789,6,True,False,False,True,17.85986328125,-36.199951171875,0.0,-142.0,-142.0,-62.4776611328125,80.3375244140625,-2.227630615234375,-124.46957397460938,-96.0,7.0,1.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,68,0.4444444444444444,5,True,False,False,True,-110.699951171875,-206.679931640625,0.0,-95.0,-95.0,-42.221435546875,-68.478515625,-11.59844970703125,-99.83493041992188,-77.0,19.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,69,0.625,3,True,False,False,True,-32.300048828125,12.9000244140625,0.0,-53.0,-53.0,-34.634033203125,2.333984375,-22.846527099609375,-62.234832763671875,-48.0,6.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,70,0.3684210526315789,6,True,False,False,True,-14.099853515625,-4.199951171875,0.0,-77.0,-77.0,-75.8306884765625,61.7308349609375,-14.47369384765625,-88.16595458984375,-68.0,11.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,71,0.625,3,True,False,False,True,-182.10009765625,-140.8399658203125,0.0,-36.0,-36.0,-40.178466796875,-141.921630859375,-2.453155517578125,-66.12448120117188,-51.0,12.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,72,0.4444444444444444,5,True,False,False,True,11.4998779296875,-12.5999755859375,0.0,-40.0,-40.0,-37.838623046875,49.3385009765625,6.105682373046875,-63.531341552734375,-49.0,5.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,73,0.7333333333333333,2,True,False,False,True,-27.0,-2.4998779296875,0.0,-21.0,-21.0,-34.841552734375,7.841552734375,-7.12432861328125,-57.048553466796875,-44.0,-7.0,0.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,74,0.4444444444444444,5,True,False,False,True,70.800048828125,43.10009765625,0.0,-82.0,-82.0,-52.2763671875,123.076416015625,1.181243896484375,-47.972625732421875,-37.0,7.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,75,0.3684210526315789,6,True,False,False,True,-146.800048828125,-136.9998779296875,0.0,-47.0,-47.0,-79.7489013671875,-67.0511474609375,-15.503082275390625,-90.75909423828125,-70.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,76,0.3684210526315789,6,True,False,False,True,-52.2200927734375,-166.8399658203125,0.0,-82.0,-82.0,-114.292236328125,62.0721435546875,-59.03398132324219,-129.65582275390625,-100.0,12.0,1.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,77,0.3684210526315789,6,True,False,False,True,-172.2000732421875,-131.199951171875,1.0,-91.0,-92.0,-78.55419921875,-93.6458740234375,5.6607666015625,-89.46255493164062,-69.0,7.0,-1.0,-1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,78,0.5294117647058824,4,True,False,False,True,-63.599853515625,-112.619873046875,0.0,-69.0,-69.0,-1.6114501953125,-61.9884033203125,-45.83335876464844,-73.90380859375,-57.0,6.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,79,0.4444444444444444,5,True,False,False,True,-245.9400634765625,-116.85986328125,0.0,-91.0,-91.0,-59.62744140625,-186.3126220703125,10.681915283203125,-108.91085815429688,-84.0,17.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,80,0.8571428571428571,1,True,False,False,True,-118.199951171875,-114.800048828125,0.0,-6.0,-6.0,-14.3919677734375,-103.8079833984375,-7.957855224609375,-32.4139404296875,-25.0,0.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,81,0.7333333333333333,2,True,False,False,True,-77.9000244140625,-26.699951171875,0.0,-35.0,-35.0,-23.1947021484375,-54.705322265625,-23.216552734375,-47.97265625,-37.0,4.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,82,0.5294117647058824,4,True,False,False,True,-108.7000732421875,-65.60009765625,0.0,-97.0,-97.0,-65.07080078125,-43.6292724609375,-18.0106201171875,-89.4625244140625,-69.0,2.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,83,0.4444444444444444,5,True,False,False,True,-286.9000244140625,-311.5400390625,0.0,-101.0,-101.0,-74.040771484375,-212.8592529296875,-61.08451843261719,-108.910888671875,-84.0,20.0,0.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,84,0.5294117647058824,4,True,False,False,True,-54.2200927734375,46.9600830078125,0.0,-44.0,-44.0,-15.98974609375,-38.2303466796875,-23.286285400390625,-86.869384765625,-67.0,7.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,85,0.3684210526315789,6,True,False,False,True,-170.360107421875,-144.7398681640625,0.0,-114.0,-114.0,-63.24853515625,-107.111572265625,2.29071044921875,-116.69021606445312,-90.0,4.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,86,0.5294117647058824,4,True,False,False,True,-213.699951171875,-235.3402099609375,0.0,-82.0,-82.0,-71.354736328125,-142.34521484375,-9.5321044921875,-134.842041015625,-104.0,19.0,1.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,87,0.4444444444444444,5,True,False,False,True,20.0399169921875,-33.139892578125,0.0,-136.0,-136.0,-100.8455810546875,120.885498046875,-64.8585205078125,-127.06268310546875,-98.0,-1.0,0.0,2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,88,0.3684210526315789,6,True,False,False,True,-97.7000732421875,-98.02001953125,0.0,-51.0,-51.0,-57.485107421875,-40.2149658203125,-4.621826171875,-72.60726928710938,-56.0,-1.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,89,0.5294117647058824,4,True,False,False,True,-210.340087890625,-261.5,0.0,-28.0,-28.0,-42.948974609375,-167.39111328125,1.244903564453125,-41.489837646484375,-32.0,15.0,1.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,90,0.5294117647058824,4,True,False,False,True,-299.7001953125,-397.39990234375,0.0,-92.0,-92.0,-93.67919921875,-206.02099609375,-33.53657531738281,-133.54550170898438,-103.0,13.0,-1.0,-2.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,91,0.625,3,True,False,False,True,38.300048828125,45.5999755859375,0.0,-65.0,-65.0,-49.20556640625,87.505615234375,-11.52557373046875,-93.35220336914062,-72.0,10.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,92,0.4444444444444444,5,True,False,False,True,-152.5,-180.39990234375,0.0,-111.0,-111.0,-73.17431640625,-79.32568359375,-71.4285888671875,-147.80767822265625,-114.0,4.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,93,0.3684210526315789,6,True,False,False,True,-310.900146484375,-268.0399169921875,0.0,-131.0,-131.0,-75.54833984375,-235.351806640625,-63.353240966796875,-134.84207153320312,-104.0,24.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,94,0.7333333333333333,2,True,False,False,True,-65.4000244140625,-97.599853515625,0.0,-3.0,-3.0,4.9669189453125,-70.366943359375,0.0,-37.600189208984375,-29.0,4.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,95,0.4444444444444444,5,True,False,False,True,-105.2999267578125,-82.5999755859375,0.0,-43.0,-43.0,-67.78515625,-37.5147705078125,-22.4827880859375,-108.910888671875,-84.0,15.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,96,0.625,3,True,False,False,True,-203.4000244140625,-180.199951171875,0.0,-54.0,-54.0,-44.3016357421875,-159.098388671875,-54.47792053222656,-106.31777954101562,-82.0,6.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,97,0.5294117647058824,4,True,False,False,True,-97.340087890625,-147.5999755859375,0.0,-18.0,-18.0,-52.927978515625,-44.412109375,-27.22772216796875,-64.82794189453125,-50.0,7.0,0.0,0.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,98,0.3684210526315789,6,True,False,False,True,48.5001220703125,43.06005859375,0.0,-78.0,-78.0,-59.254150390625,107.7542724609375,-3.444671630859375,-101.13156127929688,-78.0,0.0,0.0,1.0,,0.0
buffer_vs_none,buffer_0_minus_none,1,0,2022,99,0.4444444444444444,5,True,False,False,True,-211.0400390625,-164.699951171875,0.0,-118.0,-118.0,-83.7415771484375,-127.2984619140625,-5.9063720703125,-137.4351806640625,-106.0,17.0,1.0,-1.0,,0.0
