player,player_key,pos,raw_nominal_salary,salary_source_matched,year,normalized_nominal_salary,actual_salary,actual_salary_matched
Rashid Shaheed,rashidshaheed,WR,1.0,True,2024,1.0,1.0,True
Rashod Bateman,rashodbateman,WR,2.0,False,2024,2.0304658,1.0,False
Ray Davis,raydavis,RB,1.0,True,2024,1.0,1.0,False
Ray Ray Mccloud,rayraymccloud,WR,2.0,False,2024,2.0304658,1.0,False
Ricky Pearsall,rickypearsall,WR,1.0,True,2024,1.0,1.0,False
Rico Dowdle,ricodowdle,RB,1.0,True,2024,1.0,2.0,True
Roman Wilson,romanwilson,WR,2.0,False,2024,2.0304658,1.0,False
Romeo Doubs,romeodoubs,WR,2.0,True,2024,2.0304658,2.0,True
Rome Odunze,romeodunze,WR,11.0,True,2024,11.30466,13.0,True
Roschon Johnson,roschonjohnson,RB,2.0,False,2024,2.0304658,1.0,False
Sam Darnold,samdarnold,QB,2.0,False,2024,2.0304658,1.0,False
Saquon Barkley,saquonbarkley,RB,89.0,True,2024,91.68101,97.0,True
Skyy Moore,skyymoore,WR,2.0,False,2024,2.0304658,2.0,True
Stefon Diggs,stefondiggs,WR,35.0,True,2024,36.035843,37.0,True
Tank Bigsby,tankbigsby,RB,2.0,False,2024,2.0304658,1.0,False
Tee Higgins,teehiggins,WR,25.0,True,2024,25.731182,40.0,True
Terry Mclaurin,terrymclaurin,WR,15.0,True,2024,15.426523,21.0,True
Tim Patrick,timpatrick,WR,2.0,False,2024,2.0304658,1.0,False
Tj Hockenson,tjhockenson,TE,2.0,True,2024,2.0304658,1.0,True
Tony Pollard,tonypollard,RB,17.0,True,2024,17.487455,18.0,True
Travis Kelce,traviskelce,TE,37.0,True,2024,38.096775,46.0,True
Trenton Irwin,trentonirwin,WR,2.0,False,2024,2.0304658,1.0,False
Trent Sherfield,trentsherfield,WR,2.0,False,2024,2.0304658,1.0,False
Tre Tucker,tretucker,WR,1.0,True,2024,1.0,1.0,False
Trevor Lawrence,trevorlawrence,QB,1.0,True,2024,1.0,1.0,True
Trey Benson,treybenson,RB,4.0,True,2024,4.091398,9.0,True
Treylon Burks,treylonburks,WR,2.0,False,2024,2.0304658,1.0,False
Trey Palmer,treypalmer,WR,2.0,False,2024,2.0304658,1.0,False
Troy Franklin,troyfranklin,WR,2.0,False,2024,2.0304658,1.0,False
Tua Tagovailoa,tuatagovailoa,QB,1.0,True,2024,1.0,1.0,False
Tutu Atwell,tutuatwell,WR,2.0,False,2024,2.0304658,1.0,False
Ty Chandler,tychandler,RB,1.0,True,2024,1.0,1.0,True
Tyjae Spears,tyjaespears,RB,13.0,True,2024,13.365591,25.0,True
Tyler Allgeier,tylerallgeier,RB,1.0,True,2024,1.0,2.0,True
Tyler Boyd,tylerboyd,WR,1.0,True,2024,1.0,1.0,False
Tyler Conklin,tylerconklin,TE,1.0,True,2024,1.0,1.0,False
Tyler Lockett,tylerlockett,WR,2.0,True,2024,2.0304658,2.0,True
Tyler Scott,tylerscott,WR,2.0,False,2024,2.0304658,1.0,False
Tyreek Hill,tyreekhill,WR,95.0,True,2024,97.8638,104.0,True
Tyrone Tracy,tyronetracy,RB,1.0,True,2024,1.0,1.0,False
Van Jefferson,vanjefferson,WR,2.0,False,2024,2.0304658,1.0,False
Wan'Dale Robinson,wandalerobinson,WR,1.0,True,2024,1.0,1.0,False
Xavier Gipson,xaviergipson,WR,2.0,False,2024,2.0304658,1.0,False
Xavier Legette,xavierlegette,WR,2.0,True,2024,2.0304658,1.0,True
Xavier Worthy,xavierworthy,WR,12.0,True,2024,12.335126,26.0,True
Zach Charbonnet,zachcharbonnet,RB,1.0,True,2024,1.0,3.0,True
Zack Moss,zackmoss,RB,10.0,True,2024,10.274194,14.0,True
Zamir White,zamirwhite,RB,25.0,True,2024,25.731182,21.0,True
Zay Flowers,zayflowers,WR,27.0,True,2024,27.792114,25.0,True
Zay Jones,zayjones,WR,2.0,False,2024,2.0304658,1.0,False
Aaron Jones,aaronjones,RB,25.0,True,2025,25.626228,23.0,True
Adam Thielen,adamthielen,WR,2.0,True,2025,2.0260928,1.0,True
Aj Brown,ajbrown,WR,65.0,True,2025,66.669945,56.0,True
Alvin Kamara,alvinkamara,RB,46.0,True,2025,47.17418,52.0,True
Amon Ra St Brown,amonrastbrown,WR,79.0,True,2025,81.03524,83.0,True
Anthony Richardson,anthonyrichardson,QB,2.0,False,2025,2.0260928,1.0,False
Ashton Jeanty,ashtonjeanty,RB,88.0,True,2025,90.27008,100.0,True
Austin Ekeler,austinekeler,RB,5.0,True,2025,5.1043715,9.0,True
Baker Mayfield,bakermayfield,QB,10.0,True,2025,10.234836,11.0,True
Bhayshul Tuten,bhayshultuten,RB,2.0,True,2025,2.0260928,1.0,True
Bijan Robinson,bijanrobinson,RB,110.0,True,2025,112.844124,103.0,True
Bo Nix,bonix,QB,2.0,False,2025,2.0260928,5.0,True
Braelon Allen,braelonallen,RB,2.0,True,2025,2.0260928,1.0,True
Brandon Aiyuk,brandonaiyuk,WR,2.0,True,2025,2.0260928,2.0,True
Breece Hall,breecehall,RB,42.0,True,2025,43.069805,43.0,True
Brenton Strange,brentonstrange,TE,2.0,True,2025,2.0260928,1.0,False
Brian Robinson,brianrobinson,RB,4.0,True,2025,4.0782785,1.0,True
Brock Purdy,brockpurdy,QB,3.0,True,2025,3.0521858,4.0,True
Cade Otton,cadeotton,TE,2.0,False,2025,2.0260928,1.0,False
Caleb Williams,calebwilliams,QB,2.0,True,2025,2.0260928,1.0,True
Calvin Ridley,calvinridley,WR,23.0,True,2025,23.574043,43.0,True
Cam Skattebo,camskattebo,RB,7.0,True,2025,7.156557,8.0,True
Cedric Tillman,cedrictillman,WR,2.0,True,2025,2.0260928,1.0,True
Ceedee Lamb,ceedeelamb,WR,91.0,True,2025,93.34836,82.0,True
Chigoziem Okonkwo,chigoziemokonkwo,TE,2.0,False,2025,2.0260928,1.0,False
Chris Godwin,chrisgodwin,WR,11.0,True,2025,11.260928,7.0,True
Chris Olave,chrisolave,WR,15.0,True,2025,15.3653,12.0,True
Christian Kirk,christiankirk,WR,2.0,True,2025,2.0260928,1.0,False
Cj Stroud,cjstroud,QB,2.0,True,2025,2.0260928,1.0,False
Colston Loveland,colstonloveland,TE,3.0,True,2025,3.0521858,3.0,True
Cooper Kupp,cooperkupp,WR,9.0,True,2025,9.208743,10.0,True
Dak Prescott,dakprescott,QB,3.0,True,2025,3.0521858,3.0,True
Dallas Goedert,dallasgoedert,TE,2.0,True,2025,2.0260928,2.0,True
Dalton Kincaid,daltonkincaid,TE,2.0,True,2025,2.0260928,1.0,True
D'Andre Swift,dandreswift,RB,32.0,True,2025,32.80888,39.0,True
Daniel Jones,danieljones,QB,2.0,False,2025,2.0260928,1.0,False
Darnell Mooney,darnellmooney,WR,3.0,True,2025,3.0521858,2.0,True
David Montgomery,davidmontgomery,RB,27.0,True,2025,27.678413,32.0,True
David Njoku,davidnjoku,TE,5.0,True,2025,5.1043715,8.0,True
Deebo Samuel,deebosamuel,WR,12.0,True,2025,12.287022,7.0,True
Demario Douglas,demariodouglas,WR,2.0,True,2025,2.0260928,1.0,False
Devon Achane,devonachane,RB,83.0,True,2025,85.13961,98.0,True
Devonta Smith,devontasmith,WR,24.0,True,2025,24.600136,25.0,True
Dj Moore,djmoore,WR,31.0,True,2025,31.782785,26.0,True
Dk Metcalf,dkmetcalf,WR,31.0,True,2025,31.782785,41.0,True
Drake London,drakelondon,WR,67.0,True,2025,68.72213,62.0,True
Drake Maye,drakemaye,QB,2.0,True,2025,2.0260928,1.0,True
Dylan Sampson,dylansampson,RB,2.0,True,2025,2.0260928,1.0,True
Emeka Egbuka,emekaegbuka,WR,13.0,True,2025,13.313114,27.0,True
Evan Engram,evanengram,TE,6.0,True,2025,6.130464,3.0,True
Garrett Wilson,garrettwilson,WR,43.0,True,2025,44.0959,27.0,True
Geno Smith,genosmith,QB,2.0,False,2025,2.0260928,1.0,False
George Kittle,georgekittle,TE,35.0,True,2025,35.887157,40.0,True
George Pickens,georgepickens,WR,22.0,True,2025,22.54795,29.0,True
Hunter Henry,hunterhenry,TE,2.0,True,2025,2.0260928,1.0,False
Isaac Guerendo,isaacguerendo,RB,2.0,False,2025,2.0260928,1.0,False
Isaiah Likely,isaiahlikely,TE,2.0,False,2025,2.0260928,1.0,False
Isiah Pacheco,isiahpacheco,RB,23.0,True,2025,23.574043,26.0,True
Jack Bech,jackbech,WR,2.0,True,2025,2.0260928,1.0,False
Jacory Croskey Merritt,jacorycroskeymerritt,RB,7.0,True,2025,7.156557,19.0,True
Jahmyr Gibbs,jahmyrgibbs,RB,105.0,True,2025,107.71365,106.0,True
Jake Ferguson,jakeferguson,TE,2.0,True,2025,2.0260928,1.0,True
Jakobi Meyers,jakobimeyers,WR,14.0,True,2025,14.339207,14.0,True
Jalen Hurts,jalenhurts,QB,33.0,True,2025,33.834972,37.0,True
Jalen Milroe,jalenmilroe,QB,2.0,False,2025,2.0260928,1.0,False
Ja'Marr Chase,jamarrchase,WR,103.0,True,2025,105.66147,106.0,True
James Conner,jamesconner,RB,40.0,True,2025,41.01762,32.0,True
James Cook,jamescook,RB,53.0,True,2025,54.356827,57.0,True
Jameson Williams,jamesonwilliams,WR,23.0,True,2025,23.574043,21.0,True
Jared Goff,jaredgoff,QB,2.0,True,2025,2.0260928,1.0,True
Jauan Jennings,jauanjennings,WR,9.0,True,2025,9.208743,3.0,True
Javonte Williams,javontewilliams,RB,7.0,True,2025,7.156557,7.0,True
Jayden Daniels,jaydendaniels,QB,36.0,True,2025,36.91325,37.0,True
Jayden Higgins,jaydenhiggins,WR,4.0,True,2025,4.0782785,4.0,True
Jayden Reed,jaydenreed,WR,7.0,True,2025,7.156557,4.0,True
Jaydon Blue,jaydonblue,RB,2.0,True,2025,2.0260928,6.0,True
Jaylen Waddle,jaylenwaddle,WR,20.0,True,2025,20.495764,19.0,True
Jaylen Warren,jaylenwarren,RB,16.0,True,2025,16.391394,12.0,True
Jaylen Wright,jaylenwright,RB,2.0,True,2025,2.0260928,1.0,False
Jerome Ford,jeromeford,RB,2.0,True,2025,2.0260928,1.0,True
Jj Mccarthy,jjmccarthy,QB,2.0,True,2025,2.0260928,1.0,True
Jk Dobbins,jkdobbins,RB,9.0,True,2025,9.208743,5.0,True
Joe Burrow,joeburrow,QB,28.0,True,2025,28.704508,36.0,True
Joe Mixon,joemixon,RB,13.0,True,2025,13.313114,12.0,True
Jonathan Taylor,jonathantaylor,RB,74.0,True,2025,75.90478,94.0,True
Jonnu Smith,jonnusmith,TE,2.0,True,2025,2.0260928,1.0,False
Jordan Addison,jordanaddison,WR,11.0,True,2025,11.260928,12.0,True
Jordan Love,jordanlove,QB,2.0,True,2025,2.0260928,1.0,True
Jordan Mason,jordanmason,RB,10.0,True,2025,10.234836,7.0,True
Josh Allen,joshallen,QB,46.0,True,2025,47.17418,46.0,True
Josh Downs,joshdowns,WR,6.0,True,2025,6.130464,2.0,True
Josh Jacobs,joshjacobs,RB,57.0,True,2025,58.4612,57.0,True
Joshua Palmer,joshuapalmer,WR,2.0,False,2025,2.0260928,1.0,True
Justin Fields,justinfields,QB,2.0,True,2025,2.0260928,1.0,True
Justin Herbert,justinherbert,QB,2.0,True,2025,2.0260928,1.0,True
Justin Jefferson,justinjefferson,WR,92.0,True,2025,94.37445,91.0,True
Kaleb Johnson,kalebjohnson,RB,21.0,True,2025,21.521856,11.0,True
Kareem Hunt,kareemhunt,RB,2.0,False,2025,2.0260928,1.0,False
Keenan Allen,keenanallen,WR,2.0,True,2025,2.0260928,2.0,True
Kenneth Walker,kennethwalker,RB,45.0,True,2025,46.148087,53.0,True
Keon Coleman,keoncoleman,WR,6.0,True,2025,6.130464,5.0,True
Khalil Shakir,khalilshakir,WR,8.0,True,2025,8.18265,7.0,True
Kyle Pitts,kylepitts,TE,2.0,True,2025,2.0260928,4.0,True
Kyler Murray,kylermurray,QB,5.0,True,2025,5.1043715,3.0,True
Lamar Jackson,lamarjackson,QB,42.0,True,2025,43.069805,41.0,True
Luther Burden,lutherburden,WR,2.0,True,2025,2.0260928,1.0,False
Malik Nabers,maliknabers,WR,80.0,True,2025,82.06133,73.0,True
Mark Andrews,markandrews,TE,7.0,True,2025,7.156557,4.0,True
Marquise Brown,marquisebrown,WR,2.0,True,2025,2.0260928,1.0,False
Marvin Harrison,marvinharrison,WR,37.0,True,2025,37.939342,36.0,True
Marvin Mims,marvinmims,WR,2.0,True,2025,2.0260928,4.0,True
Mason Taylor,masontaylor,TE,2.0,False,2025,2.0260928,1.0,False
Matthew Golden,matthewgolden,WR,13.0,True,2025,13.313114,30.0,True
Michael Pittman,michaelpittman,WR,8.0,True,2025,8.18265,8.0,True
Michael Wilson,michaelwilson,WR,2.0,True,2025,2.0260928,1.0,False
Mike Evans,mikeevans,WR,38.0,True,2025,38.965435,31.0,True
Najee Harris,najeeharris,RB,2.0,True,2025,2.0260928,1.0,True
Nick Chubb,nickchubb,RB,2.0,True,2025,2.0260928,1.0,True
Omarion Hampton,omarionhampton,RB,54.0,True,2025,55.38292,57.0,True
Patrick Mahomes,patrickmahomes,QB,14.0,True,2025,14.339207,22.0,True
Puka Nacua,pukanacua,WR,78.0,True,2025,80.00915,65.0,True
Quentin Johnston,quentinjohnston,WR,2.0,False,2025,2.0260928,1.0,False
Quinshon Judkins,quinshonjudkins,RB,7.0,True,2025,7.156557,20.0,True
Rachaad White,rachaadwhite,RB,2.0,True,2025,2.0260928,1.0,True
Rashee Rice,rasheerice,WR,25.0,True,2025,25.626228,16.0,True
Rashid Shaheed,rashidshaheed,WR,3.0,True,2025,3.0521858,2.0,True
Rashod Bateman,rashodbateman,WR,2.0,True,2025,2.0260928,1.0,False
Ray Davis,raydavis,RB,2.0,True,2025,2.0260928,2.0,True
Rhamondre Stevenson,rhamondrestevenson,RB,6.0,True,2025,6.130464,6.0,True
Ricky Pearsall,rickypearsall,WR,12.0,True,2025,12.287022,16.0,True
Rico Dowdle,ricodowdle,RB,2.0,False,2025,2.0260928,1.0,False
Rj Harvey,rjharvey,RB,27.0,True,2025,27.678413,29.0,True
Romeo Doubs,romeodoubs,WR,2.0,True,2025,2.0260928,1.0,False
Rome Odunze,romeodunze,WR,17.0,True,2025,17.417486,13.0,True
Roschon Johnson,roschonjohnson,RB,2.0,True,2025,2.0260928,1.0,False
Sam Laporta,samlaporta,TE,17.0,True,2025,17.417486,14.0,True
Saquon Barkley,saquonbarkley,RB,104.0,True,2025,106.68756,109.0,True
Tank Bigsby,tankbigsby,RB,5.0,True,2025,5.1043715,9.0,True
Tee Higgins,teehiggins,WR,52.0,True,2025,53.330734,69.0,True
Terry Mclaurin,terrymclaurin,WR,39.0,True,2025,39.991528,36.0,True
Tet Mcmillan,tetmcmillan,WR,24.0,True,2025,24.600136,25.0,True
Tj Hockenson,tjhockenson,TE,12.0,True,2025,12.287022,10.0,True
Tony Pollard,tonypollard,RB,25.0,True,2025,25.626228,27.0,True
Travis Etienne,travisetienne,RB,8.0,True,2025,8.18265,10.0,True
Travis Hunter,travishunter,WR,19.0,True,2025,19.469671,27.0,True
Travis Kelce,traviskelce,TE,11.0,True,2025,11.260928,11.0,True
Tre Harris,treharris,WR,2.0,True,2025,2.0260928,1.0,False
Treveyon Henderson,treveyonhenderson,RB,42.0,True,2025,43.069805,43.0,True
Trevor Lawrence,trevorlawrence,QB,2.0,True,2025,2.0260928,2.0,True
Trey Benson,treybenson,RB,2.0,True,2025,2.0260928,1.0,True
Trey Mcbride,treymcbride,TE,48.0,True,2025,49.226364,32.0,True
Tucker Kraft,tuckerkraft,TE,2.0,True,2025,2.0260928,1.0,True
Tyjae Spears,tyjaespears,RB,3.0,True,2025,3.0521858,3.0,True
Tyler Allgeier,tylerallgeier,RB,2.0,True,2025,2.0260928,1.0,True
Tyler Lockett,tylerlockett,WR,2.0,True,2025,2.0260928,1.0,False
Tyler Warren,tylerwarren,TE,5.0,True,2025,5.1043715,8.0,True
Tyreek Hill,tyreekhill,WR,50.0,True,2025,51.27855,51.0,True
Tyrone Tracy,tyronetracy,RB,18.0,True,2025,18.443579,12.0,True
Wan'Dale Robinson,wandalerobinson,WR,2.0,True,2025,2.0260928,1.0,False
Woody Marks,woodymarks,RB,2.0,False,2025,2.0260928,1.0,False
Xavier Legette,xavierlegette,WR,2.0,True,2025,2.0260928,1.0,True
Xavier Worthy,xavierworthy,WR,31.0,True,2025,31.782785,28.0,True
Zach Charbonnet,zachcharbonnet,RB,6.0,True,2025,6.130464,7.0,True
Zach Ertz,zachertz,TE,2.0,True,2025,2.0260928,1.0,False
Zay Flowers,zayflowers,WR,23.0,True,2025,23.574043,20.0,True
