comparison_type,comparison,draw_context,nominal_buffer,year,trial,roster_jaccard,roster_slots_changed,roster_changed,both_actual_cap_feasible,candidate_near_nominal_cap_within_1,baseline_nominal_violation,actual_points_effect,drafted_only_points_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,forecast_ev_effect,forecast_error_effect,forecast_salary_spend_effect,normalized_nominal_salary_spend_effect,raw_nominal_salary_spend_effect,actual_waiver_starts_effect,actual_salary_missing_players_effect,salary_source_missing_players_effect,joint_feasible_actual_points_effect,nominal_buffer_dollars
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,0,0.5294117647058824,4,True,False,False,False,142.8199462890625,49.3199462890625,0.0,78.0,78.0,72.9178466796875,69.902099609375,9.440887451171875,111.5040283203125,86.0,-10.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,1,0.5294117647058824,4,True,False,False,False,42.2999267578125,-21.900146484375,0.0,44.0,44.0,3.045166015625,39.2547607421875,-4.423431396484375,53.15887451171875,41.0,0.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,2,0.3684210526315789,6,True,False,False,False,308.800048828125,259.5999755859375,0.0,-8.0,-8.0,23.609619140625,285.1904296875,-9.50531005859375,59.64166259765625,46.0,-2.0,-1.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,3,0.625,3,True,False,False,False,56.39990234375,93.5999755859375,0.0,20.0,20.0,16.9769287109375,39.4229736328125,-14.913970947265625,53.15887451171875,41.0,5.0,1.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,4,0.3684210526315789,6,True,False,False,False,280.280029296875,382.2598876953125,-1.0,126.0,129.0,107.0201416015625,173.2598876953125,0.138427734375,125.76614379882812,97.0,-10.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,5,0.625,3,True,False,False,False,-1.360107421875,60.0999755859375,0.0,48.0,48.0,63.94140625,-65.301513671875,-1.24591064453125,50.565765380859375,39.0,-11.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,6,0.7333333333333333,2,True,False,False,False,147.2999267578125,85.0,0.0,27.0,27.0,36.1898193359375,111.110107421875,1.09075927734375,53.158905029296875,41.0,-3.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,7,0.3684210526315789,6,True,False,False,False,252.139892578125,184.179931640625,0.0,14.0,14.0,9.989013671875,242.15087890625,0.18719482421875,82.97976684570312,64.0,-21.0,1.0,1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,8,0.5294117647058824,4,True,False,False,False,226.89990234375,210.739990234375,0.0,69.0,69.0,38.7359619140625,188.1639404296875,8.41693115234375,73.90377807617188,57.0,-22.0,-1.0,-2.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,9,0.3684210526315789,6,True,False,False,False,267.60009765625,267.699951171875,0.0,78.0,78.0,54.1895751953125,213.4105224609375,-11.62847900390625,93.35223388671875,72.0,-20.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,10,0.3684210526315789,6,True,False,False,False,340.10009765625,354.60009765625,0.0,47.0,47.0,70.9124755859375,269.1876220703125,-1.20159912109375,51.8623046875,40.0,-11.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,11,0.5294117647058824,4,True,False,False,False,240.5,200.699951171875,0.0,86.0,86.0,61.6505126953125,178.8494873046875,17.3057861328125,88.16595458984375,68.0,-18.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,12,0.625,3,True,False,False,False,176.0400390625,80.739990234375,0.0,46.0,46.0,81.720947265625,94.319091796875,3.164764404296875,67.42105102539062,52.0,-21.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,13,0.5294117647058824,4,True,False,False,False,91.89990234375,85.300048828125,0.0,101.0,101.0,67.2987060546875,24.6011962890625,-10.978424072265625,89.4625244140625,69.0,-8.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,14,0.4444444444444444,5,True,False,False,False,117.6400146484375,33.3599853515625,0.0,41.0,41.0,23.90380859375,93.7362060546875,-0.443267822265625,47.97259521484375,37.0,-28.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,15,0.4444444444444444,5,True,False,False,False,284.320068359375,228.56005859375,0.0,56.0,56.0,40.5361328125,243.783935546875,-23.37603759765625,64.827880859375,50.0,-18.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,16,0.3,7,True,False,False,False,-12.5400390625,-29.659912109375,-1.0,43.0,70.0,51.8590087890625,-64.3990478515625,5.726409912109375,60.938232421875,47.0,11.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,17,0.4444444444444444,5,True,False,False,False,-98.60009765625,-115.60009765625,0.0,64.0,64.0,36.1416015625,-134.74169921875,4.73431396484375,71.31069946289062,55.0,1.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,18,0.3684210526315789,6,True,False,False,False,-43.47998046875,-159.4599609375,0.0,38.0,38.0,13.7041015625,-57.18408203125,0.0037841796875,64.82791137695312,50.0,-3.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,19,0.4444444444444444,5,True,False,False,False,320.400146484375,347.900146484375,0.0,35.0,35.0,52.084228515625,268.31591796875,0.632568359375,62.23480224609375,48.0,-23.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,20,0.625,3,True,False,False,False,32.300048828125,39.4998779296875,0.0,26.0,26.0,32.826171875,-0.526123046875,4.389434814453125,31.117401123046875,24.0,3.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,21,0.625,3,True,False,False,False,-20.0,-4.699951171875,0.0,40.0,40.0,27.477783203125,-47.477783203125,3.9508056640625,-2.5931396484375,-2.0,7.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,22,0.625,3,True,False,False,False,4.0,14.800048828125,0.0,47.0,47.0,8.8033447265625,-4.8033447265625,-1.747100830078125,20.744903564453125,16.0,-7.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,23,0.625,3,True,False,False,False,244.800048828125,233.699951171875,0.0,81.0,81.0,61.4185791015625,183.3814697265625,-4.83966064453125,112.80056762695312,87.0,-22.0,-1.0,-2.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,24,0.625,3,True,False,False,False,206.10009765625,238.699951171875,0.0,53.0,53.0,45.991943359375,160.108154296875,5.09625244140625,107.61431884765625,83.0,-10.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,25,0.625,3,True,False,False,False,5.0001220703125,-91.4000244140625,0.0,40.0,40.0,37.5057373046875,-32.505615234375,-5.627044677734375,18.15185546875,14.0,-2.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,26,0.3684210526315789,6,True,False,False,False,195.9200439453125,153.739990234375,-1.0,59.0,94.0,61.329345703125,134.5906982421875,-0.319854736328125,115.3936767578125,89.0,-28.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,27,0.5294117647058824,4,True,False,False,False,27.099853515625,18.10009765625,0.0,90.0,90.0,63.0572509765625,-35.9573974609375,9.740081787109375,77.7935791015625,60.0,-6.0,-1.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,28,0.5294117647058824,4,True,False,False,False,-148.199951171875,-175.7000732421875,0.0,97.0,97.0,46.839599609375,-195.03955078125,-0.1011962890625,68.71759033203125,53.0,-4.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,29,0.3,7,True,False,False,False,283.199951171875,410.9599609375,0.0,81.0,81.0,76.0465087890625,207.1534423828125,4.2193603515625,130.95236206054688,101.0,-28.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,30,0.4444444444444444,5,True,False,False,False,-107.9200439453125,-124.840087890625,0.0,58.0,58.0,15.997314453125,-123.9173583984375,-0.9462890625,60.938232421875,47.0,3.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,31,0.4444444444444444,5,True,False,False,False,51.1201171875,8.4400634765625,0.0,46.0,46.0,34.5653076171875,16.5548095703125,3.4820556640625,67.4210205078125,52.0,1.0,-1.0,-2.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,32,0.4444444444444444,5,True,False,False,False,345.02001953125,471.8199462890625,0.0,125.0,125.0,112.0106201171875,233.0093994140625,2.0924072265625,120.57992553710938,93.0,-40.0,-2.0,-2.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,33,0.5294117647058824,4,True,False,False,False,90.199951171875,123.7000732421875,0.0,86.0,86.0,21.8525390625,68.347412109375,0.19354248046875,106.31777954101562,82.0,6.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,34,0.625,3,True,False,False,False,67.199951171875,66.4000244140625,0.0,26.0,26.0,47.1309814453125,20.0689697265625,-2.715179443359375,35.007110595703125,27.0,-3.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,35,0.5294117647058824,4,True,False,False,False,127.099853515625,83.199951171875,0.0,89.0,89.0,66.03466796875,61.065185546875,-1.706207275390625,125.76617431640625,97.0,-8.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,36,0.7333333333333333,2,True,False,False,False,82.2000732421875,126.39990234375,0.0,54.0,54.0,45.6358642578125,36.564208984375,-1.29827880859375,68.71755981445312,53.0,-6.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,37,0.4444444444444444,5,True,False,False,False,20.659912109375,48.659912109375,0.0,46.0,46.0,36.9189453125,-16.259033203125,-3.7919921875,72.60726928710938,56.0,1.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,38,0.5294117647058824,4,True,False,False,False,75.39990234375,-16.1998291015625,0.0,48.0,48.0,32.974609375,42.42529296875,-0.099334716796875,89.46255493164062,69.0,-1.0,0.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,39,0.7333333333333333,2,True,False,False,False,7.9000244140625,6.0,0.0,61.0,61.0,57.60546875,-49.7054443359375,-6.796966552734375,76.4969482421875,59.0,1.0,-1.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,40,0.5294117647058824,4,True,False,False,False,76.800048828125,93.2000732421875,0.0,54.0,54.0,58.044677734375,18.75537109375,-12.73748779296875,72.60723876953125,56.0,1.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,41,0.4444444444444444,5,True,False,False,False,-123.4000244140625,-92.739990234375,0.0,-2.0,-2.0,12.73828125,-136.1383056640625,-0.211761474609375,23.3380126953125,18.0,17.0,-1.0,-1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,42,0.5294117647058824,4,True,False,False,False,-83.60009765625,-105.6998291015625,0.0,-23.0,-23.0,4.6044921875,-88.20458984375,-27.197174072265625,36.303619384765625,28.0,9.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,43,0.4444444444444444,5,True,False,False,False,114.1600341796875,107.760009765625,0.0,65.0,65.0,40.543212890625,73.6168212890625,12.038360595703125,80.38662719726562,62.0,-13.0,-1.0,1.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,44,0.625,3,True,False,False,False,147.89990234375,136.39990234375,0.0,20.0,20.0,35.662353515625,112.237548828125,-0.0411376953125,47.97265625,37.0,-9.0,0.0,0.0,,
one_minus_five,one_minus_five_at_none,1_minus_5,none,2022,45,0.5294117647058824,4,True,False,False,False,80.1400146484375,-45.739990234375,0.0,64.0,64.0,59.465087890625,20.6749267578125,-7.1124267578125,59.641693115234375,46.0,-9.0,0.0,0.0,,
