study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,all_2017_2025,744,1.9039436844164779,24.828392936010548,1.3624943519415396,-0.3618413410940135,-2.7174797335920693,0.008807763057903994,0.8306451612903226,0.005624068958439879,0.08555132040757708,-0.00028633472666374574,3.01941804339371,3.028225806451612
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,all_2017_2025,744,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,2.967966283187936,3.028225806451612
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,development_2017_2022,492,1.9204900419789455,24.754448466609716,1.3505422772548266,-0.40888943708058506,-2.9407279998865685,0.06996066598659964,0.8414634146341463,0.012309863153173173,0.08162736123810757,-0.0027587025511024454,2.993047464094701,3.0630081300813004
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,development_2017_2022,492,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.4091911657313918,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,2.9548586113334796,3.0630081300813004
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,recent_2020_2025,504,1.886795726774767,25.045508661756582,1.3857070257968365,-0.3498128593433506,-1.9535988320773392,0.05320891261829041,0.8214285714285714,0.0015169920250167335,0.0877320166543335,0.0024261589198795756,3.0360768016674236,3.0892857142857135
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,recent_2020_2025,504,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.3501079108815016,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,2.9570240786087965,3.0892857142857135
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,temporal_2023_2025,252,1.8716388910802317,24.972760709602664,1.3858293549013125,-0.26998553464404035,-2.281614070826617,-0.11058599980288282,0.8095238095238095,-0.0074291482788965,0.09321238354796996,0.004540669121049905,3.070903460120343,2.9603174603174605
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,temporal_2023_2025,252,1.8673200251703743,24.9137671891292,1.387868326063992,-0.27019907353631595,-2.2241132401933643,-0.033239991729178936,0.7976190476190477,-0.011402126340571986,0.09263339969141954,0.004214990585723792,2.9935574520466393,2.9603174603174605
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_main,all_2017_2025,1062,1.9609032784991325,23.494176738098723,1.4554631514510028,-0.25792775098186776,-2.1607639802038743,0.0702059249174828,0.8295668549905838,-0.00042022707325679864,0.09724079557088856,-0.004495437398393502,3.1812065044610485,3.251412429378531
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,all_2017_2025,1062,1.9573986347179673,23.477310665219292,1.45572324922272,-0.2584242420429908,-1.8719848442772966,0.11204471246807302,0.82015065913371,-0.003548831628457899,0.09746165947483562,-0.004472951720085718,3.139367716910458,3.251412429378531
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_main,development_2017_2022,702,1.9310271690481007,23.29093901935332,1.437224593340429,-0.2892427452481967,-2.108145191955673,0.1221091681199693,0.8461538461538461,0.006237170547076412,0.09261133396372163,-0.0041244547182261995,3.1428480968372963,3.264957264957266
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,development_2017_2022,702,1.92875351079376,23.2872060925626,1.4302288487077173,-0.28981028673603315,-1.773142074389914,0.15149662964859148,0.8347578347578347,0.003620382719826301,0.09248805266646534,-0.004063667219979089,3.113460635308675,3.264957264957266
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_main,recent_2020_2025,720,1.9654508628481122,23.74235574660327,1.455318635428727,-0.26014441726524906,-1.6521191822754733,0.06788366846123657,0.8194444444444444,-0.003596392706558163,0.09831060475555534,-0.0026504232989891536,3.21267188709432,3.280555555555555
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,recent_2020_2025,720,1.963625373449208,23.75300455183844,1.4629546326202143,-0.2606273550691406,-1.3564736288488808,0.13499982628714247,0.8138888888888889,-0.008464258769095817,0.0986352187410619,-0.0028010136155224687,3.1455557292684126,3.280555555555555
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_main,temporal_2023_2025,360,2.019161691928645,23.89049028965226,1.491028339766621,-0.1968635121625261,-2.2633706172878685,-0.0310053993273658,0.7972222222222223,-0.013402152432906655,0.10626824570486407,-0.005218853624719744,3.256005399327366,3.2249999999999996
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,temporal_2023_2025,360,2.013256626370172,23.84801458189985,1.5054373302269757,-0.19722145489155826,-2.0647282455576916,0.03511347396606206,0.7916666666666666,-0.017528799607612167,0.10716019275115764,-0.005271056495293647,3.1898865260339377,3.2249999999999996
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_broad,all_2017_2025,1380,1.940326163681151,21.64068395080901,1.4671621785557973,-0.111319627143768,-0.8183880110430888,0.040304262133430795,0.8253623188405798,0.0035934144060754403,0.09885382871244765,-0.003922150435256386,3.2908551581564254,3.331159420289856
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_broad,all_2017_2025,1380,1.9379064088453957,21.636295808406896,1.4666613384868983,-0.11227602766905043,-0.5017632227255258,0.08422135388903255,0.8159420289855073,0.00021977049764668188,0.09897668772452328,-0.0040052489671647306,3.2469380664008227,3.331159420289856
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_broad,development_2017_2022,912,1.9146529950629863,21.593756730913515,1.4799443772025724,-0.2077518142058707,-1.2538028621997215,0.12111748161017784,0.8388157894736842,0.0020579451255656606,0.10040321712200236,-0.0037917397507506497,3.261557956986314,3.3826754385964914
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_broad,development_2017_2022,912,1.9137774103005547,21.59962045428391,1.4735935877828321,-0.20884895217842944,-0.8987478171365368,0.152645392806083,0.8267543859649122,-0.0007511496309903359,0.10047214918283263,-0.0038269964149346197,3.230030045790407,3.3826754385964914
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_broad,recent_2020_2025,936,1.9455926637754,21.568842020081938,1.4683652970525052,-0.053325358974752615,0.19213551221684363,0.07004364982159621,0.8226495726495726,0.0030351352138907745,0.09770873290320688,-0.0038562645772216176,3.323118743340798,3.3931623931623935
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_broad,recent_2020_2025,936,1.9435984255877072,21.5884378203512,1.4722573359307514,-0.05422629447560985,0.5098842201374408,0.13240808416533478,0.8173076923076923,-0.0016059861341820025,0.09772641866223265,-0.003913500046764446,3.2607543089970576,3.3931623931623935
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_broad,temporal_2023_2025,468,1.9903559281678314,21.732131866502783,1.442253278628749,0.07659950661827823,0.03011272454419532,-0.11717790915458912,0.7991452991452992,0.006585610952709917,0.09583450770921285,-0.004176284076857309,3.3479471399238196,3.23076923076923
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_broad,temporal_2023_2025,468,1.9849270213943166,21.70776572926194,1.4531523398589252,0.07591736368255993,0.2718477817677268,-0.04911779887239914,0.7948717948717948,0.0021118199790931824,0.09606245513909993,-0.004352612915100334,3.27988702964163,3.23076923076923
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,depth_main,all_2017_2025,1546,1.7029419355749151,11.507125785744659,1.85282435514199,0.3511673823669038,2.4958863893475574,0.22176571591956135,0.815653298835705,-0.011999606700965726,0.17254843869944222,-0.00454075974604886,5.018855241389623,5.240620957309185
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,depth_main,all_2017_2025,1546,1.7045915195523313,11.545278444827256,1.840025714794539,0.3519586418113164,2.9883124582044944,0.14171547808330992,0.8195342820181113,-0.0059512204419354675,0.17204848130522607,-0.0024200694294663587,5.098905479225875,5.240620957309185
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,depth_main,development_2017_2022,1018,1.6298048233539468,11.42038876180276,1.857213814134656,0.1399447718103318,1.8606636422686107,0.3351087359993714,0.8369351669941061,-0.0272890692823409,0.178544179702525,0.002119168314741699,4.914400104865068,5.24950884086444
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,depth_main,development_2017_2022,1018,1.6343890724077412,11.45433889669948,1.8391355657825843,0.13993086913836228,2.2818227086964726,0.2184445461158418,0.8369351669941061,-0.01736586241919802,0.17819810595033148,0.003750949874621063,5.031064294748598,5.24950884086444
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,depth_main,recent_2020_2025,1047,1.7228434702990938,11.350149049495446,1.873506404553756,0.5491111690713866,3.4953330152648094,0.24582776526259265,0.8070678127984718,-0.01233958753101777,0.17138881566723915,-0.010575497075670966,5.0922811172588975,5.338108882521491
