arm,templates,projection_context_rows,legacy_oos_centers,dk_preseason_fallback_centers,beta_expert_fallback_centers,scoring_context_unavailable_rows,template_eligible_rows,missing_active_match_features
beta_scored_ppg_rank_w050,5298,5298,2696,2602,0,39,5258,0
