study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games,baseline_ppg_crps,baseline_contribution_crps,baseline_played_crps,baseline_ppg_bias,baseline_contribution_bias,baseline_played_bias,baseline_ppg_80_coverage,baseline_extended_absence_calibration,baseline_extended_absence_brier,baseline_zero_active_calibration,ppg_crps_delta,ppg_crps_relative_delta,contribution_crps_delta,contribution_crps_relative_delta,played_crps_delta,played_crps_relative_delta,abs_ppg_bias_degradation,abs_contribution_bias_degradation,abs_played_bias_degradation,abs_extended_absence_calibration_degradation,abs_zero_active_calibration_degradation,ppg_80_coverage_delta
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,all_2017_2025,744,1.9039436844164779,24.828392936010548,1.3624943519415396,-0.3618413410940135,-2.7174797335920693,0.008807763057903994,0.8306451612903226,0.005624068958439879,0.08555132040757708,-0.00028633472666374574,3.01941804339371,3.028225806451612,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,0.004766940451526036,0.0025100035932275055,0.02767274323685953,0.0011158040178576023,0.004023302552840002,0.002961640260681575,-0.0002718579261430376,0.1908707212667915,-0.05145176020577147,0.003685206740639463,0.00022816148115189627,0.012096774193548376
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,all_2017_2025,744,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,2.967966283187936,3.028225806451612,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,development_2017_2022,492,1.9204900419789455,24.754448466609716,1.3505422772548266,-0.40888943708058506,-2.9407279998865685,0.06996066598659964,0.8414634146341463,0.012309863153173173,0.08162736123810757,-0.0027587025511024454,2.993047464094701,3.0630081300813004,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.4091911657313918,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,0.004996442046039329,0.002608435781886298,0.011630393920555093,0.000470051304842789,0.007128369577862115,0.005306160325664999,-0.00030172865080674294,0.259182128664456,-0.03818885276122075,0.003537811673767377,0.0005118356359333168,0.012195121951219523
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,development_2017_2022,492,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.4091911657313918,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,2.9548586113334796,3.0630081300813004,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.4091911657313918,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,recent_2020_2025,504,1.886795726774767,25.045508661756582,1.3857070257968365,-0.3498128593433506,-1.9535988320773392,0.05320891261829041,0.8214285714285714,0.0015169920250167335,0.0877320166543335,0.0024261589198795756,3.0360768016674236,3.0892857142857135,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.3501079108815016,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,0.0016723355159076192,0.0008871225743960487,-0.008319839499723258,-0.0003320785683236238,0.0005917407676792052,0.00042721409118429143,-0.00029505153815101437,0.18462282384659323,-0.07905272305862718,-0.002061037393961823,0.00022756096669614666,0.009920634920634885
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,recent_2020_2025,504,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.3501079108815016,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,2.9570240786087965,3.0892857142857135,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.3501079108815016,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_strict,temporal_2023_2025,252,1.8716388910802317,24.972760709602664,1.3858293549013125,-0.26998553464404035,-2.281614070826617,-0.11058599980288282,0.8095238095238095,-0.0074291482788965,0.09321238354796996,0.004540669121049905,3.070903460120343,2.9603174603174605,1.8673200251703743,24.9137671891292,1.387868326063992,-0.27019907353631595,-2.2241132401933643,-0.033239991729178936,0.7976190476190477,-0.011402126340571986,0.09263339969141954,0.004214990585723792,0.004318865909857417,0.002312868630787168,0.0589935204734644,0.0023679084750862778,-0.0020389711626793705,-0.0014691387679852674,-0.00021353889227559986,0.05750083063325251,0.07734600807370388,-0.003972978061675486,0.00032567853532611355,0.011904761904761862
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,temporal_2023_2025,252,1.8673200251703743,24.9137671891292,1.387868326063992,-0.27019907353631595,-2.2241132401933643,-0.033239991729178936,0.7976190476190477,-0.011402126340571986,0.09263339969141954,0.004214990585723792,2.9935574520466393,2.9603174603174605,1.8673200251703743,24.9137671891292,1.387868326063992,-0.27019907353631595,-2.2241132401933643,-0.033239991729178936,0.7976190476190477,-0.011402126340571986,0.09263339969141954,0.004214990585723792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_rank_w050,core_main,all_2017_2025,1062,1.9609032784991325,23.494176738098723,1.4554631514510028,-0.25792775098186776,-2.1607639802038743,0.0702059249174828,0.8295668549905838,-0.00042022707325679864,0.09724079557088856,-0.004495437398393502,3.1812065044610485,3.251412429378531,1.9573986347179673,23.477310665219292,1.45572324922272,-0.2584242420429908,-1.8719848442772966,0.11204471246807302,0.82015065913371,-0.003548831628457899,0.09746165947483562,-0.004472951720085718,0.0035046437811652176,0.0017904599088831574,0.01686607287943076,0.0007183988455892187,-0.0002600977717170938,-0.00017867254085279782,-0.0004964910611230389,0.28877913592657767,-0.041838787550590215,-0.0031286045552011005,2.2485678307784113e-05,0.00941619585687381
2026-08-02_beta_scoring_context,results_confirmation_rank_w050,2026-08-02_beta_scoring_context__results_confirmation_rank_w050,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,all_2017_2025,1062,1.9573986347179673,23.477310665219292,1.45572324922272,-0.2584242420429908,-1.8719848442772966,0.11204471246807302,0.82015065913371,-0.003548831628457899,0.09746165947483562,-0.004472951720085718,3.139367716910458,3.251412429378531,1.9573986347179673,23.477310665219292,1.45572324922272,-0.2584242420429908,-1.8719848442772966,0.11204471246807302,0.82015065913371,-0.003548831628457899,0.09746165947483562,-0.004472951720085718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
