lock_version,model_run_id,target_name,method,slice_type,slice_value,metric,n_rows,n_seasons,value
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,rmse,3696,9,3.1048393443402786
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,mae,3696,9,2.4240504467792703
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,bias,3696,9,0.1546085303735828
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,pooled,all,spearman,3696,9,0.8040958677362375
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,rmse,1237,3,3.079946706578311
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,mae,1237,3,2.4030288161079403
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,bias,1237,3,0.3066773336396894
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,provider_era,2023_2025,spearman,1237,3,0.8102616159435607
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,rmse,407,1,3.08042034317871
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,mae,407,1,2.404754451632701
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,bias,407,1,0.3768385113020167
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2017,spearman,407,1,0.7916807187750255
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,rmse,405,1,3.349239030858676
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,mae,405,1,2.5691227430493684
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,bias,405,1,-0.5257248319717496
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2018,spearman,405,1,0.796892251320907
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,rmse,388,1,3.095181433346069
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,mae,388,1,2.460843697719837
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,bias,388,1,-0.06259840447612655
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2019,spearman,388,1,0.7949347865479736
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,rmse,414,1,3.301241071109473
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,mae,414,1,2.5238103512674495
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,bias,414,1,-0.2904168826029066
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2020,spearman,414,1,0.7914739826413604
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,rmse,419,1,3.056679733748406
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,mae,419,1,2.3699760938313577
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,bias,419,1,0.2810901327494869
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2021,spearman,419,1,0.8048404993388737
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,rmse,426,1,2.8027550537089994
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,mae,426,1,2.2883314778539834
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,bias,426,1,0.653433225608942
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2022,spearman,426,1,0.8294908915498542
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,rmse,413,1,3.1753180819207363
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,mae,413,1,2.4389115604880898
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,bias,413,1,0.45080689664204077
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2023,spearman,413,1,0.8089302059207241
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2024,rmse,407,1,3.128366906190164
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2024,mae,407,1,2.513063335448399
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2024,bias,407,1,0.23181892164061782
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2024,spearman,407,1,0.8118667425510803
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2025,rmse,417,1,2.932886303540665
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2025,mae,417,1,2.260094468864372
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2025,bias,417,1,0.23699355465563923
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,season,2025,spearman,417,1,0.8200316709367268
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,QB,rmse,380,9,3.457970387904505
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,QB,mae,380,9,2.727454915263805
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,QB,bias,380,9,-0.15327800485151788
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,QB,spearman,380,9,0.5952050948307219
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,RB,rmse,1011,9,3.481344122080237
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,RB,mae,1011,9,2.736345544254199
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,RB,bias,1011,9,0.0424309012544491
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,RB,spearman,1011,9,0.742985506879696
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,TE,rmse,802,9,2.270983381276093
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,TE,mae,802,9,1.7795872802324195
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,TE,bias,802,9,0.2652357276447017
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,TE,spearman,802,9,0.7125529198956375
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,WR,rmse,1503,9,3.126985036707291
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,WR,mae,1503,9,2.4811598399923755
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,WR,bias,1503,9,0.24887696298405845
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,position,WR,spearman,1503,9,0.7505751870120196
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,other_no_history,rmse,27,8,2.4948991324169896
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,other_no_history,mae,27,8,1.9762296532813266
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,other_no_history,bias,27,8,0.4725806509717574
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,other_no_history,spearman,27,8,0.40415140415140416
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,rookie,rmse,531,9,3.4651752481649334
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,rookie,mae,531,9,2.7527238918573174
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,rookie,bias,531,9,0.20052695198799828
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,rookie,spearman,531,9,0.6495190033554569
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,second_year,rmse,567,9,3.198419661177411
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,second_year,mae,567,9,2.4529339632104894
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,second_year,bias,567,9,0.09546885633666884
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,second_year,spearman,567,9,0.7632997009145046
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,veteran_with_history,rmse,2571,9,3.0094614162125763
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,veteran_with_history,mae,2571,9,2.3545010917701297
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,veteran_with_history,bias,2571,9,0.15482800374796038
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_history_gap_no_history_route,history_depth,veteran_with_history,spearman,2571,9,0.8357194749433995
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,pooled,all,rmse,3696,9,3.159748479160987
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,pooled,all,mae,3696,9,2.4477063514648165
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,pooled,all,bias,3696,9,0.03980541432241255
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,pooled,all,spearman,3696,9,0.7964894552526205
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,provider_era,2023_2025,rmse,1237,3,3.1157011673453208
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,provider_era,2023_2025,mae,1237,3,2.400868781587284
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,provider_era,2023_2025,bias,1237,3,0.15836290697008132
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,provider_era,2023_2025,spearman,1237,3,0.8065865483642224
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2017,rmse,407,1,3.1389657903154724
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2017,mae,407,1,2.4381923933562963
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2017,bias,407,1,0.21974808233413598
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2017,spearman,407,1,0.7780223142511407
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2018,rmse,405,1,3.4584860143549943
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2018,mae,405,1,2.6222562158143763
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2018,bias,405,1,-0.8121825261169682
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2018,spearman,405,1,0.7921046033388959
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,conditional_ppg,conditional_ppg_lasso,season,2019,rmse,388,1,3.2100721198140594
