lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2017,QB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2017,RB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2017,WR,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2017,TE,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2018,QB,limited_history,9,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2018,RB,limited_history,39,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2018,WR,limited_history,57,3.0910285644276088,3.112337284745201,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2018,TE,limited_history,22,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2019,QB,limited_history,21,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2019,RB,limited_history,83,4.597722116647438,4.784487140686833,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2019,WR,limited_history,107,3.020528241760337,3.048332463305066,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2019,TE,limited_history,52,2.276255912656603,2.3235884009319627,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2020,QB,limited_history,34,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2020,RB,limited_history,125,4.047306195255063,4.159147433544694,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2020,WR,limited_history,162,3.1565702080905425,3.119384779870507,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2020,TE,limited_history,74,2.3497037933184757,2.410008491608741,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2021,QB,limited_history,43,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2021,RB,limited_history,168,3.9620189505832246,4.030502820061886,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2021,WR,limited_history,217,3.1812084113150325,3.1662532048624525,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2021,TE,limited_history,89,2.2663129938614306,2.324610548871461,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2022,QB,limited_history,53,4.911237212464431,4.762723819235097,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2022,RB,limited_history,203,3.8769573104092614,3.955116929863245,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2022,WR,limited_history,269,3.1296707374170025,3.1226474112316507,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2022,TE,limited_history,108,2.219927912607271,2.2478733743676247,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2023,QB,limited_history,61,4.71916491464435,4.596565609172015,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2023,RB,limited_history,241,3.787727987058104,3.8640921758688216,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2023,WR,limited_history,314,3.114108460932086,3.098823947854148,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2023,TE,limited_history,137,2.1726947640802567,2.1721651681931005,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2024,QB,limited_history,74,4.5267190861229425,4.423423685419935,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2024,RB,limited_history,279,3.8667939631740897,3.9534042444739197,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2024,WR,limited_history,369,3.160880098881362,3.1611785400126275,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2024,TE,limited_history,164,2.1769628513733754,2.198451212442691,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2025,QB,limited_history,84,4.404622507429046,4.325492731370941,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2025,RB,limited_history,313,3.810450962996803,3.8863594705799844,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2025,WR,limited_history,421,3.160146289052807,3.166028848895564,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2025,TE,limited_history,189,2.2545902801878954,2.2479581667625665,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2026,QB,limited_history,97,4.281226508892496,4.207203183348214,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2026,RB,limited_history,349,3.77358623411026,3.830729730103642,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2026,WR,limited_history,473,3.116008776688425,3.1080747272695333,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_v1,v2_locked_final_dk_20260826T213404Z_d0eb552b,2026,TE,limited_history,206,2.2740506455313154,2.2705602334772683,conditional_ppg_projection_only
