league,scope,period,method,rows,rmse,rmse_delta,mae,mae_delta,mean_season_rmse_delta,season_wins,seasons,bootstrap_low,bootstrap_high
dk,all,all_2017_2025,production,3696,3.107557601720993,0.0,2.4264401852291475,0.0,,,,,
dk,all,all_2017_2025,te_pff_mtf,3696,3.105702798594713,-0.001854803126279947,2.42439254279555,-0.002047642433597563,-0.0018857384324846788,7.0,9.0,-0.003321833585584836,-0.0005929126680084265
dk,all,all_2017_2025,te_pff_mtf__te_route,3696,3.106484262929681,-0.0010733387913117731,2.4249547168830228,-0.0014854683461247298,-0.0010956145944003045,7.0,9.0,-0.0017795819270536406,-0.0003905297357000354
dk,all,all_2017_2025,te_pff_opportunity_control,3696,3.1069347186827194,-0.000622883038273514,2.4256216402263924,-0.0008185450027551333,-0.0006505951555326739,5.0,9.0,-0.0020723722844453204,0.0006906315151168722
dk,all,all_2017_2025,te_pff_opportunity_control__te_route,3696,3.1074864412575343,-7.116046345867488e-05,2.425622513028248,-0.0008176722008994552,-9.1939275033543e-05,4.0,9.0,-0.0004915047299982057,0.00033805681624296226
dk,all,all_2017_2025,te_pff_yac,3696,3.105865499478192,-0.0016921022428011412,2.4247735001252724,-0.0016666851038751318,-0.0017225045446764595,7.0,9.0,-0.0033544922542827816,-0.00032772990182428074
dk,all,all_2017_2025,te_pff_yac__te_route,3696,3.106353007086812,-0.0012045946341809888,2.4250417309154852,-0.0013984543136622563,-0.0012156431928385361,8.0,9.0,-0.0020393087905561562,-0.0004332706070193356
dk,all,development_2017_2022,production,2459,3.1187597146275183,0.0,2.4335259930392987,0.0,,,,,
dk,all,development_2017_2022,te_pff_mtf,2459,3.117016227907688,-0.0017434867198304893,2.432000626357357,-0.0015253666819416978,-0.0018857384324846788,7.0,9.0,-0.003321833585584836,-0.0005929126680084265
dk,all,development_2017_2022,te_pff_mtf__te_route,2459,3.1178485922924204,-0.0009111223350979358,2.4320066664429594,-0.0015193265963393543,-0.0010956145944003045,7.0,9.0,-0.0017795819270536406,-0.0003905297357000354
dk,all,development_2017_2022,te_pff_opportunity_control,2459,3.1180766757341907,-0.0006830388933276588,2.433422372818999,-0.00010362022029974938,-0.0006505951555326739,5.0,9.0,-0.0020723722844453204,0.0006906315151168722
dk,all,development_2017_2022,te_pff_opportunity_control__te_route,2459,3.118728703656814,-3.1010970704237195e-05,2.4327548147318865,-0.0007711783074122458,-9.1939275033543e-05,4.0,9.0,-0.0004915047299982057,0.00033805681624296226
dk,all,development_2017_2022,te_pff_yac,2459,3.1169498767299944,-0.0018098378975239804,2.4319782315949388,-0.001547761444359974,-0.0017225045446764595,7.0,9.0,-0.0033544922542827816,-0.00032772990182428074
dk,all,development_2017_2022,te_pff_yac__te_route,2459,3.117630647288654,-0.0011290673388644201,2.431753334871174,-0.0017726581681247744,-0.0012156431928385361,8.0,9.0,-0.0020393087905561562,-0.0004332706070193356
dk,all,temporal_2023_2025,production,1237,3.0851684232481187,0.0,2.4123544929048446,0.0,,,,,
dk,all,temporal_2023_2025,te_pff_mtf,1237,3.0830898415891306,-0.00207858165898811,2.4092686321419654,-0.0030858607628792,-0.0018857384324846788,7.0,9.0,-0.003321833585584836,-0.0005929126680084265
dk,all,temporal_2023_2025,te_pff_mtf__te_route,1237,3.08376903861831,-0.0013993846298085977,2.410936330490232,-0.001418162414612567,-0.0010956145944003045,7.0,9.0,-0.0017795819270536406,-0.0003905297357000354
dk,all,temporal_2023_2025,te_pff_opportunity_control,1237,3.0846663968111625,-0.0005020264369561822,2.4101147675948495,-0.0022397253099950554,-0.0006505951555326739,5.0,9.0,-0.0020723722844453204,0.0006906315151168722
dk,all,temporal_2023_2025,te_pff_opportunity_control__te_route,1237,3.0850165772818845,-0.00015184596623418756,2.4114443967071097,-0.0009100961977348554,-9.1939275033543e-05,4.0,9.0,-0.0004915047299982057,0.00033805681624296226
dk,all,temporal_2023_2025,te_pff_yac,1237,3.0837128344782756,-0.0014555887698430858,2.4104514025635035,-0.0019030903413410627,-0.0017225045446764595,7.0,9.0,-0.0033544922542827816,-0.00032772990182428074
dk,all,temporal_2023_2025,te_pff_yac__te_route,1237,3.083812001771138,-0.0013564214769807847,2.411699908662422,-0.0006545842424228177,-0.0012156431928385361,8.0,9.0,-0.0020393087905561562,-0.0004332706070193356
dk,te,all_2017_2025,production,802,2.277385145737358,0.0,1.7867292046144223,0.0,,,,,
dk,te,all_2017_2025,te_pff_mtf,802,2.2706266972564304,-0.006758448480927548,1.7798834552287917,-0.006845749385630651,-0.006749322212853182,7.0,9.0,-0.010785553319978604,-0.002482461092132025
dk,te,all_2017_2025,te_pff_mtf__te_route,802,2.2706266972564304,-0.006758448480927548,1.7798834552287917,-0.006845749385630651,-0.006749322212853182,7.0,9.0,-0.010704265699739245,-0.002568652601912984
dk,te,all_2017_2025,te_pff_opportunity_control,802,2.2769376212880945,-0.0004475244492634367,1.78296097960878,-0.003768225005642334,-0.0006052825559566482,4.0,9.0,-0.0030223615113435546,0.0020272251947642092
dk,te,all_2017_2025,te_pff_opportunity_control__te_route,802,2.2769376212880945,-0.0004475244492634367,1.78296097960878,-0.003768225005642334,-0.0006052825559566482,4.0,9.0,-0.0030302502072721907,0.0020096474322152977
dk,te,all_2017_2025,te_pff_yac,802,2.2697990035658733,-0.007586142171484678,1.780284457552955,-0.006444747061467249,-0.007447887286881011,8.0,9.0,-0.012472261969178665,-0.002654317850916597
dk,te,all_2017_2025,te_pff_yac__te_route,802,2.2697990035658733,-0.007586142171484678,1.780284457552955,-0.006444747061467249,-0.007447887286881011,8.0,9.0,-0.012464432018843449,-0.0026435712995115414
dk,te,development_2017_2022,production,533,2.2799612416736115,0.0,1.7849891791642951,0.0,,,,,
dk,te,development_2017_2022,te_pff_mtf,533,2.274204886100462,-0.005756355573149463,1.7779797530847457,-0.007009426079549463,-0.006749322212853182,7.0,9.0,-0.010785553319978604,-0.002482461092132025
dk,te,development_2017_2022,te_pff_mtf__te_route,533,2.274204886100462,-0.005756355573149463,1.7779797530847457,-0.007009426079549463,-0.006749322212853182,7.0,9.0,-0.010704265699739245,-0.002568652601912984
dk,te,development_2017_2022,te_pff_opportunity_control,533,2.279765529602395,-0.00019571207121638068,1.7814313415321616,-0.003557837632133465,-0.0006052825559566482,4.0,9.0,-0.0030223615113435546,0.0020272251947642092
dk,te,development_2017_2022,te_pff_opportunity_control__te_route,533,2.279765529602395,-0.00019571207121638068,1.7814313415321616,-0.003557837632133465,-0.0006052825559566482,4.0,9.0,-0.0030302502072721907,0.0020096474322152977
dk,te,development_2017_2022,te_pff_yac,533,2.272826026116041,-0.007135215557570351,1.7768110057394924,-0.00817817342480276,-0.007447887286881011,8.0,9.0,-0.012472261969178665,-0.002654317850916597
dk,te,development_2017_2022,te_pff_yac__te_route,533,2.272826026116041,-0.007135215557570351,1.7768110057394924,-0.00817817342480276,-0.007447887286881011,8.0,9.0,-0.012464432018843449,-0.0026435712995115414
dk,te,temporal_2023_2025,production,269,2.2722722102827273,0.0,1.7901769130341905,0.0,,,,,
dk,te,temporal_2023_2025,te_pff_mtf,269,2.2635201213045564,-0.008752088978170924,1.7836554747186677,-0.006521438315522765,-0.006749322212853182,7.0,9.0,-0.010785553319978604,-0.002482461092132025
dk,te,temporal_2023_2025,te_pff_mtf__te_route,269,2.2635201213045564,-0.008752088978170924,1.7836554747186677,-0.006521438315522765,-0.006749322212853182,7.0,9.0,-0.010704265699739245,-0.002568652601912984
dk,te,temporal_2023_2025,te_pff_opportunity_control,269,2.271323968388126,-0.0009482418946014093,1.7859918238275077,-0.004185089206682813,-0.0006052825559566482,4.0,9.0,-0.0030223615113435546,0.0020272251947642092
dk,te,temporal_2023_2025,te_pff_opportunity_control__te_route,269,2.271323968388126,-0.0009482418946014093,1.7859918238275077,-0.004185089206682813,-0.0006052825559566482,4.0,9.0,-0.0030302502072721907,0.0020096474322152977
dk,te,temporal_2023_2025,te_pff_yac,269,2.2637892675055986,-0.008482942777128688,1.7871667988785145,-0.0030101141556759803,-0.007447887286881011,8.0,9.0,-0.012472261969178665,-0.002654317850916597
dk,te,temporal_2023_2025,te_pff_yac__te_route,269,2.2637892675055986,-0.008482942777128688,1.7871667988785145,-0.0030101141556759803,-0.007447887286881011,8.0,9.0,-0.012464432018843449,-0.0026435712995115414
dk,non_te,all_2017_2025,production,2894,3.3008760754574014,0.0,2.603720145993836,0.0,,,,,
dk,non_te,all_2017_2025,te_pff_mtf,2894,3.299936807080238,-0.0009392683771634047,2.6030021793638087,-0.0007179666300274334,-0.0009572782663437431,5.0,9.0,-0.002278940614834976,8.20909092506107e-05
dk,non_te,all_2017_2025,te_pff_mtf__te_route,2894,3.3008760754574014,0.0,2.603720145993836,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,all_2017_2025,te_pff_opportunity_control,2894,3.3002127307058804,-0.0006633447515209667,2.6037190313166922,-1.1146771439207726e-06,-0.0006812161771984688,6.0,9.0,-0.0023199890837043557,0.0008563646394963295
dk,non_te,all_2017_2025,te_pff_opportunity_control__te_route,2894,3.3008760754574014,0.0,2.603720145993836,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,all_2017_2025,te_pff_yac,2894,3.300290151996446,-0.0005859234609553177,2.6033775817227154,-0.00034256427112078214,-0.0006102485479825405,5.0,9.0,-0.0019878019837973942,0.00043862772015730074
dk,non_te,all_2017_2025,te_pff_yac__te_route,2894,3.3008760754574014,0.0,2.603720145993836,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,development_2017_2022,production,1926,3.313587092806976,0.0,2.613001653369194,0.0,,,,,
dk,non_te,development_2017_2022,te_pff_mtf,1926,3.3125871390282824,-0.000999953778693552,2.612993941754191,-7.711615003014316e-06,-0.0009572782663437431,5.0,9.0,-0.002278940614834976,8.20909092506107e-05
dk,non_te,development_2017_2022,te_pff_mtf__te_route,1926,3.313587092806976,0.0,2.613001653369194,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,development_2017_2022,te_pff_opportunity_control,1926,3.312803566475169,-0.0007835263318067831,2.613853951051546,0.0008522976823521766,-0.0006812161771984688,6.0,9.0,-0.0023199890837043557,0.0008563646394963295
dk,non_te,development_2017_2022,te_pff_opportunity_control__te_route,1926,3.313587092806976,0.0,2.613001653369194,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,development_2017_2022,te_pff_yac,1926,3.312769314739582,-0.000817778067394137,2.6132887878675,0.00028713449830597426,-0.0006102485479825405,5.0,9.0,-0.0019878019837973942,0.00043862772015730074
dk,non_te,development_2017_2022,te_pff_yac__te_route,1926,3.313587092806976,0.0,2.613001653369194,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,temporal_2023_2025,production,968,3.275438644336195,0.0,2.5852530145837767,0.0,,,,,
dk,non_te,temporal_2023_2025,te_pff_mtf,968,3.2746214810547807,-0.0008171632814142349,2.583121875268895,-0.002131139314881736,-0.0009572782663437431,5.0,9.0,-0.002278940614834976,8.20909092506107e-05
dk,non_te,temporal_2023_2025,te_pff_mtf__te_route,968,3.275438644336195,0.0,2.5852530145837767,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,temporal_2023_2025,te_pff_opportunity_control,968,3.2750171637338443,-0.00042148060235058793,2.5835538914310217,-0.001699123152755,-0.0006812161771984688,6.0,9.0,-0.0023199890837043557,0.0008563646394963295
dk,non_te,temporal_2023_2025,te_pff_opportunity_control__te_route,968,3.275438644336195,0.0,2.5852530145837767,0.0,0.0,0.0,9.0,0.0,0.0
dk,non_te,temporal_2023_2025,te_pff_yac,968,3.27531933287824,-0.00011931145795474052,2.583657557926377,-0.0015954566573994633,-0.0006102485479825405,5.0,9.0,-0.0019878019837973942,0.00043862772015730074
dk,non_te,temporal_2023_2025,te_pff_yac__te_route,968,3.275438644336195,0.0,2.5852530145837767,0.0,0.0,0.0,9.0,0.0,0.0
