period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,ppg_weight,component_rank_weight,raw_component_weight,recency_half_life,total_match_weight,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all_2017_2025,component_rank_w150,1620.0,2.3439399696932,3.2489726501601033,-1.650863018316375,0.7765432098765432,0.6316185573611282,0.19795266928714012,26.76925587897789,36.40614801765077,-17.12804327698489,0.7660493827160494,0.6176120843875236,0.1740671359693471,0.3549382716049383,0.1992134650600165,0.2544996570541224,0.5078560432702309,0.18395061728395062,0.09811882982009346,0.15724078064648206,0.5467387220907919,0.16913580246913582,0.09175739310780473,0.1345409113227579,0.739859112157135,0.02654320987654321,0.044526088625210195,0.025198867186340377,0.7461768739585023,0.5535629481411554,0.06797477850766621,0.7946762339230301,60.53498841219831,0.05000000000000002,1.5141719737772943,2.2830915086212555,0.13485649512934567,0.908641975308642,0.12777777777777777,0.12151723485821077,0.1081890084906051,0.6004629202266053,5.673620873492846,0.3596681724453768,0.1721830843320034,1.5,1.5,0.0,12.0,61.25,13,16,13,13
all_2017_2025,ppg225_component_rank150,1620.0,2.3454423845430035,3.2492005276563822,-1.6520883128542736,0.7679012345679013,0.6323924415006698,0.19917969261062152,26.793413009227095,36.431535001717755,-17.160949655652328,0.7549382716049383,0.6177875994729957,0.17577500084375047,0.3549382716049383,0.1973993423094213,0.2548312820322169,0.5105088412731433,0.18395061728395062,0.09754945056896228,0.1571373817897296,0.5501299637522972,0.16913580246913582,0.09096517253471251,0.13468615221328778,0.7386199715838223,0.02654320987654321,0.04374588135530452,0.025307315872457194,0.7353084307855657,0.5502375313202766,0.06485805222735086,0.8282667331906456,59.65776831101165,0.050000000000000024,1.5176233077668038,2.2875171610347556,0.12849294453744747,0.9117283950617284,0.12777777777777777,0.12161202466021274,0.1084897242650849,0.5949789908065547,5.658405484205758,0.3611233272102524,0.17075364043526423,2.25,1.5,0.0,12.0,64.25,13,16,13,13
all_2017_2025,ppg225_component_rank150_raw100,1620.0,2.347791890877797,3.249000847475972,-1.652737388046906,0.7623456790123457,0.6325087387480518,0.1964648633712744,26.81222912632564,36.43315632660784,-17.20667179123724,0.7518518518518519,0.6181137115813637,0.1748684367969534,0.3549382716049383,0.1956004298477974,0.2553232888526165,0.5132631578947369,0.18395061728395062,0.09700138043018681,0.1572483984248731,0.5498228228533135,0.16913580246913582,0.08944137790988824,0.1351045100010546,0.736537564668496,0.02654320987654321,0.04315912223688679,0.025428716220430084,0.7321673474804973,0.5478914549727338,0.056169276315298305,0.8638195159546543,58.730614623175434,0.050000000000000024,1.5206250611112895,2.294142592124633,0.11677119688527322,0.9098765432098765,0.12777777777777777,0.1219371928467604,0.10892096603748341,0.5923566878980892,5.6442882402551655,0.3636596055800968,0.1703249052343935,2.25,1.5,1.0,12.0,70.25,15,18,14,14
all_2017_2025,ppg300_component_rank200_raw150,1620.0,2.3492238867211617,3.2489549578541648,-1.6533455386916187,0.7574074074074074,0.6325366705521721,0.1975649384503002,26.810208889962464,36.42779196069578,-17.227909448418135,0.7561728395061729,0.6183500242209139,0.17346675748883356,0.3549382716049383,0.19481714584141288,0.2558417238805195,0.5140886207613896,0.18395061728395062,0.09661077173907644,0.15771735509385817,0.5396922498959275,0.16913580246913582,0.088892950706793,0.135362112857067,0.7338965954816108,0.02654320987654321,0.0420470089378416,0.025337581584600907,0.7417306926604829,0.5430503002469673,0.045753428442798456,0.8735293763280935,57.42558672988421,0.050000000000000024,1.5222082948854736,2.2981653491191154,0.11028340210772263,0.9080246913580247,0.12777777777777777,0.12203827216010489,0.1090059117021865,0.5966166480336147,5.630838800935613,0.3657635933061031,0.16953298066967035,3.0,2.0,1.5,12.0,79.25,15,18,14,14
all_2017_2025,ppg_w225,1620.0,2.3454255973163893,3.2490969526773217,-1.6525046253699491,0.7654320987654321,0.632538624560425,0.198760487840986,26.793698826712923,36.44201200976634,-17.17850064656283,0.7549382716049383,0.6178253621781716,0.17399737245983116,0.3549382716049383,0.1968744532500247,0.255090261291547,0.5116854587060536,0.18395061728395062,0.097280315546331,0.15731529234432198,0.5493075368822914,0.16913580246913582,0.09069288289053411,0.134721542940241,0.7398930054988557,0.02654320987654321,0.043827454658681486,0.02539199891505873,0.7289304095205793,0.5491905006272061,0.06138737683194146,0.8320433925043267,60.11972891460683,0.050000000000000024,1.5186838123027293,2.2889423035875387,0.12887659775803037,0.9123456790123456,0.12777777777777777,0.12168324549222247,0.10852862972952083,0.5954131922007857,5.663198104908006,0.3603678099320628,0.1710229672770703,2.25,1.0,0.0,12.0,61.25,13,16,13,13
all_2017_2025,ppg_w300,1620.0,2.3472175706657965,3.249074708585202,-1.6530590692788938,0.7641975308641975,0.6327714665288418,0.19858053128724001,26.797440510920193,36.437888430496415,-17.18398964272331,0.7506172839506173,0.6179679353174451,0.1743498685068366,0.3549382716049383,0.19560815373674648,0.2555264892874829,0.5119500728104847,0.18395061728395062,0.09698282835296036,0.15760357439917988,0.5440861415995695,0.16913580246913582,0.08956132038988489,0.13504439714323083,0.7387718137547316,0.02654320987654321,0.042860519557581064,0.02541099254348221,0.7291073719603014,0.5481439201297009,0.05916440861881703,0.8479201235214143,59.19064851289933,0.050000000000000024,1.5210425199026547,2.2912856908607355,0.12789434624011933,0.9098765432098765,0.12777777777777777,0.12158379648905279,0.10869472707077005,0.5954234489266337,5.651963337964355,0.3616181795457918,0.1700171872513488,3.0,1.0,0.0,12.0,64.25,13,16,13,13
all_2017_2025,production,1620.0,2.3438276440434405,3.2489918024670397,-1.6510708666456706,0.7722222222222223,0.631537821759053,0.19857617303042407,26.772312389265565,36.42164376335203,-17.13854052826402,0.762962962962963,0.6175513594219274,0.1746367390274517,0.3549382716049383,0.19913713654213755,0.25432862848593946,0.511657166631995,0.18395061728395062,0.09792734931422252,0.15725693636149138,0.5489547056016408,0.16913580246913582,0.09176599925998369,0.13460334247369776,0.7409138729514865,0.02654320987654321,0.044583501395537316,0.025351829912944403,0.7356623556650101,0.5506153089067974,0.06353031825713379,0.8012399821203037,61.08784211522414,0.050000000000000024,1.5158156297030325,2.285608207008276,0.13444883041971661,0.9092592592592592,0.12777777777777777,0.12160055538447129,0.10820026225604157,0.600175731902862,5.676644204785133,0.3591332807495283,0.17222334178197166,1.5,1.0,0.0,12.0,58.25,13,16,13,13
all_2017_2025,raw_component_w100,1620.0,2.346219267046193,3.249046609185759,-1.652267425803018,0.7617283950617284,0.632531121544035,0.19875534778249732,26.791085738586162,36.41781967413536,-17.214553830606334,0.7549382716049383,0.6179827910464923,0.1744806729014416,0.3549382716049383,0.1966613143883778,0.2551671937586702,0.5122845849802371,0.18395061728395062,0.09705630209875997,0.15694544788297327,0.5571840510107727,0.16913580246913582,0.09040156117654269,0.13492226944514288,0.7373401590004447,0.02654320987654321,0.04392457511674491,0.025452083121296636,0.7319608913008214,0.5490565159351165,0.06483437978808919,0.8562396632803178,59.872568707865085,0.050000000000000024,1.519735274361068,2.294034958392715,0.11726099806297142,0.9098765432098765,0.12777777777777777,0.12230317907218069,0.1087279063367009,0.5929447401800397,5.658809983848005,0.36218444478323364,0.1714547429059781,1.5,1.0,1.0,12.0,64.25,15,18,14,14
development_2017_2022,component_rank_w150,1080.0,2.3504397598512825,3.24585800121982,-1.7595649962729432,0.7851851851851852,0.6412295219503557,0.2163184600934961,27.01277562794824,36.54233111631824,-17.747652691561747,0.7685185185185185,0.6256770401446381,0.19165972856193964,0.3611111111111111,0.20028557261834612,0.25817472610925113,0.4959531772575251,0.18518518518518517,0.10177262217378173,0.15824290367934019,0.5306306818181818,0.1712962962962963,0.09401698613043584,0.13489263970695411,0.7481987014947908,0.023148148148148147,0.04306162364349066,0.022886500974461287,0.7216682464454977,0.5490676545773331,0.047226901867295064,0.7821916589599301,60.170118895659655,0.05000000000000002,1.5110564239800328,2.2585956010573267,0.19623000344364672,0.9101851851851852,0.1287037037037037,0.12086413080590921,0.10951301921935713,0.5991941834417694,5.148444670309793,0.3880895023272178,0.12053341118259753,1.5,1.5,0.0,12.0,61.25,13,16,13,13
development_2017_2022,ppg225_component_rank150,1080.0,2.3505486859793967,3.2461027564384723,-1.7607955631981673,0.7777777777777778,0.6417292447890436,0.21644567936539977,27.022308147041038,36.567726366956656,-17.763711465133234,0.7583333333333333,0.6253333355454178,0.18764562563626802,0.3611111111111111,0.19891178024177106,0.25805331947600296,0.5021218877740616,0.18518518518518517,0.10115678110203119,0.15802502294541804,0.5363863636363636,0.1712962962962963,0.09333668934753345,0.13478161060575364,0.7508863052997131,0.023148148148148147,0.042680919916988316,0.023058918711291062,0.704132701421801,0.5441823496597944,0.041310820739729706,0.8026008557058725,59.28020915573296,0.050000000000000024,1.5131234580835708,2.2617947057421435,0.1890405126422237,0.912962962962963,0.1287037037037037,0.1210538067151097,0.10975506806424169,0.5954785587045772,5.127612579794093,0.39116857215782236,0.11938209626216105,2.25,1.5,0.0,12.0,64.25,13,16,13,13
development_2017_2022,ppg225_component_rank150_raw100,1080.0,2.353462645177488,3.246021690640729,-1.7614705575245853,0.775,0.6415300828985048,0.2161417560742122,27.053796450128498,36.578618929525575,-17.821377525974984,0.7546296296296297,0.6260112151269988,0.18984211099758608,0.3611111111111111,0.19742314683357734,0.2587542425798681,0.500163507989595,0.18518518518518517,0.10060560454601142,0.15813811946896703,0.5363977272727273,0.1712962962962963,0.09201828985374114,0.13534521565033666,0.7455654537218783,0.023148148148148147,0.04190851752994636,0.02315336936282798,0.6936872037914692,0.5423442112459869,0.027725113314092727,0.8365975937180183,58.32591572417242,0.050000000000000024,1.51648984283058,2.270267708851383,0.17914878433012796,0.9101851851851852,0.1287037037037037,0.12105097629918088,0.11011482036776377,0.5935978103808133,5.10963540117239,0.3944962073499865,0.11921345572127583,2.25,1.5,1.0,12.0,70.25,15,18,14,14
development_2017_2022,ppg300_component_rank200_raw150,1080.0,2.3541461717398082,3.2459449286018547,-1.7618049707784524,0.7685185185185185,0.6417190020733216,0.2155326959481053,27.0374931493555,36.56198029912021,-17.843036490039562,0.7601851851851852,0.6261673254880517,0.18838663749696938,0.3611111111111111,0.19664750971133457,0.25903311552141617,0.5057822370865849,0.18518518518518517,0.10010245857078816,0.15855639654067816,0.5286079545454545,0.1712962962962963,0.09133943661812324,0.13542329038516587,0.7450822889929035,0.023148148148148147,0.041142312537681046,0.02296282034409658,0.7250805687203792,0.5388973313946358,0.021600917772467986,0.8445487217034845,56.98035926083073,0.05000000000000002,1.5170465630737395,2.2745632850041964,0.17192902314534453,0.9083333333333333,0.1287037037037037,0.12110840001840367,0.11012015891547622,0.5988424987958624,5.094248530804087,0.39744644019708314,0.11889814627762894,3.0,2.0,1.5,12.0,79.25,15,18,14,14
development_2017_2022,ppg_w225,1080.0,2.350511287231789,3.2461467107639064,-1.7612845693767223,0.775,0.641904624398961,0.2170148577320164,27.027058030965307,36.58215208206099,-17.782350123360143,0.7574074074074074,0.6254759071092979,0.18708424719597466,0.3611111111111111,0.19843010702412126,0.25832598102765486,0.5030657748049052,0.18518518518518517,0.10085926079048932,0.1581720926247332,0.5366363636363637,0.1712962962962963,0.09317397608774122,0.13501431725362062,0.7494851275856862,0.023148148148148147,0.04276749347165002,0.023155953213449588,0.692568720379147,0.5430238191975095,0.035158113894892644,0.8046387318800365,59.724167599494734,0.050000000000000024,1.5135126350784074,2.2620493584807493,0.19129916765021485,0.9157407407407407,0.1287037037037037,0.12104915150004597,0.10976066316957092,0.596870006651427,5.126774207922695,0.3907440341405676,0.11927606622267527,2.25,1.0,0.0,12.0,61.25,13,16,13,13
development_2017_2022,ppg_w300,1080.0,2.351848403881213,3.2461352881159478,-1.7617395293662126,0.7731481481481481,0.6422484291744869,0.21877511406351424,27.013450349880266,36.56923979646231,-17.77847471124651,0.7537037037037037,0.6256818816345332,0.18795203406064337,0.3611111111111111,0.1970839052213537,0.2585661942405564,0.5060943887030843,0.18518518518518517,0.10042468463466234,0.15839401362061528,0.5337045454545455,0.1712962962962963,0.09208047524760345,0.13515949532163918,0.7491589913936283,0.023148148148148147,0.04181815916746285,0.02314337553071517,0.6935734597156398,0.5416994067433567,0.02910747808711541,0.8141500319314623,58.74311775616243,0.050000000000000024,1.5149125802065497,2.2632501397201352,0.19198953409797448,0.9111111111111111,0.1287037037037037,0.12072598569683277,0.10994730313602684,0.5978333167684768,5.113968204980271,0.392805950228198,0.11853869698054877,3.0,1.0,0.0,12.0,64.25,13,16,13,13
development_2017_2022,production,1080.0,2.3496423404695745,3.245981778044506,-1.7598247618048564,0.7805555555555556,0.6406793914049371,0.21401329765857385,27.004165859730616,36.55110203995711,-17.750594103841486,0.7657407407407407,0.6251422072910101,0.18896141118443627,0.3611111111111111,0.2003511850161207,0.2575244103513737,0.5052322556670382,0.18518518518518517,0.10158966047982514,0.15828435251485673,0.5320227272727273,0.1712962962962963,0.09421105284051634,0.1347749856428415,0.7517499622527556,0.023148148148148147,0.04316812447530251,0.023096977916230766,0.7072985781990522,0.5456351971761322,0.042728098284644536,0.7885643106804027,60.719032853284496,0.050000000000000024,1.5104946293507457,2.2581668972920506,0.19594625825361603,0.9092592592592592,0.1287037037037037,0.12093930739631813,0.10942236577412864,0.6022370201607046,5.147314426790402,0.38791524775374414,0.12028954139451897,1.5,1.0,0.0,12.0,58.25,13,16,13,13
development_2017_2022,raw_component_w100,1080.0,2.352079057511246,3.2460713280794296,-1.7609837829301365,0.775,0.6415009655315946,0.21806453861457553,27.028397489548958,36.55859998420218,-17.820461640464103,0.7592592592592593,0.6256726904024946,0.18978673694829568,0.3611111111111111,0.1982377148213952,0.25850652323929846,0.5024080267558528,0.18518518518518517,0.10088847809301503,0.15784688883642387,0.5421363636363636,0.1712962962962963,0.09267323195787315,0.1352488741238782,0.7471387588706024,0.023148148148148147,0.0426883890852523,0.02313730386817553,0.704,0.5459788211007112,0.04389408960589149,0.8351577520470045,59.487819955435576,0.050000000000000024,1.5150442900032397,2.26751136652389,0.18191615996790925,0.9101851851851852,0.1287037037037037,0.1212998315778368,0.10996280011020405,0.5940259482106133,5.124795253240629,0.39209662103034015,0.11994915625613592,1.5,1.0,1.0,12.0,64.25,15,18,14,14
