year,target_year,training_through_year,feature,coefficient
2023,2023.0,2022.0,intercept,-0.7542936222798536
2023,2023.0,2022.0,pos__pos_QB,-0.03014238502623973
2023,2023.0,2022.0,pos__pos_RB,0.4889942919669966
2023,2023.0,2022.0,pos__pos_TE,-0.09553770884107424
2023,2023.0,2022.0,pos__pos_WR,-0.3633141980996833
2023,2023.0,2022.0,numeric__pred_salary,-0.829095318705568
2023,2023.0,2022.0,numeric__pred_salary_sq,-0.8439098539343158
2023,2023.0,2022.0,numeric__selection_rate,0.42708328305474863
2023,2023.0,2022.0,numeric__selection_x_salary,0.3377853927783697
2023,2023.0,2022.0,numeric__selection_x_QB,-0.291071579705913
2023,2023.0,2022.0,numeric__selection_x_RB,1.1507888143076603
2023,2023.0,2022.0,numeric__selection_x_TE,-0.17340481875322583
2024,2024.0,2023.0,intercept,-0.3199864070589949
2024,2024.0,2023.0,pos__pos_QB,-0.0011706058679534148
2024,2024.0,2023.0,pos__pos_RB,0.25240002821380997
2024,2024.0,2023.0,pos__pos_TE,0.002046660213962567
2024,2024.0,2023.0,pos__pos_WR,-0.2532760825598185
2024,2024.0,2023.0,numeric__pred_salary,-0.40003239967684556
2024,2024.0,2023.0,numeric__pred_salary_sq,-0.5192170522949003
2024,2024.0,2023.0,numeric__selection_rate,0.3745050904758898
2024,2024.0,2023.0,numeric__selection_x_salary,1.2247302646954161
2024,2024.0,2023.0,numeric__selection_x_QB,-0.21276989626871287
2024,2024.0,2023.0,numeric__selection_x_RB,0.5370910487644451
2024,2024.0,2023.0,numeric__selection_x_TE,0.03136999956210625
2025,2025.0,2024.0,intercept,-0.21480006043941913
2025,2025.0,2024.0,pos__pos_QB,0.28478016220583596
2025,2025.0,2024.0,pos__pos_RB,0.3095778073442372
2025,2025.0,2024.0,pos__pos_TE,-0.0062497856209113144
2025,2025.0,2024.0,pos__pos_WR,-0.5881081839291613
2025,2025.0,2024.0,numeric__pred_salary,-0.6256245257015074
2025,2025.0,2024.0,numeric__pred_salary_sq,-0.5877411770292705
2025,2025.0,2024.0,numeric__selection_rate,0.5516290268660602
2025,2025.0,2024.0,numeric__selection_x_salary,1.2761596741366685
2025,2025.0,2024.0,numeric__selection_x_QB,-0.3731184588641811
2025,2025.0,2024.0,numeric__selection_x_RB,0.2787851571089093
2025,2025.0,2024.0,numeric__selection_x_TE,-0.007063289591351202
