comparison,candidate,year,trial,roster_jaccard,roster_slots_changed,roster_changed,both_actual_cap_feasible,actual_points_effect,drafted_only_points_effect,actual_cap_feasible_effect,actual_cap_overage_effect,actual_salary_spend_effect,forecast_ev_effect,sampled_salary_spend_effect,decision_salary_spend_effect,point_salary_spend_effect,calibrated_point_salary_spend_effect,surcharge_spend_effect,actual_waiver_starts_effect,joint_feasible_actual_points_effect
blanket_285_minus_baseline_298,blanket_285,2022,83,0.5294117647058824,4,True,False,116.83984375,128.9000244140625,1.0,-8.0,-9.0,-9.8309326171875,-17.71038818359375,-17.71038818359375,-14.604600667953491,-14.604600667953491,0.0,-5.0,
blanket_285_minus_baseline_298,blanket_285,2022,84,0.7333333333333333,2,True,False,-69.1002197265625,-107.300048828125,0.0,-21.0,-21.0,-1.99560546875,-16.084228515625,-16.084228515625,-5.997783660888672,-5.997783660888672,0.0,1.0,
blanket_285_minus_baseline_298,blanket_285,2022,85,0.8571428571428571,1,True,False,-77.43994140625,-2.35986328125,0.0,-15.0,-15.0,-3.0810546875,-12.65869140625,-12.65869140625,-12.482102394104004,-12.482102394104004,0.0,9.0,
blanket_285_minus_baseline_298,blanket_285,2022,86,0.8571428571428571,1,True,False,-34.0,-31.9000244140625,0.0,-1.0,-1.0,-5.7108154296875,-11.9697265625,-11.9697265625,-11.974339008331299,-11.974339008331299,0.0,3.0,
blanket_285_minus_baseline_298,blanket_285,2022,87,0.7333333333333333,2,True,False,-120.60009765625,-68.10009765625,1.0,-4.0,-10.0,-9.40966796875,-11.207855224609375,-11.207855224609375,-13.041996002197266,-13.041996002197266,0.0,8.0,
blanket_285_minus_baseline_298,blanket_285,2022,88,0.7333333333333333,2,True,False,27.7000732421875,24.5999755859375,0.0,-3.0,-3.0,-15.24853515625,-12.754364013671875,-12.754364013671875,-7.789761543273926,-7.789761543273926,0.0,5.0,
blanket_285_minus_baseline_298,blanket_285,2022,89,0.7333333333333333,2,True,False,-30.2598876953125,18.300048828125,1.0,-23.0,-45.0,-8.64501953125,-28.53564453125,-28.53564453125,-26.916534900665283,-26.916534900665283,0.0,3.0,
blanket_285_minus_baseline_298,blanket_285,2022,90,0.625,3,True,False,-167.900146484375,-119.840087890625,1.0,-38.0,-52.0,-2.814697265625,-12.391021728515625,-12.391021728515625,-10.01249361038208,-10.01249361038208,0.0,13.0,
blanket_285_minus_baseline_298,blanket_285,2022,91,0.4444444444444444,5,True,False,104.0799560546875,-15.179931640625,0.0,-11.0,-11.0,1.8992919921875,-7.3289794921875,-7.3289794921875,-9.180678844451904,-9.180678844451904,0.0,-8.0,
blanket_285_minus_baseline_298,blanket_285,2022,92,0.8571428571428571,1,True,False,-6.0,0.4000244140625,0.0,-11.0,-11.0,-17.9085693359375,-12.255828857421875,-12.255828857421875,-17.659677505493164,-17.659677505493164,0.0,4.0,
blanket_285_minus_baseline_298,blanket_285,2022,93,0.625,3,True,True,2.599853515625,-63.320068359375,0.0,0.0,7.0,8.3980712890625,-22.44140625,-22.44140625,-13.858803749084473,-13.858803749084473,0.0,4.0,2.599853515625
blanket_285_minus_baseline_298,blanket_285,2022,94,0.7333333333333333,2,True,False,-134.300048828125,-149.5999755859375,0.0,-16.0,-16.0,-17.73095703125,-11.475128173828125,-11.475128173828125,-15.071331024169922,-15.071331024169922,0.0,10.0,
blanket_285_minus_baseline_298,blanket_285,2022,95,0.5294117647058824,4,True,False,-65.4000244140625,-12.60009765625,0.0,-22.0,-22.0,26.2227783203125,-14.038909912109375,-14.038909912109375,-16.381922960281372,-16.381922960281372,0.0,4.0,
blanket_285_minus_baseline_298,blanket_285,2022,96,0.4444444444444444,5,True,False,-129.0999755859375,-134.5,0.0,-18.0,-18.0,14.7669677734375,-13.701629638671875,-13.701629638671875,-11.101976871490479,-11.101976871490479,0.0,13.0,
blanket_285_minus_baseline_298,blanket_285,2022,97,0.7333333333333333,2,True,False,-16.699951171875,-52.5001220703125,0.0,-25.0,-25.0,-15.9019775390625,-12.882965087890625,-12.882965087890625,-18.93431830406189,-18.93431830406189,0.0,3.0,
blanket_285_minus_baseline_298,blanket_285,2022,98,0.7333333333333333,2,True,False,-109.9000244140625,-106.900146484375,1.0,-31.0,-40.0,-48.1519775390625,-17.388214111328125,-17.388214111328125,-30.337499618530273,-30.337499618530273,0.0,8.0,
blanket_285_minus_baseline_298,blanket_285,2022,99,0.625,3,True,True,13.7999267578125,-20.300048828125,0.0,0.0,-18.0,-13.533447265625,-11.594940185546875,-11.594940185546875,-9.383148193359375,-9.383148193359375,0.0,1.0,13.7999267578125
blanket_285_minus_baseline_298,blanket_285,2022,100,0.7333333333333333,2,True,False,-10.699951171875,-32.0999755859375,0.0,-13.0,-13.0,-18.6163330078125,-13.52557373046875,-13.52557373046875,-16.897541522979736,-16.897541522979736,0.0,1.0,
blanket_285_minus_baseline_298,blanket_285,2022,101,0.8571428571428571,1,True,False,-15.60009765625,-11.0999755859375,1.0,-3.0,-23.0,-15.9324951171875,-16.785552978515625,-16.785552978515625,-15.726251602172852,-15.726251602172852,0.0,0.0,
blanket_285_minus_baseline_298,blanket_285,2022,102,0.7333333333333333,2,True,False,19.5,-12.5999755859375,0.0,-31.0,-31.0,-22.7677001953125,-13.5677490234375,-13.5677490234375,-14.438729047775269,-14.438729047775269,0.0,-3.0,
blanket_285_minus_baseline_298,blanket_285,2022,103,0.625,3,True,True,104.2001953125,43.3001708984375,0.0,0.0,1.0,-10.49169921875,-7.667999267578125,-7.667999267578125,-14.385326385498047,-14.385326385498047,0.0,-4.0,104.2001953125
blanket_285_minus_baseline_298,blanket_285,2022,104,0.625,3,True,False,-37.2001953125,-83.9000244140625,0.0,-4.0,-4.0,-13.044189453125,-13.33087158203125,-13.33087158203125,-15.886856079101562,-15.886856079101562,0.0,15.0,
blanket_285_minus_baseline_298,blanket_285,2022,105,0.7333333333333333,2,True,False,130.4801025390625,124.2601318359375,0.0,9.0,9.0,-13.29638671875,-6.50360107421875,-6.50360107421875,-3.4832019805908203,-3.4832019805908203,0.0,-12.0,
blanket_285_minus_baseline_298,blanket_285,2022,106,0.5294117647058824,4,True,True,107.699951171875,74.099853515625,0.0,0.0,9.0,-29.9976806640625,-11.170745849609375,-11.170745849609375,-8.868356227874756,-8.868356227874756,0.0,-14.0,107.699951171875
