run_id,target_version,league,scoring_hash,feature_run_id,created_at,validation_start_origin,validation_end_origin,current_origin,forecast_target_season,training_origin_embargo,primary_residual_method,primary_participation_method,runtime_seconds,status,parameter_cache_hits,parameter_cache_entries
v2_next_year_nffc_20260828T223059Z_d8110a9b,v2_next_year_expert_residual_v1,nffc,e769f60ca6d28bd0441da49c3b9ae78a781478069d768702e75629bd01d379ea,milestone_3_20260828T220311Z_73c0c530,2026-08-28T22:31:20+00:00,2017,2024,2026,2027,1,next_residual_primary_blend,next_participation_lightgbm,21.49534099997254,shadow,5,5
