year,pos,selected_slots,player_origins,mean_salary_residual,median_salary_residual,positive_residual_rate,mean_predicted_salary,mean_actual_salary,mean_scenario_center_shift,mean_actual_minus_scenario
2022,QB,986,13,-2.6657637060851926,-2.957929,0.1308316430020284,14.538988858215012,11.873225152129818,-1.154097240479788,-1.511666465605405
2022,RB,5238,35,4.351770283447881,4.3183229999999995,0.6996945399007255,31.42638931945399,35.77815960290187,-0.47364358680196206,4.825413870249843
2022,TE,1641,13,-1.5047899678854355,-2.3429623,0.307739183424741,16.204363398720293,14.699573430834857,-0.7189249461497365,-0.785865021735699
2022,WR,4217,49,-2.1670103905145837,-2.6724619999999994,0.3096988380365189,22.69629661294759,20.529286222433008,-1.5094482024856983,-0.6575621880288849
2023,QB,912,12,-0.45685310942982466,-0.07966600000000312,0.4418859649122807,13.111458372587721,12.654605263157896,0.05315637444742721,-0.5100094838772519
2023,RB,3103,39,0.9192059577827906,-0.5313900000000018,0.4933934901708025,38.593845927489525,39.51305188527232,0.5148777673700213,0.40432819041276935
2023,TE,1500,14,3.0197841703999995,0.38709799999999994,0.6186666666666667,14.07288249626667,17.092666666666666,-0.38699971880494693,3.4067838892049465
2023,WR,6558,55,2.0413145387770664,0.9092139999999986,0.5556572125648064,23.191378355397983,25.232692894175052,-2.4679150429247985,4.509229581701865
2024,QB,998,13,-0.8209066236472944,-1.7459199999999981,0.39579158316633267,24.46920321683367,23.648296593186373,-0.2012435271248542,-0.6196630965224401
2024,RB,3019,41,0.5588442425306396,-1.0205134999999999,0.3683338853925141,21.317604912818812,21.876449155349455,0.5825328629205601,-0.02368862038992052
2024,TE,1943,12,1.8243098206896555,2.294536,0.7153885743695316,13.698592907050951,15.522902727740608,-0.3424907966235725,2.166800617313228
2024,WR,6825,53,2.2262574578168497,0.7796859999999981,0.5547252747252748,26.916892725333334,29.143150183150183,-1.1581160098823924,3.384373467699242
2025,QB,990,19,1.4529150247474754,0.1426725000000002,0.5373737373737374,16.390519318686867,17.843434343434343,0.7341304503308264,0.7187845744166491
2025,RB,3246,47,0.12908719849044897,-1.5427099999999996,0.3394947627849661,33.99383331906962,34.122920517560075,0.740334400174985,-0.6112472016845361
2025,TE,1761,14,-0.9804864470755248,-0.9934239999999992,0.36229415105053947,10.698260439125498,9.717773992049972,0.03212540754821859,-1.0126118546237435
2025,WR,6962,47,2.6600944325768454,1.3723719999999986,0.5856075840275783,22.159066728009194,24.819161160586038,-1.4551810259219244,4.11527545849877
