predicted_salary_tier,selected_slots,player_origins,mean_salary_residual,median_salary_residual,positive_residual_rate,mean_predicted_salary,mean_actual_salary,mean_scenario_center_shift,mean_actual_minus_scenario
$1-5,5395,118,-0.47546858517145496,-0.6892645000000002,0.271177015755329,2.8131886963855424,2.3377201112140873,-0.0025802273870442175,-0.4728883577844108
$6-15,18033,129,1.6539105004491768,0.12987760000000037,0.5067931015360727,10.371709196772585,12.02561969722176,-0.9606069490661808,2.614517449515358
$16-30,13462,99,0.9135681565889169,0.3460390000000011,0.5153766156588917,21.545873233991976,22.459441390580896,-1.164367325031097,2.077935481620014
$31-50,6764,56,0.6714738060319337,0.36854999999999905,0.5167060910703726,38.64017610526316,39.31164991129509,-0.4099955153737134,1.0814693214056472
$51+,6245,74,3.6937873593274624,3.0348199999999963,0.6578062449959968,72.26938317710169,75.96317053642915,-0.7133253043586192,4.407112663686082
