period,chance_level,scenario_mean_spend,point_predicted_spend,actual_spend,point_minus_scenario_discount,actual_minus_point_residual,actual_minus_scenario_total
development_2022_2024,0.6,295.4700557501197,305.8715536192258,321.90933333333334,10.401497869106114,16.03777971410752,26.439277583213634
temporal_check_2025,0.6,296.36471502733707,303.2589548139572,321.904,6.894239786620119,18.645045186042807,25.539284972662927
development_2022_2024,0.7,293.6225939068858,303.96981293932595,319.8053333333333,10.347219032440194,15.835520394007366,26.182739426447558
temporal_check_2025,0.7,294.0527662751436,301.00932200717926,319.652,6.9565557320356675,18.642677992820722,25.59923372485639
development_2022_2024,0.8,291.5080751432451,301.8679737447103,317.31466666666665,10.359898601465204,15.446692921956393,25.8065915234216
temporal_check_2025,0.8,291.77920148685456,298.6541867046356,317.14,6.874985217781045,18.48581329536438,25.360798513145426
development_2022_2024,0.9,288.78951388562365,299.1570861701966,315.42533333333336,10.36757228457293,16.268247163136795,26.635819447709725
temporal_check_2025,0.9,288.9733395205188,296.04050110673904,314.796,7.067161586220266,18.75549889326095,25.822660479481215
