year,chance_level,selected_slots,player_origins,mean_salary_residual,median_salary_residual,positive_residual_rate,mean_predicted_salary,mean_actual_salary,mean_scenario_center_shift,mean_actual_minus_scenario
2022,0.6,3029,108,0.6654023386926381,-0.5035060000000016,0.46252888742159126,25.13056992938263,25.79597226807527,-0.921299850131795,1.586702188824433
2022,0.7,3022,109,0.662923210191926,-0.49864250000000077,0.4632693580410324,25.03495898702846,25.697882197220384,-0.9228309035288954,1.5857541137208213
2022,0.8,3015,109,0.6802320323383085,-0.49377899999999997,0.46235489220563847,24.902520869817582,25.58275290215589,-0.9221156263691054,1.602347658707414
2022,0.9,3016,109,0.8251755218169764,-0.49377899999999997,0.46750663129973474,24.665540658554377,25.490716180371354,-0.929838542201351,1.7550140640183272
2023,0.6,3028,116,1.7147467467965656,0.45897279999999996,0.5392998678996037,25.46061652929326,27.17536327608983,-1.25525324070987,2.969999987506436
2023,0.7,3020,115,1.6891726027483447,0.38709799999999994,0.5364238410596026,25.34261547672185,27.0317880794702,-1.2556207223264417,2.9447933250747864
2023,0.8,3021,117,1.7050878867262498,0.45897279999999996,0.5425355842436279,25.162174609136052,26.8672624958623,-1.2503273813769362,2.9554152681031858
2023,0.9,3004,117,1.6337011107523303,0.38709799999999994,0.53728362183755,25.056045893242345,26.689747003994675,-1.2479433058015832,2.8816444165539132
2024,0.6,3203,118,1.56244161239463,0.6104555000000005,0.522322822354043,23.57617843131439,25.13862004370902,-0.540063306205034,2.102504918599664
2024,0.7,3197,117,1.5603854568345326,0.6104555000000005,0.5242414763841101,23.47808811213638,25.03847356897091,-0.5411930976825644,2.101578554517097
2024,0.8,3192,116,1.4380815954887216,0.6104555000000005,0.5197368421052632,23.36329685062657,24.801378446115287,-0.5549306037230796,1.9930121992118013
2024,0.9,3193,118,1.573228263764485,0.6104555000000005,0.5245850297525838,23.16087759279674,24.73410585656123,-0.5576010404166648,2.1308293041811495
2025,0.6,3241,126,1.4400769994137612,0.0,0.4933662449861154,23.387753916970073,24.82783091638383,-0.5295768234420777,1.969653822855839
2025,0.7,3239,126,1.4401631280333436,0.0,0.4915097252238345,23.228561787063907,24.66872491509725,-0.53560704042232,1.9757701684556637
2025,0.8,3241,124,1.4271743899105216,0.0,0.48997223079296515,23.033177353378587,24.46035174328911,-0.5302821910853689,1.9574565809958901
2025,0.9,3238,125,1.4493185925262506,-0.06862299999999877,0.4848672019765287,22.851793204879556,24.301111797405806,-0.5480693579274735,1.9973879504537242
