player,player_key,pos,pred_fp_per_game,stored_pred_salary,pred_salary_raw,base_salary_observed,salary_resid_5,salary_resid_10,salary_resid_25,salary_resid_75,salary_resid_90,salary_resid_95,espn_source_salary,salary_model_matched,espn_source_matched,raw_point_salary,point_salary,year,actual_salary,is_keeper,actual_salary_recorded,actual_salary_used_in_replay,salary_residual,replay_salary_residual,scenario_market_mean,scenario_center_shift,actual_minus_scenario,selection_slots,selection_slots_chance_60,selection_slots_chance_70,selection_slots_chance_80,selection_slots_chance_90,selection_rate,selection_bucket,predicted_salary_tier,projection_strength_pct,price_strength_pct,value_rank_gap,value_over_price_quintile,top_projection_quartile,salary_center_source
Chigoziem Okonkwo,chigoziemokonkwo,TE,5.612775802612305,,,,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3280209335846647,1.3280209335846647,,0,0,0,0,0,0.0,never,$1-5,0.13043478260869565,0.3804347826086957,-0.25,1,False,minimum_fallback
Chris Evans,chrisevans,RB,7.310017108917236,1.8527627666864297,1.0,0.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.912760369708718,1.9127603697087179,,0,0,0,0,0,0.0,never,$1-5,0.37662337662337664,0.23376623376623376,0.14285714285714288,5,False,current_salary_model
Chris Godwin,chrisgodwin,WR,11.454334259033203,27.18615226131268,26.333389494626253,1.0,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,23.0,True,True,26.333389494626253,27.758339,2022,27.0,0.0,True,27.0,-0.7583389999999994,-0.7583389999999994,26.06090418162628,-1.6974348183737185,0.939095818373719,109,27,28,29,25,0.109,occasional_5-25%,$16-30,0.898989898989899,0.8383838383838383,0.06060606060606066,4,True,current_salary_model
Chris Olave,chrisolave,WR,9.116775512695312,9.462915365883871,8.610152599197441,1.0,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,2.0,True,True,8.610152599197441,9.038208,2022,16.0,0.0,True,16.0,6.961792000000001,6.961792000000001,7.220121570282367,-1.8180864297176322,8.779878429717634,96,26,23,24,23,0.096,occasional_5-25%,$6-15,0.6363636363636364,0.6868686868686869,-0.0505050505050505,2,False,current_salary_model
Christian Kirk,christiankirk,WR,9.427196502685549,16.437506884400896,15.584744117714468,1.0,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,12.0,True,True,15.584744117714468,16.405106,2022,11.0,0.0,True,11.0,-5.405106,-5.405106,14.537605263913113,-1.8675007360868872,-3.537605263913113,28,8,9,6,5,0.028,rare_0-5%,$16-30,0.6868686868686869,0.7777777777777778,-0.09090909090909094,1,False,current_salary_model
Christian Mccaffrey,christianmccaffrey,RB,16.592546463012695,115.53432070084382,114.6815579341574,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,104.0,True,True,114.6815579341574,121.075905,2022,111.0,0.0,True,111.0,-10.075905000000006,-10.075905000000006,121.53387238822296,0.45796738822295424,-10.53387238822296,33,10,7,7,9,0.033,rare_0-5%,$51+,1.0,1.0,0.0,3,True,current_salary_model
Chuba Hubbard,chubahubbard,RB,7.656934261322021,1.8527627666864297,1.0,0.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.963558862564517,1.963558862564517,,5,2,1,1,1,0.005,rare_0-5%,$1-5,0.4675324675324675,0.23376623376623376,0.23376623376623376,5,False,current_salary_model
Cj Uzomah,cjuzomah,TE,6.265334606170654,1.8527627666864297,1.0,0.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3817242166244577,1.3817242166244577,,0,0,0,0,0,0.0,never,$1-5,0.32608695652173914,0.3804347826086957,-0.05434782608695654,2,False,current_salary_model
Clyde Edwards Helaire,clydeedwardshelaire,RB,11.34723663330078,30.50836066600667,29.65559789932024,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,17.0,True,True,29.65559789932024,31.267414,2022,46.0,0.0,True,46.0,14.732586000000001,14.732586000000001,30.652439479749333,-0.6149745202506658,15.347560520250667,192,47,46,51,48,0.192,occasional_5-25%,$31-50,0.8311688311688312,0.8311688311688312,0.0,3,True,current_salary_model
Cole Kmet,colekmet,TE,8.346214294433594,2.7463233410601258,1.893560574373696,1.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,2.0,True,True,1.893560574373696,1.9438214,2022,1.0,0.0,True,1.0,-0.9438214,-0.9438214,2.6179859891799877,0.6741645891799877,-1.6179859891799877,118,32,29,27,30,0.118,occasional_5-25%,$1-5,0.7391304347826086,0.782608695652174,-0.0434782608695653,2,False,current_salary_model
Cordarrelle Patterson,cordarrellepatterson,RB,10.509927749633787,18.57201828769305,17.719255521006627,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,5.0,True,True,17.719255521006627,18.659678,2022,12.0,0.0,True,12.0,-6.6596779999999995,-6.6596779999999995,17.838336613586453,-0.8213413864135468,-5.838336613586453,198,53,49,48,48,0.198,occasional_5-25%,$16-30,0.7662337662337663,0.7662337662337663,0.0,3,True,current_salary_model
Corey Davis,coreydavis,WR,8.894553184509277,1.8527627666864297,1.0,0.0,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,1.8527445136352343,0.8527445136352343,,48,11,11,13,13,0.048,rare_0-5%,$1-5,0.5858585858585859,0.23737373737373738,0.3484848484848485,5,False,current_salary_model
Dak Prescott,dakprescott,QB,17.823928833007812,9.391190040674031,8.538427273987601,1.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,5.0,True,True,8.538427273987601,8.962448,2022,6.0,0.0,True,6.0,-2.962448,-2.962448,7.768994998275426,-1.1934530017245741,-1.768994998275426,112,29,28,28,27,0.112,occasional_5-25%,$6-15,0.7878787878787878,0.7575757575757576,0.030303030303030276,3,True,current_salary_model
Dallas Goedert,dallasgoedert,TE,9.230708122253418,9.229121366606638,8.376358599920207,1.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,5.0,True,True,8.376358599920207,8.791264,2022,5.0,0.0,True,5.0,-3.791264,-3.791264,7.6310292422336365,-1.1602347577663634,-2.6310292422336365,169,39,44,43,43,0.169,occasional_5-25%,$6-15,0.8695652173913043,0.8478260869565217,0.021739130434782594,4,True,current_salary_model
Dalton Schultz,daltonschultz,TE,9.269608497619627,12.510305572803134,11.657542806116703,1.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,8.0,True,True,11.657542806116703,12.257007,2022,19.0,0.0,True,19.0,6.742993,6.742993,10.838957078390537,-1.4180499216094624,8.161042921609463,90,21,21,22,26,0.09,occasional_5-25%,$6-15,0.8913043478260869,0.8913043478260869,0.0,3,True,current_salary_model
Dalvin Cook,dalvincook,RB,14.979606628417969,96.03369365521404,95.1809308885276,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,86.0,True,True,95.1809308885276,100.47841,2022,96.0,0.0,True,96.0,-4.478409999999997,-4.478409999999997,100.71096367685381,0.23255367685381145,-4.710963676853808,66,18,16,17,15,0.066,occasional_5-25%,$51+,0.961038961038961,0.961038961038961,0.0,3,True,current_salary_model
Dameon Pierce,dameonpierce,RB,9.038881301879885,28.237084960697576,27.384322194011148,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,7.0,True,True,27.384322194011148,28.868385,2022,34.0,0.0,True,34.0,5.131615,5.131615,28.12379018838904,-0.7445948116109591,5.876209811610959,9,3,2,2,2,0.009,rare_0-5%,$16-30,0.6233766233766234,0.8181818181818182,-0.19480519480519487,1,False,current_salary_model
Damien Harris,damienharris,RB,10.672819137573242,16.125192776654913,15.272430009968485,1.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,6.0,True,True,15.272430009968485,16.075224,2022,27.0,0.0,True,27.0,10.924776000000001,10.924776000000001,15.228941155342472,-0.8462828446575266,11.771058844657528,182,47,43,44,48,0.182,occasional_5-25%,$16-30,0.7922077922077922,0.7272727272727273,0.06493506493506496,4,True,current_salary_model
Damien Williams,damienwilliams,RB,6.873043060302734,,,,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,2.873881574077206,1.8738815740772061,,0,0,0,0,0,0.0,never,$1-5,0.24675324675324675,0.23376623376623376,0.012987012987012991,3,False,minimum_fallback
Dan Arnold,danarnold,TE,6.5849432945251465,1.8527627666864297,1.0,0.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.246668097408939,1.2466680974089388,,0,0,0,0,0,0.0,never,$1-5,0.5,0.3804347826086957,0.11956521739130432,4,False,current_salary_model
Daniel Bellinger,danielbellinger,TE,5.195868968963623,1.8527627666864297,1.0,0.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.304448421932261,1.304448421932261,,0,0,0,0,0,0.0,never,$1-5,0.043478260869565216,0.3804347826086957,-0.3369565217391305,1,False,current_salary_model
Daniel Jones,danieljones,QB,15.140552520751951,1.8527627666864297,1.0,0.0,-10.703953657402913,-8.017540626047161,-4.319489590638967,0.5409270717913711,4.9235693781091365,9.03876542550219,,True,False,1.0,1.0,2022,,,False,1.0,,0.0,2.3630791014592476,1.3630791014592476,,0,0,0,0,0,0.0,never,$1-5,0.45454545454545453,0.30303030303030304,0.1515151515151515,5,False,current_salary_model
Danny Gray,dannygray,WR,4.194156169891357,,,,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.8840681973080078,0.8840681973080078,,0,0,0,0,0,0.0,never,$1-5,0.020202020202020204,0.23737373737373738,-0.21717171717171718,1,False,minimum_fallback
Darius Slayton,dariusslayton,WR,6.983240127563477,,,,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,,False,False,1.0,1.0,2022,,,False,1.0,,0.0,1.8470393272075698,0.8470393272075698,,0,0,0,0,0,0.0,never,$1-5,0.15151515151515152,0.23737373737373738,-0.08585858585858586,1,False,minimum_fallback
Darnell Mooney,darnellmooney,WR,10.2721586227417,25.45715817901247,24.60439541232604,1.0,-9.23158104188064,-7.442141943668206,-4.724914101182453,0.5397594225988889,4.0062060846593806,5.103247351096399,21.0,True,True,24.60439541232604,25.932093,2022,18.0,0.0,True,18.0,-7.932092999999998,-7.932092999999998,24.17224614481881,-1.7598468551811877,-6.172246144818811,38,10,8,9,11,0.038,rare_0-5%,$16-30,0.8080808080808081,0.8282828282828283,-0.02020202020202022,2,True,current_salary_model
Darrell Henderson,darrellhenderson,RB,8.26366138458252,5.003461971824352,4.150699205137922,0.0,-10.281303923146202,-8.238114763304495,-5.020458634160205,1.624243175622695,7.423912934306358,12.069202530058012,,True,False,4.150699205137922,4.3279195,2022,1.0,0.0,True,1.0,-3.3279195,-3.3279195,4.500334630908836,0.17241513090883576,-3.500334630908836,60,15,16,15,14,0.06,occasional_5-25%,$1-5,0.5584415584415584,0.5844155844155844,-0.025974025974025983,2,False,current_salary_model
