lock_version,model_run_id,forecast_origin,position,history_group,prior_rows,primary_rmse,projection_only_rmse,selected_source
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2017,QB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2017,RB,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2017,WR,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2017,TE,limited_history,0,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2018,QB,limited_history,7,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2018,RB,limited_history,39,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2018,WR,limited_history,57,2.7684914103452622,2.841714888651636,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2018,TE,limited_history,22,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2019,QB,limited_history,7,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2019,RB,limited_history,83,4.338550085989567,4.508170060972017,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2019,WR,limited_history,107,2.6626860032216104,2.730903627565236,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2019,TE,limited_history,52,2.0251426816395304,2.0911197145820775,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2020,QB,limited_history,18,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2020,RB,limited_history,125,3.822165398901397,3.925840221473467,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2020,WR,limited_history,162,2.771499732647098,2.776451102461387,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2020,TE,limited_history,74,2.1266953691927806,2.175676625594205,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2021,QB,limited_history,27,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2021,RB,limited_history,168,3.7168766101433985,3.7883530758885686,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2021,WR,limited_history,217,2.770293908384352,2.7711601225402642,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2021,TE,limited_history,89,2.050840305137009,2.1028001459532852,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2022,QB,limited_history,35,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2022,RB,limited_history,203,3.6347947216173475,3.7169102966651626,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2022,WR,limited_history,269,2.7351713475397244,2.73658830180816,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2022,TE,limited_history,108,2.0075621936491244,2.038415893803322,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2023,QB,limited_history,41,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2023,RB,limited_history,241,3.5397542423551975,3.6227746071086133,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2023,WR,limited_history,314,2.7096718717724912,2.701589951426058,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2023,TE,limited_history,137,1.9531410567969558,1.9502124015659075,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2024,QB,limited_history,49,,,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2024,RB,limited_history,279,3.6227144015496844,3.7255561095278664,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2024,WR,limited_history,369,2.7418648928071283,2.7392864460017012,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2024,TE,limited_history,164,1.937339784965876,1.9519612670395874,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2025,QB,limited_history,59,5.1007546856118,4.963403855587656,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2025,RB,limited_history,313,3.565965079329807,3.6597230880501352,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2025,WR,limited_history,421,2.7387045031371886,2.7377891944605546,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2025,TE,limited_history,189,1.9915627513564171,1.980178018069996,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2026,QB,limited_history,71,4.873995390151111,4.709745306099406,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2026,RB,limited_history,349,3.5334559376108703,3.608656503785216,conditional_ppg_primary_blend
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2026,WR,limited_history,473,2.705347147238989,2.689082756014661,conditional_ppg_projection_only
v2_conditional_ppg_2026_candidate_beta_v1,v2_locked_final_beta_20260828T193148Z_30149e35,2026,TE,limited_history,206,2.003125312597686,2.0013205792643483,conditional_ppg_projection_only
