scope,period,method,n,ppg_crps,ppg_mae_mean,ppg_bias,ppg_80_coverage,ppg_pit_mean,ppg_pit_ks,contribution_crps,contribution_mae_mean,contribution_bias,contribution_80_coverage,contribution_pit_mean,contribution_pit_ks,plus3_actual_rate,plus3_predicted_rate,plus3_brier,plus3_auc,plus5_actual_rate,plus5_predicted_rate,plus5_brier,plus5_auc,impact_actual_rate,impact_predicted_rate,impact_brier,impact_auc,zero_actual_rate,zero_predicted_rate,zero_brier,zero_auc,contribution_q90_spearman,tail_lift_surprise_spearman,raw_residual_mean,effective_sample_size,max_donor_probability,played_crps,played_mae_mean,played_bias,played_80_coverage,extended_absence_actual_rate,extended_absence_predicted_rate,extended_absence_brier,extended_absence_auc,weighted_season_gap,weight_last3_seasons,weight_10plus_seasons,ypr_weight,td_rate_weight,positions,primary,recency_half_life,reception_shrinkage,total_match_weight,qb_feature_count,rb_feature_count,wr_feature_count,te_feature_count
all,all_2017_2025,both_w025_wrte,1620.0,2.343447298395827,3.245337768169582,-1.654029199170345,0.7734567901234568,0.6329968127994758,0.20071336214049862,26.744259112938142,36.37540877269864,-17.06723829193042,0.7654320987654321,0.617495046993712,0.17276680100999198,0.35987654320987655,0.1967617518983985,0.25855521735907017,0.5056147251522154,0.17962962962962964,0.09703829219499482,0.15378908406694794,0.5472424555061682,0.17037037037037037,0.09284997880163169,0.13498442402841493,0.7451663863008972,0.025925925925925925,0.04479142745618677,0.025135803367044397,0.7363977910555858,0.5479901635711738,0.04625742531556395,0.5915134624487836,62.29024593572403,0.050000000000000024,1.5143007361005625,2.2831273058054484,0.1342869897574263,0.9117283950617284,0.13024691358024693,0.12161211632623245,0.1093577273303321,0.612080767173788,5.812344572877188,0.34560139987138555,0.18177342715036132,0.25,0.25,"WR,TE",0,12.0,10.0,59.25,13,16,15,15
all,all_2017_2025,both_w050_rbwrte,1620.0,2.34303689884343,3.2452505197404746,-1.6539028974553758,0.7716049382716049,0.632487367077415,0.1957884914117497,26.745623670002335,36.36890068876359,-17.046835749627185,0.7685185185185185,0.6171508259573614,0.1724600624870523,0.35987654320987655,0.1969698760969696,0.2584312853336684,0.5020402897261033,0.17962962962962964,0.09750969555901305,0.15380216336919783,0.5439637585037971,0.17037037037037037,0.09357863147796777,0.13502488714979385,0.7421767167011732,0.025925925925925925,0.04535908385246099,0.025069836978213602,0.7406225481320539,0.5487991221473196,0.04548804140314424,0.5900775349659503,62.466719643456805,0.05000000000000002,1.5148828394491984,2.283775953122769,0.1296599106305097,0.9111111111111111,0.13024691358024693,0.1218695688644247,0.10934706649076752,0.6118654956794338,5.780831504491412,0.3490381194011084,0.17966410183590992,0.5,0.5,"RB,WR,TE",0,12.0,10.0,61.25,13,18,15,15
all,all_2017_2025,both_w050_wrte,1620.0,2.3431387848864316,3.2452392832125847,-1.6538342936536934,0.7722222222222223,0.6327080752292764,0.19845648500753899,26.744108106635565,36.370198790270244,-17.04431343524352,0.7666666666666667,0.6168649443937761,0.17338408496060925,0.35987654320987655,0.19656879908761485,0.2585313770779847,0.5050589591627782,0.17962962962962964,0.09701368826146445,0.15378041523171182,0.5471260979627087,0.17037037037037037,0.09334314173895682,0.13497486620051102,0.7438090385610766,0.025925925925925925,0.04523857703923632,0.025152470312893027,0.7352887923230128,0.5467464998218051,0.041542172907792226,0.590582743728552,62.179313471850826,0.050000000000000024,1.5148861935248465,2.2827984685757565,0.13155343138364636,0.9123456790123456,0.13024691358024693,0.1216980314613349,0.10933285309793898,0.6126391276122691,5.798130442752983,0.34725772034526503,0.18090292629071292,0.5,0.5,"WR,TE",1,12.0,10.0,60.25,13,16,15,15
all,all_2017_2025,both_w100_wrte,1620.0,2.3445284099714496,3.2453076798959737,-1.6536664540347805,0.7734567901234568,0.6326050535812725,0.19866641051909395,26.75194481495894,36.38042638013602,-17.038751304755515,0.7679012345679013,0.6172227053217941,0.17309348152136766,0.35987654320987655,0.196328460792752,0.25867772357871366,0.5052409063617012,0.17962962962962964,0.0968696587227953,0.15397325255817398,0.5437982722197657,0.17037037037037037,0.09347605004146514,0.1351714543640447,0.7402667248964804,0.025925925925925925,0.04540502073890702,0.025035689326451695,0.7486571307864084,0.5454912015587359,0.040199143724941426,0.5846142011348838,61.60448274275255,0.050000000000000024,1.5169078372557185,2.2875905038225555,0.1289247623389008,0.9104938271604939,0.13024691358024693,0.12171360041661072,0.10949361069027284,0.6077719736696053,5.778357535623464,0.34931942706831254,0.17971489742106853,1.0,1.0,"WR,TE",0,12.0,10.0,62.25,13,16,15,15
all,all_2017_2025,production,1620.0,2.34328996829287,3.2452718546440003,-1.6541851623683925,0.7734567901234568,0.6331975197333279,0.2008133381483599,26.75514628190924,36.38154731586646,-17.092967491062346,0.7654320987654321,0.6177277643568887,0.17424182318152587,0.35987654320987655,0.19693607714216152,0.25851362977240766,0.5031584379667566,0.17962962962962964,0.09700405214153995,0.153896945278003,0.5448299757717737,0.17037037037037037,0.09245758634420286,0.1350241912779397,0.7453928355762595,0.025925925925925925,0.044245681310843554,0.025134392697791323,0.7288837588267246,0.5507431133401832,0.054060286931584316,0.5968763088928776,62.06768225245735,0.050000000000000024,1.5137240859192118,2.2825748266651584,0.1365667003694092,0.9117283950617284,0.13024691358024693,0.12171230036413852,0.10942781743843231,0.6117511326980581,5.832427081992816,0.34372018782952696,0.18324115665723884,0.0,0.0,,0,12.0,10.0,58.25,13,16,13,13
all,all_2017_2025,tdrate_w050_wrte,1620.0,2.342953286771438,3.245221229211994,-1.6539885844715947,0.7666666666666667,0.6330210731497665,0.2009371723531817,26.749512298694878,36.37780487534097,-17.06989558676549,0.762962962962963,0.6172986827698096,0.17345568161192976,0.35987654320987655,0.1967010234101534,0.25835661928829595,0.5071182706414962,0.17962962962962964,0.09692891533965839,0.15371756665710185,0.5497350926593905,0.17037037037037037,0.09268347523468608,0.1349424988769677,0.7462339328847482,0.025925925925925925,0.044853417971909816,0.025116442030110656,0.738336652785322,0.5496907120203689,0.05031523478398362,0.5917302927149245,62.19092720344578,0.050000000000000024,1.5152723141472377,2.2856795862551,0.13245000130567022,0.9111111111111111,0.13024691358024693,0.12206813426005454,0.10931174126615631,0.6136078493368629,5.82250716520895,0.34494082855846886,0.18268844737076456,0.0,0.5,"WR,TE",0,12.0,10.0,59.25,13,16,14,14
all,all_2017_2025,ypr_w050_wrte,1620.0,2.3431085515624597,3.245296793410753,-1.6540081345040776,0.7703703703703704,0.6330904432891021,0.20163176484865591,26.74141079372186,36.371699358435016,-17.06750661869305,0.7623456790123457,0.6171328195472005,0.1723839622137146,0.35987654320987655,0.19659987089199668,0.25873698114734056,0.5024984658543,0.17962962962962964,0.09709320667344798,0.15378265879144176,0.5488585324986619,0.17037037037037037,0.09274921682800026,0.13494810234464935,0.7453456586438924,0.025925925925925925,0.044754249233419134,0.025213151477866985,0.727299474923049,0.5469722395887807,0.04114509010761448,0.5933515349000444,62.101352446129674,0.050000000000000024,1.5141704521588442,2.2817907139225637,0.1366633041544807,0.9092592592592592,0.13024691358024693,0.12118403191567194,0.10942106397774577,0.6106007756501031,5.8059281957682725,0.3464847070242809,0.18141406906897295,0.5,0.0,"WR,TE",0,12.0,10.0,59.25,13,16,14,14
all,development_2017_2022,both_w025_wrte,1080.0,2.3425477765951466,3.2327294682205885,-1.7781662727787946,0.7787037037037037,0.6428332090814275,0.21891642824117608,27.012402161502603,36.50835265822148,-17.792954295064764,0.7657407407407407,0.6261927801889007,0.19025265031454613,0.36574074074074076,0.19811038117508337,0.2614821504377675,0.5006412270165389,0.1814814814814815,0.10066603027411222,0.15495976696392558,0.534848554806538,0.17314814814814813,0.0947136047707079,0.13556012719205,0.7566455677252067,0.022222222222222223,0.043197568775769024,0.022690152035736554,0.7048216540404041,0.5459182012698456,0.028312905313228522,0.6268949819967955,61.80701063392538,0.050000000000000024,1.5075386111120375,2.2540587044010123,0.18444262645257067,0.912962962962963,0.12962962962962962,0.12111981485192547,0.10992160486971435,0.6093465045592705,5.217421874310761,0.37751223946498264,0.12350958375377084,0.25,0.25,"WR,TE",0,12.0,10.0,59.25,13,16,15,15
all,development_2017_2022,both_w050_rbwrte,1080.0,2.342404731100081,3.2326405080140495,-1.7778898410362183,0.7824074074074074,0.6423573147489071,0.21554157783150274,27.013722523131563,36.50684348248239,-17.77732795476897,0.7703703703703704,0.6257310923652896,0.19101175621263766,0.36574074074074076,0.19808608347441728,0.26140009812699794,0.49824263143305925,0.1814814814814815,0.10136268126774774,0.15494667887044888,0.5319166127989657,0.17314814814814813,0.09527951093212321,0.13550612490030553,0.7550646442023822,0.022222222222222223,0.043921380172717954,0.02267055072048143,0.7103061868686869,0.5472737153280974,0.03040011751267505,0.6269109904493236,62.02765690020882,0.05000000000000002,1.5071382624719045,2.253935567914781,0.17705543362862727,0.912962962962963,0.12962962962962962,0.1214021887752667,0.10972470378222035,0.6121276595744681,5.185702095229378,0.3816955113023615,0.1218532577152487,0.5,0.5,"RB,WR,TE",0,12.0,10.0,61.25,13,18,15,15
all,development_2017_2022,both_w050_wrte,1080.0,2.3425973818127837,3.232667074265215,-1.777822804792676,0.7805555555555556,0.6425973216146508,0.2185182134026007,27.010769630083495,36.504691280326306,-17.76955815003706,0.7685185185185185,0.6254286451464777,0.18893189454236886,0.36574074074074076,0.19785009471728293,0.261552254699088,0.5009442853183036,0.1814814814814815,0.1007144185199741,0.15501219086411722,0.5333998984209068,0.17314814814814813,0.09517833258299797,0.13544193374528557,0.7573462042864586,0.022222222222222223,0.0437330835110203,0.02272207678238297,0.7040127840909091,0.5442928856583835,0.024666344878553563,0.6266458553615589,61.71616555125974,0.050000000000000024,1.5069760152833627,2.253023215680551,0.18028296059081658,0.9148148148148149,0.12962962962962962,0.121363011170308,0.10985102117440719,0.6110942249240121,5.2012086386519325,0.3797067026418055,0.12267863084301761,0.5,0.5,"WR,TE",1,12.0,10.0,60.25,13,16,15,15
