scope,candidate_method,baseline_method,period,metric,cluster_type,n,clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all,ypr_w050_wrte,production,all_2017_2025,ppg_crps,season,1620,9,-0.0001814167304106773,-0.0014857462904524453,0.0012823959401007505,0.599
all,ypr_w050_wrte,production,all_2017_2025,contribution_crps,season,1620,9,-0.013735488187377813,-0.03267180754711901,0.0037355575848339747,0.938
all,ypr_w050_wrte,production,all_2017_2025,played_crps,season,1620,9,0.0004463662396321135,-0.0016634598673463136,0.002691314249059921,0.363
all,ypr_w050_wrte,production,all_2017_2025,plus3_brier_row,season,1620,9,0.0002233513749328699,-0.0002766393874971627,0.0007134570573585741,0.1775
all,ypr_w050_wrte,production,all_2017_2025,plus5_brier_row,season,1620,9,-0.000114286486561212,-0.00044547629966151954,0.00022922597866713168,0.7455
all,ypr_w050_wrte,production,all_2017_2025,impact_brier_row,season,1620,9,-7.608893329036171e-05,-0.00027412503365591075,0.00015366974781432467,0.7785
all,ypr_w050_wrte,production,all_2017_2025,zero_brier_row,season,1620,9,7.87587800756582e-05,-1.763748320102141e-05,0.00017041135526789584,0.0535
all,ypr_w050_wrte,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-6.753460686524805e-06,-0.0002727127329149854,0.0002149850788071243,0.5245
all,ypr_w050_wrte,production,all_2017_2025,ppg_crps,player,1620,518,-0.0001814167304106773,-0.001495266404069008,0.0011755753952779984,0.5925
all,ypr_w050_wrte,production,all_2017_2025,contribution_crps,player,1620,518,-0.013735488187377813,-0.0317912309676073,0.004499652521916748,0.9265
all,ypr_w050_wrte,production,all_2017_2025,played_crps,player,1620,518,0.0004463662396321135,-0.001867615004540266,0.0027737511966533053,0.3415
all,ypr_w050_wrte,production,all_2017_2025,plus3_brier_row,player,1620,518,0.0002233513749328699,-0.0003271628338224667,0.0007848275525548289,0.211
all,ypr_w050_wrte,production,all_2017_2025,plus5_brier_row,player,1620,518,-0.000114286486561212,-0.00044526432510107183,0.00021090258756173674,0.728
all,ypr_w050_wrte,production,all_2017_2025,impact_brier_row,player,1620,518,-7.608893329036171e-05,-0.000384475946710547,0.0002351136151410692,0.696
all,ypr_w050_wrte,production,all_2017_2025,zero_brier_row,player,1620,518,7.87587800756582e-05,-2.371247773481528e-05,0.00018176064533765836,0.0675
all,ypr_w050_wrte,production,all_2017_2025,extended_absence_brier_row,player,1620,518,-6.753460686524805e-06,-0.00029306502268418316,0.00026791947828996805,0.5165
all,ypr_w050_wrte,production,development_2017_2022,ppg_crps,season,1080,6,0.00034777243250178714,-0.001341939609460117,0.0021851495884332777,0.3545
all,ypr_w050_wrte,production,development_2017_2022,contribution_crps,season,1080,6,-0.0058401508086729885,-0.030841471452525828,0.01312451658348406,0.657
all,ypr_w050_wrte,production,development_2017_2022,played_crps,season,1080,6,-4.537133622077603e-05,-0.0026098315963626697,0.002989114360383826,0.523
all,ypr_w050_wrte,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0006083255908808897,0.00024605206072270613,0.0009985090773453951,0.0
all,ypr_w050_wrte,production,development_2017_2022,plus5_brier_row,season,1080,6,7.65231996863257e-05,-0.0002773930123698403,0.00041943918291675544,0.33
all,ypr_w050_wrte,production,development_2017_2022,impact_brier_row,season,1080,6,-0.00012159969908629718,-0.00037618197880360946,0.00019959634607400693,0.7745
all,ypr_w050_wrte,production,development_2017_2022,zero_brier_row,season,1080,6,1.3832682038805068e-05,-8.987247230890734e-05,0.00011177643937109682,0.3815
all,ypr_w050_wrte,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-6.9007840177229e-05,-0.00040545830396564907,0.00017112352154268628,0.6455
all,ypr_w050_wrte,production,development_2017_2022,ppg_crps,player,1080,407,0.00034777243250178714,-0.0011537845081189349,0.0019419339274345246,0.311
all,ypr_w050_wrte,production,development_2017_2022,contribution_crps,player,1080,407,-0.0058401508086729885,-0.028539536784192222,0.016966915420171112,0.686
all,ypr_w050_wrte,production,development_2017_2022,played_crps,player,1080,407,-4.537133622077603e-05,-0.002915567308789709,0.0027989174670747206,0.499
all,ypr_w050_wrte,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0006083255908808897,-1.2062554108464988e-05,0.001256186694602148,0.028
all,ypr_w050_wrte,production,development_2017_2022,plus5_brier_row,player,1080,407,7.65231996863257e-05,-0.00033334943180695714,0.00044848514364747384,0.339
all,ypr_w050_wrte,production,development_2017_2022,impact_brier_row,player,1080,407,-0.00012159969908629718,-0.0005739766175589996,0.0003310489079257031,0.691
all,ypr_w050_wrte,production,development_2017_2022,zero_brier_row,player,1080,407,1.3832682038805068e-05,-0.0001095603610407299,0.00013922176563687706,0.4065
all,ypr_w050_wrte,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-6.9007840177229e-05,-0.0004426953552085036,0.00032179774470681647,0.637
all,ypr_w050_wrte,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0012397950562356061,-0.002662638153235988,0.0004332285563079235,0.965
all,ypr_w050_wrte,production,temporal_2023_2025,contribution_crps,season,540,3,-0.029526162944787465,-0.05368149723541883,-0.011798221727250091,1.0
all,ypr_w050_wrte,production,temporal_2023_2025,played_crps,season,540,3,0.0014298413913378925,-0.0007115529763317992,0.004943017627913873,0.273
all,ypr_w050_wrte,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0005465970569631698,-0.0014457192141440383,0.0001335180243718003,0.965
all,ypr_w050_wrte,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.0004959058590562874,-0.0011473416452055564,-0.0001531356557587826,1.0
all,ypr_w050_wrte,production,temporal_2023_2025,impact_brier_row,season,540,3,1.4932598301509216e-05,-0.00012662040860020237,0.0001576821827817474,0.3685
all,ypr_w050_wrte,production,temporal_2023_2025,zero_brier_row,season,540,3,0.00020861097614936443,0.00013326225586717455,0.000275018580441442,0.0
all,ypr_w050_wrte,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,0.0001177552982948836,-0.00023040439963061072,0.0005753755266819536,0.2645
all,ypr_w050_wrte,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0012397950562356061,-0.003746386093135033,0.0011542123847584035,0.8405
all,ypr_w050_wrte,production,temporal_2023_2025,contribution_crps,player,540,268,-0.029526162944787465,-0.06270566787716757,0.002845427859769151,0.957
all,ypr_w050_wrte,production,temporal_2023_2025,played_crps,player,540,268,0.0014298413913378925,-0.0018626584421095314,0.00460683481029129,0.188
all,ypr_w050_wrte,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0005465970569631698,-0.0015340429862279322,0.0004329430912230643,0.864
all,ypr_w050_wrte,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.0004959058590562874,-0.0011734021881712512,0.00014056126703307627,0.933
all,ypr_w050_wrte,production,temporal_2023_2025,impact_brier_row,player,540,268,1.4932598301509216e-05,-0.00042210099432505265,0.0004547034696178544,0.494
all,ypr_w050_wrte,production,temporal_2023_2025,zero_brier_row,player,540,268,0.00020861097614936443,1.0824765297582601e-05,0.00042041700018196883,0.019
all,ypr_w050_wrte,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,0.0001177552982948836,-0.00026437894904665247,0.0005325132099281756,0.276
all,tdrate_w050_wrte,production,all_2017_2025,ppg_crps,season,1620,9,-0.00033668152143199087,-0.001228343805613033,0.0008087143742536276,0.7455
all,tdrate_w050_wrte,production,all_2017_2025,contribution_crps,season,1620,9,-0.005633983214357599,-0.014773008988445583,0.003181747861391186,0.8975
all,tdrate_w050_wrte,production,all_2017_2025,played_crps,season,1620,9,0.0015482282280257617,-0.0010992619342056638,0.004339809751652385,0.1335
all,tdrate_w050_wrte,production,all_2017_2025,plus3_brier_row,season,1620,9,-0.00015701048411170118,-0.0007921789713275924,0.0004997713806916648,0.67
all,tdrate_w050_wrte,production,all_2017_2025,plus5_brier_row,season,1620,9,-0.00017937862090114924,-0.00044498192701304115,6.528314302317045e-05,0.917
all,tdrate_w050_wrte,production,all_2017_2025,impact_brier_row,season,1620,9,-8.169240097200983e-05,-0.0002728961458319653,0.00010307980558227139,0.814
all,tdrate_w050_wrte,production,all_2017_2025,zero_brier_row,season,1620,9,-1.795066768067225e-05,-0.00016722789030823018,0.00012713897718761896,0.6155
all,tdrate_w050_wrte,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-0.00011607617227597658,-0.0003839957011151825,0.00011168811096504648,0.8165
all,tdrate_w050_wrte,production,all_2017_2025,ppg_crps,player,1620,518,-0.00033668152143199087,-0.0014838885592319594,0.0008363372549620588,0.707
all,tdrate_w050_wrte,production,all_2017_2025,contribution_crps,player,1620,518,-0.005633983214357599,-0.023855630999342785,0.011852333680250396,0.7355
all,tdrate_w050_wrte,production,all_2017_2025,played_crps,player,1620,518,0.0015482282280257617,-0.0006199603981595476,0.0036608463997318797,0.076
all,tdrate_w050_wrte,production,all_2017_2025,plus3_brier_row,player,1620,518,-0.00015701048411170118,-0.0006986428866920602,0.00036976289324223163,0.738
all,tdrate_w050_wrte,production,all_2017_2025,plus5_brier_row,player,1620,518,-0.00017937862090114924,-0.0004908865381932273,0.00012652370559188965,0.8785
all,tdrate_w050_wrte,production,all_2017_2025,impact_brier_row,player,1620,518,-8.169240097200983e-05,-0.00036205519276315013,0.00018279940568781321,0.709
all,tdrate_w050_wrte,production,all_2017_2025,zero_brier_row,player,1620,518,-1.795066768067225e-05,-0.00020269033235878405,0.00013287381195347983,0.5705
all,tdrate_w050_wrte,production,all_2017_2025,extended_absence_brier_row,player,1620,518,-0.00011607617227597658,-0.00035357908003899954,0.0001123900107637304,0.826
all,tdrate_w050_wrte,production,development_2017_2022,ppg_crps,season,1080,6,-8.72449529062279e-05,-0.0012999672590814483,0.0015268741576941977,0.5935
all,tdrate_w050_wrte,production,development_2017_2022,contribution_crps,season,1080,6,-0.004828842182329641,-0.015865598906918178,0.006045968815810117,0.8135
all,tdrate_w050_wrte,production,development_2017_2022,played_crps,season,1080,6,0.000514404998750547,-0.002425995585640087,0.0030665117594294933,0.364
all,tdrate_w050_wrte,production,development_2017_2022,plus3_brier_row,season,1080,6,6.215253508457155e-05,-0.0008923769988188114,0.0009316685924543336,0.4455
all,tdrate_w050_wrte,production,development_2017_2022,plus5_brier_row,season,1080,6,-9.270985466366664e-05,-0.00035475023228998676,0.00014965869640146676,0.7485
all,tdrate_w050_wrte,production,development_2017_2022,impact_brier_row,season,1080,6,-0.00014396724695743136,-0.0003450769982288827,3.362471355099336e-05,0.9475
all,tdrate_w050_wrte,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00013270831173379458,-0.00026218293921085646,-1.528689862279635e-05,0.996
all,tdrate_w050_wrte,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.00018460884831756046,-0.0005650284234855333,0.00014002529593008068,0.846
all,tdrate_w050_wrte,production,development_2017_2022,ppg_crps,player,1080,407,-8.72449529062279e-05,-0.0015653151355383777,0.0014263822959211484,0.5255
all,tdrate_w050_wrte,production,development_2017_2022,contribution_crps,player,1080,407,-0.004828842182329641,-0.023952572770927178,0.014978785299543053,0.686
all,tdrate_w050_wrte,production,development_2017_2022,played_crps,player,1080,407,0.000514404998750547,-0.002020178603839379,0.0028462604268263392,0.353
all,tdrate_w050_wrte,production,development_2017_2022,plus3_brier_row,player,1080,407,6.215253508457155e-05,-0.0005555694339319597,0.0006950959702121523,0.4175
all,tdrate_w050_wrte,production,development_2017_2022,plus5_brier_row,player,1080,407,-9.270985466366664e-05,-0.0004728579251726858,0.0002858994380640847,0.687
all,tdrate_w050_wrte,production,development_2017_2022,impact_brier_row,player,1080,407,-0.00014396724695743136,-0.0004964804363722698,0.00017054782047234637,0.806
all,tdrate_w050_wrte,production,development_2017_2022,zero_brier_row,player,1080,407,-0.00013270831173379458,-0.00034970699271896815,3.178568234144565e-05,0.9285
all,tdrate_w050_wrte,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-0.00018460884831756046,-0.00048454248879792095,9.49574591563187e-05,0.902
all,tdrate_w050_wrte,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0008355546584835168,-0.0019831460792952035,0.0002706660083459285,0.9505
all,tdrate_w050_wrte,production,temporal_2023_2025,contribution_crps,season,540,3,-0.007244265278413516,-0.02592116040301942,0.0054364054692163715,0.7415
all,tdrate_w050_wrte,production,temporal_2023_2025,played_crps,season,540,3,0.0036158746865761916,-0.0008419276647876913,0.009979717625273261,0.0335
all,tdrate_w050_wrte,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0005953365225042469,-0.0007249073356160504,-0.0005005519886764453,1.0
all,tdrate_w050_wrte,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00035271615337611475,-0.0009158188259182186,0.00014720298808839816,0.8345
all,tdrate_w050_wrte,production,temporal_2023_2025,impact_brier_row,season,540,3,4.2857290998833184e-05,-0.00038094895602491335,0.00038609608877301145,0.3515
all,tdrate_w050_wrte,production,temporal_2023_2025,zero_brier_row,season,540,3,0.00021156462042557249,-4.50396168942456e-05,0.0003638348588305571,0.0335
all,tdrate_w050_wrte,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,2.09891798071911e-05,-0.00024156432335157934,0.0001591212771380684,0.2635
all,tdrate_w050_wrte,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0008355546584835168,-0.002875823780129523,0.0013329042577965194,0.7775
all,tdrate_w050_wrte,production,temporal_2023_2025,contribution_crps,player,540,268,-0.007244265278413516,-0.03836698537778478,0.022868994673608683,0.668
all,tdrate_w050_wrte,production,temporal_2023_2025,played_crps,player,540,268,0.0036158746865761916,-0.0002199637612938475,0.007435997510069319,0.031
all,tdrate_w050_wrte,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0005953365225042469,-0.0015653877603634902,0.0003373300469889934,0.879
all,tdrate_w050_wrte,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.00035271615337611475,-0.0009108549109390474,0.00019597384343696751,0.8845
all,tdrate_w050_wrte,production,temporal_2023_2025,impact_brier_row,player,540,268,4.2857290998833184e-05,-0.0005390131388037192,0.0006587932650961934,0.4385
all,tdrate_w050_wrte,production,temporal_2023_2025,zero_brier_row,player,540,268,0.00021156462042557249,-9.281109577762639e-05,0.0005018154722746431,0.0875
all,tdrate_w050_wrte,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,2.09891798071911e-05,-0.0003931776737204517,0.0004168704421186618,0.451
all,both_w025_wrte,production,all_2017_2025,ppg_crps,season,1620,9,0.00015733010295704752,-0.0009884890314859327,0.001331226877485459,0.4035
all,both_w025_wrte,production,all_2017_2025,contribution_crps,season,1620,9,-0.010887168971097334,-0.025796911095500433,0.0037604673923616132,0.922
all,both_w025_wrte,production,all_2017_2025,played_crps,season,1620,9,0.0005766501813506382,-0.0015994260427698922,0.0029058538693224724,0.3145
all,both_w025_wrte,production,all_2017_2025,plus3_brier_row,season,1620,9,4.1587586662503e-05,-0.00048313384519899864,0.00047383801715674285,0.4135
all,both_w025_wrte,production,all_2017_2025,plus5_brier_row,season,1620,9,-0.0001078612110550431,-0.00036567526362709003,0.00013696004705791658,0.797
all,both_w025_wrte,production,all_2017_2025,impact_brier_row,season,1620,9,-3.976724952478888e-05,-0.00023053641716760007,0.0001437955587697282,0.6625
all,both_w025_wrte,production,all_2017_2025,zero_brier_row,season,1620,9,1.4106692530694839e-06,-0.00016577921923929866,0.00018067421742219136,0.4915
all,both_w025_wrte,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-7.009010810019266e-05,-0.0002967425278785532,0.00015204228145424253,0.7285
all,both_w025_wrte,production,all_2017_2025,ppg_crps,player,1620,518,0.00015733010295704752,-0.0010178752777299106,0.0013047308091287107,0.406
all,both_w025_wrte,production,all_2017_2025,contribution_crps,player,1620,518,-0.010887168971097334,-0.026421459692452885,0.004786686261813234,0.9085
all,both_w025_wrte,production,all_2017_2025,played_crps,player,1620,518,0.0005766501813506382,-0.0011162853723582543,0.002346262691665874,0.261
all,both_w025_wrte,production,all_2017_2025,plus3_brier_row,player,1620,518,4.1587586662503e-05,-0.0004126334528255203,0.0004914066107448914,0.4285
all,both_w025_wrte,production,all_2017_2025,plus5_brier_row,player,1620,518,-0.0001078612110550431,-0.00038041816944883283,0.00015739455748293372,0.7775
all,both_w025_wrte,production,all_2017_2025,impact_brier_row,player,1620,518,-3.976724952478888e-05,-0.00027985985747266165,0.00019063540405404338,0.606
all,both_w025_wrte,production,all_2017_2025,zero_brier_row,player,1620,518,1.4106692530694839e-06,-0.00015807224393642785,0.00012760496147722623,0.466
all,both_w025_wrte,production,all_2017_2025,extended_absence_brier_row,player,1620,518,-7.009010810019266e-05,-0.00028986244857499887,0.00015502570743974664,0.732
all,both_w025_wrte,production,development_2017_2022,ppg_crps,season,1080,6,0.0004805647396679822,-0.0010338369376388934,0.0019388638888710463,0.279
all,both_w025_wrte,production,development_2017_2022,contribution_crps,season,1080,6,-0.004639551187768734,-0.025710444466693613,0.014014017979730386,0.659
all,both_w025_wrte,production,development_2017_2022,played_crps,season,1080,6,-0.00032880784771907335,-0.0026976346562302984,0.0020375440225084314,0.5975
all,both_w025_wrte,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0001859021139924067,-0.000543237923867919,0.0007570289107107987,0.2685
all,both_w025_wrte,production,development_2017_2022,plus5_brier_row,season,1080,6,-8.05839924064835e-05,-0.00038210991781394203,0.0002042454775261538,0.647
all,both_w025_wrte,production,development_2017_2022,impact_brier_row,season,1080,6,-0.00010155047648320294,-0.00034165548221279883,0.00014064559818578745,0.7925
all,both_w025_wrte,production,development_2017_2022,zero_brier_row,season,1080,6,-0.0001353465438222876,-0.0002616632956384633,-9.029792006111987e-06,0.9855
all,both_w025_wrte,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.00011519093977190725,-0.0004180502510878193,0.0001300368630405329,0.772
all,both_w025_wrte,production,development_2017_2022,ppg_crps,player,1080,407,0.0004805647396679822,-0.0008358844014010128,0.001847880833357042,0.2445
all,both_w025_wrte,production,development_2017_2022,contribution_crps,player,1080,407,-0.004639551187768734,-0.02361347097109831,0.014227313798637306,0.679
all,both_w025_wrte,production,development_2017_2022,played_crps,player,1080,407,-0.00032880784771907335,-0.002440485769607967,0.001859261023518927,0.6095
all,both_w025_wrte,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0001859021139924067,-0.0003679679925192058,0.0007349662948698307,0.255
all,both_w025_wrte,production,development_2017_2022,plus5_brier_row,player,1080,407,-8.05839924064835e-05,-0.0003885013290837719,0.00023322538940569803,0.7035
all,both_w025_wrte,production,development_2017_2022,impact_brier_row,player,1080,407,-0.00010155047648320294,-0.0004415763639463033,0.0002578785119441144,0.7105
all,both_w025_wrte,production,development_2017_2022,zero_brier_row,player,1080,407,-0.0001353465438222876,-0.0003378438393238447,1.9886178324224154e-05,0.946
all,both_w025_wrte,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-0.00011519093977190725,-0.00038933605581489595,0.00015345785179178955,0.805
all,both_w025_wrte,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0004891391704648218,-0.0022695403080250334,0.0007935123685820808,0.6965
all,both_w025_wrte,production,temporal_2023_2025,contribution_crps,season,540,3,-0.023382404537754538,-0.04152250058936686,-0.014136206704925798,1.0
all,both_w025_wrte,production,temporal_2023_2025,played_crps,season,540,3,0.0023875662394900617,-0.0016987805799943943,0.007061251044027884,0.142
all,both_w025_wrte,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.0002470414679973044,-0.0006798176514418679,0.0001264394855518336,0.85
all,both_w025_wrte,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00016241564835216233,-0.0005452053829297102,0.0004035447174375166,0.729
all,both_w025_wrte,production,temporal_2023_2025,impact_brier_row,season,540,3,8.379920439203929e-05,-6.735428695415032e-05,0.0003618677687397051,0.292
all,both_w025_wrte,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0002749250954037837,7.115277359538834e-05,0.0004821102906548753,0.0
all,both_w025_wrte,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,2.0111555243236623e-05,-0.00022819413156635363,0.00047065576153384943,0.292
all,both_w025_wrte,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0004891391704648218,-0.002651707461078874,0.001756775563547512,0.656
all,both_w025_wrte,production,temporal_2023_2025,contribution_crps,player,540,268,-0.023382404537754538,-0.04915466991088591,0.001634202982567976,0.9645
all,both_w025_wrte,production,temporal_2023_2025,played_crps,player,540,268,0.0023875662394900617,-0.00043030585811540905,0.005346380276953823,0.0515
all,both_w025_wrte,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.0002470414679973044,-0.0010177106626247559,0.0004811863218639913,0.7335
all,both_w025_wrte,production,temporal_2023_2025,plus5_brier_row,player,540,268,-0.00016241564835216233,-0.00066271921863181,0.00033202232329241016,0.7415
all,both_w025_wrte,production,temporal_2023_2025,impact_brier_row,player,540,268,8.379920439203929e-05,-0.00039062904837242806,0.0005634880858836899,0.3635
all,both_w025_wrte,production,temporal_2023_2025,zero_brier_row,player,540,268,0.0002749250954037837,9.252514377326243e-05,0.0005245738528713646,0.001
all,both_w025_wrte,production,temporal_2023_2025,extended_absence_brier_row,player,540,268,2.0111555243236623e-05,-0.00034774730164705063,0.0004012215070464959,0.4755
all,both_w050_wrte,production,all_2017_2025,ppg_crps,season,1620,9,-0.00015118340643854346,-0.0013945461599222395,0.0010139661056026018,0.5905
all,both_w050_wrte,production,all_2017_2025,contribution_crps,season,1620,9,-0.011038175273675834,-0.029953469077844727,0.0074374563929378995,0.873
all,both_w050_wrte,production,all_2017_2025,played_crps,season,1620,9,0.001162107605634772,-0.002475393097159368,0.005195398949648779,0.312
all,both_w050_wrte,production,all_2017_2025,plus3_brier_row,season,1620,9,1.7747305577034103e-05,-0.000638123617636472,0.000656908993830817,0.465
all,both_w050_wrte,production,all_2017_2025,plus5_brier_row,season,1620,9,-0.00011653004629117612,-0.0006269175251139962,0.0003841462451934119,0.649
all,both_w050_wrte,production,all_2017_2025,impact_brier_row,season,1620,9,-4.932507742866519e-05,-0.0004510061048288074,0.0003195088838042962,0.59
all,both_w050_wrte,production,all_2017_2025,zero_brier_row,season,1620,9,1.8077615101698376e-05,-0.0001447655846874936,0.00018774657117104931,0.423
all,both_w050_wrte,production,all_2017_2025,extended_absence_brier_row,season,1620,9,-9.496434049330167e-05,-0.00026241161502462025,4.6103760732892074e-05,0.8845
all,both_w050_wrte,production,all_2017_2025,ppg_crps,player,1620,518,-0.00015118340643854346,-0.0018518552329364626,0.0014558550474800549,0.57
all,both_w050_wrte,production,all_2017_2025,contribution_crps,player,1620,518,-0.011038175273675834,-0.03590391497489718,0.012690759311095225,0.8115
all,both_w050_wrte,production,all_2017_2025,played_crps,player,1620,518,0.001162107605634772,-0.001408980317465404,0.003779010673275791,0.1915
all,both_w050_wrte,production,all_2017_2025,plus3_brier_row,player,1620,518,1.7747305577034103e-05,-0.0005982736128803191,0.0006213103452270539,0.482
all,both_w050_wrte,production,all_2017_2025,plus5_brier_row,player,1620,518,-0.00011653004629117612,-0.000536066016643489,0.0003177714246707531,0.705
all,both_w050_wrte,production,all_2017_2025,impact_brier_row,player,1620,518,-4.932507742866519e-05,-0.00037656484881100653,0.0002803172160931484,0.601
all,both_w050_wrte,production,all_2017_2025,zero_brier_row,player,1620,518,1.8077615101698376e-05,-0.00016856676530494042,0.0001814259885687982,0.4065
all,both_w050_wrte,production,all_2017_2025,extended_absence_brier_row,player,1620,518,-9.496434049330167e-05,-0.0004111100505470057,0.0002443744670702889,0.7305
all,both_w050_wrte,production,development_2017_2022,ppg_crps,season,1080,6,0.0005301699573047259,-0.0007723699095962871,0.0017154321773335268,0.1835
all,both_w050_wrte,production,development_2017_2022,contribution_crps,season,1080,6,-0.00627208260687367,-0.03276313828420564,0.018198282973854042,0.6595
all,both_w050_wrte,production,development_2017_2022,played_crps,season,1080,6,-0.0008914036763935613,-0.0033336089239434765,0.002475982736927315,0.746
all,both_w050_wrte,production,development_2017_2022,plus3_brier_row,season,1080,6,0.0002560063753128961,-0.0006581135601934421,0.000925439237453205,0.2385
all,both_w050_wrte,production,development_2017_2022,plus5_brier_row,season,1080,6,-2.8160092214839946e-05,-0.0007232080822913672,0.000561240823173083,0.5095
all,both_w050_wrte,production,development_2017_2022,impact_brier_row,season,1080,6,-0.00021974392324760884,-0.0007774018436894498,0.00032082974281405794,0.766
