scope,candidate_method,baseline_method,period,metric,cluster_type,n,clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better
all,both_w050_wrte,production,development_2017_2022,zero_brier_row,season,1080,6,-0.00010342179717587037,-0.0002491347917796485,3.20736911265943e-05,0.9305
all,both_w050_wrte,production,development_2017_2022,extended_absence_brier_row,season,1080,6,-0.00018577463507907168,-0.00040044131772841186,-1.748129908853432e-05,0.9915
all,both_w050_wrte,production,development_2017_2022,ppg_crps,player,1080,407,0.0005301699573047259,-0.0014620676728742893,0.002459379528745733,0.289
all,both_w050_wrte,production,development_2017_2022,contribution_crps,player,1080,407,-0.00627208260687367,-0.03652546680276902,0.021212134599064326,0.68
all,both_w050_wrte,production,development_2017_2022,played_crps,player,1080,407,-0.0008914036763935613,-0.004045571023658167,0.0020286687969471645,0.717
all,both_w050_wrte,production,development_2017_2022,plus3_brier_row,player,1080,407,0.0002560063753128961,-0.0005057859713944128,0.0010324974388187856,0.2485
all,both_w050_wrte,production,development_2017_2022,plus5_brier_row,player,1080,407,-2.8160092214839946e-05,-0.0005526259170055973,0.00046146842858535973,0.549
all,both_w050_wrte,production,development_2017_2022,impact_brier_row,player,1080,407,-0.00021974392324760884,-0.0007272676761064788,0.00027016793549841124,0.8125
all,both_w050_wrte,production,development_2017_2022,zero_brier_row,player,1080,407,-0.00010342179717587037,-0.0003623308197149766,9.291110347062255e-05,0.836
all,both_w050_wrte,production,development_2017_2022,extended_absence_brier_row,player,1080,407,-0.00018577463507907168,-0.0006106021007336152,0.00019294602509242485,0.832
all,both_w050_wrte,production,temporal_2023_2025,ppg_crps,season,540,3,-0.0015138901339250821,-0.0037285812115503097,0.0007152738013355685,0.9625
all,both_w050_wrte,production,temporal_2023_2025,contribution_crps,season,540,3,-0.020570360607280163,-0.03362315640470914,-0.009393250207190314,1.0
all,both_w050_wrte,production,temporal_2023_2025,played_crps,season,540,3,0.005269130169691438,-0.004273121297426157,0.012884842118309155,0.159
all,both_w050_wrte,production,temporal_2023_2025,plus3_brier_row,season,540,3,-0.00045877083389468985,-0.0010730885910044622,0.0006662049459649499,0.7355
all,both_w050_wrte,production,temporal_2023_2025,plus5_brier_row,season,540,3,-0.00029326995444384836,-0.0007865969470578478,0.0004710089816498495,0.7355
all,both_w050_wrte,production,temporal_2023_2025,impact_brier_row,season,540,3,0.0002915126142092221,-6.264040085763506e-05,0.0005857093421748859,0.04
all,both_w050_wrte,production,temporal_2023_2025,zero_brier_row,season,540,3,0.0002610764396568359,-2.9222261146639363e-05,0.0004887454110427226,0.04
all,both_w050_wrte,production,temporal_2023_2025,extended_absence_brier_row,season,540,3,8.66562486782383e-05,-6.994579808949131e-05,0.00019230488696817715,0.159
all,both_w050_wrte,production,temporal_2023_2025,ppg_crps,player,540,268,-0.0015138901339250821,-0.004409046828350805,0.0015904022995211452,0.8325
all,both_w050_wrte,production,temporal_2023_2025,contribution_crps,player,540,268,-0.020570360607280163,-0.05888233779159127,0.01875013666301754,0.8395
all,both_w050_wrte,production,temporal_2023_2025,played_crps,player,540,268,0.005269130169691438,0.0010960857173865932,0.009891752665957296,0.006
all,both_w050_wrte,production,temporal_2023_2025,plus3_brier_row,player,540,268,-0.00045877083389468985,-0.0014539880946630199,0.0005468823437485146,0.8365
