run_id,feature_run_id,model_name,model_family,feature_set,feature_count,feature_names_json,hyperparameters_json,search_iterations
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,projection_core_knn,knn,projection_core,26,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share"", ""position_QB"", ""position_RB"", ""position_WR"", ""position_TE""]","{""knn__algorithm"": [""brute""], ""knn__n_neighbors"": [15, 35, 75], ""knn__p"": [1, 2], ""knn__weights"": [""uniform"", ""distance""]}",12
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,full_knn,knn,full,35,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""position_QB"", ""position_RB"", ""position_WR"", ""position_TE""]","{""knn__algorithm"": [""brute""], ""knn__n_neighbors"": [15, 35, 75], ""knn__p"": [1, 2], ""knn__weights"": [""uniform"", ""distance""]}",12
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,projection_core_random_forest,random_forest,projection_core,26,"[""expert_ppg_team_game_median"", ""expert_ppg_active_median"", ""expert_ppg_team_game_std"", ""expert_ppg_team_game_iqr"", ""expert_points_iqr"", ""projection_provider_count"", ""configured_projection_provider_count"", ""proj_games"", ""proj_pass_attempts"", ""proj_passing_yards"", ""proj_passing_tds"", ""proj_interceptions"", ""proj_rush_attempts"", ""proj_rushing_yards"", ""proj_rushing_tds"", ""proj_targets"", ""proj_receptions"", ""proj_receiving_yards"", ""proj_receiving_tds"", ""projected_pass_point_share"", ""projected_rush_point_share"", ""projected_receiving_point_share"", ""position_QB"", ""position_RB"", ""position_WR"", ""position_TE""]","{""rf__bootstrap"": [true], ""rf__max_depth"": [6, 10], ""rf__max_features"": [0.5, 1.0], ""rf__min_samples_leaf"": [5, 15], ""rf__n_estimators"": [250], ""rf__n_jobs"": [1], ""rf__random_state"": [1234]}",8
m4a_knn_rf_models_20260728T211401Z_25f3e852,milestone_3_20260728T143652Z_86d0c2de,full_random_forest,random_forest,full,35,"[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""position_QB"", ""position_RB"", ""position_WR"", ""position_TE""]","{""rf__bootstrap"": [true], ""rf__max_depth"": [6, 10], ""rf__max_features"": [0.5, 1.0], ""rf__min_samples_leaf"": [5, 15], ""rf__n_estimators"": [250], ""rf__n_jobs"": [1], ""rf__random_state"": [1234]}",8
