method,projection_core_lightgbm,full_lightgbm,projection_core_knn,full_knn,projection_core_random_forest,full_random_forest
projection_core_lightgbm,1.0,0.9808996625556907,0.9554881839455416,0.9274231628849886,0.9898936119321492,0.9761735993423977
full_lightgbm,0.9808996625556907,1.0,0.9451732095110116,0.9344812472440326,0.9777267908947446,0.9881284402657604
projection_core_knn,0.9554881839455416,0.9451732095110116,1.0,0.9317941283725723,0.9538125966819077,0.9437308821128252
full_knn,0.9274231628849886,0.9344812472440326,0.9317941283725723,1.0,0.923627245736105,0.9313558475554863
projection_core_random_forest,0.9898936119321492,0.9777267908947446,0.9538125966819077,0.923627245736105,1.0,0.9795899536363769
full_random_forest,0.9761735993423977,0.9881284402657604,0.9437308821128252,0.9313558475554863,0.9795899536363769,1.0
