study,result_dir,experiment,league,evidence_class,baseline_method,method,tier,period,n,ppg_crps,contribution_crps,played_crps,ppg_bias,contribution_bias,played_bias,ppg_80_coverage,extended_absence_calibration,extended_absence_brier,zero_active_calibration,predicted_missed_games,observed_missed_games
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_strict,all_2017_2025,744,1.9035854666485152,24.82807909993179,1.362289951772695,-0.36191284139932295,-2.6706235180318383,-0.005166640284035621,0.8333333333333334,0.006153322543386089,0.08563165549035896,-0.00021849254870980354,3.0333924467356486,3.028225806451612
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,all_2017_2025,744,1.8991767439649518,24.80072019277369,1.3584710493886996,-0.36211319902015654,-2.526609012325278,0.06025952326367546,0.8185483870967742,0.0019388622178004161,0.08437993472994326,-5.817324551184947e-05,2.967966283187936,3.028225806451612
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_strict,development_2017_2022,492,1.919267626905808,24.748543544278025,1.352920360961864,-0.40897232541490586,-2.917161481971175,0.060253783498916975,0.8434959349593496,0.012629791109280239,0.08184720542684606,-0.0027239461761796747,3.0027543465823836,3.0630081300813004
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,development_2017_2022,492,1.9154935999329061,24.74281807268916,1.3434139076769644,-0.4091911657313918,-2.6815458712221125,0.10814951874782039,0.8292682926829268,0.008772051479405796,0.08015255023747982,-0.0022468669151691286,2.9548586113334796,3.0630081300813004
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_strict,recent_2020_2025,504,1.8870227506115178,25.053335141623517,1.3853563107242017,-0.3498753421644534,-1.893609720856898,0.03583082827652816,0.8253968253968254,0.0021451272010573896,0.08785082341166894,0.0025208748031241204,3.0534548860091846,3.0892857142857135
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,recent_2020_2025,504,1.8851233912588594,25.053828501256305,1.3851152850291573,-0.3501079108815016,-1.768976008230746,0.1322616356769176,0.8115079365079365,-0.0035780294189785566,0.08653398983518627,0.002198597953183429,2.9570240786087965,3.0892857142857135
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_strict,temporal_2023_2025,252,1.8729679156699923,24.983362803827248,1.3805829624033648,-0.27003480117842277,-2.1892874931978956,-0.13289222957456204,0.8134920634920635,-0.006491211323359586,0.09302034370959841,0.004673107390636135,3.0932096898920207,2.9603174603174605
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_strict,temporal_2023_2025,252,1.8673200251703743,24.9137671891292,1.387868326063992,-0.27019907353631595,-2.2241132401933643,-0.033239991729178936,0.7976190476190477,-0.011402126340571986,0.09263339969141954,0.004214990585723792,2.9935574520466393,2.9603174603174605
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_main,all_2017_2025,1062,1.9605660887391252,23.493627345814357,1.455678466961627,-0.25799834247053127,-2.1397493193136827,0.057758384944522734,0.832391713747646,0.00014072988756805294,0.09726247541557125,-0.004448107815123618,3.193654044434009,3.251412429378531
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,all_2017_2025,1062,1.9573986347179673,23.477310665219292,1.45572324922272,-0.2584242420429908,-1.8719848442772966,0.11204471246807302,0.82015065913371,-0.003548831628457899,0.09746165947483562,-0.004472951720085718,3.139367716910458,3.251412429378531
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_main,development_2017_2022,702,1.9303212938428307,23.29314530400203,1.4410388843502884,-0.289339504517145,-2.099000016400416,0.11447101768826286,0.8490028490028491,0.006532504360157329,0.09295894171214075,-0.004067331535871755,3.1504862472690043,3.264957264957266
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,production_hybrid,core_main,development_2017_2022,702,1.92875351079376,23.2872060925626,1.4302288487077173,-0.28981028673603315,-1.773142074389914,0.15149662964859148,0.8347578347578347,0.003620382719826301,0.09248805266646534,-0.004063667219979089,3.113460635308675,3.264957264957266
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,production_hybrid,beta_scored_ppg_only,core_main,recent_2020_2025,720,1.96534445881579,23.742454296011935,1.4543910389712154,-0.26016383611285937,-1.6229643026329383,0.052293205729244334,0.8222222222222222,-0.002843791567923873,0.09823158385440214,-0.0026331809244746407,3.228262349826311,3.280555555555555
