study,result_dir,experiment,league,evidence_class,candidate_method,baseline_method,tier,period,metric,n,season_clusters,candidate_minus_baseline,bootstrap_p025,bootstrap_p975,probability_candidate_better,season_cluster_se
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_main,temporal_2023_2025,contribution_crps,360,3,0.036552745448551034,-0.0806612203707643,0.1821570599603197,0.266,0.06359464662544381
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_main,temporal_2023_2025,played_crps,360,3,-0.021211677173239695,-0.02605820763347438,-0.012949058512694218,1.0,0.0033949005594654234
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,development_2017_2022,ppg_crps,912,6,0.0005055264169137504,-0.003352282710597903,0.004512794982138583,0.3666,0.0019896690451173455
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,development_2017_2022,contribution_crps,912,6,-0.010946477076092316,-0.10918521352886106,0.08984107696592436,0.5482,0.05105821585486535
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,development_2017_2022,played_crps,912,6,0.00980953368122472,-0.0013121799483838327,0.019105812185113404,0.0444,0.005359469939145868
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,temporal_2023_2025,ppg_crps,468,3,0.005991835476929786,0.0004613249654346198,0.010558855469213776,0.0,0.0024437937593945218
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,temporal_2023_2025,contribution_crps,468,3,0.011049448693264205,-0.051381940153746954,0.10771647975828887,0.2936,0.04084406921653329
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,core_broad,temporal_2023_2025,played_crps,468,3,-0.01594560525130838,-0.02938227280841048,-0.0008057636016813343,1.0,0.00675315173348935
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,development_2017_2022,ppg_crps,1018,6,-0.005232410899722153,-0.007149158454471532,-0.003707353364430782,1.0,0.0008905998810574492
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,development_2017_2022,contribution_crps,1018,6,-0.04485892129650521,-0.08707213879501428,0.004460879086495561,0.9616,0.02368446212665388
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,development_2017_2022,played_crps,1018,6,0.024839451778889864,-0.0009960565317150161,0.05144816203279331,0.0258,0.013518462615889107
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,temporal_2023_2025,ppg_crps,528,3,0.00343753763804197,-0.001025526044478745,0.005909859039224234,0.032,0.0018119539604585847
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,temporal_2023_2025,contribution_crps,528,3,-0.06619623660856601,-0.10222285414978334,-0.02578230922032662,1.0,0.01793296432197002
2026-08-02_beta_scoring_context,results_confirmation,2026-08-02_beta_scoring_context__results_confirmation,beta,fresh_confirmation,beta_scored_ppg_only,production_hybrid,depth_main,temporal_2023_2025,played_crps,528,3,0.00326157869077434,-0.005005562610281935,0.010355478175747173,0.1438,0.0036388442944779538
