player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Daimon Shelton,287,FB,14,BUF,0,6,6,,0,0,0.0
Brian Griese,379,QB,6,CHI,6,0,6,0.00,0,0,0.0
Vonta Leach,2100,FB,10,HST,0,6,6,,1,2,50.0
Dwayne Blakley,1219,TE,16,ATL,0,6,6,,0,0,0.0
Jamal Jones,2088,WR,7,NO,0,6,6,,0,1,16.7
Sean Ryan,1865,TE,16,NYJ,0,6,6,,0,0,0.0
John Gilmore,1176,TE,16,CHI,0,6,6,,1,1,33.3
Matt Schaub,1811,QB,5,ATL,6,0,6,0.50,0,0,0.0
Rock Cartwright,1211,HB,2,WAS,5,0,5,1.40,0,0,0.0
Sam Hurd,3362,WR,13,DAL,0,5,5,,0,1,20.0
Derrick Wimbush,2848,FB,12,JAX,1,4,5,2.00,0,1,40.0
Richard Owens,2141,TE,16,MIN,0,5,5,,0,0,0.0
Kyle Brady,118,TE,16,JAX,0,5,5,,3,0,60.0
Keary Colbert,1783,WR,12,CAR,0,5,5,,0,1,20.0
Cortez Hankton,1618,WR,11,JAX,0,5,5,,0,0,0.0
Doug Gabriel,1473,WR,3,OAK,0,5,5,,0,0,0.0
Aaron Walker,1469,TE,16,STR,0,5,5,,0,2,40.0
Edell Shepherd,1304,WR,7,HST,2,3,5,6.50,2,0,260.0
Robert Ferguson,811,WR,4,GB,0,5,5,,0,0,0.0
Nate Jackson,1259,TE,7,DEN,0,5,5,,0,0,0.0
Paris Warren,2442,WR,6,TB,0,5,5,,0,1,20.0
Sinorice Moss,2989,WR,6,NYG,0,5,5,,0,1,20.0
Adam Jones,2223,CB,6,TEN,2,2,4,2.50,0,2,125.0
Chris Simms,1411,QB,3,TB,4,0,4,0.25,0,0,0.0
Taylor Jacobs,1360,WR,8,SF,0,4,4,,0,1,25.0
Chris Weinke,861,QB,3,CAR,4,0,4,5.25,0,0,0.0
Tim Rattay,701,QB,4,TB,4,0,4,0.00,0,0,0.0
Kay-Jay Harris,2630,HB,2,STR,3,1,4,1.67,0,0,0.0
Micheal Spurlock,3517,WR,1,ARZ,0,4,4,,0,1,25.0
Cleo Lemon,1271,QB,4,MIA,4,0,4,2.75,0,0,0.0
Justin Green,2375,FB,9,BLT,0,4,4,,0,1,25.0
John Owens,1133,TE,5,NO,0,4,4,,0,1,25.0
Keylon Kincade,2096,HB,1,DAL,4,0,4,3.00,0,0,0.0
Sage Rosenfels,863,QB,3,HST,4,0,4,2.00,1,1,100.0
Derek Anderson,2430,QB,5,CLV,4,0,4,6.00,1,1,300.0
Andrew Pinnock,1527,FB,3,SD,4,0,4,2.50,0,0,0.0
Martin Nance,3440,WR,1,MIN,0,4,4,,0,0,0.0
Marques Tuiasosopo,826,QB,2,OAK,4,0,4,0.00,0,0,0.0
Justin Gage,1452,WR,6,CHI,0,4,4,,0,1,25.0
Will Heller,1623,TE,13,SEA,0,4,4,,0,0,0.0
Gabe Reid,1688,TE,10,CHI,0,4,4,,0,1,25.0
Jason Dunn,178,TE,15,KC,0,4,4,,1,2,75.0
Fred McCrary,142,FB,14,ATL,0,3,3,,0,1,33.3
Ran Carthon,2006,HB,1,IND,3,0,3,0.67,0,0,0.0
Rich Alexis,1975,HB,1,JAX,3,0,3,1.33,0,0,0.0
Sean McHugh,1955,TE,6,DET,0,3,3,,0,1,33.3
Ricky Proehl,11,WR,2,IND,0,3,3,,0,0,0.0
Cedric Cobbs,1849,HB,1,DEN,3,0,3,2.00,0,0,0.0
Courtney Roby,2285,WR,10,TEN,1,2,3,0.00,0,0,0.0
Ryan Fitzpatrick,2467,QB,1,STR,3,0,3,0.00,0,0,0.0
Fred McAfee,18,HB,1,NO,3,0,3,1.00,0,0,0.0
Eddie Drummond,1237,WR,6,DET,1,2,3,1.00,0,0,0.0
Sam Gado,2599,HB,1,GB,2,1,3,0.50,0,0,0.0
Darian Barnes,1216,FB,15,MIA,0,3,3,,0,2,66.7
John Kuhn,2686,FB,3,PIT,2,1,3,4.00,0,0,0.0
Marquis Weeks,2837,HB,2,SEA,3,0,3,1.00,0,0,0.0
Antonio Chatman,946,WR,3,CIN,0,3,3,,0,1,33.3
Billy Volek,768,QB,1,SD,3,0,3,0.00,0,0,0.0
Brodie Croyle,3030,QB,2,KC,3,0,3,0.00,0,0,0.0
Anthony Wright,577,QB,4,CIN,3,0,3,0.00,0,0,0.0
Karl Hankton,308,WR,3,CAR,0,3,3,,0,0,0.0
Jeff Webb,3135,WR,6,KC,0,3,3,,0,0,0.0
Taye Biddle,3231,WR,2,CAR,0,3,3,,0,0,0.0
Derrick Ross,3491,HB,1,KC,3,0,3,1.67,0,0,0.0
Quinn Sypniewski,3111,TE,16,BLT,0,2,2,,0,0,0.0
Chad Mustard,1668,TE,12,DEN,0,2,2,,0,0,0.0
Delanie Walker,3120,TE,6,SF,0,2,2,,0,1,50.0
Quinn Gray,1247,QB,2,JAX,2,0,2,12.00,1,1,1200.0
Matt Cassel,2447,QB,5,NE,2,0,2,1.00,0,0,0.0
Casey Cramer,1942,TE,11,TEN,0,2,2,,0,0,0.0
Dominique Byrd,3038,TE,4,STR,0,2,2,,0,1,50.0
Chris Hetherington,214,FB,2,SF,0,2,2,,0,0,0.0
James Hodgins,554,FB,6,NYJ,0,2,2,,0,0,0.0
Sean Morey,538,WR,4,PIT,0,2,2,,0,0,0.0
Kellen Clemens,2994,QB,2,NYJ,2,0,2,0.00,0,0,0.0
Kelvin Kight,2095,WR,3,NE,1,1,2,6.00,0,0,0.0
Christian Fauria,130,TE,9,WAS,0,2,2,,0,0,0.0
Shaud Williams,2207,HB,2,BUF,2,0,2,0.50,0,0,0.0
Aaron Rodgers,2241,QB,2,GB,2,0,2,0.00,0,0,0.0
Brandon Childress,2532,WR,2,NE,0,2,2,,0,0,0.0
Travis Wilson,3023,WR,4,CLV,0,2,2,,0,1,50.0
Chris Francies,3313,WR,7,GB,0,2,2,,0,1,50.0
Rod Gardner,785,WR,14,KC,0,2,2,,0,0,0.0
Charlie Whitehurst,3026,QB,2,SD,2,0,2,0.00,1,0,0.0
Oliver Hoyte,3357,FB,10,DAL,0,2,2,,0,0,0.0
Darnell Dinkins,1236,TE,13,CLV,0,2,2,,0,0,0.0
Cliff Russell,1090,WR,2,MIA,0,2,2,,0,0,0.0
Ingle Martin,3093,QB,1,GB,2,0,2,0.00,0,0,0.0
Josh McCown,1085,QB,2,DET,0,2,2,,0,1,50.0
Quincy Wilson,1935,HB,1,CIN,2,0,2,3.00,0,0,0.0
Andre' Davis,1054,WR,13,BUF,0,2,2,,0,0,0.0
Fred Wakefield,999,TE,16,ARZ,0,2,2,,1,1,100.0
Clarence Moore,1915,WR,9,BLT,0,2,2,,0,0,0.0
Brian Kozlowski,62,TE,3,WAS,0,1,1,,0,0,0.0
Glenn Holt,3355,WR,8,CIN,0,1,1,,0,0,0.0
Cooper Wallace,3546,TE,2,TEN,0,1,1,,0,0,0.0
Lamar Gordon,1088,HB,1,DET,1,0,1,2.00,0,0,0.0
Doug Jolley,1062,TE,10,TB,0,1,1,,0,0,0.0
Josh Parry,974,FB,7,SEA,0,1,1,,0,0,0.0
A.J. Feeley,893,QB,2,PHI,1,0,1,0.00,0,0,0.0
Nick Mangold,2974,C,16,NYJ,0,1,1,,1,1,200.0
John Bronson,2506,FB,1,ARZ,0,1,1,,0,1,100.0
Derrick Lewis,1272,WR,5,HST,0,1,1,,0,0,0.0
Todd Yoder,772,TE,9,WAS,0,1,1,,0,0,0.0
Dave Moore,30,TE,8,TB,0,1,1,,0,0,0.0
Dane Looker,755,WR,9,STR,1,0,1,0.00,0,0,0.0
Marlion Jackson,742,HB,1,ATL,1,0,1,2.00,0,0,0.0
Corey McIntyre,1278,FB,1,NO,0,1,1,,0,0,0.0
Chad Morton,683,HB,2,NYG,1,0,1,3.00,1,0,300.0
Jerry Porter,617,WR,4,OAK,0,1,1,,0,0,0.0
Jared Lorenzen,2107,QB,1,NYG,1,0,1,1.00,0,0,0.0
Ryan Neufeld,565,TE,8,BUF,0,1,1,,0,0,0.0
Kevin Everett,2303,TE,12,BUF,0,1,1,,0,0,0.0
Dan Klecko,1429,DI,2,IND,0,1,1,,0,0,0.0
Walter Young,1524,WR,2,PIT,0,1,1,,0,0,0.0
James Adkisson,1554,TE,2,OAK,0,1,1,,0,0,0.0
A.J. Schable,3498,FB,5,ARZ,1,0,1,4.00,0,0,0.0
Jerald Sowell,294,FB,10,TB,0,1,1,,1,0,100.0
Jeff King,3100,TE,4,CAR,0,1,1,,0,0,0.0
David Patten,221,WR,5,WAS,0,1,1,,0,0,0.0
Adam Jennings,3129,WR,7,ATL,1,0,1,1.00,0,0,0.0
Reggie McNeal,3138,WR,7,CIN,1,0,1,2.00,0,0,0.0
David Anderson,3196,WR,8,HST,0,1,1,,0,3,300.0
DeAngelo Hall,1729,CB,1,ATL,0,1,1,,0,0,0.0
Brett Basanez,3219,QB,1,CAR,1,0,1,5.00,0,0,0.0
Will Buchanon,3259,WR,1,OAK,0,1,1,,0,0,0.0
Nate Lawrie,1899,TE,7,NO,0,1,1,,0,0,0.0
