player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Cecil Shorts,6266,WR,13,JAX,0,66,66,,0,6,9.1
Michael Floyd,7019,WR,16,ARZ,0,65,65,,1,10,16.9
Martellus Bennett,4375,TE,16,CHI,0,65,65,,0,21,32.3
Torrey Smith,6210,WR,16,BLT,0,65,65,,1,4,7.7
Julius Thomas,6281,TE,14,DEN,0,65,65,,3,9,18.5
Steve Smith,837,WR,15,CAR,0,64,64,,0,14,21.9
Rod Streater,7416,WR,16,OAK,2,61,63,4.00,0,1,6.3
Andrew Luck,7007,QB,16,IND,63,0,63,2.52,7,9,64.1
Roddy White,2244,WR,13,ATL,0,63,63,,0,3,4.8
Joseph Randle,7933,HB,7,DAL,54,8,62,2.24,4,1,18.1
Dexter McCluster,5561,WR,15,KC,8,53,61,1.88,1,6,21.5
Andy Dalton,6187,QB,16,CIN,61,0,61,0.93,1,3,6.1
Delanie Walker,3120,TE,15,TEN,0,60,60,,4,7,18.3
Brandon Jacobs,2327,HB,7,NYG,58,2,60,2.03,3,2,17.0
Marvin Jones Jr.,7158,WR,16,CIN,8,51,59,3.13,5,12,90.0
James Jones,3694,WR,14,GB,0,59,59,,1,10,18.6
Nate Washington,2832,WR,16,TEN,0,58,58,,0,4,6.9
Heath Miller,2247,TE,14,PIT,0,58,58,,2,4,10.3
Cordarrelle Patterson,7810,WR,16,MIN,12,45,57,9.92,12,9,365.4
Nick Foles,7089,QB,13,PHI,57,0,57,0.67,0,1,1.2
Jonathan Dwyer,5711,HB,15,PIT,49,8,57,2.08,3,3,21.9
Dwayne Bowe,3639,WR,15,KC,0,57,57,,0,11,19.3
Felix Jones,4336,HB,16,PIT,48,9,57,1.88,4,0,13.2
Dennis Johnson,8070,HB,8,HST,49,8,57,2.14,6,3,33.8
Hakeem Nicks,4952,WR,15,NYG,0,56,56,,1,11,21.4
Danny Amendola,4717,WR,12,NE,1,54,55,1.00,0,3,5.5
Jonathan Stewart,4327,HB,6,CAR,48,7,55,2.56,7,0,32.6
Tim Wright,8392,TE,16,TB,1,54,55,4.00,1,1,14.5
Khiry Robinson,8514,HB,10,NO,54,0,54,2.26,8,0,33.5
Ronnie Brown,2219,HB,15,SD,45,8,53,1.82,1,1,6.9
Benny Cunningham,8283,HB,13,STR,47,6,53,2.00,6,0,22.6
Steve Johnson,4538,WR,12,BUF,1,52,53,4.00,0,6,45.3
Ace Sanders,7883,WR,15,JAX,2,51,53,0.50,1,5,5.7
Scott Chandler,3745,TE,16,BUF,0,53,53,,1,4,9.4
Coby Fleener,7038,TE,16,IND,0,52,52,,3,3,11.5
E.J. Manuel,7797,QB,10,BUF,52,0,52,0.75,0,0,0.0
DeAndre Hopkins,7808,WR,16,HST,0,52,52,,0,1,1.9
Doug Baldwin,6615,WR,16,SEA,2,50,52,0.50,0,2,1.9
Vernon Davis,2951,TE,15,SF,0,52,52,,0,7,13.5
Edwin Baker,7231,HB,3,CLV,43,8,51,2.28,2,0,8.9
Jared Cook,5012,TE,16,STR,0,51,51,,0,7,13.7
Mohamed Sanu,7084,WR,16,CIN,4,47,51,2.25,0,5,22.1
Eddie Royal,4356,WR,15,SD,3,48,51,1.67,0,10,32.7
Brandon LaFell,5602,WR,16,CAR,2,49,51,4.00,2,4,47.1
Marlon Brown,8179,WR,14,BLT,1,49,50,5.00,1,8,90.0
Riley Cooper,5682,WR,16,PHI,1,48,49,0.00,0,4,0.0
Jarrett Boykin,7363,WR,15,GB,0,49,49,,0,12,24.5
Toby Gerhart,5576,HB,14,MIN,36,13,49,3.78,10,2,92.5
Matt Asiata,6432,HB,3,MIN,44,5,49,2.55,1,1,10.4
Tavon Austin,7789,WR,13,STR,9,40,49,2.11,2,4,25.9
Fozzy Whittaker,8547,HB,10,CLV,28,21,49,1.61,1,4,16.4
Garrett Graham,5642,TE,13,HST,0,49,49,,1,2,6.1
Ahmad Bradshaw,3866,HB,3,IND,41,7,48,1.83,2,0,7.6
Jerricho Cotchery,1829,WR,16,PIT,1,47,48,2.00,1,4,20.8
Jerome Simpson,4360,WR,16,MIN,0,48,48,,0,5,10.4
Brandon Myers,5126,TE,16,NYG,0,47,47,,2,3,10.6
Jeremy Kerley,6305,WR,12,NYJ,4,43,47,1.50,0,3,9.6
Terrance Williams,7855,WR,16,DAL,3,44,47,2.67,0,3,17.0
Denarius Moore,6300,WR,13,OAK,0,46,46,,0,4,8.7
David Wilson,7036,HB,5,NYG,44,2,46,2.36,9,1,51.4
Jermaine Gresham,5546,TE,14,CIN,0,46,46,,1,13,30.4
Jordan Reed,7866,TE,9,WAS,1,45,46,1.00,1,3,8.7
Santana Moss,786,WR,16,WAS,3,42,45,2.67,0,2,11.9
Ryan Fitzpatrick,2467,QB,11,TEN,43,1,44,2.91,5,4,59.5
Stepfan Taylor,7922,HB,13,ARZ,36,8,44,1.56,3,2,17.7
Andre Roberts,5612,WR,16,ARZ,0,43,43,,0,3,7.0
Julio Jones,6158,WR,5,ATL,1,41,42,0.00,0,7,0.0
Donnie Avery,4347,WR,16,KC,2,40,42,4.00,0,8,76.2
Robert Woods,7822,WR,14,BUF,2,40,42,1.00,0,2,4.8
Davone Bess,4694,WR,14,CLV,0,42,42,,0,1,2.4
Vincent Brown,6234,WR,16,SD,0,41,41,,0,4,9.8
Greg Little,6211,WR,16,CLV,0,41,41,,1,5,14.6
Rueben Randle,7065,WR,16,NYG,0,41,41,,0,5,12.2
Brandon Pettigrew,4943,TE,14,DET,0,41,41,,8,2,24.4
Rishard Matthews,7211,WR,16,MIA,0,41,41,,0,2,4.9
Nate Burleson,1386,WR,9,DET,2,39,41,0.00,0,5,0.0
Jacoby Jones,3689,WR,12,BLT,2,38,40,1.00,0,3,7.5
Ted Ginn Jr.,3625,WR,16,CAR,4,36,40,1.50,0,5,18.8
Jackie Battle,3885,HB,10,TEN,36,4,40,3.00,4,1,37.5
Ryan Tannehill,7014,QB,16,MIA,39,0,39,1.79,2,2,18.4
Tashard Choice,4436,HB,11,BUF,35,4,39,2.03,3,1,20.8
Michael Vick,773,QB,7,PHI,38,1,39,1.74,2,0,8.9
Reggie Wayne,800,WR,7,IND,1,38,39,0.00,1,6,0.0
Tyler Eifert,7802,TE,15,CIN,0,39,39,,2,10,30.8
Cole Beasley,7330,WR,14,DAL,0,39,39,,0,5,12.8
Rob Gronkowski,5567,TE,7,NE,0,39,39,,2,2,10.3
Rob Housler,6221,TE,13,ARZ,0,39,39,,0,2,5.1
Mychal Rivera,7965,TE,16,OAK,0,38,38,,0,2,5.3
Trent Richardson,7009,HB,2,CLV,31,7,38,2.42,9,2,70.0
Jason Avant,3054,WR,16,PHI,0,38,38,,1,3,10.5
Kris Durham,6259,WR,16,DET,0,38,38,,0,5,13.2
Austin Pettis,6230,WR,16,STR,0,38,38,,0,1,2.6
Matthew Stafford,4924,QB,16,DET,37,0,37,0.92,1,2,7.5
Lance Moore,2718,WR,13,NO,0,37,37,,0,1,2.7
Chris Givens,7096,WR,16,STR,3,34,37,1.00,1,6,18.9
Aaron Dobson,7840,WR,12,NE,0,37,37,,0,3,8.1
Lance Dunbar,7332,HB,8,DAL,30,7,37,3.77,5,1,61.1
David Nelson,5862,WR,12,NYJ,0,36,36,,0,2,5.6
Zach Ertz,7816,TE,16,PHI,0,36,36,,0,2,5.6
Randall Cobb,6216,WR,6,GB,4,31,35,2.75,4,5,70.7
Drew Brees,802,QB,16,NO,35,0,35,0.34,0,0,0.0
Kenny Stills,7926,WR,16,NO,3,32,35,0.67,0,1,1.9
Christian Ponder,6164,QB,9,MIN,34,0,34,2.41,5,5,70.9
Zach Miller,3654,TE,14,SEA,0,33,33,,1,1,6.1
Kenbrell Thompkins,8126,WR,12,NE,0,32,32,,0,6,18.8
John Carlson,4352,TE,13,MIN,0,32,32,,4,2,18.8
Lance Kendricks,6199,TE,15,STR,0,32,32,,1,2,9.4
Earl Bennett,4384,WR,15,CHI,0,32,32,,0,3,9.4
Mike Brown,7698,WR,11,JAX,0,32,32,,0,6,18.8
Andrew Quarless,5677,TE,16,GB,0,32,32,,2,3,15.6
Tom Brady,698,QB,16,NE,31,1,32,0.23,0,0,0.0
Brent Celek,3778,TE,16,PHI,0,32,32,,0,4,12.5
Darrius Heyward-Bey,4930,WR,16,IND,3,29,32,1.33,0,1,4.2
Bruce Miller,6363,FB,14,SF,7,25,32,0.71,2,3,11.2
Peyton Manning,327,QB,16,DEN,32,0,32,0.00,0,0,0.0
Anthony Dixon,5696,HB,12,SF,28,3,31,1.46,1,0,4.7
Da'Rel Scott,6373,HB,5,NYG,20,11,31,1.85,0,1,6.0
Dallas Clark,1340,TE,12,BLT,0,31,31,,1,3,12.9
Jerrel Jernigan,6235,WR,15,NYG,2,29,31,25.50,1,6,575.8
Kellen Winslow,1727,TE,12,NYJ,0,31,31,,0,3,9.7
Justin Blackmon,7011,WR,4,JAX,1,29,30,0.00,0,2,0.0
Aaron Rodgers,2241,QB,9,GB,30,0,30,1.23,0,1,4.1
Leonard Hankerson,6231,WR,10,WAS,0,30,30,,0,1,3.3
Kyle Rudolph,6195,TE,8,MIN,0,30,30,,1,5,20.0
Brandon Gibson,5118,WR,7,MIA,0,30,30,,0,3,10.0
Philip Rivers,1725,QB,16,SD,28,1,29,1.11,0,0,0.0
Jed Collins,4743,FB,16,NO,15,14,29,1.73,4,1,29.9
Logan Paulsen,5795,TE,16,WAS,0,28,28,,1,5,21.4
Alfonso Smith,5877,HB,14,ARZ,18,10,28,2.56,1,1,18.3
Chad Henne,4371,QB,15,JAX,28,0,28,1.71,1,2,18.4
Ben Roethlisberger,1732,QB,16,PIT,27,1,28,1.41,0,0,0.0
Tommy Bohanon,7997,FB,16,NYJ,17,11,28,2.00,3,2,35.7
Joe Flacco,4332,QB,16,BLT,27,0,27,1.48,2,0,11.0
T.J. Graham,7071,WR,16,BUF,4,23,27,2.50,0,5,46.3
Mike Glennon,7854,QB,13,TB,27,0,27,1.11,0,1,4.1
Jonathan Grimes,7585,HB,2,HST,21,6,27,1.24,0,2,9.2
Sean McGrath,7515,TE,16,KC,0,26,26,,1,1,7.7
Jim Dray,5756,TE,16,ARZ,0,26,26,,2,0,7.7
Jarius Wright,7118,WR,16,MIN,0,26,26,,0,4,15.4
Jeff Cumberland,5861,TE,15,NYJ,0,26,26,,0,3,11.5
Carson Palmer,1317,QB,16,ARZ,26,0,26,0.00,0,3,0.0
Ed Dickson,5595,TE,16,BLT,0,25,25,,3,2,20.0
Stanley Havili,6392,FB,13,IND,7,18,25,1.29,3,3,30.9
Andre Holmes,6489,WR,10,OAK,0,25,25,,0,0,0.0
Michael Cox,8036,HB,3,NYG,22,3,25,1.27,2,1,15.3
Jermichael Finley,4405,TE,6,GB,0,25,25,,1,11,48.0
Marcedes Lewis,2973,TE,11,JAX,0,25,25,,0,10,40.0
Jake Locker,6160,QB,7,TEN,24,0,24,2.58,1,2,32.3
Tiquan Underwood,5177,WR,12,TB,0,24,24,,0,1,4.2
Griff Whalen,7351,WR,9,IND,0,24,24,,0,6,25.0
Stephen Hill,7047,WR,12,NYJ,0,24,24,,1,3,16.7
Clay Harbor,5648,TE,16,JAX,0,24,24,,1,1,8.3
Miles Austin,3211,WR,11,DAL,0,24,24,,1,0,4.2
Owen Daniels,3043,TE,5,HST,0,24,24,,0,2,8.3
Thaddeus Lewis,5817,QB,6,BUF,24,0,24,0.79,2,2,13.2
Johnathan Franklin,7907,HB,5,GB,19,4,23,4.32,5,0,93.8
Anthony Fasano,2998,TE,9,KC,0,23,23,,2,2,17.4
Kellen Clemens,2994,QB,10,STR,23,0,23,1.35,0,0,0.0
Santonio Holmes,2970,WR,11,NYJ,0,23,23,,0,0,0.0
Jay Cutler,2956,QB,11,CHI,23,0,23,1.70,0,0,0.0
John Kuhn,2686,FB,14,GB,10,13,23,1.30,1,1,11.3
Vonta Leach,2100,FB,16,BLT,11,11,22,0.82,0,1,3.7
Darius Johnson,8418,WR,10,ATL,0,22,22,,0,3,13.6
Keshawn Martin,7121,WR,14,HST,0,22,22,,0,3,13.6
Jermaine Kearse,7428,WR,15,SEA,0,22,22,,0,0,0.0
Josh Morgan,4488,WR,14,WAS,2,20,22,0.50,2,2,9.1
Mike Williams,5625,WR,6,TB,0,22,22,,0,2,9.1
Aldrick Robinson,6330,WR,16,WAS,3,18,21,1.00,0,1,4.8
Justin Forsett,4547,HB,9,JAX,6,15,21,2.50,0,4,47.6
Denard Robinson,7917,HB,14,JAX,20,0,20,2.40,1,0,12.0
Marquise Goodwin,7859,WR,12,BUF,3,17,20,0.33,0,0,0.0
Tony Romo,1693,QB,15,DAL,20,0,20,0.05,0,0,0.0
Dennis Pitta,5638,TE,4,BLT,0,20,20,,0,0,0.0
Anthony Sherman,6288,FB,16,KC,2,18,20,1.00,0,4,20.0
Jacob Tamme,4441,TE,16,DEN,0,20,20,,0,3,15.0
Luke Willson,7940,TE,16,SEA,0,20,20,,0,4,20.0
Stedman Bailey,7873,WR,10,STR,2,17,19,1.50,0,2,15.8
Tandon Doss,6275,WR,14,BLT,0,19,19,,0,1,5.3
Michael Crabtree,4933,WR,5,SF,0,19,19,,0,4,21.1
Benjamin Watson,1753,TE,15,NO,0,19,19,,2,1,15.8
Frank Summers,5093,FB,13,BUF,12,7,19,2.67,5,1,84.2
Kerry Taylor,6760,WR,7,JAX,0,19,19,,0,1,5.3
Ryan Griffin,7982,TE,15,HST,0,19,19,,1,0,5.3
Joseph Fauria,8478,TE,16,DET,0,18,18,,0,1,5.6
Robert Meachem,3643,WR,15,NO,2,16,18,0.00,0,1,0.0
Eli Manning,1722,QB,16,NYG,18,0,18,2.56,0,0,0.0
Isaiah Pead,7053,HB,7,STR,7,11,18,2.86,0,2,31.7
Brian Quick,7037,WR,16,STR,0,18,18,,0,3,16.7
Jacoby Ford,5632,WR,14,OAK,5,13,18,4.60,1,1,51.1
Justin Hunter,7815,WR,14,TEN,0,18,18,,0,1,5.6
Matt Cassel,2447,QB,9,MIN,18,0,18,1.11,1,2,18.5
Christine Michael,7843,HB,3,SEA,18,0,18,2.50,4,0,55.6
Bobby Rainey Jr.,7511,HB,4,CLV,13,4,17,1.54,3,2,45.2
Matt Ryan,4317,QB,16,ATL,17,0,17,2.24,0,1,13.1
Andre Caldwell,4411,WR,16,DEN,1,16,17,2.00,0,0,0.0
Matt Flynn,4523,QB,5,GB,17,0,17,0.94,0,0,0.0
Ladarius Green,7110,TE,16,SD,0,17,17,,1,2,17.6
Cyrus Gray,7655,HB,12,KC,9,7,16,2.22,2,2,55.6
Darrel Young,5438,FB,13,WAS,12,4,16,1.58,2,1,29.7
Damian Williams,5601,WR,10,TEN,0,15,15,,0,0,0.0
DeVier Posey,7070,WR,13,HST,0,15,15,,0,1,6.7
Sam Bradford,5526,QB,7,STR,15,0,15,0.13,0,0,0.0
Chris Polk,7532,HB,9,PHI,11,4,15,7.18,2,2,191.5
Joshua Cribbs,2544,WR,6,NYJ,13,2,15,2.38,1,0,15.9
Sidney Rice,3660,WR,8,SEA,0,15,15,,0,0,0.0
Da'Rick Rogers,8444,WR,5,IND,1,14,15,2.00,0,2,26.7
Vick Ballard,7162,HB,1,IND,13,1,14,2.00,0,0,0.0
Isaac Redman,5233,HB,3,PIT,10,4,14,1.20,2,0,17.1
Le'Ron McClain,3753,FB,16,SD,11,3,14,1.64,1,0,11.7
Andrew Hawkins,6125,WR,8,CIN,2,12,14,0.00,0,1,0.0
Marcus Thigpen,5488,HB,11,MIA,6,8,14,1.50,0,1,10.7
Kyle Williams,5729,WR,9,SF,2,12,14,3.50,0,3,75.0
LaMichael James,7063,HB,8,SF,12,2,14,1.58,1,0,11.3
Case Keenum,7323,QB,8,HST,14,0,14,1.86,1,1,26.5
Jason Campbell,2242,QB,9,CLV,14,0,14,0.29,0,0,0.0
Chase Daniel,5214,QB,5,KC,14,0,14,1.21,0,0,0.0
Gary Barnidge,4455,TE,16,CLV,0,13,13,,0,0,0.0
Cory Harkey,7306,FB,15,STR,0,13,13,,0,3,23.1
Alex Green,6248,HB,8,NYJ,11,2,13,1.82,0,0,0.0
Theo Riddick,7980,HB,11,DET,9,4,13,1.89,2,1,43.6
Josh McCown,1085,QB,8,CHI,13,0,13,2.00,0,3,46.2
Junior Hemingway,7222,WR,16,KC,0,13,13,,0,0,0.0
Bear Pascoe,5108,TE,16,NYG,1,12,13,2.00,1,2,46.2
Brandon Stokley,498,WR,6,BLT,0,13,13,,0,1,7.7
Chris Owusu,7276,WR,9,TB,0,13,13,,0,0,0.0
Deji Karim,5703,HB,2,HST,12,1,13,2.00,2,0,30.8
Kevin Ogletree,5387,WR,12,DET,0,13,13,,1,3,30.8
Brandon Weeden,7028,QB,8,CLV,12,0,12,0.00,0,0,0.0
James Hanna,7175,TE,16,DAL,0,12,12,,0,1,8.3
LaVon Brazill,7191,WR,10,IND,0,12,12,,0,9,75.0
Tashard Choice,4436,HB,3,IND,11,1,12,1.45,0,1,12.1
Michael Hoomanawanui,5655,TE,13,NE,0,12,12,,0,1,8.3
Clyde Gates,6263,WR,6,NYJ,0,12,12,,0,0,0.0
Phillip Tanner,6420,HB,6,DAL,9,3,12,0.78,1,0,6.5
Drew Davis,6525,WR,16,ATL,0,12,12,,0,3,25.0
Michael Hill,8302,HB,3,TB,9,2,11,1.78,1,0,16.2
Levine Toilolo,7915,TE,16,ATL,0,11,11,,0,2,18.2
Chase Ford,7528,TE,9,MIN,0,11,11,,0,1,9.1
Kenny Britt,4953,WR,12,TEN,0,11,11,,0,3,27.3
Jaron Brown,8128,WR,16,ARZ,0,11,11,,0,0,0.0
Erik Lorig,5775,FB,15,TB,0,11,11,,2,0,18.2
Matt McGloin,8374,QB,7,OAK,11,0,11,0.09,1,2,2.5
Jamize Olawale,7572,FB,16,OAK,3,7,10,0.67,0,3,20.0
Deonte Thompson,7513,WR,6,BLT,0,10,10,,0,1,10.0
A.J. Jenkins,7034,WR,15,KC,2,8,10,4.50,1,0,45.0
Chris Hogan,6468,WR,12,BUF,0,10,10,,0,2,20.0
Derrick Coleman,7377,FB,10,SEA,2,8,10,5.00,0,1,50.0
Will Ta'ufo'ou,5226,FB,16,JAX,0,10,10,,2,4,60.0
Patrick Peterson,6157,CB,12,ARZ,4,6,10,2.00,0,0,0.0
Dwayne Harris,6328,WR,10,DAL,1,9,10,1.00,0,1,10.0
Josh Cooper,7672,WR,4,CLV,0,9,9,,0,1,11.1
Brice Butler,7991,WR,10,OAK,0,9,9,,0,0,0.0
Virgil Green,6356,TE,16,DEN,0,9,9,,1,0,11.1
Blaine Gabbert,6162,QB,3,JAX,9,0,9,0.78,0,0,0.0
Stephen Burton,6388,WR,4,JAX,1,8,9,0.00,0,1,0.0
Josh Boyce,7884,WR,9,NE,0,9,9,,0,3,33.3
Gavin Escobar,7828,TE,16,DAL,0,9,9,,0,0,0.0
Myles White,8243,WR,7,GB,0,9,9,,0,2,22.2
Mike Goodson,5034,HB,2,NYJ,7,2,9,5.86,2,0,130.2
Mario Manningham,4409,WR,6,SF,0,9,9,,0,1,11.1
Kenjon Barner,7963,HB,6,CAR,6,2,8,1.83,2,0,45.8
Tyrod Taylor,6332,QB,3,BLT,7,1,8,1.29,1,2,48.2
