player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Vince Young,2948,QB,3,TEN,8,0,8,2.50,2,2,125.0
David Carr,1009,QB,3,NYG,8,0,8,1.50,1,1,37.5
Brad Cottam,4390,TE,16,KC,0,7,7,,1,0,14.3
DeDe Dorsey,3299,HB,3,CIN,5,2,7,1.80,0,2,51.4
Daniel Fells,3309,TE,11,STR,0,7,7,,0,1,14.3
Keary Colbert,1783,WR,7,SEA,0,7,7,,0,0,0.0
Korey Hall,3807,FB,11,GB,0,7,7,,1,0,14.3
Derek Stanley,3865,WR,9,STR,1,6,7,0.00,0,0,0.0
Billy McMullen,1409,WR,4,SEA,0,7,7,,1,0,14.3
Jesse Chatman,2861,HB,3,NYJ,5,2,7,2.20,0,2,62.9
Will Franklin,4419,WR,13,KC,0,7,7,,0,4,57.1
Lavelle Hawkins,4440,WR,9,TEN,0,7,7,,1,1,28.6
Dan Klecko,1429,FB,15,PHI,0,6,6,,0,0,0.0
Jim Kleinsasser,469,TE,16,MIN,0,6,6,,2,1,50.0
Xavier Omon,4493,HB,2,BUF,6,0,6,1.67,0,0,0.0
Luke Lawton,2099,FB,14,OAK,0,6,6,,0,1,16.7
Anthony Becht,602,TE,16,STR,0,6,6,,1,0,16.7
Limas Sweed,4367,WR,11,PIT,0,6,6,,0,0,0.0
Jeff Dugan,1936,FB,9,MIN,4,2,6,1.00,1,0,16.7
Jermichael Finley,4405,TE,13,GB,0,6,6,,0,0,0.0
Dan Orlovsky,2362,QB,10,DET,6,0,6,0.50,0,1,8.3
Bubba Franks,592,TE,8,NYJ,0,6,6,,1,0,16.7
Rock Cartwright,1211,HB,6,WAS,5,1,6,2.00,0,0,0.0
Jon Kitna,217,QB,4,DET,6,0,6,1.33,1,0,22.2
Troy Williamson,2224,WR,8,JAX,1,5,6,2.00,0,1,33.3
Carson Palmer,1317,QB,4,CIN,6,0,6,0.50,0,0,0.0
Daniel Wilcox,1002,TE,13,BLT,0,5,5,,0,0,0.0
Garrett Mills,3051,TE,8,MIN,0,5,5,,0,0,0.0
Jim Sorgi,1910,QB,1,IND,5,0,5,0.00,0,0,0.0
Jeff Webb,3135,WR,5,KC,0,5,5,,0,0,0.0
Keary Colbert,1783,WR,4,DET,0,5,5,,0,1,20.0
Brady Quinn,3638,QB,3,CLV,5,0,5,0.00,0,0,0.0
Laurent Robinson,3691,WR,6,ATL,0,5,5,,0,1,20.0
Nate Burleson,1386,WR,1,SEA,0,5,5,,0,0,0.0
Darnell Dinkins,1236,TE,12,CLV,0,5,5,,0,0,0.0
Dominique Zeigler,4111,WR,6,SF,0,5,5,,0,1,20.0
Moran Norris,865,FB,10,DET,1,4,5,1.00,1,0,20.0
Mario Manningham,4409,WR,6,NYG,1,4,5,0.00,0,1,0.0
Brian Griese,379,QB,5,TB,5,0,5,1.00,0,0,0.0
Chauncey Washington,4527,HB,3,JAX,4,1,5,3.00,1,0,60.0
Michael Bumpus,4618,WR,3,SEA,0,5,5,,0,0,0.0
Josh McCown,1085,QB,2,CAR,4,0,4,0.00,0,0,0.0
Matt Leinart,2955,QB,4,ARZ,4,0,4,3.00,0,0,0.0
Pierre Garcon,4519,WR,4,IND,0,4,4,,0,0,0.0
Craig Davis,3646,WR,3,SD,0,4,4,,0,0,0.0
Jacoby Jones,3689,WR,10,HST,1,3,4,0.00,0,0,0.0
Charles Ali,4187,FB,10,CLV,0,4,4,,1,1,50.0
Tim Castille,3906,FB,14,ARZ,0,4,4,,0,0,0.0
Damon Huard,215,QB,5,KC,4,0,4,0.00,0,0,0.0
Byron Leftwich,1323,QB,5,PIT,4,0,4,3.75,1,0,93.8
Fred Davis,4362,TE,11,WAS,1,3,4,5.00,2,0,250.0
Darcy Johnson,3377,TE,12,NYG,0,4,4,,2,0,50.0
Will Heller,1623,TE,12,SEA,0,4,4,,1,0,25.0
Deon Anderson,3811,FB,14,DAL,2,2,4,0.50,0,0,0.0
Kregg Lumpkin,4714,HB,2,GB,1,3,4,3.00,0,0,0.0
Zak Keasey,2674,FB,6,SF,0,3,3,,0,0,0.0
Drew Stanton,3659,QB,3,DET,3,0,3,2.67,0,0,0.0
Derek Hagan,3027,WR,3,MIA,0,3,3,,0,0,0.0
Kellen Clemens,2994,QB,2,NYJ,3,0,3,0.00,0,0,0.0
Maurice Stovall,3035,WR,4,TB,0,3,3,,0,0,0.0
Glenn Martinez,2112,WR,2,DEN,0,3,3,,0,0,0.0
Sean McHugh,1955,FB,15,PIT,0,3,3,,0,0,0.0
Jameel Cook,904,FB,7,TB,0,3,3,,0,0,0.0
Jacob Tamme,4441,TE,3,IND,0,3,3,,0,0,0.0
Kevin O'Connell,4408,QB,2,NE,3,0,3,0.00,0,0,0.0
Sam Gado,2599,HB,1,STR,2,1,3,1.50,0,0,0.0
Robert Ferguson,811,WR,6,MIN,0,3,3,,0,0,0.0
Ben Hartsock,1789,TE,11,ATL,0,3,3,,0,0,0.0
Montell Owens,3452,FB,9,JAX,1,2,3,2.00,0,0,0.0
Trent Green,58,QB,3,STR,3,0,3,0.33,0,0,0.0
Ernest Wilford,1841,WR,7,MIA,0,3,3,,0,0,0.0
Luke McCown,1827,QB,2,TB,3,0,3,1.33,0,0,0.0
Malcolm Kelly,4365,WR,5,WAS,0,3,3,,1,0,33.3
Glenn Holt,3355,WR,8,CIN,0,3,3,,0,0,0.0
Andrew Walter,2286,QB,2,OAK,3,0,3,0.33,0,0,0.0
Mike Hart,4516,HB,2,IND,2,1,3,3.50,1,0,116.7
Brandon London,3997,WR,11,MIA,0,3,3,,0,0,0.0
Logan Payne,4037,WR,2,SEA,0,3,3,,0,0,0.0
Rex Grossman,1338,QB,4,CHI,3,0,3,0.00,0,0,0.0
Marques Tuiasosopo,826,QB,2,OAK,2,0,2,0.00,0,0,0.0
Cleo Lemon,1271,QB,1,JAX,2,0,2,0.00,0,0,0.0
Corey McIntyre,1278,FB,11,BUF,0,2,2,,0,0,0.0
Matt Schobel,1074,TE,5,PHI,0,2,2,,0,0,0.0
George Wrighster,1417,TE,5,JAX,0,2,2,,0,1,50.0
Brian Leonard,3668,HB,1,STR,2,0,2,3.00,0,0,0.0
Daniel Coats,3908,FB,16,CIN,0,2,2,,1,0,50.0
Olaniyi Sobomehin,4782,FB,1,NO,0,2,2,,0,0,0.0
Danny Ware,4095,HB,1,NYG,2,0,2,3.50,0,0,0.0
Michael Matthews,4218,TE,16,NYG,0,2,2,,0,0,0.0
Cecil Sapp,1695,FB,3,HST,2,0,2,0.50,0,0,0.0
Isaiah Stanback,3719,WR,3,DAL,0,2,2,,0,0,0.0
Terrelle Smith,651,FB,15,ARZ,0,2,2,,0,0,0.0
Sean Ryan,1865,FB,1,NO,0,2,2,,0,0,0.0
Jason Davis,3285,FB,5,CHI,1,1,2,1.00,0,2,100.0
Jerame Tuman,513,TE,3,ARZ,0,2,2,,0,0,0.0
Nate Lawrie,1899,TE,7,CIN,0,2,2,,0,0,0.0
Stephen Spach,2789,TE,9,ARZ,0,2,2,,0,0,0.0
Mark Jones,1922,WR,4,CAR,0,2,2,,0,0,0.0
Martin Rucker,4425,TE,4,CLV,0,2,2,,0,0,0.0
Billy Bajema,2466,TE,16,SF,0,2,2,,0,0,0.0
Marques Hagans,3089,QB,2,KC,1,1,2,2.00,0,0,0.0
Allen Rossum,377,CB,2,SF,1,1,2,8.00,0,0,0.0
Casey Cramer,1942,FB,6,MIA,0,2,2,,0,0,0.0
Dennis Dixon,4470,QB,1,PIT,2,0,2,0.00,0,0,0.0
Jalen Parmele,4490,HB,1,BLT,2,0,2,13.00,0,0,0.0
Matt Flynn,4523,QB,3,GB,2,0,2,0.00,0,0,0.0
Charlie Frye,2284,QB,2,SEA,2,0,2,6.00,1,1,600.0
Joey Haynos,4711,TE,6,MIA,0,2,2,,0,0,0.0
Darian Barnes,1216,FB,3,BUF,0,2,2,,0,2,100.0
Chris Davis,3744,WR,4,TEN,0,2,2,,0,0,0.0
Najeh Davenport,1131,HB,3,PIT,2,0,2,2.50,0,0,0.0
Jordan Palmer,3821,QB,3,CIN,1,0,1,2.00,0,0,0.0
Chad Jackson,2981,WR,4,DEN,0,1,1,,0,0,0.0
Todd Herremans,2343,G,16,PHI,0,1,1,,1,0,100.0
Alvin Pearman,2344,HB,1,JAX,0,1,1,,0,0,0.0
Brad Johnson,31,QB,3,DAL,1,0,1,0.00,0,0,0.0
Drew Bennett,941,WR,1,STR,0,1,1,,0,0,0.0
Edgar Jones,4280,ED,3,BLT,0,1,1,,0,0,0.0
Roy Hall,3785,WR,2,IND,0,1,1,,0,0,0.0
Brandon Middleton,2123,WR,7,DET,0,1,1,,0,0,0.0
Jason Rader,2154,TE,6,ATL,0,1,1,,0,0,0.0
Paul Williams,3696,WR,3,TEN,0,1,1,,0,0,0.0
Steve Sanders,4189,WR,5,CLV,0,1,1,,0,0,0.0
Eric Weems,4097,WR,4,ATL,0,1,1,,0,0,0.0
Jackie Battle,3885,HB,1,KC,0,1,1,,0,0,0.0
Jerome Simpson,4360,WR,4,CIN,0,1,1,,0,0,0.0
Buck Ortega,3448,TE,9,NO,0,1,1,,0,0,0.0
Chris Henry,3666,HB,1,TEN,1,0,1,2.00,0,0,0.0
David Clowney,3773,WR,2,NYJ,0,1,1,,0,0,0.0
Sean Ryan,1865,FB,6,SF,0,1,1,,0,0,0.0
Yamon Figurs,3690,WR,8,BLT,0,1,1,,0,0,0.0
Dan Campbell,488,TE,1,DET,0,1,1,,0,0,0.0
Brian Clark,3271,WR,6,TB,0,1,1,,0,0,0.0
Thomas Tapeh,1880,FB,1,MIN,0,1,1,,0,0,0.0
Antrel Rolle,2225,S,1,ARZ,0,1,1,,0,0,0.0
Craig Stevens,4399,TE,13,TEN,0,1,1,,0,0,0.0
Dan Kreider,749,FB,11,STR,1,0,1,0.00,1,0,0.0
Charlie Johnson,3144,G,16,IND,0,1,1,,1,0,100.0
Levi Brown,3621,T,16,ARZ,0,1,1,,3,0,300.0
Quinn Gray,1247,QB,1,KC,1,0,1,0.00,0,0,0.0
Bruce Gradkowski,3139,QB,2,CLV,1,0,1,10.00,0,0,0.0
Dallas Baker,3843,WR,5,PIT,0,1,1,,0,0,0.0
Pete Kendall,163,G,16,WAS,0,1,1,,3,0,300.0
Kelley Washington,1380,WR,1,NE,0,1,1,,0,0,0.0
