player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Johnny White,6285,HB,3,BUF,8,0,8,1.75,1,0,21.9
Orson Charles,7116,TE,16,CIN,0,8,8,,0,0,0.0
Brock Osweiler,7059,QB,5,DEN,8,0,8,0.00,0,0,0.0
Donald Driver,533,WR,13,GB,0,8,8,,0,0,0.0
Ryan Mallett,6226,QB,4,NE,8,0,8,0.00,0,0,0.0
Bernard Scott,5133,HB,2,CIN,8,0,8,4.50,4,0,225.0
Matthew Mulligan,4701,TE,16,STR,0,8,8,,0,0,0.0
Greg McElroy,6360,QB,2,NYJ,8,0,8,1.38,0,0,0.0
Kris Durham,6259,WR,4,DET,0,8,8,,0,0,0.0
James Hanna,7175,TE,15,DAL,0,8,8,,0,0,0.0
Braylon Edwards,2220,WR,10,SEA,0,8,8,,0,0,0.0
John Carlson,4352,TE,14,MIN,0,8,8,,0,0,0.0
John Phillips,5132,TE,16,DAL,0,8,8,,0,0,0.0
David Ausberry,6393,TE,16,OAK,0,7,7,,0,3,42.9
D.J. Williams Jr.,6293,TE,13,GB,0,7,7,,0,0,0.0
Marlon Moore,5887,WR,13,MIA,1,6,7,2.00,0,0,0.0
Jason Campbell,2242,QB,6,CHI,7,0,7,2.71,0,0,0.0
Arrelious Benn,5564,WR,8,TB,3,4,7,2.00,0,1,28.6
Steve Breaston,3758,WR,10,KC,0,7,7,,0,1,14.3
Tom Crabtree,5458,TE,14,GB,0,7,7,,1,2,42.9
David Paulson,7660,TE,16,PIT,0,7,7,,0,2,28.6
Ryan Whalen,6319,WR,9,CIN,0,7,7,,0,1,14.3
Rhett Ellison,7128,FB,16,MIN,0,7,7,,0,1,14.3
Tandon Doss,6275,WR,14,BLT,0,7,7,,0,0,0.0
DeVier Posey,7070,WR,9,HST,1,6,7,0.00,0,2,0.0
Taiwan Jones,6277,HB,4,OAK,6,1,7,1.67,0,0,0.0
Michael Palmer,5784,TE,12,ATL,0,6,6,,0,0,0.0
Taylor Thompson,7140,TE,16,TEN,0,6,6,,0,0,0.0
Devon Wylie,7107,WR,5,KC,0,6,6,,0,0,0.0
Lestar Jean,6705,WR,14,HST,0,6,6,,0,0,0.0
Gary Barnidge,4455,TE,16,CAR,0,6,6,,0,0,0.0
Da'Rel Scott,6373,HB,1,NYG,6,0,6,1.50,1,0,25.0
Travaris Cadet,7457,HB,6,NO,1,5,6,0.00,1,0,0.0
Armon Binns,6590,WR,3,MIA,0,6,6,,0,0,0.0
Matt Spaeth,3693,TE,16,CHI,0,6,6,,0,0,0.0
Nate Eachus,7722,FB,10,KC,5,1,6,2.20,1,0,36.7
Stephen Burton,6388,WR,12,MIN,0,5,5,,0,2,40.0
Javon Ringer,5097,HB,2,TEN,2,3,5,2.00,0,0,0.0
Steve Maneri,6028,TE,13,KC,0,5,5,,3,1,80.0
David Reed,5679,WR,3,BLT,0,5,5,,0,0,0.0
Mike Preston,6413,WR,4,TEN,0,5,5,,0,0,0.0
Brandon Jacobs,2327,HB,2,SF,5,0,5,2.00,0,0,0.0
Patrick Peterson,6157,CB,6,ARZ,2,3,5,1.50,0,0,0.0
Ben Obomanu,3194,WR,8,SEA,1,4,5,0.00,0,0,0.0
Deonte Thompson,7513,WR,2,BLT,0,5,5,,0,1,20.0
Jarrett Boykin,7363,WR,10,GB,0,5,5,,0,1,20.0
Jamar Newsome,6603,WR,6,KC,0,5,5,,0,1,20.0
Anthony Sherman,6288,FB,13,ARZ,0,5,5,,1,0,20.0
Armanti Edwards,5613,WR,16,CAR,0,5,5,,0,1,20.0
Michael Hoomanawanui,5655,TE,14,NE,0,5,5,,1,2,60.0
Collin Mooney,7256,FB,1,TEN,5,0,5,3.00,0,0,0.0
Virgil Green,6356,TE,12,DEN,0,5,5,,0,1,20.0
Matt Moore,4018,QB,2,MIA,5,0,5,0.00,0,0,0.0
Lavelle Hawkins,4440,WR,6,TEN,0,5,5,,0,0,0.0
Kyle Adams,6556,TE,15,CHI,0,4,4,,0,0,0.0
Evan Rodriguez,7111,FB,12,CHI,0,4,4,,0,0,0.0
Bruce Gradkowski,3139,QB,2,CIN,4,0,4,0.00,0,0,0.0
Brian Robiskie,4959,WR,6,DET,0,4,4,,0,0,0.0
Graham Harrell,5519,QB,4,GB,4,0,4,0.00,0,0,0.0
Kealoha Pilares,6284,WR,7,CAR,2,2,4,0.50,0,2,25.0
Keiland Williams,5794,HB,3,DET,2,2,4,1.50,0,0,0.0
Joe Adams,7104,WR,5,CAR,3,1,4,1.67,1,0,41.7
Daniel Fells,3309,TE,13,NE,0,4,4,,0,1,25.0
Lee Smith,6311,TE,16,BUF,0,4,4,,1,0,25.0
Dan Herron,7179,HB,2,CIN,4,0,4,4.00,0,0,0.0
Ruvell Martin,2111,WR,9,BUF,0,4,4,,0,0,0.0
Garrett Celek,7274,TE,12,SF,0,4,4,,0,1,25.0
John Skelton,5678,QB,7,ARZ,4,0,4,1.75,0,1,43.8
Bear Pascoe,5108,TE,15,NYG,0,4,4,,1,1,50.0
Jordan Todman,6335,HB,1,JAX,3,1,4,1.33,0,0,0.0
Ryan Lindley,7174,QB,6,ARZ,4,0,4,0.00,0,0,0.0
Mike McNeill,6787,TE,14,STR,0,4,4,,0,0,0.0
Jonathan Grimes,7585,HB,2,NYJ,2,2,4,2.00,0,0,0.0
Charly Martin,5366,WR,4,SEA,0,4,4,,0,0,0.0
Greg Camarillo,2523,WR,3,NO,0,4,4,,0,0,0.0
Matt Flynn,4523,QB,3,SEA,4,0,4,0.00,0,0,0.0
Ladarius Green,7110,TE,4,SD,0,4,4,,0,1,25.0
Matt Asiata,6432,FB,9,MIN,3,1,4,1.67,0,0,0.0
Jerrel Jernigan,6235,WR,8,NYG,1,3,4,1.00,0,0,0.0
Colt McCoy,5609,QB,3,CLV,4,0,4,4.75,0,0,0.0
Jabar Gaffney,1040,WR,3,MIA,0,4,4,,0,0,0.0
Drew Davis,6525,WR,14,ATL,0,4,4,,0,0,0.0
Chase Daniel,5214,QB,2,NO,3,0,3,1.00,0,0,0.0
Anthony Armstrong,4855,WR,4,MIA,0,3,3,,0,0,0.0
Mike Cox,4716,FB,8,ATL,0,3,3,,0,0,0.0
Jerome Felton,4460,FB,16,MIN,0,3,3,,1,1,66.7
Nate Byham,5705,TE,11,TB,0,3,3,,0,0,0.0
Dezmon Briscoe,5714,WR,5,WAS,1,2,3,0.00,0,0,0.0
Seyi Ajirotutu,6035,WR,3,SD,0,3,3,,0,0,0.0
Kevin Boss,3769,TE,2,KC,0,3,3,,0,0,0.0
Ted Ginn Jr.,3625,WR,11,SF,1,2,3,0.00,0,0,0.0
Leonard Pope,3017,TE,13,PIT,0,3,3,,1,0,33.3
Armond Smith,6824,HB,3,CAR,3,0,3,1.33,0,0,0.0
Kirk Cousins,7102,QB,3,WAS,3,0,3,0.00,0,0,0.0
David Carr,1009,QB,2,NYG,3,0,3,0.00,0,0,0.0
Toney Clemons,7215,WR,4,JAX,0,3,3,,0,0,0.0
Plaxico Burress,586,WR,4,PIT,0,3,3,,0,0,0.0
Jermaine Kearse,7428,WR,7,SEA,0,3,3,,0,0,0.0
Jake O'Connell,5161,TE,3,KC,0,3,3,,0,1,33.3
Richard Gordon,6333,TE,11,OAK,0,2,2,,0,0,0.0
Andre Caldwell,4411,WR,4,DEN,1,1,2,0.00,0,0,0.0
Owen Schmitt,4477,FB,13,OAK,2,0,2,0.50,0,0,0.0
Alfonso Smith,5877,HB,4,ARZ,0,2,2,,0,1,50.0
Mardy Gilyard,5623,WR,2,NYJ,0,2,2,,0,0,0.0
Robert Hughes,6564,FB,5,IND,1,1,2,3.00,0,0,0.0
David Nelson,5862,WR,1,BUF,0,2,2,,0,1,50.0
Eric Weems,4097,WR,12,CHI,0,2,2,,0,0,0.0
Kris Adams,6557,WR,3,IND,0,2,2,,0,0,0.0
T.J. Yates,6304,QB,4,HST,2,0,2,0.00,0,0,0.0
Weslye Saunders,6496,TE,11,IND,0,2,2,,0,0,0.0
Kellen Clemens,2994,QB,2,STR,2,0,2,0.50,0,0,0.0
Marcus Thigpen,5488,HB,4,MIA,1,1,2,11.00,1,1,1100.0
Jim Dray,5756,TE,5,ARZ,0,2,2,,0,0,0.0
Zach Potter,5302,TE,16,JAX,0,2,2,,0,1,50.0
Guy Whimper,3074,T,15,JAX,0,2,2,,1,0,50.0
Trindon Holliday,5720,WR,4,DEN,0,2,2,,0,1,50.0
Luke McCown,1827,QB,2,ATL,2,0,2,0.00,0,0,0.0
Andre Holmes,6489,WR,2,DAL,0,2,2,,0,0,0.0
Jason Hill,3692,WR,4,NYJ,0,2,2,,0,0,0.0
Ben Hartsock,1789,TE,15,CAR,0,2,2,,0,0,0.0
Reagan Mauia,3797,FB,3,ARZ,0,1,1,,1,0,100.0
Mitch Unrein,6031,DI,6,DEN,0,1,1,,0,0,0.0
Senio Kelemete,7144,G,1,ARZ,0,1,1,,0,0,0.0
Tyler Thigpen,3833,QB,3,BUF,1,0,1,0.00,0,0,0.0
Preston Parker,5950,WR,2,TB,1,0,1,0.00,0,0,0.0
Chris Gronkowski,5926,FB,11,DEN,0,1,1,,0,0,0.0
Donte' Stallworth,1020,WR,1,NE,0,1,1,,0,0,0.0
Kahlil Bell,5243,HB,2,NYJ,0,1,1,,0,0,0.0
Robert Turner,4085,C,16,STR,0,1,1,,1,0,100.0
Thaddeus Lewis,5817,QB,1,CLV,1,0,1,1.00,0,0,0.0
Dedrick Epps,5758,TE,3,NYJ,0,1,1,,0,0,0.0
Sammie Stroughter,5157,WR,1,TB,0,1,1,,0,0,0.0
Brad Smelley,7662,TE,2,CLV,0,1,1,,0,0,0.0
Joe Webb III,5722,QB,1,MIN,1,0,1,0.00,0,0,0.0
Chris Owusu,7276,WR,5,TB,0,1,1,,0,1,100.0
Nathan Palmer,7277,WR,3,IND,0,1,1,,0,0,0.0
Cory Harkey,7306,TE,5,STR,0,1,1,,0,0,0.0
Lex Hilliard,4518,FB,2,NE,1,0,1,1.00,0,0,0.0
Lance Louis,5170,G,11,CHI,0,1,1,,3,0,300.0
Will Ta'ufo'ou,5226,FB,5,JAX,0,1,1,,0,0,0.0
Mike Johnson,5622,G,15,ATL,0,1,1,,0,0,0.0
Evan Moore,4771,TE,13,SEA,0,1,1,,0,0,0.0
LaRon Byrd,7486,WR,3,ARZ,0,1,1,,0,0,0.0
Chase Coffman,5021,TE,5,ATL,0,1,1,,0,0,0.0
Austin Collie,5051,WR,1,IND,0,1,1,,0,0,0.0
Chris Pressley,5347,FB,14,CIN,0,1,1,,1,0,100.0
Jordan Babineaux,1980,S,1,TEN,1,0,1,4.00,0,0,0.0
Lousaka Polite,2152,FB,6,ATL,0,1,1,,0,1,100.0
Hayden Smith,7005,TE,4,NYJ,0,1,1,,0,0,0.0
Chris Cooley,1802,TE,9,WAS,0,1,1,,0,0,0.0
Jordan White,7226,WR,3,NYJ,0,1,1,,0,0,0.0
Dominique Jones,6988,TE,4,IND,0,1,1,,0,0,0.0
David Gilreath,6782,WR,2,PIT,1,0,1,1.00,0,0,0.0
Mike Higgins,6689,TE,2,NO,0,1,1,,0,0,0.0
Courtney Roby,2285,WR,6,NO,0,1,1,,0,0,0.0
Tommy Gallarda,6594,TE,8,ATL,0,1,1,,0,0,0.0
Dane Sanzenbacher,6570,WR,3,CHI,0,1,1,,0,0,0.0
Kellen Winslow,1727,TE,1,NE,0,1,1,,0,0,0.0
Allen Reisner,6493,TE,1,MIN,0,1,1,,0,0,0.0
Jordan Gross,1324,T,16,CAR,0,1,1,,0,1,100.0
Byron Leftwich,1323,QB,2,PIT,1,0,1,20.00,1,1,4000.0
Shaun Chapas,6372,FB,3,DET,0,1,1,,0,0,0.0
Ryan Taylor,6370,TE,16,GB,0,1,1,,0,0,0.0
Corey McIntyre,1278,FB,14,BUF,0,1,1,,0,0,0.0
Shaun Hill,1255,QB,1,DET,1,0,1,0.00,0,0,0.0
Ryan Grant,2609,HB,1,WAS,1,0,1,2.00,0,0,0.0
Brian Hoyer,5277,QB,2,ARZ,1,0,1,0.00,0,0,0.0
Antonio Cromartie,2964,CB,5,NYJ,0,1,1,,0,0,0.0
Jeromey Clary,3132,T,14,SD,0,1,1,,2,0,200.0
Isaiah Stanback,3719,TE,2,JAX,0,1,1,,0,0,0.0
Legedu Naanee,3788,WR,4,MIA,0,1,1,,0,0,0.0
