player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Johnnie Lee Higgins,3715,WR,16,OAK,2,6,8,1.00,0,0,0.0
John Madsen,3408,TE,16,OAK,0,8,8,,0,0,0.0
Bryan Gilmore,727,WR,10,SF,1,7,8,0.00,0,0,0.0
Korey Hall,3807,FB,14,GB,0,8,8,,0,1,12.5
Todd Collins,131,QB,4,WAS,8,0,8,0.13,0,0,0.0
Dante' Hall,677,WR,7,STR,3,5,8,1.33,1,0,16.7
Terrelle Smith,651,FB,16,ARZ,1,7,8,0.00,1,2,0.0
Greg Camarillo,2523,WR,11,MIA,0,8,8,,0,1,12.5
Malcom Floyd,2044,WR,6,SD,0,7,7,,0,1,14.3
Ben Patrick,3831,TE,8,ARZ,0,7,7,,0,0,0.0
Peerless Price,473,WR,4,BUF,0,7,7,,0,1,14.3
Jon Bradley,1993,FB,15,DET,5,2,7,1.20,2,0,34.3
Dwayne Blakley,1219,TE,12,ATL,0,7,7,,1,0,14.3
A.J. Feeley,893,QB,3,PHI,7,0,7,0.00,0,0,0.0
Chris Davis,3744,WR,8,TEN,2,5,7,3.00,0,0,0.0
Naufahu Tahi,3526,FB,4,MIN,6,1,7,1.83,0,0,0.0
Todd Yoder,772,TE,15,WAS,0,7,7,,0,2,28.6
Trent Green,58,QB,5,MIA,7,0,7,0.43,0,0,0.0
Gary Russell,4059,HB,2,PIT,7,0,7,1.29,0,0,0.0
Dwayne Jarrett,3661,WR,7,CAR,1,6,7,2.00,0,0,0.0
Aaron Rodgers,2241,QB,2,GB,7,0,7,0.29,0,0,0.0
Mike Williams,2227,WR,6,OAK,0,7,7,,1,1,28.6
Mike Bell,3225,HB,4,DEN,6,1,7,-0.17,1,0,-2.4
Troy Bienemann,4195,TE,16,ARZ,0,7,7,,0,0,0.0
Devin Aromashodu,3178,WR,6,IND,0,7,7,,0,1,14.3
Bruce Gradkowski,3139,QB,4,TB,7,0,7,0.57,0,0,0.0
Brodie Croyle,3030,QB,9,KC,7,0,7,0.43,1,1,12.2
Dane Looker,755,WR,13,STR,0,6,6,,0,1,16.7
Byron Leftwich,1323,QB,3,ATL,6,0,6,0.50,0,0,0.0
Mark Bradley,2256,WR,15,CHI,0,6,6,,0,1,16.7
Gus Frerotte,93,QB,8,STR,6,0,6,0.33,0,0,0.0
Alex Haynes,2636,HB,3,CAR,3,3,6,1.00,0,0,0.0
Michael Matthews,4218,TE,16,NYG,0,6,6,,1,0,16.7
Daniel Wilcox,1002,TE,5,BLT,0,6,6,,1,0,16.7
Madison Hedgecock,2468,FB,15,NYG,0,6,6,,1,3,66.7
Deon Anderson,3811,FB,7,DAL,0,6,6,,0,1,16.7
Jim Sorgi,1910,QB,4,IND,6,0,6,0.00,0,0,0.0
Reagan Mauia,3797,FB,16,MIA,4,2,6,0.50,1,1,16.7
Ricky Williams,440,HB,1,MIA,6,0,6,1.17,0,0,0.0
Seneca Wallace,1422,QB,10,SEA,4,2,6,0.25,0,1,4.2
Adam Jennings,3129,WR,13,ATL,0,6,6,,0,0,0.0
Dante Rosario,3771,TE,14,CAR,0,6,6,,0,0,0.0
Jeb Putzier,1174,TE,7,HST,0,6,6,,0,0,0.0
Wallace Wright,3563,WR,10,NYJ,0,6,6,,0,0,0.0
Jake Delhomme,303,QB,3,CAR,6,0,6,0.33,0,0,0.0
Ben Troupe,1761,TE,15,TEN,1,5,6,4.00,1,1,133.3
Andrew Pinnock,1527,FB,5,SD,4,1,5,1.00,1,1,40.0
Brad Johnson,31,QB,5,DAL,5,0,5,0.00,0,0,0.0
Chad Lucas,2109,WR,2,TB,0,5,5,,0,0,0.0
Anthony Becht,602,TE,16,TB,0,5,5,,0,0,0.0
Courtney Taylor,3813,WR,7,SEA,0,5,5,,0,1,20.0
Joseph Kowalewski,3386,TE,13,NYJ,0,5,5,,2,0,40.0
Craig Nall,1154,QB,1,GB,5,0,5,0.40,0,0,0.0
Chad Mustard,1668,TE,9,DEN,0,5,5,,0,0,0.0
Christian Fauria,130,TE,14,CAR,0,5,5,,1,0,20.0
Brooks Bollinger,1502,QB,5,MIN,5,0,5,3.00,0,0,0.0
Miles Austin,3211,WR,10,DAL,0,5,5,,0,2,40.0
Kyle Orton,2323,QB,3,CHI,5,0,5,0.00,0,1,0.0
Matt Spaeth,3693,TE,14,PIT,0,5,5,,0,0,0.0
JaMarcus Russell,3617,QB,4,OAK,4,0,4,1.00,0,0,0.0
Ryne Robinson,3734,WR,9,CAR,0,4,4,,0,0,0.0
John Broussard,3845,WR,8,JAX,0,4,4,,0,0,0.0
Kenneth Darby,3862,HB,1,TB,2,2,4,2.50,1,1,125.0
David Tyree,1511,WR,11,NYG,0,4,4,,0,1,25.0
Brian Clark,3271,WR,4,DEN,0,4,4,,0,0,0.0
J.T. O'Sullivan,1169,QB,4,DET,4,0,4,0.00,0,0,0.0
Matt Gutierrez,3948,QB,5,NE,4,0,4,0.00,0,0,0.0
Joel Dreessen,2415,TE,11,HST,0,4,4,,0,0,0.0
Artose Pinner,1412,HB,3,ATL,4,0,4,0.50,0,0,0.0
Jim Kleinsasser,469,TE,16,MIN,0,4,4,,2,0,50.0
Taylor Jacobs,1360,WR,4,SF,1,3,4,0.00,0,0,0.0
Willie Reid,3040,WR,5,PIT,0,4,4,,0,2,50.0
Dominique Byrd,3038,TE,4,STR,0,4,4,,0,2,50.0
Skyler Green,3070,WR,3,CIN,1,3,4,1.00,0,0,0.0
Jamie Martin,63,QB,2,NO,3,0,3,0.00,0,0,0.0
Brock Berlin,2495,QB,1,STR,3,0,3,0.00,0,0,0.0
Derek Schouman,3838,TE,3,BUF,0,3,3,,0,0,0.0
Matt Cassel,2447,QB,5,NE,3,0,3,0.33,0,0,0.0
Kevin Kolb,3652,QB,1,PHI,3,0,3,0.00,0,0,0.0
Tony Curtis,2552,TE,14,DAL,0,3,3,,0,0,0.0
Matt Moore,4018,QB,9,CAR,3,0,3,0.00,0,0,0.0
John Gilmore,1176,TE,15,CHI,0,3,3,,0,0,0.0
Kerry Collins,115,QB,6,TEN,3,0,3,0.00,0,0,0.0
Nate Jackson,1259,TE,5,DEN,0,3,3,,0,0,0.0
Chris Barclay,3216,HB,3,TEN,1,2,3,0.00,0,0,0.0
Anthony Mix,3436,WR,1,NYG,0,3,3,,0,1,33.3
Sean Ryan,1865,TE,9,NYJ,0,3,3,,0,0,0.0
Joe Klopfenstein,2991,TE,16,STR,0,2,2,,0,1,50.0
Boomer Grigsby,2355,FB,9,KC,0,2,2,,0,0,0.0
Justin Green,2375,FB,7,BLT,0,2,2,,0,0,0.0
Tab Perry,2407,WR,2,CIN,1,1,2,2.00,1,0,100.0
Aaron Walker,1469,TE,7,STR,0,2,2,,0,0,0.0
Dan Kreider,749,FB,10,PIT,1,1,2,0.00,0,0,0.0
Zak Keasey,2674,FB,1,SF,2,0,2,1.00,0,0,0.0
John Kuhn,2686,FB,15,GB,0,2,2,,0,0,0.0
Tim Rattay,701,QB,4,ARZ,2,0,2,0.00,0,0,0.0
Patrick Ramsey,1039,QB,2,DEN,2,0,2,1.50,0,0,0.0
Ryan Neufeld,565,TE,8,BUF,0,2,2,,0,0,0.0
Garrett Mills,3051,TE,1,MIN,0,2,2,,0,0,0.0
Domenik Hixon,3075,WR,6,NYG,1,1,2,0.00,0,0,0.0
Ryan Krause,1887,TE,9,GB,0,2,2,,1,0,50.0
Jared Allen,1847,ED,3,KC,0,2,2,,0,0,0.0
Rock Cartwright,1211,HB,1,WAS,2,0,2,1.00,0,0,0.0
Lee Vickers,3542,TE,8,BLT,0,2,2,,0,0,0.0
Mike Vrabel,268,ED,11,NE,0,2,2,,0,0,0.0
Jason Dunn,178,TE,16,KC,0,2,2,,1,1,100.0
Yamon Figurs,3690,WR,7,BLT,1,1,2,0.00,0,0,0.0
Kassim Osgood,1676,WR,11,SD,0,2,2,,0,0,0.0
Byron Storer,4125,FB,5,TB,0,2,2,,0,0,0.0
Chris Davis,4144,WR,2,NYJ,1,1,2,0.00,1,0,0.0
Brandon Lloyd,1436,WR,8,WAS,0,2,2,,0,1,50.0
Darnell Dinkins,1236,TE,4,CLV,0,1,1,,0,0,0.0
Isaac Smolko,3515,TE,6,JAX,0,1,1,,0,0,0.0
Eric Heitmann,1201,C,16,SF,0,1,1,,1,0,100.0
Oliver Hoyte,3357,FB,10,DAL,0,1,1,,2,1,300.0
Sam Aiken,1439,WR,8,BUF,0,1,1,,0,0,0.0
Shaun Bodiford,3235,WR,2,GB,0,1,1,,0,0,0.0
Jacob Bell,1859,G,16,TEN,1,0,1,0.00,5,0,0.0
Verron Haynes,1156,HB,1,PIT,0,1,1,,0,1,100.0
Reno Mahe,1654,HB,4,PHI,0,1,1,,0,0,0.0
Matt Willis,4283,WR,4,BLT,0,1,1,,0,0,0.0
Rex Hadnot,1892,G,16,MIA,0,1,1,,2,0,200.0
Oren O'Neal,3791,FB,12,OAK,0,1,1,,0,0,0.0
Jason Pociask,3095,TE,4,NYJ,0,1,1,,0,0,0.0
John Owens,1133,TE,7,NO,0,1,1,,0,0,0.0
L.J. Shelton,455,T,16,MIA,0,1,1,,2,0,200.0
John Owens,1133,TE,6,DET,0,1,1,,0,0,0.0
Dave Thomas,3031,TE,1,NE,0,1,1,,0,0,0.0
Dan Campbell,488,TE,2,DET,0,1,1,,0,0,0.0
Jared Lorenzen,2107,QB,2,NYG,1,0,1,0.00,0,0,0.0
Jerame Tuman,513,TE,5,PIT,0,1,1,,0,0,0.0
Richard Owens,2141,FB,13,STR,0,1,1,,0,0,0.0
Alvin Pearman,2344,HB,1,SEA,0,1,1,,0,0,0.0
Derek Stanley,3865,WR,1,STR,1,0,1,1.00,0,0,0.0
Anthony Wright,577,QB,3,NYG,1,0,1,0.00,0,0,0.0
Travis Taylor,588,WR,1,STR,0,1,1,,0,0,0.0
Nick Mangold,2974,C,16,NYJ,0,1,1,,1,0,100.0
Brian Kozlowski,62,TE,3,WAS,0,1,1,,0,0,0.0
John St. Clair,649,T,9,CHI,0,1,1,,0,0,0.0
Biren Ealy,4252,WR,3,TEN,0,1,1,,0,0,0.0
Tim Hasselbeck,958,QB,1,ARZ,1,0,1,0.00,0,0,0.0
Aaron Halterman,2619,TE,3,MIA,0,1,1,,0,0,0.0
Logan Mankins,2249,G,16,NE,0,1,1,,5,2,700.0
Charlie Frye,2284,QB,1,CLV,1,0,1,0.00,0,0,0.0
Madison Hedgecock,2468,FB,1,STR,0,1,1,,0,0,0.0
Jerome Mathis,2331,WR,3,HST,0,1,1,,0,0,0.0
Marcus Maxwell,2440,WR,3,CIN,0,1,1,,0,0,0.0
Kevin Everett,2303,TE,1,BUF,0,1,1,,0,0,0.0
Steve Hutchinson,787,G,16,MIN,0,1,1,,1,0,100.0
Chris McFoy,4236,WR,3,OAK,0,1,1,,0,0,0.0
Jason Hill,3692,WR,4,SF,0,1,1,,0,0,0.0
Zack Crockett,136,HB,1,TB,1,0,1,0.00,0,0,0.0
Eddie Drummond,1237,WR,6,KC,1,0,1,0.00,0,0,0.0
