player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Correll Buckhalter,869,HB,15,DEN,59,28,87,1.81,2,4,12.5
Wes Welker,2204,WR,15,NE,0,86,86,,0,5,5.8
Marques Colston,3197,WR,15,NO,1,84,85,0.00,1,6,0.0
Tashard Choice,4436,HB,14,DAL,66,17,83,1.80,1,2,6.5
Steve Johnson,4538,WR,16,BUF,0,82,82,,2,11,15.9
Davone Bess,4694,WR,16,MIA,1,80,81,7.00,1,10,95.1
Calvin Johnson,3618,WR,15,DET,4,77,81,2.50,1,6,21.6
Hakeem Nicks,4952,WR,13,NYG,0,79,79,,0,6,7.6
Brandon Lloyd,1436,WR,16,DEN,1,77,78,-4.00,0,2,-10.3
Mike Thomas,5030,WR,16,JAX,12,66,78,2.08,1,8,24.0
Greg Jennings,2997,WR,16,GB,1,76,77,2.00,0,9,23.4
Chris Cooley,1802,TE,16,WAS,0,77,77,,1,11,15.6
Miles Austin,3211,WR,16,DAL,7,69,76,8.86,2,5,81.6
Anthony Dixon,5696,HB,12,SF,70,5,75,2.13,2,1,8.5
Jeremy Maclin,4942,WR,16,PHI,3,70,73,3.67,1,5,30.1
Dwayne Bowe,3639,WR,16,KC,1,72,73,2.00,0,6,16.4
Terrell Owens,188,WR,14,CIN,0,72,72,,0,7,9.7
Bernard Scott,5133,HB,14,CIN,61,11,72,2.87,1,0,4.0
Brandon Pettigrew,4943,TE,16,DET,0,71,71,,0,7,9.9
Reggie Bush,2947,HB,8,NO,36,34,70,2.14,5,4,27.5
Tony Gonzalez,237,TE,16,ATL,0,70,70,,2,5,10.0
Pierre Garcon,4519,WR,14,IND,2,67,69,4.00,1,11,69.6
Benjamin Watson,1753,TE,16,CLV,1,68,69,0.00,3,4,0.0
Ladell Betts,1063,HB,8,NO,45,23,68,2.09,0,0,0.0
Josh Freeman,4940,QB,16,TB,68,0,68,3.03,8,8,71.3
Chad Johnson,806,WR,14,CIN,0,67,67,,1,4,7.5
Jacob Tamme,4441,TE,13,IND,0,67,67,,0,3,4.5
Anquan Boldin,1369,WR,16,BLT,2,64,66,3.00,0,3,13.6
Lance Moore,2718,WR,16,NO,0,66,66,,0,2,3.0
Mike Williams,2227,WR,14,SEA,1,65,66,2.00,0,6,18.2
Kellen Winslow,1727,TE,16,TB,0,66,66,,1,11,18.2
David Garrard,1109,QB,14,JAX,65,0,65,1.57,5,4,21.7
Julius Jones,1764,HB,10,NO,48,17,65,2.38,1,5,21.9
Eddie Royal,4356,WR,16,DEN,6,59,65,3.50,0,5,26.9
Jabar Gaffney,1040,WR,16,DEN,0,65,65,,0,4,6.2
Mike Wallace,5007,WR,16,PIT,5,60,65,2.40,1,7,29.5
Mike Williams,5625,WR,16,TB,0,64,64,,0,10,15.6
DeSean Jackson,4363,WR,14,PHI,16,47,63,2.44,2,2,15.5
Nate Burleson,1386,WR,14,DET,7,55,62,6.57,3,8,116.6
Isaac Redman,5233,HB,16,PIT,52,9,61,3.25,4,3,37.3
Derrick Mason,271,WR,16,BLT,0,61,61,,0,2,3.3
Mario Manningham,4409,WR,16,NYG,1,60,61,0.00,1,9,0.0
Hines Ward,380,WR,16,PIT,1,59,60,2.00,0,7,23.3
Zach Miller,3654,TE,15,OAK,0,60,60,,0,7,11.7
Mewelde Moore,1840,HB,15,PIT,33,26,59,2.91,4,6,49.3
Clinton Portis,1058,HB,5,WAS,54,5,59,2.57,2,4,26.2
Marcedes Lewis,2973,TE,16,JAX,0,58,58,,2,7,15.5
Austin Collie,5051,WR,9,IND,0,58,58,,0,4,6.9
Javon Ringer,5097,HB,16,TEN,51,7,58,2.76,4,2,28.6
Aaron Rodgers,2241,QB,15,GB,57,0,57,0.77,0,1,1.4
Derrick Ward,1949,HB,14,HST,50,7,57,3.96,4,1,34.7
Brandon Gibson,5118,WR,14,STR,3,53,56,3.00,0,10,53.6
Vernon Davis,2951,TE,16,SF,0,56,56,,0,10,17.9
Michael Crabtree,4933,WR,16,SF,0,55,55,,0,5,9.1
Marcel Reece,4702,FB,16,OAK,30,25,55,1.83,2,5,23.3
Dustin Keller,4344,TE,16,NYJ,0,55,55,,0,6,10.9
Javarris James,5962,HB,10,IND,46,9,55,2.02,4,1,18.4
Braylon Edwards,2220,WR,16,NYJ,1,53,54,3.00,1,3,22.2
Santonio Holmes,2970,WR,12,NYJ,2,52,54,1.00,0,2,3.7
Jacoby Jones,3689,WR,15,HST,2,51,53,0.00,0,5,0.0
Jordan Shipley,5608,WR,15,CIN,0,52,52,,1,1,3.8
Jermaine Gresham,5546,TE,15,CIN,0,52,52,,2,10,23.1
Johnny Knox,5064,WR,16,CHI,1,51,52,1.00,0,4,7.7
Kevin Walter,1549,WR,16,HST,0,51,51,,1,0,2.0
Donald Driver,533,WR,15,GB,0,51,51,,1,8,17.6
Jason Avant,3054,WR,16,PHI,0,51,51,,2,2,7.8
Steve Breaston,3758,WR,13,ARZ,3,47,50,1.33,2,3,13.3
James Jones,3694,WR,16,GB,0,50,50,,0,9,18.0
Antonio Gates,1609,TE,10,SD,0,50,50,,1,4,10.0
Mike Hart,4516,HB,6,IND,43,6,49,2.56,1,0,5.2
Jay Cutler,2956,QB,15,CHI,49,0,49,1.55,5,4,28.5
Le'Ron McClain,3753,FB,15,BLT,28,21,49,1.71,1,1,7.0
Robert Meachem,3643,WR,16,NO,4,44,48,2.75,0,7,40.1
Earl Bennett,4384,WR,14,CHI,2,46,48,4.50,1,5,56.3
Jacob Hester,4383,FB,15,SD,26,22,48,1.58,1,2,9.9
Steve Smith,837,WR,14,CAR,1,47,48,1.00,0,7,14.6
Steve Smith,3667,WR,9,NYG,0,48,48,,0,4,8.3
Aaron Hernandez,5637,TE,14,NE,3,45,48,6.33,3,4,92.4
Deion Branch,1072,WR,11,NE,0,48,48,,0,3,6.3
Jerome Harrison,3090,HB,8,PHI,40,8,48,3.15,5,1,39.4
Visanthe Shiancoe,1406,TE,16,MIN,0,47,47,,1,3,8.5
Devin Hester,3002,WR,16,CHI,7,40,47,2.57,1,1,10.9
Tony Moeaki,5617,TE,15,KC,0,47,47,,0,2,4.3
Josh Morgan,4488,WR,16,SF,2,44,46,6.00,2,12,182.6
Matt Ryan,4317,QB,16,ATL,46,0,46,0.80,0,2,3.5
Jason Campbell,2242,QB,13,OAK,46,0,46,1.67,1,1,7.3
Dez Bryant,5549,WR,12,DAL,1,45,46,2.00,0,8,34.8
Jerricho Cotchery,1829,WR,14,NYJ,4,41,45,3.25,0,5,36.1
Kevin Smith,4378,HB,6,DET,34,11,45,1.91,0,1,4.2
Brian Hartline,5031,WR,12,MIA,2,43,45,8.50,2,3,94.4
Fred Taylor,333,HB,7,NE,43,2,45,3.09,6,1,48.1
Jordy Nelson,4350,WR,16,GB,0,45,45,,1,7,17.8
Tony Scheffler,3006,TE,15,DET,0,45,45,,1,0,2.2
Kenneth Darby,3862,HB,14,STR,34,10,44,2.09,1,2,14.2
Joshua Cribbs,2544,WR,14,CLV,21,23,44,1.71,2,4,23.4
Anthony Armstrong,4855,WR,15,WAS,0,44,44,,0,1,2.3
Lance Ball,4808,HB,7,DEN,41,3,44,2.32,0,0,0.0
Mike Sims-Walker,3695,WR,14,JAX,0,43,43,,0,4,9.3
Nate Washington,2832,WR,16,TEN,1,42,43,0.00,1,2,0.0
Chansi Stuckey,3851,WR,16,CLV,3,40,43,2.00,0,6,27.9
Joe Flacco,4332,QB,16,BLT,43,0,43,1.33,0,1,3.1
Brad Smith,3048,WR,16,NYJ,38,4,42,3.11,6,0,44.4
Heath Miller,2247,TE,14,PIT,0,42,42,,0,4,9.5
Kenny Britt,4953,WR,12,TEN,0,42,42,,2,4,14.3
Joe McKnight,5636,HB,4,NYJ,39,3,42,2.62,1,0,6.2
Tim Tebow,5550,QB,9,DEN,42,0,42,2.60,4,1,30.9
Brent Celek,3778,TE,15,PHI,0,42,42,,2,9,26.2
Rob Gronkowski,5567,TE,16,NE,0,42,42,,1,4,11.9
Louis Murphy,5048,WR,14,OAK,1,41,42,1.00,0,4,9.5
Michael Jenkins,1750,WR,11,ATL,0,41,41,,0,1,2.4
Greg Olsen,3647,TE,16,CHI,0,41,41,,1,1,4.9
Daniel Fells,3309,TE,16,STR,0,41,41,,0,11,26.8
Jeremy Shockey,1021,TE,13,NO,0,41,41,,0,3,7.3
Laurence Maroney,2966,HB,4,DEN,36,4,40,1.78,1,1,8.9
David Gettis,5721,WR,15,CAR,3,37,40,0.33,2,1,2.5
Todd Heap,801,TE,13,BLT,0,40,40,,0,3,7.5
Anthony Fasano,2998,TE,15,MIA,0,39,39,,1,3,10.3
Dexter McCluster,5561,WR,11,KC,18,21,39,2.56,4,5,59.0
Brandon LaFell,5602,WR,14,CAR,1,38,39,38.00,3,2,487.2
LaRod Stephens-Howling,5164,HB,13,ARZ,23,16,39,1.74,1,1,8.9
Dimitri Nance,5783,HB,9,GB,36,3,39,1.86,0,0,0.0
Owen Daniels,3043,TE,11,HST,0,38,38,,0,1,2.6
Marshawn Lynch,3628,HB,4,BUF,37,1,38,2.81,5,0,37.0
Dominic Rhodes,979,HB,3,IND,37,1,38,2.27,4,0,23.9
Lousaka Polite,2152,FB,16,MIA,26,12,38,1.46,5,2,26.9
Deji Karim,5703,HB,6,JAX,35,3,38,2.57,1,0,6.8
Deon Butler,5014,WR,13,SEA,2,36,38,0.50,0,5,6.6
Malcom Floyd,2044,WR,11,SD,0,37,37,,1,4,13.5
Dallas Clark,1340,TE,6,IND,0,37,37,,2,2,10.8
Roy Williams,1728,WR,15,DAL,0,37,37,,0,4,10.8
Lee Evans,1734,WR,13,BUF,0,37,37,,0,1,2.7
Devery Henderson,1771,WR,16,NO,3,34,37,2.00,3,1,21.6
Mohamed Massaquoi,4973,WR,15,CLV,1,36,37,1.00,2,4,16.2
Roscoe Parrish,2272,WR,8,BUF,4,33,37,2.25,0,4,24.3
Mike Bell,3225,HB,9,CLV,31,6,37,1.94,0,0,0.0
Ryan Fitzpatrick,2467,QB,13,BUF,36,0,36,1.86,2,3,25.8
Earnest Graham,1613,FB,12,TB,20,16,36,1.85,2,2,20.6
Joel Dreessen,2415,TE,16,HST,0,36,36,,1,2,8.3
Bo Scaife,2396,TE,14,TEN,0,36,36,,0,0,0.0
Blair White,5970,WR,12,IND,0,36,36,,1,0,2.8
Leon Washington,3062,HB,16,SEA,27,9,36,2.48,1,2,20.7
Laurent Robinson,3691,WR,14,STR,2,34,36,-1.00,0,3,-8.3
Chad Henne,4371,QB,15,MIA,35,0,35,1.80,5,6,56.6
Jerome Harrison,3090,HB,4,CLV,31,4,35,2.81,3,0,24.1
Kevin Boss,3769,TE,15,NYG,0,35,35,,0,7,20.0
Jacoby Ford,5632,WR,16,OAK,10,25,35,2.10,1,0,6.0
Ben Roethlisberger,1732,QB,12,PIT,34,0,34,1.53,1,2,13.5
Dante Rosario,3771,TE,16,CAR,1,32,33,0.00,0,2,0.0
Martellus Bennett,4375,TE,16,DAL,0,33,33,,0,3,9.1
Jimmy Graham,5619,TE,15,NO,1,31,32,9.00,1,1,56.3
Delanie Walker,3120,TE,14,SF,3,29,32,6.67,4,7,229.2
Ben Obomanu,3194,WR,14,SEA,2,30,32,12.50,1,3,156.3
Matt Cassel,2447,QB,15,KC,32,0,32,1.75,2,2,21.9
John Carlson,4352,TE,15,SEA,0,31,31,,1,0,3.2
David Nelson,5862,WR,15,BUF,0,31,31,,0,4,12.9
Arrelious Benn,5564,WR,15,TB,6,25,31,3.33,1,3,43.0
James Starks,5716,HB,3,GB,29,2,31,2.66,2,0,17.1
Brandon Stokley,498,WR,11,SEA,0,31,31,,0,0,0.0
Carson Palmer,1317,QB,16,CIN,31,0,31,0.61,0,4,7.9
Dave Thomas,3031,TE,13,NO,0,30,30,,2,0,6.7
T.J. Houshmandzadeh,921,WR,16,BLT,0,30,30,,0,1,3.3
Jerome Felton,4460,FB,16,DET,22,8,30,2.73,1,0,9.1
Darrius Heyward-Bey,4930,WR,15,OAK,4,26,30,3.75,0,3,37.5
Jon Kitna,217,QB,10,DAL,30,0,30,2.00,3,2,33.3
Eli Manning,1722,QB,16,NYG,30,0,30,0.30,0,2,2.0
Tom Brady,698,QB,16,NE,30,0,30,0.47,0,3,4.7
Jared Cook,5012,TE,15,TEN,0,29,29,,1,2,10.3
Bernard Berrian,1799,WR,14,MIN,1,28,29,1.00,2,1,10.3
Brian Robiskie,4959,WR,14,CLV,0,29,29,,1,2,10.3
Colt McCoy,5609,QB,8,CLV,28,1,29,1.89,1,1,13.1
Brandon Tate,5006,WR,16,NE,5,24,29,4.80,3,3,99.3
Philip Rivers,1725,QB,16,SD,29,0,29,1.03,0,1,3.6
Emmanuel Sanders,5606,WR,13,PIT,0,28,28,,0,1,3.6
Donovan McNabb,438,QB,13,WAS,28,0,28,2.39,0,0,0.0
Early Doucet,4395,WR,10,ARZ,2,26,28,0.50,0,1,1.8
Patrick Crayton,1932,WR,9,SD,0,28,28,,0,4,14.3
Brian Leonard,3668,HB,11,CIN,8,20,28,1.13,0,4,16.1
Sam Bradford,5526,QB,16,STR,27,0,27,1.22,0,0,0.0
Mark Sanchez,4928,QB,16,NYJ,27,0,27,1.44,2,2,21.4
Danny Ware,4095,HB,8,NYG,20,7,27,1.60,2,0,11.9
Sammy Morris,678,FB,16,NE,20,7,27,1.70,1,0,6.3
Sammie Stroughter,5157,WR,12,TB,1,25,26,0.00,1,2,0.0
Andre Caldwell,4411,WR,15,CIN,1,25,26,0.00,2,1,0.0
Ovie Mughelli,1445,FB,16,ATL,13,13,26,2.00,0,3,23.1
Legedu Naanee,3788,WR,10,SD,3,23,26,1.00,0,2,7.7
Tyrell Sutton,5395,HB,5,CAR,13,12,25,4.08,1,2,48.9
Aaron Brown,5116,HB,5,DET,17,8,25,1.71,0,0,0.0
Vince Young,2948,QB,9,TEN,25,0,25,1.36,2,1,16.3
Harry Douglas,4398,WR,16,ATL,2,22,24,0.00,2,3,0.0
Derek Hagan,3027,WR,7,NYG,0,24,24,,0,1,4.2
Demaryius Thomas,5547,WR,10,DEN,2,22,24,2.50,0,5,52.1
Michael Sellers,432,FB,16,WAS,4,20,24,1.25,0,6,31.3
Mark Clayton,2239,WR,5,STR,1,23,24,1.00,0,0,0.0
Andre Roberts,5612,WR,13,ARZ,0,24,24,,0,1,4.2
Antwaan Randle El,1069,WR,16,PIT,1,22,23,1.00,0,0,0.0
Matt Hasselbeck,408,QB,14,SEA,23,0,23,0.35,0,0,0.0
Golden Tate,5585,WR,11,SEA,2,21,23,3.00,1,5,78.3
Steve Slaton,4403,HB,5,HST,19,3,22,2.00,1,1,18.2
Zach Miller,5104,TE,15,JAX,2,20,22,7.00,1,2,95.5
Eldra Buckley,3900,HB,9,PHI,21,1,22,2.05,0,1,9.3
Troy Smith,3790,QB,6,SF,22,0,22,2.09,0,0,0.0
Chris Chambers,821,WR,13,KC,0,22,22,,1,1,9.1
Matt Schaub,1811,QB,16,HST,21,0,21,0.52,0,2,5.0
Keith Toston,5821,HB,6,STR,19,2,21,2.16,0,0,0.0
Jermichael Finley,4405,TE,5,GB,0,21,21,,0,1,4.8
Fred Davis,4362,TE,16,WAS,0,21,21,,0,3,14.3
Jerome Simpson,4360,WR,5,CIN,1,20,21,2.00,1,3,38.1
Kyle Orton,2323,QB,13,DEN,21,0,21,1.33,0,1,6.3
Donald Jones,6000,WR,8,BUF,3,18,21,1.67,2,2,31.7
Andrew Quarless,5677,TE,13,GB,0,21,21,,0,0,0.0
Jackie Battle,3885,HB,10,KC,20,1,21,1.95,0,1,9.3
Craig Davis,3646,WR,7,SD,0,21,21,,0,0,0.0
Danario Alexander,6106,WR,8,STR,0,20,20,,0,6,30.0
Randy McMichael,1114,TE,16,SD,0,20,20,,0,1,5.0
Shaun Hill,1255,QB,11,DET,20,0,20,2.90,1,1,29.0
Justin Gage,1452,WR,11,TEN,0,20,20,,0,0,0.0
Greg Camarillo,2523,WR,16,MIN,0,20,20,,0,2,10.0
Michael Robinson,3045,FB,11,SEA,12,8,20,3.58,1,2,53.7
Chad Hall,5523,WR,7,PHI,9,11,20,1.56,0,0,0.0
Drew Brees,802,QB,16,NO,18,1,19,0.39,0,1,2.0
Charlie Whitehurst,3026,QB,6,SEA,19,0,19,0.74,0,0,0.0
Brian Finneran,423,WR,16,ATL,0,19,19,,0,2,10.5
James Davis,5119,HB,3,WAS,15,4,19,2.27,1,0,11.9
Jeff King,3100,TE,16,CAR,0,19,19,,2,0,10.5
Owen Schmitt,4477,FB,15,PHI,0,19,19,,1,1,10.5
Peyton Manning,327,QB,16,IND,18,0,18,0.00,0,1,0.0
Bryant Johnson,1333,WR,14,DET,0,18,18,,0,4,22.2
Terrance Copper,2016,WR,16,KC,0,18,18,,0,2,11.1
Jimmy Clausen,5573,QB,13,CAR,18,0,18,1.78,1,0,9.9
Daniel Graham,1028,TE,16,DEN,0,18,18,,3,1,22.2
Drew Stanton,3659,QB,6,DET,18,0,18,2.44,2,0,27.2
Joe Webb III,5722,QB,5,MIN,18,0,18,3.67,4,3,142.6
Jim Kleinsasser,469,TE,16,MIN,0,17,17,,1,1,11.8
Greg Lewis,1650,WR,13,MIN,0,17,17,,0,3,17.6
Alex Smith,2218,QB,11,SF,17,0,17,1.24,0,2,14.5
Sidney Rice,3660,WR,6,MIN,0,17,17,,0,3,17.6
Micheal Spurlock,3517,WR,16,TB,0,17,17,,0,0,0.0
Mike Bell,3225,HB,5,PHI,16,1,17,1.56,0,0,0.0
Damian Williams,5601,WR,14,TEN,1,16,17,3.00,0,2,35.3
Antonio Brown,5718,WR,9,PIT,0,16,16,,0,4,25.0
Ahmard Hall,3336,FB,16,TEN,1,15,16,1.00,2,0,12.5
Brett Favre,14,QB,13,MIN,16,0,16,0.19,0,2,2.3
Evan Moore,4771,TE,12,CLV,0,16,16,,0,1,6.3
Ben Patrick,3831,TE,13,ARZ,0,15,15,,1,0,6.7
Stefan Logan,4909,WR,13,DET,15,0,15,2.67,2,0,35.6
Albert Young,4665,HB,3,MIN,13,2,15,2.08,0,0,0.0
Vincent Jackson,2278,WR,5,SD,1,14,15,3.00,0,0,0.0
Tim Castille,3906,FB,10,KC,5,10,15,1.20,0,1,8.0
Jason Wright,2212,HB,15,ARZ,6,8,14,2.67,0,0,0.0
Billy Bajema,2466,TE,13,STR,0,14,14,,0,2,14.3
Kevin Faulk,470,HB,2,NE,8,6,14,1.88,0,1,13.4
Ted Ginn Jr.,3625,WR,13,SF,2,12,14,2.00,0,1,14.3
Sam Hurd,3362,WR,15,DAL,0,14,14,,0,2,14.3
Kevin Kolb,3652,QB,7,PHI,14,0,14,2.21,0,0,0.0
Gartrell Johnson,5058,HB,7,ATL,10,3,13,4.00,0,0,0.0
Kelley Washington,1380,WR,7,SD,0,13,13,,0,2,15.4
Randy Moss,342,WR,4,MIN,0,13,13,,0,0,0.0
John Gilmore,1176,TE,16,TB,0,13,13,,1,1,15.4
Michael Hoomanawanui,5655,TE,8,STR,0,13,13,,0,2,15.4
Travis Beckum,5023,TE,16,NYG,0,13,13,,0,1,7.7
Deion Branch,1072,WR,4,SEA,0,13,13,,0,0,0.0
Bruce Gradkowski,3139,QB,6,OAK,13,0,13,0.23,0,0,0.0
Stephen McGee,5024,QB,2,DAL,13,0,13,2.85,1,1,43.8
Greg Jones II,1776,FB,16,JAX,2,11,13,1.00,1,1,15.4
Seyi Ajirotutu,6035,WR,10,SD,0,13,13,,0,0,0.0
Tyler Thigpen,3833,QB,5,MIA,13,0,13,1.77,3,2,68.0
Brandon Myers,5126,TE,15,OAK,0,12,12,,0,2,16.7
Tony Fiammetta,5052,FB,14,CAR,7,5,12,1.43,1,0,11.9
Joey Galloway,117,WR,10,WAS,0,12,12,,0,1,8.3
Chris Gronkowski,5926,FB,14,DAL,5,7,12,1.80,1,1,30.0
Max Komar,5883,WR,8,ARZ,0,12,12,,0,0,0.0
Jonathan Stupar,4601,TE,16,BUF,0,12,12,,1,1,16.7
Julius Jones,1764,HB,2,SEA,12,0,12,1.17,0,0,0.0
David Anderson,3196,WR,10,HST,0,11,11,,0,2,18.2
Craig Stevens,4399,TE,15,TEN,0,11,11,,1,3,36.4
Mike Karney,1875,FB,12,STR,6,5,11,1.50,0,0,0.0
Patrick Cobbs,3272,HB,14,MIA,3,8,11,1.67,0,3,45.5
Quinton Ganther,3191,HB,7,BUF,9,2,11,2.00,0,0,0.0
Ed Dickson,5595,TE,15,BLT,0,11,11,,0,1,9.1
Jason Hill,3692,WR,6,JAX,0,11,11,,0,0,0.0
Donald Lee,1465,TE,15,GB,0,11,11,,1,0,9.1
Reggie Kelly,468,TE,16,CIN,0,10,10,,1,1,20.0
Justin Peelle,1104,TE,13,ATL,0,10,10,,1,0,10.0
Naaman Roosevelt,5799,WR,4,BUF,1,9,10,0.00,0,0,0.0
Devin Aromashodu,3178,WR,14,CHI,0,10,10,,0,0,0.0
Tony Richardson,110,FB,16,NYJ,5,5,10,1.40,1,0,14.0
Kerry Collins,115,QB,10,TEN,10,0,10,0.00,0,1,0.0
Brian Hoyer,5277,QB,5,NE,10,0,10,0.00,0,0,0.0
John Conner,5662,FB,14,NYJ,8,2,10,3.63,2,0,72.5
Johnnie Lee Higgins,3715,WR,11,OAK,0,10,10,,0,0,0.0
Leonard Pope,3017,TE,16,KC,0,10,10,,1,0,10.0
Clay Harbor,5648,TE,9,PHI,0,9,9,,0,0,0.0
Matt Flynn,4523,QB,6,GB,9,0,9,1.56,1,1,34.6
Heath Evans,843,FB,16,NO,2,7,9,0.50,2,0,11.1
Jonathan Dwyer,5711,HB,1,PIT,9,0,9,2.89,0,0,0.0
Chris Baker,1091,TE,16,SEA,0,9,9,,1,0,11.1
Rashied Davis,2554,WR,15,CHI,0,9,9,,0,2,22.2
Randy Moss,342,WR,4,NE,0,9,9,,0,1,11.1
Rock Cartwright,1211,HB,6,OAK,8,1,9,1.88,0,0,0.0
Matt Spaeth,3693,TE,14,PIT,0,9,9,,1,1,22.2
Trent Edwards,3708,QB,3,JAX,9,0,9,0.56,0,0,0.0
Stephen Williams,5880,WR,10,ARZ,0,9,9,,0,2,22.2
Dominique Zeigler,4111,WR,10,SF,0,9,9,,0,0,0.0
Cameron Morrah,5172,TE,13,SEA,0,9,9,,0,0,0.0
Julian Edelman,5156,WR,15,NE,2,7,9,3.00,0,2,66.7
Bear Pascoe,5108,FB,14,NYG,0,9,9,,1,1,22.2
