player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
LaDainian Tomlinson,777,HB,14,NYJ,75,42,117,1.93,3,4,11.6
Lance Ball,4808,HB,16,DEN,96,16,112,2.17,11,2,25.1
Jahvid Best,5555,HB,6,DET,84,27,111,2.38,8,4,25.7
Delone Carter,6271,HB,15,IND,101,5,106,2.69,8,1,22.9
Maurice Morris,1061,HB,15,DET,80,26,106,2.29,2,5,15.1
Montario Hardesty,5584,HB,10,CLV,88,14,102,2.18,5,4,19.3
Cadillac Williams,2222,HB,11,STR,87,14,101,2.64,5,0,13.1
Roddy White,2244,WR,16,ATL,0,100,100,,0,7,7.0
Jimmy Graham,5619,TE,16,NO,0,98,98,,2,9,11.2
Kahlil Bell,5243,HB,7,CHI,79,19,98,2.57,10,2,31.5
Calvin Johnson,3618,WR,16,DET,1,96,97,3.00,0,13,40.2
Chris Ogbonnaya,5135,HB,11,CLV,73,22,95,2.47,5,3,20.8
Danny Woodhead,4914,HB,15,NE,77,18,95,2.26,6,1,16.7
Tim Hightower,4463,HB,5,WAS,84,10,94,2.36,1,0,2.5
Kevin Smith,4378,HB,7,DET,72,22,94,2.89,8,4,36.9
Rob Gronkowski,5567,TE,16,NE,1,90,91,0.00,2,10,0.0
Stevan Ridley,6225,HB,12,NE,87,3,90,3.05,8,0,27.1
Javon Ringer,5097,HB,12,TEN,59,28,87,1.69,5,8,25.3
Steve Smith,837,WR,16,CAR,6,79,85,4.00,0,10,47.1
Aaron Hernandez,5637,TE,14,NE,5,79,84,2.40,1,20,60.0
Nate Burleson,1386,WR,16,DET,11,73,84,2.82,0,16,53.7
Brandon Pettigrew,4943,TE,16,DET,0,83,83,,1,4,6.0
Victor Cruz,5827,WR,16,NYG,1,82,83,0.00,0,16,0.0
Brandon Marshall,3064,WR,16,MIA,1,81,82,11.00,1,7,107.3
Dwayne Bowe,3639,WR,16,KC,1,81,82,1.00,0,8,9.8
Marques Colston,3197,WR,14,NO,0,80,80,,0,1,1.3
Larry Fitzgerald,1724,WR,16,ARZ,0,80,80,,0,10,12.5
Tony Gonzalez,237,TE,16,ATL,0,80,80,,0,6,7.5
Chris Ivory,6007,HB,6,NO,79,0,79,2.89,10,0,36.5
Jason Witten,1384,TE,16,DAL,0,79,79,,1,10,13.9
Jacquizz Rodgers,6297,HB,16,ATL,57,21,78,2.32,10,5,44.5
Mike Wallace,5007,WR,16,PIT,5,72,77,3.60,1,10,51.4
Deji Karim,5703,HB,12,JAX,63,14,77,1.41,3,2,9.2
Hakeem Nicks,4952,WR,15,NYG,0,76,76,,1,10,14.5
Antonio Brown,5718,WR,16,PIT,7,69,76,1.00,3,3,7.9
Steve Johnson,4538,WR,16,BUF,0,76,76,,0,6,7.9
Nate Washington,2832,WR,16,TEN,2,74,76,1.50,3,4,13.8
Michael Vick,773,QB,13,PHI,76,0,76,2.29,7,10,51.2
Reggie Wayne,800,WR,16,IND,0,75,75,,0,5,6.7
Kellen Winslow,1727,TE,16,TB,0,75,75,,3,3,8.0
Pierre Garcon,4519,WR,16,IND,4,70,74,1.25,2,5,11.8
Danny Ware,4095,HB,16,NYG,46,27,73,2.72,4,6,37.2
Michael Crabtree,4933,WR,15,SF,1,71,72,2.00,0,13,36.1
Kregg Lumpkin,4714,HB,15,TB,31,41,72,1.68,5,3,18.6
A.J. Green,6156,WR,15,CIN,5,65,70,0.00,0,2,0.0
Jason Snelling,3860,HB,15,ATL,44,26,70,2.16,5,9,43.2
Vernon Davis,2951,TE,16,SF,2,67,69,1.50,1,8,19.6
Justin Forsett,4547,HB,16,SEA,46,23,69,1.67,5,3,19.4
Jordy Nelson,4350,WR,16,GB,0,68,68,,0,10,14.7
Jabar Gaffney,1040,WR,16,WAS,0,68,68,,1,2,4.4
Greg Jennings,2997,WR,13,GB,0,67,67,,0,6,9.0
Keiland Williams,5794,HB,13,DET,58,8,66,2.17,5,0,16.5
Mike Williams,5625,WR,16,TB,1,65,66,2.00,0,6,18.2
DeSean Jackson,4363,WR,15,PHI,7,58,65,2.43,1,1,7.5
Ryan Torain,4453,HB,8,WAS,59,6,65,2.68,4,0,16.5
Evan Royster,6329,HB,6,WAS,56,9,65,3.38,5,1,31.2
Dustin Keller,4344,TE,16,NYJ,0,65,65,,2,8,15.4
Darrius Heyward-Bey,4930,WR,15,OAK,0,64,64,,0,7,10.9
Dez Bryant,5549,WR,15,DAL,1,63,64,3.00,1,9,46.9
Jeremy Maclin,4942,WR,13,PHI,1,63,64,0.00,1,1,0.0
Greg Little,6211,WR,16,CLV,3,61,64,1.67,0,16,41.7
Antonio Gates,1609,TE,13,SD,0,64,64,,2,1,4.7
Leon Washington,3062,HB,16,SEA,53,10,63,3.17,5,1,30.2
Earnest Graham,1613,HB,7,TB,37,26,63,3.11,6,1,34.5
Vincent Jackson,2278,WR,16,SD,2,60,62,8.50,0,4,54.8
Steve Breaston,3758,WR,16,KC,1,61,62,2.00,1,10,35.5
Brent Celek,3778,TE,16,PHI,0,62,62,,2,9,17.7
Colt McCoy,5609,QB,13,CLV,59,2,61,1.64,2,9,29.6
David Nelson,5862,WR,16,BUF,0,61,61,,1,5,9.8
Julio Jones,6158,WR,13,ATL,6,54,60,2.67,2,9,48.9
Fred Davis,4362,TE,12,WAS,0,59,59,,2,5,11.9
Aaron Rodgers,2241,QB,15,GB,59,0,59,1.44,1,5,14.7
Anquan Boldin,1369,WR,14,BLT,0,57,57,,0,1,1.8
Joe McKnight,5636,HB,12,NYJ,43,13,56,2.07,1,1,7.4
Jermaine Gresham,5546,TE,14,CIN,0,56,56,,1,5,10.7
LaRod Stephens-Howling,5164,HB,14,ARZ,43,13,56,2.28,1,2,12.2
Josh Freeman,4940,QB,15,TB,55,1,56,2.45,4,9,57.0
Ryan Fitzpatrick,2467,QB,16,BUF,55,0,55,1.07,1,3,7.8
Jermichael Finley,4405,TE,16,GB,0,55,55,,0,3,5.5
Austin Collie,5051,WR,16,IND,0,54,54,,1,1,3.7
Early Doucet,4395,WR,16,ARZ,0,54,54,,1,4,9.3
Santonio Holmes,2970,WR,16,NYJ,3,51,54,1.33,0,3,7.4
Ed Dickson,5595,TE,16,BLT,0,54,54,,2,3,9.3
Torrey Smith,6210,WR,16,BLT,4,50,54,1.50,0,2,5.6
Andre Roberts,5612,WR,16,ARZ,3,51,54,4.00,0,7,51.9
Laurent Robinson,3691,WR,14,DAL,0,54,54,,0,1,1.9
Owen Daniels,3043,TE,15,HST,0,54,54,,2,3,9.3
Davone Bess,4694,WR,16,MIA,2,51,53,1.50,0,7,19.8
Heath Miller,2247,TE,16,PIT,1,51,52,3.00,0,4,23.1
Jason Avant,3054,WR,16,PHI,0,52,52,,1,3,7.7
Doug Baldwin,6615,WR,16,SEA,1,51,52,0.00,0,2,0.0
Lance Moore,2718,WR,14,NO,0,52,52,,1,0,1.9
Brandon Lloyd,1436,WR,11,STR,0,51,51,,1,1,3.9
Deion Branch,1072,WR,15,NE,0,51,51,,0,5,9.8
Titus Young,6196,WR,16,DET,2,48,50,0.00,0,0,0.0
Alex Smith,2218,QB,16,SF,50,0,50,1.68,1,6,23.5
Jerome Simpson,4360,WR,16,CIN,0,50,50,,2,6,16.0
Jared Cook,5012,TE,16,TEN,0,49,49,,1,7,16.3
Blaine Gabbert,6162,QB,15,JAX,48,0,48,0.52,1,5,6.5
Knowshon Moreno,4935,HB,7,DEN,37,11,48,2.70,7,3,56.3
Joshua Cribbs,2544,WR,16,CLV,7,41,48,3.00,1,9,62.5
Mike Thomas,5030,WR,15,JAX,3,44,47,2.33,1,5,29.8
Lavelle Hawkins,4440,WR,16,TEN,0,47,47,,0,12,25.5
Hines Ward,380,WR,15,PIT,0,46,46,,0,2,4.3
Santana Moss,786,WR,12,WAS,0,46,46,,0,4,8.7
Miles Austin,3211,WR,10,DAL,2,43,45,1.00,0,2,4.4
Eric Decker,5611,WR,16,DEN,1,44,45,0.00,1,4,0.0
Derrick Ward,1949,HB,5,HST,45,0,45,2.13,5,0,23.7
Greg Olsen,3647,TE,16,CAR,0,45,45,,1,5,13.3
Damian Williams,5601,WR,15,TEN,0,45,45,,0,4,8.9
Plaxico Burress,586,WR,16,NYJ,0,45,45,,0,1,2.2
John Kuhn,2686,FB,16,GB,30,15,45,1.87,3,2,20.7
Marcel Reece,4702,FB,12,OAK,17,27,44,3.94,4,0,35.8
Legedu Naanee,3788,WR,15,CAR,0,44,44,,0,1,2.3
Robert Meachem,3643,WR,16,NO,4,40,44,3.75,2,2,34.1
Tom Brady,698,QB,16,NE,43,0,43,1.33,0,8,24.7
Malcom Floyd,2044,WR,12,SD,0,43,43,,0,0,0.0
Ronnie Brown,2219,HB,16,PHI,42,0,42,1.95,1,0,4.6
Brad Smith,3048,WR,14,BUF,19,23,42,2.32,1,4,27.6
Preston Parker,5950,WR,16,TB,1,40,41,0.00,0,5,0.0
Golden Tate,5585,WR,16,SEA,5,35,40,2.20,2,8,55.0
Harry Douglas,4398,WR,16,ATL,1,39,40,2.00,1,2,15.0
Joe Flacco,4332,QB,16,BLT,39,1,40,0.36,0,4,3.6
Dennis Pitta,5638,TE,16,BLT,0,40,40,,0,1,2.5
Jacob Hester,4383,FB,16,SD,28,12,40,1.43,2,0,7.1
Kevin Walter,1549,WR,15,HST,0,39,39,,1,1,5.1
Tashard Choice,4436,HB,6,DAL,28,11,39,1.93,1,0,4.9
Marcedes Lewis,2973,TE,15,JAX,0,39,39,,1,8,23.1
Tarvaris Jackson,3009,QB,15,SEA,39,0,39,1.23,1,7,25.2
Mario Manningham,4409,WR,12,NYG,0,39,39,,0,1,2.6
Brian Leonard,3668,HB,13,CIN,17,22,39,2.35,2,5,42.2
Scott Chandler,3745,TE,14,BUF,0,38,38,,0,2,5.3
Brandon Gibson,5118,WR,15,STR,2,36,38,3.50,1,4,46.1
Ben Obomanu,3194,WR,16,SEA,1,37,38,5.00,0,4,52.6
Denarius Moore,6300,WR,13,OAK,5,33,38,2.60,2,1,20.5
Michael Jenkins,1750,WR,11,MIN,0,38,38,,0,0,0.0
Jake Ballard,5822,TE,14,NYG,0,38,38,,1,2,7.9
James Jones,3694,WR,16,GB,0,38,38,,1,5,15.8
Mark Sanchez,4928,QB,16,NYJ,37,0,37,1.14,0,6,18.4
Jeremy Shockey,1021,TE,15,CAR,0,37,37,,0,3,8.1
Matt Ryan,4317,QB,16,ATL,37,0,37,0.35,0,9,8.5
Donald Driver,533,WR,16,GB,0,37,37,,0,1,2.7
Benjamin Watson,1753,TE,13,CLV,0,37,37,,2,3,13.5
Andre Caldwell,4411,WR,13,CIN,0,37,37,,0,1,2.7
Curtis Brinkley,5514,HB,5,SD,30,7,37,1.77,0,0,0.0
Johnny Knox,5064,WR,14,CHI,0,37,37,,1,3,10.8
Roy Williams,1728,WR,15,CHI,0,37,37,,0,3,8.1
Arrelious Benn,5564,WR,14,TB,6,30,36,3.67,5,2,71.3
Brian Hartline,5031,WR,16,MIA,1,35,36,3.00,0,1,8.3
Brandon LaFell,5602,WR,16,CAR,0,36,36,,0,2,5.6
Andy Dalton,6187,QB,16,CIN,36,0,36,1.19,0,2,6.6
Visanthe Shiancoe,1406,TE,16,MIN,0,36,36,,0,1,2.8
Jacoby Jones,3689,WR,16,HST,4,31,35,2.50,0,3,21.4
Dezmon Briscoe,5714,WR,16,TB,0,35,35,,0,1,2.9
Eli Manning,1722,QB,16,NYG,34,0,34,-0.03,0,5,-0.4
Jeremy Kerley,6305,WR,14,NYJ,5,29,34,3.60,2,3,52.9
Andre Johnson,1319,WR,7,HST,1,33,34,3.00,0,1,8.8
Chester Taylor,1182,HB,12,ARZ,20,14,34,3.20,1,3,37.6
Dallas Clark,1340,TE,11,IND,0,34,34,,0,4,11.8
Sidney Rice,3660,WR,9,SEA,2,32,34,0.50,0,1,1.5
Evan Moore,4771,TE,16,CLV,0,34,34,,1,0,2.9
Matt Moore,4018,QB,13,MIA,33,0,33,1.03,0,2,6.2
Alfonso Smith,5877,HB,11,ARZ,30,3,33,1.90,2,0,11.5
Sammy Morris,678,HB,3,DAL,28,5,33,3.11,2,1,28.2
Mewelde Moore,1840,HB,12,PIT,22,11,33,3.86,5,3,93.7
Demaryius Thomas,5547,WR,11,DEN,1,32,33,4.00,0,3,36.4
Devery Henderson,1771,WR,16,NO,1,32,33,1.00,0,2,6.1
Anthony Fasano,2998,TE,15,MIA,0,32,32,,1,2,9.4
Ben Roethlisberger,1732,QB,15,PIT,31,0,31,0.81,0,8,20.8
Mohamed Massaquoi,4973,WR,14,CLV,0,31,31,,0,0,0.0
Anthony Dixon,5696,HB,8,SF,29,1,30,1.72,1,0,5.7
Tashard Choice,4436,HB,6,BUF,23,7,30,2.26,2,1,22.6
Randy McMichael,1114,TE,16,SD,0,30,30,,3,9,40.0
Le'Ron McClain,3753,FB,16,KC,15,14,29,1.80,2,0,12.4
Lance Kendricks,6199,TE,15,STR,1,28,29,0.00,0,2,0.0
Jarett Dillard,5068,WR,14,JAX,0,29,29,,0,1,3.4
Andrew Hawkins,6125,WR,13,CIN,5,23,28,3.40,1,3,48.6
Greg Salas,6264,WR,6,STR,1,27,28,4.00,0,3,42.9
Dane Sanzenbacher,6570,WR,15,CHI,1,27,28,2.00,0,0,0.0
Brandon Saine,6756,HB,6,GB,18,10,28,2.72,1,0,9.7
Joel Dreessen,2415,TE,16,HST,0,28,28,,1,1,7.1
Christian Ponder,6164,QB,11,MIN,28,0,28,0.50,0,2,3.6
Austin Pettis,6230,WR,12,STR,1,27,28,0.00,0,2,0.0
John Skelton,5678,QB,8,ARZ,27,0,27,2.59,1,4,48.0
Randall Cobb,6216,WR,15,GB,2,25,27,2.00,0,5,37.0
Jeff King,3100,TE,16,ARZ,0,27,27,,1,6,25.9
Tony Scheffler,3006,TE,15,DET,1,26,27,2.00,0,1,7.4
Ted Ginn Jr.,3625,WR,14,SF,8,19,27,2.75,4,0,40.7
Philip Rivers,1725,QB,16,SD,27,0,27,0.11,0,7,2.9
Devin Hester,3002,WR,14,CHI,1,26,27,0.00,0,1,0.0
Kevin Boss,3769,TE,14,OAK,0,27,27,,1,3,14.8
Vonta Leach,2100,FB,16,BLT,12,15,27,1.50,1,1,11.1
Devin Aromashodu,3178,WR,16,MIN,0,26,26,,1,1,7.7
Eddie Royal,4356,WR,12,DEN,7,19,26,3.14,2,2,48.4
Danario Alexander,6106,WR,10,STR,0,26,26,,0,1,3.8
Kyle Rudolph,6195,TE,15,MIN,0,26,26,,0,1,3.8
Matt Cassel,2447,QB,9,KC,25,1,26,2.00,1,6,53.8
Mossis Madu,6730,HB,5,TB,15,10,25,1.73,0,1,6.9
Zach Miller,3654,TE,15,SEA,0,25,25,,2,2,16.0
Jason Hill,3692,WR,10,JAX,0,25,25,,0,5,20.0
Earl Bennett,4384,WR,11,CHI,0,24,24,,0,4,16.7
Leonard Pope,3017,TE,16,KC,0,24,24,,1,1,8.3
Jerious Norwood,3024,HB,7,STR,24,0,24,1.50,0,0,0.0
Phillip Tanner,6420,HB,4,DAL,22,2,24,2.59,3,0,32.4
Todd Heap,801,TE,10,ARZ,0,24,24,,0,2,8.3
Donte' Stallworth,1020,WR,11,WAS,2,22,24,2.50,0,3,31.3
Donald Jones,6000,WR,8,BUF,1,23,24,0.00,0,4,0.0
Dion Lewis,6301,HB,10,PHI,23,1,24,3.48,5,0,72.5
Kevin Faulk,470,HB,6,NE,17,7,24,1.53,0,2,12.7
Jacoby Ford,5632,WR,8,OAK,4,19,23,7.25,1,3,126.1
Joe Webb III,5722,QB,11,MIN,22,1,23,2.14,3,0,27.9
Spencer Larsen,4497,FB,16,DEN,14,9,23,1.79,0,0,0.0
Patrick Crayton,1932,WR,14,SD,0,23,23,,0,1,4.3
Chaz Schilens,4540,WR,15,OAK,0,23,23,,0,0,0.0
Jordan Norwood,5358,WR,14,CLV,0,23,23,,0,1,4.3
Delanie Walker,3120,TE,15,SF,3,19,22,5.33,1,2,72.7
Kyle Williams,5729,WR,13,SF,2,20,22,3.00,0,2,27.3
Emmanuel Sanders,5606,WR,11,PIT,0,22,22,,0,2,9.1
Matthew Stafford,4924,QB,16,DET,22,0,22,2.27,1,4,51.7
Lex Hilliard,4518,FB,16,MIA,16,5,21,1.50,0,0,0.0
Jonathan Baldwin,6178,WR,11,KC,0,21,21,,0,0,0.0
Louis Murphy,5048,WR,11,OAK,6,15,21,4.00,2,2,76.2
Lorenzo Booker,3687,HB,12,MIN,13,8,21,2.23,0,1,10.6
Tony Romo,1693,QB,16,DAL,21,0,21,0.19,0,7,6.3
Jeremiah Johnson,5484,HB,6,DEN,14,7,21,2.36,2,1,33.7
Darrel Young,5438,FB,13,WAS,6,15,21,3.67,2,2,69.8
Jamie Harper,6282,HB,10,TEN,17,4,21,1.24,1,2,17.6
Rex Grossman,1338,QB,13,WAS,20,0,20,0.15,0,7,5.3
Drew Brees,802,QB,16,NO,20,0,20,2.60,2,9,143.0
Matt Hasselbeck,408,QB,16,TEN,20,0,20,0.15,1,6,5.3
Brandon Lloyd,1436,WR,4,DEN,0,19,19,,0,0,0.0
James Casey,5076,FB,14,HST,1,18,19,2.00,1,2,31.6
Steve Slaton,4403,HB,3,MIA,17,2,19,1.76,6,0,55.7
Vincent Brown,6234,WR,14,SD,0,19,19,,0,2,10.5
Daniel Fells,3309,TE,16,DEN,0,19,19,,0,1,5.3
Jacob Tamme,4441,TE,15,IND,0,19,19,,0,1,5.3
Kellen Davis,4472,TE,16,CHI,0,18,18,,0,5,27.8
Matt Willis,4283,WR,16,DEN,0,18,18,,0,1,5.6
Mike Williams,2227,WR,12,SEA,0,18,18,,0,1,5.6
Jay Cutler,2956,QB,10,CHI,18,0,18,0.72,0,3,12.0
Taiwan Jones,6277,HB,8,OAK,16,2,18,4.00,2,0,44.4
Sam Bradford,5526,QB,10,STR,18,0,18,0.06,0,1,0.3
Jason Campbell,2242,QB,6,OAK,18,0,18,0.56,0,0,0.0
Kevin Kolb,3652,QB,9,ARZ,17,0,17,0.88,0,3,15.6
Kevin Ogletree,5387,WR,13,DAL,2,15,17,1.50,0,2,17.6
Jerricho Cotchery,1829,WR,12,PIT,1,16,17,1.00,0,3,17.6
Jonathan Dwyer,5711,HB,3,PIT,16,1,17,2.00,2,0,23.5
Jamaal Charles,4387,HB,2,KC,12,5,17,2.92,3,0,51.5
Martellus Bennett,4375,TE,14,DAL,0,17,17,,1,1,11.8
Kenny Britt,4953,WR,3,TEN,0,17,17,,0,5,29.4
Curtis Painter,5125,QB,9,IND,17,0,17,1.53,0,3,27.0
Vince Young,2948,QB,6,PHI,17,0,17,1.12,1,1,13.1
Carson Palmer,1317,QB,10,OAK,16,0,16,0.31,0,4,7.8
Riley Cooper,5682,WR,16,PHI,0,16,16,,0,1,6.3
Naaman Roosevelt,5799,WR,10,BUF,0,16,16,,0,4,25.0
Brandon Myers,5126,TE,16,OAK,0,16,16,,2,1,18.8
Charles Clay,6326,TE,14,MIA,0,16,16,,0,0,0.0
Shane Vereen,6208,HB,3,NE,15,0,15,4.33,3,0,86.7
Jed Collins,4743,FB,16,NO,4,11,15,0.75,0,2,10.0
Chad Henne,4371,QB,4,MIA,15,0,15,1.87,1,2,37.3
Jerome Harrison,3090,HB,4,DET,14,1,15,1.43,2,0,19.0
Ahmard Hall,3336,FB,12,TEN,6,9,15,2.67,1,2,53.3
Matt Schaub,1811,QB,10,HST,15,0,15,0.00,0,3,0.0
Braylon Edwards,2220,WR,9,SF,0,15,15,,0,3,20.0
Bruce Miller,6363,FB,13,SF,4,11,15,1.75,0,2,23.3
Chad Johnson,806,WR,15,NE,0,15,15,,0,0,0.0
Josh Morgan,4488,WR,5,SF,0,15,15,,0,0,0.0
John Phillips,5132,TE,14,DAL,0,15,15,,0,1,6.7
Armando Allen,6723,HB,2,CHI,15,0,15,2.27,0,0,0.0
John Conner,5662,FB,16,NYJ,13,2,15,1.23,0,0,0.0
Alex Smith,2288,TE,14,CLV,0,14,14,,0,4,28.6
T.J. Yates,6304,QB,6,HST,14,0,14,2.36,0,2,33.7
Bilal Powell,6278,HB,2,NYJ,13,1,14,1.23,0,0,0.0
Donovan McNabb,438,QB,6,MIN,14,0,14,0.00,0,0,0.0
Clay Harbor,5648,TE,16,PHI,0,13,13,,0,1,7.7
Leonard Hankerson,6231,WR,4,WAS,0,13,13,,0,0,0.0
Michael Robinson,3045,FB,14,SEA,4,9,13,1.00,1,0,7.7
Derrick Mason,271,WR,5,NYJ,0,13,13,,0,1,7.7
Derek Hagan,3027,WR,4,BUF,0,13,13,,0,0,0.0
Johnny White,6285,HB,5,BUF,12,1,13,1.83,0,0,0.0
Matt Flynn,4523,QB,5,GB,13,0,13,0.00,0,0,0.0
Caleb Hanie,4674,QB,6,CHI,13,0,13,2.15,0,3,49.7
Chastin West,5944,WR,12,JAX,0,13,13,,0,1,7.7
Anthony McCoy,5708,TE,16,SEA,0,13,13,,1,1,15.4
Rob Housler,6221,TE,12,ARZ,0,12,12,,0,2,16.7
Henry Hynoski,6666,FB,11,NYG,0,12,12,,1,1,16.7
Montell Owens,3452,HB,8,JAX,10,2,12,1.90,2,0,31.7
Luke Stocker,6256,TE,14,TB,0,12,12,,0,0,0.0
Terrence Austin,5742,WR,13,WAS,0,12,12,,0,1,8.3
David Johnson,5165,TE,16,PIT,0,12,12,,0,3,25.0
Bear Pascoe,5108,TE,16,NYG,0,12,12,,3,3,50.0
Josh McCown,1085,QB,3,CHI,12,0,12,2.67,0,0,0.0
Derek Hagan,3027,WR,6,OAK,0,11,11,,0,0,0.0
Eric Weems,4097,WR,16,ATL,0,11,11,,1,3,36.4
T.J. Houshmandzadeh,921,WR,9,OAK,0,11,11,,1,0,9.1
Logan Paulsen,5795,TE,16,WAS,0,11,11,,0,1,9.1
Steve Smith,3667,WR,9,PHI,0,11,11,,0,2,18.2
Mike Sims-Walker,3695,WR,4,STR,0,11,11,,0,0,0.0
Donald Lee,1465,TE,9,CIN,0,11,11,,1,0,9.1
Josh Johnson,4474,QB,9,TB,11,0,11,1.27,0,1,11.6
Stefan Logan,4909,HB,13,DET,9,1,10,2.33,1,0,23.3
Chris Cooley,1802,TE,5,WAS,2,8,10,2.00,1,0,20.0
John Clay,6445,HB,2,PIT,10,0,10,2.80,2,0,56.0
DuJuan Harris,6595,HB,5,JAX,9,1,10,2.56,1,0,25.6
John Beck,3656,QB,4,WAS,10,0,10,4.30,1,2,129.0
Michael Palmer,5784,TE,15,ATL,0,10,10,,0,0,0.0
Greg Camarillo,2523,WR,12,MIN,0,9,9,,0,0,0.0
Craig Stevens,4399,TE,15,TEN,0,9,9,,1,2,33.3
Anthony Sherman,6288,FB,14,ARZ,1,8,9,3.00,0,0,0.0
Ramses Barden,5008,WR,8,NYG,0,9,9,,0,0,0.0
Kyle Boller,1335,QB,2,OAK,9,0,9,4.78,0,0,0.0
Brody Eldridge,5685,TE,13,IND,0,9,9,,3,0,33.3
Thomas Clayton,3802,HB,3,CLV,8,1,9,1.00,1,0,11.1
Anthony Armstrong,4855,WR,14,WAS,2,7,9,3.00,0,1,33.3
Keary Colbert,1783,WR,7,KC,0,9,9,,0,0,0.0
Owen Marecic,6276,FB,14,CLV,4,5,9,1.25,1,0,13.9
Billy Bajema,2466,TE,16,STR,0,9,9,,1,0,11.1
Jake Locker,6160,QB,5,TEN,8,0,8,3.00,1,0,37.5
Patrick Turner,5010,WR,15,NYJ,0,8,8,,0,1,12.5
