player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Clinton Portis,1058,HB,8,WAS,124,9,133,2.88,4,0,8.7
Wes Welker,2204,WR,14,NE,5,123,128,0.80,1,12,8.1
Darren McFadden,4318,HB,12,OAK,104,21,125,2.40,5,4,17.3
Willis McGahee,1339,HB,16,BLT,109,15,124,2.61,6,3,19.0
Maurice Morris,1061,HB,14,DET,93,26,119,2.61,2,0,4.4
Reggie Bush,2947,HB,14,NO,70,47,117,2.09,4,6,17.8
Ryan Moats,2294,HB,8,HST,101,13,114,2.57,3,3,13.5
Brandon Marshall,3064,WR,15,DEN,7,101,108,1.29,1,13,16.7
Shonn Greene,4988,HB,13,NYJ,108,0,108,3.20,9,0,26.7
Steve Smith,3667,WR,16,NYG,0,107,107,,4,3,6.5
Willie Parker,2142,HB,14,PIT,98,6,104,2.47,3,2,11.9
Andre Johnson,1319,WR,16,HST,2,101,103,2.50,0,5,12.1
Dallas Clark,1340,TE,16,IND,2,100,102,2.00,2,9,21.6
Reggie Wayne,800,WR,16,IND,0,100,100,,0,6,6.0
Kevin Faulk,470,HB,15,NE,62,37,99,2.95,3,4,20.9
Larry Fitzgerald,1724,WR,16,ARZ,0,97,97,,1,9,10.3
Jerious Norwood,3024,HB,10,ATL,76,19,95,2.08,3,2,10.9
Chris Brown,1407,HB,14,HST,79,16,95,2.62,2,1,8.3
Hines Ward,380,WR,16,PIT,0,95,95,,1,9,10.5
Jason Witten,1384,TE,16,DAL,0,94,94,,2,5,7.4
Glen Coffee,4997,HB,12,SF,83,11,94,2.22,3,1,9.4
Sammy Morris,678,HB,12,NE,73,19,92,3.07,5,1,20.0
Rock Cartwright,1211,HB,11,WAS,64,27,91,2.38,2,4,15.7
Donald Brown,4950,HB,11,IND,78,11,89,2.42,9,1,27.2
Anquan Boldin,1369,WR,15,ARZ,2,85,87,3.50,0,6,24.1
Leon Washington,3062,HB,7,NYJ,71,15,86,2.96,5,0,17.2
Brian Westbrook,1094,HB,8,PHI,61,25,86,2.07,3,1,9.6
Roddy White,2244,WR,16,ATL,1,85,86,0.00,0,6,0.0
Leonard Weaver,2835,FB,16,PHI,70,15,85,2.77,7,2,29.3
Miles Austin,3211,WR,16,DAL,2,81,83,1.00,0,10,12.0
Sidney Rice,3660,WR,16,MIN,0,83,83,,0,6,7.2
Randy Moss,342,WR,16,NE,0,83,83,,0,3,3.6
Tony Gonzalez,237,TE,16,ATL,0,83,83,,2,5,8.4
Santonio Holmes,2970,WR,16,PIT,3,79,82,0.67,0,11,8.9
Bernard Scott,5133,HB,10,CIN,74,5,79,3.39,5,0,21.5
Tashard Choice,4436,HB,16,DAL,64,15,79,1.94,3,5,19.6
T.J. Houshmandzadeh,921,WR,16,SEA,0,79,79,,1,7,10.1
Antonio Gates,1609,TE,16,SD,0,79,79,,1,10,13.9
Vernon Davis,2951,TE,16,SF,0,78,78,,1,6,9.0
Kellen Winslow,1727,TE,16,TB,1,77,78,2.00,0,4,10.3
Davone Bess,4694,WR,16,MIA,2,76,78,1.50,0,11,21.2
Brent Celek,3778,TE,16,PHI,0,76,76,,1,6,9.2
David Garrard,1109,QB,16,JAX,76,0,76,2.64,11,3,48.7
Heath Miller,2247,TE,16,PIT,0,76,76,,0,10,13.2
Percy Harvin,4945,WR,15,MIN,15,60,75,4.33,3,14,98.2
Joshua Cribbs,2544,WR,16,CLV,55,20,75,3.89,8,2,51.9
Chad Johnson,806,WR,16,CIN,3,72,75,2.67,3,7,35.6
Derrick Mason,271,WR,16,BLT,1,73,74,1.00,0,6,8.1
DeSean Jackson,4363,WR,15,PHI,11,63,74,2.55,1,3,13.8
Calvin Johnson,3618,WR,14,DET,7,67,74,3.86,1,7,41.7
Ladell Betts,1063,HB,10,WAS,56,17,73,2.38,1,3,13.0
Chris Jennings,5480,HB,9,CLV,63,9,72,2.65,7,1,29.5
Santana Moss,786,WR,16,WAS,2,70,72,5.00,0,8,55.6
Vincent Jackson,2278,WR,15,SD,3,68,71,4.33,0,2,12.2
Quinton Ganther,3191,HB,8,WAS,62,9,71,2.58,6,2,29.1
Donald Driver,533,WR,16,GB,1,70,71,1.00,1,10,15.5
Marques Colston,3197,WR,16,NO,1,70,71,2.00,1,7,22.5
Steve Smith,837,WR,15,CAR,5,65,70,3.20,3,11,64.0
Greg Jennings,2997,WR,16,GB,0,68,68,,0,9,13.2
Le'Ron McClain,3753,FB,16,BLT,46,21,67,1.85,0,6,16.5
LenDale White,2990,HB,13,TEN,64,3,67,2.08,5,1,18.6
Zach Miller,3654,TE,15,OAK,0,66,66,,0,5,7.6
Fred Taylor,333,HB,6,NE,63,2,65,2.56,6,0,23.6
Nate Burleson,1386,WR,13,SEA,2,63,65,1.00,0,5,7.7
Mike Sims-Walker,3695,WR,15,JAX,0,63,63,,0,6,9.5
Devin Hester,3002,WR,13,CHI,6,57,63,0.33,1,5,3.2
Austin Collie,5051,WR,16,IND,2,60,62,4.50,3,5,58.1
Arian Foster,5398,HB,4,HST,54,8,62,2.52,1,3,16.2
Terrell Owens,188,WR,16,BUF,6,55,61,4.33,2,7,63.9
Jerricho Cotchery,1829,WR,14,NYJ,2,57,59,2.00,0,5,16.9
Mike Thomas,5030,WR,14,JAX,11,48,59,4.36,2,5,51.8
Greg Olsen,3647,TE,16,CHI,0,59,59,,1,4,8.5
Brandon Jackson,3679,HB,12,GB,37,21,58,1.89,0,3,9.8
Josh Morgan,4488,WR,16,SF,5,52,57,2.00,0,9,31.6
Jeremy Maclin,4942,WR,15,PHI,2,55,57,0.00,0,2,0.0
Steve Breaston,3758,WR,15,ARZ,2,55,57,4.00,0,2,14.0
Mario Manningham,4409,WR,14,NYG,0,57,57,,0,16,28.1
Kevin Walter,1549,WR,14,HST,4,53,57,1.25,1,1,4.4
Brian Leonard,3668,HB,14,CIN,26,30,56,2.42,3,4,30.3
Visanthe Shiancoe,1406,TE,16,MIN,0,56,56,,1,3,7.1
Mewelde Moore,1840,HB,16,PIT,35,21,56,2.46,0,7,30.7
Aaron Rodgers,2241,QB,16,GB,55,0,55,0.87,4,5,14.3
Devery Henderson,1771,WR,16,NO,4,51,55,3.25,1,8,53.2
Rashad Jennings,5174,HB,15,JAX,39,16,55,2.79,3,2,25.4
Jermichael Finley,4405,TE,13,GB,0,55,55,,0,5,9.1
Bernard Berrian,1799,WR,16,MIN,0,55,55,,0,5,9.1
Andre Caldwell,4411,WR,16,CIN,3,51,54,6.33,2,5,82.1
Jabar Gaffney,1040,WR,16,DEN,0,54,54,,0,5,9.3
Earl Bennett,4384,WR,16,CHI,0,54,54,,0,6,11.1
Todd Heap,801,TE,16,BLT,0,53,53,,1,4,9.4
Muhsin Muhammad,173,WR,14,CAR,0,53,53,,1,3,7.5
Torry Holt,441,WR,15,JAX,0,51,51,,0,1,2.0
Robert Meachem,3643,WR,16,NO,6,45,51,1.50,0,5,14.7
Donnie Avery,4347,WR,16,STR,4,47,51,2.75,0,5,27.0
Antwaan Randle El,1069,WR,16,WAS,0,50,50,,0,2,4.0
Michael Jenkins,1750,WR,15,ATL,0,50,50,,0,0,0.0
Greg Camarillo,2523,WR,16,MIA,0,50,50,,0,2,4.0
Vince Young,2948,QB,12,TEN,50,0,50,1.68,6,4,33.6
John Carlson,4352,TE,16,SEA,0,50,50,,0,1,2.0
Pierre Garcon,4519,WR,14,IND,2,47,49,5.50,1,4,56.1
Edgerrin James,439,HB,7,SEA,46,3,49,2.07,1,2,12.6
Larry Johnson,1343,HB,7,CIN,46,3,49,3.09,2,0,12.6
Hakeem Nicks,4952,WR,14,NYG,2,47,49,2.50,0,8,40.8
Nate Washington,2832,WR,16,TEN,2,47,49,1.00,2,1,6.1
Lousaka Polite,2152,FB,16,MIA,37,11,48,2.03,2,1,12.7
Jeremy Shockey,1021,TE,13,NO,0,48,48,,1,4,10.4
Fred Davis,4362,TE,16,WAS,0,48,48,,0,11,22.9
Michael Crabtree,4933,WR,11,SF,0,48,48,,0,8,16.7
Dwayne Bowe,3639,WR,11,KC,0,47,47,,0,5,10.6
Deion Branch,1072,WR,14,SEA,1,45,46,0.00,0,1,0.0
Matt Schaub,1811,QB,16,HST,46,0,46,1.17,1,2,7.7
Dustin Keller,4344,TE,16,NYJ,1,45,46,3.00,0,4,26.1
Danny Amendola,4717,WR,14,STR,3,43,46,1.33,0,3,8.7
Johnny Knox,5064,WR,15,CHI,0,45,45,,0,4,8.9
Ted Ginn Jr.,3625,WR,16,MIA,7,38,45,2.57,0,1,5.7
Laveranues Coles,638,WR,16,CIN,2,43,45,5.00,3,3,66.7
Malcom Floyd,2044,WR,16,SD,0,45,45,,1,5,13.3
Bo Scaife,2396,TE,14,TEN,0,45,45,,0,4,8.9
Kenneth Darby,3862,HB,16,STR,26,18,44,2.23,1,4,25.3
Ahman Green,374,HB,8,GB,41,3,44,2.90,4,1,33.0
Mike Wallace,5007,WR,16,PIT,5,39,44,3.20,2,2,29.1
Lee Evans,1734,WR,16,BUF,0,44,44,,3,1,9.1
Kevin Boss,3769,TE,15,NYG,1,42,43,2.00,1,6,32.6
Jason Campbell,2242,QB,16,WAS,43,0,43,2.91,2,2,27.0
Lex Hilliard,4518,HB,8,MIA,23,20,43,2.91,3,1,27.1
Matt Cassel,2447,QB,15,KC,43,0,43,2.02,3,2,23.5
Kenny Britt,4953,WR,16,TEN,0,42,42,,0,8,19.0
Mike Tolbert,4740,FB,15,SD,25,17,42,4.68,6,1,78.0
Kahlil Bell,5243,HB,7,CHI,40,1,41,2.10,0,0,0.0
Patrick Crayton,1932,WR,16,DAL,4,37,41,1.75,1,7,34.1
Jason Avant,3054,WR,16,PHI,0,41,41,,0,3,7.3
Louis Murphy,5048,WR,16,OAK,6,34,40,2.33,1,4,29.2
Owen Daniels,3043,TE,8,HST,0,40,40,,2,3,12.5
Lynell Hamilton,4770,HB,7,NO,35,5,40,2.86,1,1,14.3
Ben Roethlisberger,1732,QB,15,PIT,40,0,40,1.50,1,4,18.8
Bobby Wade,1448,WR,12,KC,2,37,39,2.50,1,3,25.6
Jay Cutler,2956,QB,16,CHI,39,0,39,0.82,3,2,10.5
Antonio Bryant,1070,WR,13,TB,0,39,39,,1,0,2.6
David Anderson,3196,WR,16,HST,0,38,38,,0,2,5.3
Eddie Royal,4356,WR,14,DEN,1,37,38,2.00,0,5,26.3
Julian Edelman,5156,WR,11,NE,1,37,38,1.00,0,10,26.3
Marcus Mason,4256,HB,9,WAS,32,6,38,3.03,0,2,16.0
Roy Williams,1728,WR,15,DAL,0,38,38,,0,6,15.8
Mark Clayton,2239,WR,14,BLT,4,34,38,1.75,1,5,27.6
Donald Lee,1465,TE,16,GB,0,37,37,,2,1,8.1
Carson Palmer,1317,QB,16,CIN,36,0,36,0.47,0,2,2.6
Bryant Johnson,1333,WR,16,DET,0,36,36,,0,2,5.6
Chris Chambers,821,WR,9,KC,0,36,36,,0,0,0.0
Dave Thomas,3031,TE,15,NO,0,35,35,,1,4,14.3
Aaron Brown,5116,HB,14,DET,26,9,35,3.00,0,1,8.6
Braylon Edwards,2220,WR,12,NYJ,0,35,35,,0,4,11.4
Brian Hartline,5031,WR,16,MIA,4,31,35,2.25,0,1,6.4
Donovan McNabb,438,QB,14,PHI,34,1,35,0.76,2,2,8.7
Kelley Washington,1380,WR,15,BLT,1,34,35,0.00,0,5,0.0
Mohamed Massaquoi,4973,WR,16,CLV,1,34,35,1.00,0,3,8.6
Randy McMichael,1114,TE,16,STR,0,34,34,,1,2,8.8
Brandon Gibson,5118,WR,9,STR,0,34,34,,0,5,14.7
Tony Romo,1693,QB,16,DAL,34,0,34,1.41,3,7,41.5
Dennis Northcutt,605,WR,15,DET,0,34,34,,0,1,2.9
Mark Sanchez,4928,QB,15,NYJ,34,0,34,0.71,0,2,4.2
James Jones,3694,WR,16,GB,0,32,32,,0,3,9.4
Marcedes Lewis,2973,TE,15,JAX,0,32,32,,1,5,18.8
Joe Flacco,4332,QB,16,BLT,32,0,32,0.34,2,6,8.6
Brandon Pettigrew,4943,TE,11,DET,0,31,31,,1,2,9.7
Sammie Stroughter,5157,WR,13,TB,0,31,31,,0,4,12.9
Anthony Fasano,2998,TE,14,MIA,0,31,31,,1,0,3.2
Tony Scheffler,3006,TE,15,DEN,0,31,31,,0,1,3.2
Mike Hart,4516,HB,5,IND,26,5,31,2.31,1,3,29.8
Ryan Fitzpatrick,2467,QB,10,BUF,30,0,30,1.60,3,2,26.7
Matt Ryan,4317,QB,14,ATL,30,0,30,0.27,0,0,0.0
Jacoby Jones,3689,WR,14,HST,3,27,30,3.67,1,2,36.7
Jacob Hester,4383,FB,15,SD,21,9,30,2.19,0,0,0.0
Michael Bennett,797,HB,3,SD,23,6,29,2.13,0,1,7.3
Benjamin Watson,1753,TE,16,NE,0,29,29,,1,0,3.4
Chaz Schilens,4540,WR,8,OAK,0,29,29,,0,2,6.9
Chris Cooley,1802,TE,7,WAS,0,29,29,,1,4,17.2
Will Heller,1623,TE,16,DET,0,29,29,,1,0,3.4
Tom Brady,698,QB,16,NE,29,0,29,0.69,0,1,2.4
Jerome Felton,4460,FB,13,DET,15,13,28,2.33,1,2,25.0
Justin Gage,1452,WR,12,TEN,0,28,28,,0,0,0.0
Earnest Graham,1613,FB,13,TB,14,14,28,4.29,3,1,61.2
BenJarvus Green-Ellis,4599,HB,9,NE,26,2,28,2.04,0,0,0.0
Josh Freeman,4940,QB,10,TB,28,0,28,3.93,2,2,56.1
Daniel Graham,1028,TE,16,DEN,0,28,28,,3,8,39.3
Devin Thomas,4348,WR,14,WAS,3,25,28,1.00,1,11,42.9
Alge Crumpler,805,TE,16,TEN,0,27,27,,3,3,22.2
Josh Reed,1043,WR,14,BUF,0,27,27,,0,3,11.1
John Paul Foschi,2046,TE,15,CIN,0,27,27,,0,2,7.4
Legedu Naanee,3788,WR,15,SD,3,24,27,1.33,0,1,4.9
Joel Dreessen,2415,TE,16,HST,0,26,26,,2,1,11.5
Philip Rivers,1725,QB,16,SD,26,0,26,1.00,0,4,15.4
Mark Bradley,2256,WR,13,KC,2,24,26,3.00,0,2,23.1
Dante Rosario,3771,TE,14,CAR,0,26,26,,1,0,3.8
Lamont Jordan,819,HB,6,DEN,25,0,25,2.00,0,0,0.0
Malcolm Kelly,4365,WR,16,WAS,0,25,25,,0,4,16.0
Keenan Burton,4442,WR,9,STR,0,25,25,,0,1,4.0
Jeff King,3100,TE,16,CAR,0,25,25,,1,0,4.0
Alex Smith,2218,QB,11,SF,24,1,25,1.13,1,2,13.5
Mike Goodson,5034,HB,5,CAR,22,2,24,2.55,3,0,31.8
Kyle Orton,2323,QB,16,DEN,24,0,24,0.92,0,3,11.5
Maurice Stovall,3035,WR,11,TB,0,24,24,,0,1,4.2
Brad Smith,3048,WR,13,NYJ,17,7,24,8.59,8,2,357.8
Delanie Walker,3120,TE,16,SF,3,21,24,8.33,2,4,208.3
Brad Hoover,740,FB,11,CAR,20,4,24,1.80,0,0,0.0
Devin Aromashodu,3178,WR,9,CHI,0,24,24,,0,0,0.0
Michael Vick,773,QB,11,PHI,24,0,24,1.63,2,0,13.5
Danny Woodhead,4914,HB,8,NYJ,15,8,23,2.93,1,0,12.8
Justin Griffith,1433,FB,13,SEA,4,19,23,0.50,0,0,0.0
Garrett Wolfe,3709,HB,6,CHI,21,2,23,2.57,2,0,22.4
Drew Brees,802,QB,15,NO,22,1,23,0.45,0,8,15.8
Mike Furrey,726,WR,13,CLV,0,22,22,,0,1,4.5
Isaac Bruce,80,WR,10,SF,1,21,22,0.00,0,0,0.0
Zach Miller,5104,TE,14,JAX,1,21,22,2.00,0,3,27.3
Jordy Nelson,4350,WR,13,GB,0,22,22,,0,2,9.1
Kurt Warner,112,QB,15,ARZ,21,0,21,0.14,0,2,1.4
Matt Hasselbeck,408,QB,14,SEA,21,0,21,3.10,2,0,29.5
Johnnie Lee Higgins,3715,WR,15,OAK,2,19,21,0.00,0,0,0.0
Chansi Stuckey,3851,WR,11,CLV,2,19,21,4.00,0,3,57.1
Brady Quinn,3638,QB,10,CLV,20,1,21,1.00,1,0,4.8
Josh Johnson,4474,QB,6,TB,21,0,21,2.57,2,1,36.7
Pat White,4967,QB,12,MIA,21,0,21,2.19,0,0,0.0
Moran Norris,865,FB,16,SF,14,7,21,1.43,0,1,6.8
Lance Long,4648,WR,7,KC,1,20,21,2.00,0,1,9.5
Sam Aiken,1439,WR,13,NE,0,20,20,,0,4,20.0
Vonta Leach,2100,FB,16,HST,0,20,20,,2,1,15.0
Matthew Stafford,4924,QB,10,DET,20,0,20,1.55,0,1,7.8
Daniel Fells,3309,TE,14,STR,0,20,20,,0,3,15.0
Leonard Pope,3017,TE,13,KC,0,20,20,,1,4,25.0
JaMarcus Russell,3617,QB,12,OAK,19,0,19,1.11,0,0,0.0
Desmond Clark,529,TE,11,CHI,0,19,19,,1,0,5.3
Joey Haynos,4711,TE,16,MIA,0,19,19,,2,1,15.8
Brandon Stokley,498,WR,16,DEN,0,19,19,,0,0,0.0
Peyton Manning,327,QB,16,IND,18,0,18,0.00,0,0,0.0
Chad Simpson,4692,HB,9,IND,15,3,18,3.73,3,0,62.2
Casey Fitzsimmons,1607,TE,9,DET,0,18,18,,0,2,11.1
Tyrell Sutton,5395,HB,7,CAR,12,6,18,3.67,1,1,40.7
Jerheme Urban,1709,WR,10,ARZ,0,18,18,,0,0,0.0
Tim Castille,3906,FB,7,KC,14,4,18,2.71,1,0,15.1
Bruce Gradkowski,3139,QB,7,OAK,17,0,17,2.35,1,2,41.5
Shawn Nelson,5045,TE,12,BUF,0,17,17,,1,0,5.9
Peyton Hillis,4541,FB,12,DEN,13,4,17,3.23,2,0,38.0
Kolby Smith,3764,HB,4,KC,15,2,17,1.93,0,0,0.0
Dantrell Savage,4822,HB,5,KC,10,7,17,2.20,1,3,51.8
Dwayne Jarrett,3661,WR,13,CAR,0,17,17,,1,1,11.8
Tarvaris Jackson,3009,QB,8,MIN,17,0,17,0.00,0,0,0.0
Sam Gado,2599,HB,12,STR,14,3,17,1.79,0,1,10.5
Early Doucet,4395,WR,9,ARZ,0,17,17,,0,2,11.8
David Clowney,3773,WR,13,NYJ,3,14,17,-1.33,1,1,-15.7
Marty Booker,487,WR,16,ATL,1,16,17,2.00,0,0,0.0
Daniel Coats,3908,TE,16,CIN,0,16,16,,2,2,25.0
Michael Clayton,1736,WR,13,TB,0,16,16,,0,0,0.0
Daunte Culpepper,446,QB,8,DET,16,0,16,2.50,3,2,78.1
Danny Ware,4095,HB,5,NYG,13,3,16,2.62,1,0,16.3
LaRod Stephens-Howling,5164,HB,16,ARZ,6,10,16,2.67,1,2,50.0
Michael Sellers,432,FB,15,WAS,0,16,16,,1,0,6.3
Domenik Hixon,3075,WR,14,NYG,0,15,15,,0,2,13.3
Eli Manning,1722,QB,16,NYG,15,0,15,3.13,0,2,41.8
John Kuhn,2686,FB,12,GB,8,7,15,1.75,0,2,23.3
Seneca Wallace,1422,QB,13,SEA,13,2,15,0.23,0,1,1.5
Deon Butler,5014,WR,16,SEA,0,15,15,,0,2,13.3
Jerramy Stevens,1035,TE,16,TB,0,15,15,,0,1,6.7
Heath Evans,843,FB,6,NO,5,10,15,1.80,0,3,36.0
Martellus Bennett,4375,TE,14,DAL,0,15,15,,0,2,13.3
Eldra Buckley,3900,HB,10,PHI,15,0,15,2.40,0,0,0.0
Jake Delhomme,303,QB,11,CAR,15,0,15,0.93,0,0,0.0
Gary Russell,4059,FB,9,OAK,3,12,15,1.67,0,3,33.3
Lance Moore,2718,WR,7,NO,0,14,14,,0,0,0.0
Chad Henne,4371,QB,14,MIA,14,0,14,0.50,2,1,10.7
Trent Edwards,3708,QB,8,BUF,14,0,14,2.79,1,1,39.8
Chris Baker,1091,TE,16,NE,0,14,14,,0,0,0.0
Sean Ryan,1865,TE,10,KC,0,14,14,,0,0,0.0
Eric Weems,4097,WR,15,ATL,8,6,14,1.50,1,0,10.7
James Davis,5119,HB,2,CLV,9,4,13,1.44,0,0,0.0
Louis Rankin,4590,HB,5,SEA,8,5,13,2.13,1,2,49.0
Ahmard Hall,3336,FB,16,TEN,1,12,13,0.00,1,4,0.0
Naufahu Tahi,3526,FB,15,MIN,3,10,13,1.33,1,1,20.5
Kyle Boller,1335,QB,7,STR,13,0,13,4.23,1,2,97.6
Mike Cox,4716,FB,16,KC,3,10,13,1.00,1,0,7.7
Gartrell Johnson,5058,HB,3,NYG,13,0,13,2.69,0,0,0.0
Laurent Robinson,3691,WR,3,STR,0,13,13,,0,1,7.7
Jason Wright,2212,HB,13,ARZ,3,9,12,3.00,0,2,50.0
Gary Barnidge,4455,TE,14,CAR,0,12,12,,2,1,25.0
Justin Peelle,1104,TE,15,ATL,0,12,12,,0,1,8.3
Corey McIntyre,1278,FB,9,BUF,5,7,12,5.60,2,0,93.3
Albert Young,4665,HB,5,MIN,12,0,12,2.50,0,0,0.0
Ben Patrick,3831,TE,9,ARZ,0,12,12,,0,0,0.0
Chris Henry,2300,WR,8,CIN,0,12,12,,0,1,8.3
Evan Moore,4771,TE,5,CLV,0,12,12,,0,0,0.0
Chris Ogbonnaya,5135,HB,2,STR,11,1,12,2.73,1,2,68.2
Ovie Mughelli,1445,FB,14,ATL,4,7,11,1.75,1,1,31.8
Ernest Wilford,1841,TE,15,JAX,0,11,11,,1,2,27.3
Darrius Heyward-Bey,4930,WR,11,OAK,2,9,11,1.50,0,0,0.0
Chansi Stuckey,3851,WR,4,NYJ,0,11,11,,1,2,27.3
Robert Royal,1151,TE,13,CLV,0,11,11,,2,0,18.2
Kellen Clemens,2994,QB,5,NYJ,11,0,11,1.55,1,1,28.1
Kerry Collins,115,QB,7,TEN,11,0,11,0.36,0,2,6.6
Brian Finneran,423,WR,10,ATL,0,11,11,,0,0,0.0
Matt Moore,4018,QB,7,CAR,11,0,11,1.09,0,1,9.9
Braylon Edwards,2220,WR,4,CLV,0,10,10,,1,1,20.0
Aaron Stecker,572,HB,5,ATL,5,5,10,1.20,0,0,0.0
Brian Hoyer,5277,QB,5,NE,10,0,10,2.70,1,2,81.0
Jim Kleinsasser,469,TE,16,MIN,0,10,10,,2,0,20.0
Reggie Brown,2252,WR,14,PHI,1,9,10,0.00,0,3,0.0
Tony Stewart,887,TE,15,OAK,0,10,10,,0,0,0.0
Steve Heiden,481,TE,7,CLV,0,10,10,,0,1,10.0
Jeremi Johnson,1430,FB,16,CIN,4,6,10,1.25,1,0,12.5
Tony Richardson,110,FB,16,NYJ,7,3,10,3.00,5,1,180.0
Michael Robinson,3045,HB,12,SF,3,6,9,3.00,0,1,33.3
Billy Volek,768,QB,4,SD,9,0,9,0.00,0,0,0.0
Chris Chambers,821,WR,7,SD,0,9,9,,0,1,11.1
Adrian Peterson,1177,HB,5,CHI,7,2,9,2.57,0,0,0.0
Greg Jones II,1776,FB,13,JAX,4,5,9,2.50,0,3,83.3
Jeff Dugan,1936,TE,16,MIN,3,6,9,1.33,0,0,0.0
Derek Anderson,2430,QB,8,CLV,9,0,9,0.11,0,0,0.0
Matt Leinart,2955,QB,8,ARZ,9,0,9,0.00,0,0,0.0
Patrick Cobbs,3272,HB,5,MIA,6,3,9,3.83,2,1,127.8
Drew Stanton,3659,QB,3,DET,9,0,9,0.56,0,0,0.0
Jason Hill,3692,WR,10,SF,0,9,9,,0,4,44.4
Derek Schouman,3838,TE,2,BUF,0,9,9,,1,3,44.4
Jackie Battle,3885,HB,5,KC,7,2,9,3.29,0,0,0.0
Gijon Robinson,4056,TE,13,IND,0,9,9,,0,0,0.0
Brad Cottam,4390,TE,8,KC,0,9,9,,0,0,0.0
Derek Fine,4446,TE,8,BUF,0,9,9,,2,1,33.3
Kellen Davis,4472,TE,15,CHI,0,9,9,,0,0,0.0
Jared Cook,5012,TE,13,TEN,0,9,9,,0,0,0.0
Travis Beckum,5023,TE,10,NYG,0,8,8,,0,0,0.0
Shaun Hill,1255,QB,6,SF,8,0,8,2.00,1,1,50.0
Troy Smith,3790,QB,4,BLT,8,0,8,1.25,1,0,15.6
