year,trial,roster_baseline,forecast_ev_baseline,forecast_p10_baseline,forecast_p90_baseline,actual_points_baseline,actual_playoff_points_baseline,actual_waiver_starts_baseline,actual_cap_feasible_baseline,actual_cap_overage_baseline,forecast_salary_spend_baseline,starter_forecast_spend_baseline,bench_forecast_spend_baseline,bench_mean_price_baseline,bench_le5_baseline,bench_le10_baseline,top3_spend_share_baseline,stars_ge40_baseline,bench_actual_max4_ppg_baseline,bench_sustained_12_hits_baseline,bench_sustained_15_hits_baseline,bench_dead_below10_baseline,roster_candidate,forecast_ev_candidate,forecast_p10_candidate,forecast_p90_candidate,actual_points_candidate,actual_playoff_points_candidate,actual_waiver_starts_candidate,actual_cap_feasible_candidate,actual_cap_overage_candidate,forecast_salary_spend_candidate,starter_forecast_spend_candidate,bench_forecast_spend_candidate,bench_mean_price_candidate,bench_le5_candidate,bench_le10_candidate,top3_spend_share_candidate,stars_ge40_candidate,bench_actual_max4_ppg_candidate,bench_sustained_12_hits_candidate,bench_sustained_15_hits_candidate,bench_dead_below10_candidate,policy,roster_changed,roster_jaccard,forecast_ev_effect,forecast_p10_effect,forecast_p90_effect,actual_points_effect,actual_playoff_points_effect,actual_waiver_starts_effect,actual_cap_feasible_effect,actual_cap_overage_effect,forecast_salary_spend_effect,starter_forecast_spend_effect,bench_forecast_spend_effect,bench_mean_price_effect,bench_le5_effect,bench_le10_effect,top3_spend_share_effect,stars_ge40_effect,bench_actual_max4_ppg_effect,bench_sustained_12_hits_effect,bench_sustained_15_hits_effect,bench_dead_below10_effect
2022,0,Breece Hall|Chase Claypool|Chris Godwin|Clyde Edwards Helaire|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Rachaad White|Rhamondre Stevenson|Tom Brady|Tyreek Hill,1600.0538330078125,1443.7239990234375,1767.2557373046875,1491.5,379.55999755859375,39,False,6.0,291.5377502441406,267.4339599609375,24.10377311706543,4.820754528045654,3,5,0.575769305229187,3,13.386666774749756,3,2,1,Breece Hall|Chris Godwin|Clyde Edwards Helaire|Dallas Goedert|George Kittle|James Robinson|Jaylen Waddle|Juju Smith Schuster|Kenneth Gainwell|Kenneth Walker|Rhamondre Stevenson|Tom Brady|Tyreek Hill,1617.23046875,1466.127685546875,1764.70947265625,1563.4000244140625,400.760009765625,29,False,25.0,296.01885986328125,267.4339599609375,28.58490562438965,5.716980934143066,2,5,0.5670533776283264,3,15.84500036239624,4,3,1,hurdle_plus1,True,0.7333333333333333,17.1766357421875,22.4036865234375,-2.5462646484375,71.9000244140625,21.20001220703125,-10.0,0.0,19.0,4.481109619140625,0.0,4.481132507324219,0.8962264060974121,-1.0,0.0,-0.008715927600860596,0.0,2.458333587646484,1.0,1.0,0.0
2022,1,Aj Dillon|Breece Hall|Clyde Edwards Helaire|Josh Allen|Juju Smith Schuster|Kenneth Gainwell|Kenneth Walker|Myles Gaskin|Najee Harris|Travis Kelce|Treylon Burks|Tyler Boyd|Zach Ertz,1627.625732421875,1451.841796875,1809.819580078125,1510.6199951171875,362.02001953125,36,False,79.0,296.248291015625,282.056640625,14.191661834716797,2.838332414627075,4,5,0.6600582003593445,3,11.22333345413208,2,2,2,Abram Smith|Adam Trautman|Breece Hall|Clyde Edwards Helaire|Devonta Smith|Josh Allen|Juju Smith Schuster|Kenneth Gainwell|Myles Gaskin|Najee Harris|Rashod Bateman|Travis Kelce|Treylon Burks,1605.2659912109375,1418.39013671875,1790.5252685546875,1488.719970703125,381.219970703125,40,False,53.0,294.313232421875,276.4932556152344,17.819950103759766,3.5639901161193848,4,5,0.6643979549407959,3,4.631666564941407,0,0,4,hurdle_plus1,True,0.5294117647058824,-22.3597412109375,-33.45166015625,-19.2943115234375,-21.9000244140625,19.199951171875,4.0,0.0,-26.0,-1.93505859375,-5.563385009765625,3.6282882690429688,0.7256577014923096,0.0,0.0,0.004339754581451416,0.0,-6.591666889190673,-2.0,-2.0,2.0
2022,2,Aaron Rodgers|Adam Thielen|Breece Hall|Chris Godwin|Clyde Edwards Helaire|Devonta Smith|Gabriel Davis|George Kittle|James Cook|Joe Mixon|Juju Smith Schuster|Mecole Hardman|Tony Pollard,1618.8507080078125,1458.18798828125,1780.832275390625,1476.300048828125,427.96002197265625,34,False,60.0,297.27178955078125,252.2666473388672,45.00513458251953,9.00102710723877,2,3,0.5602630972862244,2,20.435000228881837,4,4,0,Aj Brown|Aj Dillon|Breece Hall|Chris Godwin|Damien Harris|Gabriel Davis|George Kittle|James Cook|James Robinson|Juju Smith Schuster|Mike Evans|Tom Brady|Tony Pollard,1618.968505859375,1459.4681396484375,1784.5142822265625,1440.0999755859375,423.260009765625,33,False,61.0,297.742431640625,252.97262573242188,44.769813537597656,8.953962326049805,2,3,0.5348762273788452,3,19.39166679382324,4,4,0,hurdle_plus1,True,0.3684210526315789,0.1177978515625,1.2801513671875,3.6820068359375,-36.2000732421875,-4.70001220703125,-1.0,0.0,1.0,0.47064208984375,0.7059783935546875,-0.235321044921875,-0.047064781188964844,0.0,0.0,-0.02538686990737915,1.0,-1.0433334350585959,0.0,0.0,0.0
2022,3,Breece Hall|Chris Godwin|Dameon Pierce|Darren Waller|Dk Metcalf|Elijah Mitchell|George Kittle|Juju Smith Schuster|Michael Gallup|Mike Evans|Rachaad White|Rashod Bateman|Tom Brady,1600.9090576171875,1454.5899658203125,1749.4825439453125,1337.199951171875,351.760009765625,46,False,31.0,292.8865051269531,238.29556274414062,54.59095764160156,10.918191909790039,2,3,0.51076340675354,2,12.648333168029785,2,1,2,Breece Hall|Chris Godwin|Cordarrelle Patterson|Dameon Pierce|Dk Metcalf|Elijah Mitchell|George Kittle|Juju Smith Schuster|Mike Evans|Rachaad White|Rashaad Penny|Rashod Bateman|Tom Brady,1606.3360595703125,1462.818115234375,1765.508056640625,1326.199951171875,351.8599853515625,40,False,41.0,297.4827575683594,238.29556274414062,59.18719482421875,11.837438583374023,1,3,0.5028718709945679,2,15.136666679382325,4,2,0,hurdle_plus1,True,0.7333333333333333,5.427001953125,8.2281494140625,16.0255126953125,-11.0,0.0999755859375,-6.0,0.0,10.0,4.59625244140625,0.0,4.5962371826171875,0.9192466735839844,-1.0,0.0,-0.007891535758972168,0.0,2.4883335113525398,2.0,1.0,-2.0
2022,4,Breece Hall|Chase Edmonds|Chris Godwin|Clyde Edwards Helaire|Davante Adams|Dj Chark|Elijah Mitchell|Juju Smith Schuster|Mike Gesicki|Tom Brady|Travis Kelce|Trey Sermon|Treylon Burks,1629.1719970703125,1457.779541015625,1797.1663818359375,1475.199951171875,316.8600158691406,54,False,71.0,293.2457580566406,274.3043518066406,18.94139862060547,3.7882797718048096,3,5,0.6113506555557251,2,8.906666564941407,0,0,1,Alexander Mattison|Breece Hall|Chris Godwin|Clyde Edwards Helaire|Darrell Henderson|Davante Adams|Dj Chark|Elijah Mitchell|Juju Smith Schuster|Tom Brady|Travis Kelce|Trey Sermon|Treylon Burks,1625.9468994140625,1467.4874267578125,1799.25927734375,1473.2999267578125,316.8600158691406,55,False,54.0,290.1739196777344,274.3043518066406,15.869565963745117,3.1739132404327393,4,5,0.617822527885437,2,7.749999713897705,0,0,3,hurdle_plus1,True,0.7333333333333333,-3.22509765625,9.7078857421875,2.0928955078125,-1.9000244140625,0.0,1.0,0.0,-17.0,-3.07183837890625,0.0,-3.0718326568603516,-0.6143665313720703,1.0,0.0,0.006471872329711914,0.0,-1.1566668510437017,0.0,0.0,2.0
2022,5,Aaron Rodgers|Abram Smith|Chris Godwin|Clyde Edwards Helaire|Darrel Williams|Davante Adams|Devin Singletary|Dk Metcalf|Elijah Mitchell|James Cook|Juju Smith Schuster|Kenneth Walker|Kyle Pitts,1618.2581787109375,1474.260009765625,1776.3980712890625,1372.60009765625,360.1600036621094,44,False,40.0,297.30364990234375,244.60482788085938,52.69878387451172,10.539756774902344,3,3,0.5311168432235718,1,10.819999980926514,2,1,2,Aaron Rodgers|Chris Godwin|Christian Mccaffrey|Clyde Edwards Helaire|Devin Singletary|Diontae Johnson|Dj Chark|Dk Metcalf|Juju Smith Schuster|Kenneth Walker|Khalil Herbert|Kyle Pitts|Rashaad Penny,1626.5535888671875,1468.1571044921875,1784.5198974609375,1377.5999755859375,405.46002197265625,38,False,72.0,297.0675048828125,263.7315979003906,33.335906982421875,6.667181491851807,3,4,0.5959241986274719,1,15.733333778381347,4,1,0,hurdle_plus1,True,0.4444444444444444,8.29541015625,-6.1029052734375,8.121826171875,4.9998779296875,45.300018310546875,-6.0,0.0,32.0,-0.23614501953125,19.12677001953125,-19.362876892089844,-3.872575283050537,0.0,1.0,0.06480735540390015,0.0,4.913333797454833,2.0,0.0,-2.0
2022,6,Aj Dillon|Alexander Mattison|Brandon Aiyuk|Chase Claypool|Chris Godwin|Darrel Williams|George Kittle|Josh Allen|Juju Smith Schuster|Michael Carter|Travis Etienne|Travis Kelce|Tyreek Hill,1612.87255859375,1447.4007568359375,1787.6624755859375,1626.52001953125,439.4200134277344,30,False,35.0,294.24169921875,271.2694396972656,22.972267150878906,4.59445333480835,4,4,0.5467087626457214,3,10.588332843780517,1,1,2,Alexander Mattison|Brandon Aiyuk|Chase Claypool|Chris Godwin|Drake London|George Kittle|Josh Allen|Juju Smith Schuster|Michael Carter|Tony Pollard|Travis Etienne|Travis Kelce|Tyreek Hill,1606.0775146484375,1443.2098388671875,1789.621337890625,1692.02001953125,469.32000732421875,23,False,36.0,297.3990173339844,264.9548645019531,32.44414138793945,6.488828182220459,3,3,0.5409046411514282,3,11.783332824707031,1,1,1,hurdle_plus1,True,0.7333333333333333,-6.7950439453125,-4.19091796875,1.9588623046875,65.5,29.899993896484375,-7.0,0.0,1.0,3.157318115234375,-6.3145751953125,9.471874237060547,1.8943748474121094,-1.0,-1.0,-0.005804121494293213,0.0,1.1949999809265144,0.0,0.0,-1.0
2022,7,Aj Brown|Baker Mayfield|Chris Godwin|Clyde Edwards Helaire|Devonta Smith|Elijah Moore|Garrett Wilson|James Cook|Juju Smith Schuster|Mike Evans|Noah Fant|Travis Etienne|Travis Kelce,1552.5296630859375,1402.0120849609375,1734.2769775390625,1518.89990234375,370.05999755859375,32,False,66.0,296.8570861816406,251.98818969726562,44.86891174316406,8.973782539367676,1,3,0.5014793872833252,4,13.329999732971192,2,2,2,Aj Dillon|Chris Godwin|Devonta Smith|Elijah Mitchell|Garrett Wilson|George Kittle|James Cook|Juju Smith Schuster|Michael Pittman|Noah Fant|Tom Brady|Travis Etienne|Tyreek Hill,1617.5185546875,1459.3280029296875,1787.2803955078125,1428.800048828125,418.65997314453125,38,False,51.0,297.0958251953125,248.6458740234375,48.449951171875,9.689990043640137,1,2,0.47536227107048035,2,15.694999313354492,3,3,1,hurdle_plus1,True,0.3684210526315789,64.9888916015625,57.31591796875,53.00341796875,-90.099853515625,48.5999755859375,6.0,0.0,-15.0,0.238739013671875,-3.342315673828125,3.5810394287109375,0.7162075042724609,0.0,-1.0,-0.02611711621284485,-2.0,2.3649995803832997,1.0,1.0,-1.0
2022,8,Alexander Mattison|Breece Hall|Chris Godwin|Dallas Goedert|Darrel Williams|Davante Adams|Elijah Mitchell|George Kittle|Juju Smith Schuster|Kenneth Walker|Mike Williams|Tom Brady|Treylon Burks,1633.438720703125,1476.79638671875,1794.6376953125,1457.7999267578125,360.2599792480469,48,False,27.0,293.0992126464844,273.868896484375,19.23027229309082,3.8460545539855957,4,5,0.6057948470115662,2,12.226666736602784,2,1,2,Alexander Mattison|Breece Hall|Chris Godwin|Dallas Goedert|Darrel Williams|Davante Adams|Elijah Mitchell|George Kittle|Juju Smith Schuster|Kenneth Walker|Mike Williams|Tom Brady|Treylon Burks,1633.438720703125,1476.79638671875,1794.6376953125,1457.7999267578125,360.2599792480469,48,False,27.0,293.0992126464844,273.868896484375,19.23027229309082,3.8460545539855957,4,5,0.6057948470115662,2,12.226666736602784,2,1,2,hurdle_plus1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,9,Chris Godwin|Clyde Edwards Helaire|Darrel Williams|Davante Adams|Elijah Mitchell|Hunter Henry|Jaylen Waddle|Josh Allen|Juju Smith Schuster|Kenny Golladay|Myles Gaskin|Travis Kelce|Tyler Allgeier,1613.2119140625,1439.4888916015625,1778.0841064453125,1609.1199951171875,386.82000732421875,39,False,63.0,290.08282470703125,277.36004638671875,12.722746849060059,2.5445494651794434,5,5,0.5540874600410461,3,5.699999928474426,1,0,4,Chris Godwin|Darrel Williams|Davante Adams|Devonta Smith|Elijah Mitchell|Garrett Wilson|George Kittle|Jaylen Waddle|Juju Smith Schuster|Kenneth Walker|Myles Gaskin|Tom Brady|Travis Etienne,1625.0732421875,1465.11083984375,1790.8349609375,1484.199951171875,397.55999755859375,34,False,35.0,291.7209777832031,267.9991455078125,23.721811294555664,4.7443623542785645,3,4,0.5670202970504761,3,13.394999980926514,3,3,2,hurdle_plus1,True,0.3684210526315789,11.861328125,25.6219482421875,12.7508544921875,-124.9200439453125,10.739990234375,-5.0,0.0,-28.0,1.638153076171875,-9.36090087890625,10.999064445495605,2.199812889099121,-2.0,-1.0,0.012932837009429932,0.0,7.695000052452087,2.0,3.0,-2.0
